Addresses,Allocation %,Type,Sum
0x26d7b4fe67f4601643304b5023b3caf3a72e8504,0.01%,Holders,
0x271d3599251dd1be4398b4483aceec2886227f7f,0.00%,Holders,
0x2836405892c0faa545aeec6c7bdf37974b0124b3,0.03%,Holders,
0x2854a780ded7acd044ded05aca664bb39731ffdb,0.03%,Holders,
0x288e783bf640fa98defdc85d0cc3d510580a915b,0.00%,Holders,
0x2929b126f3176d3fa3ff30c4eb7de604192ec840,0.00%,Holders,
0x2929d5c5e1d5cf542c6ee20ae5ed23fc63b3e6b6,0.01%,Holders,
0x294c02f0aa9d9f4948efb4901085c0770c0d7c5e,0.01%,Holders,
0x29f49b639b705b9ad79c4817d49dbac5eb181a2d,0.00%,Holders,
0x2a02294d303c7e66eab816c51e833ba7c6acbf3c,0.00%,Holders,
0x2a0a0110ac8d96e3c86da4112b55ec268476b2bb,0.02%,Holders,
0x2ab03c1f05bf8a971e96ff5de5defe05a00659ae,0.00%,Holders,
0x2b334838596678e44d309285d3531a7ee7ee5e8e,0.00%,Holders,
0x2b4915c74795193f61fb96bdd20878061b49ce5d,0.01%,Holders,
0x2b5b9a2ab283d1d4793b465025afa6082e0f40f6,0.01%,Holders,
0x2b96d2a3bc8237aeaf392f1af39e70b230f4ee48,0.00%,Holders,
0x2bb1da393939523b5b976a637c254f0f65a9a7fc,0.01%,Holders,
0x2be90797972ccac13defeed7dc58663b12598448,0.00%,Holders,
0x2c21af34dac7229178f4a1f32b439c3884d0583c,0.56%,Holders,
0x2c2b122ee49ac9fe7356a14fcdfd0136ff39b2ee,0.00%,Holders,
0x2cb7f09127aefb8dc2ba29153b30cac588fbedec,0.01%,Holders,
0x2cba9a05d2bf0022d459a8ada1cf5a055887f053,0.03%,Holders,
0x2d7d5a9ad74f16d310ab59dc676e9978a1ceda02,0.01%,Holders,
0x2d8bb8231ef8f139202b3e95fd6204e7a173eabe,0.01%,Holders,
0x2deada3cb81d523cbc542e2f66fec1603f6236f2,0.00%,Holders,
0x2e12d00d7149d5940093082cef841f0e276e757c,0.00%,Holders,
0x2f2b6e842c3c834031a584f6b9c3c6db44a16383,0.00%,Holders,
0x2f7ce7135c056c58513689f7b9e2a8543a9a89b3,0.01%,Holders,
