Address,Allocation %,Type(s),Sum
0x185e72d85752029f6d11456f5b23ac19277ce904,0.000757491158%,Staker,
0x16d8906a78bd6b16b37bc5135c3447248a6c0b57,0.000756934024%,Staker,
0x916b8cf245cbd54d5ce2c4b5d5d89425723cea3a,0.000756614183%,LPer,
0x34ee2e826d3c6701df3b081d84c282c11c5eb4fc,0.000756528958%,Beamer,
0x2e7f58fe5e9f680e466fff451ff9685632221738,0.000756208148%,Staker,
0xcea0d91c8dab20553408b907aa3ec67b36a2d169,0.000756149183%,Beamer,
0xde9c67f6c1ef99c20f405efae573ef6dd02cb7fa,0.000756126116%,Staker,
0x3694e90893d3de8d9c1acc9d0e87eb9bd0d041ff,0.000754783186%,Staker,
0x106175028b4903f749ae70b5a5e6a0c347fef65c,0.000754744861%,Beamer,
0xbb9e6a928b47db485505e521240e07c7d19407a9,0.000754024652%,Staker,
0x37a46825e4a5fd39ea652b79c1d6e88f2f47503d,0.000753935133%,Staker,
0xd1b54c52a31c6906656a46ec10ee15bba6fe4c9c,0.000753915127%,Staker,
0xe4955f0c6663153761180c1a7a2bee357825099b,0.000753896898%,Staker,
0x906cbfee6118e500f394404e39cc26f95c98e32a,0.000752983264%,Beamer,
0xfdfb68cc57637bef51e7d925c9511b3414e79bfc,0.000752119260%,Staker,
0x6c9a6a8f7ae853d2ba35bf53adc9346fc1f305bd,0.000751923083%,Beamer,
0x054456e501b7c822a123dd3e5813c4f7332f566d,0.000751893467%,Staker,
0x8a11362f294770932b9670936c58b475c1c60272,0.000751750713%,Staker,
0x1eb731c269263bbb3c685d5eaac734c5dd907336,0.000751712885%,Beamer,
0x46bb4faa0e320fc75785e3461488b7571ad061e4,0.000751664937%,Beamer,
0xb0118422f6432c509efef470198ae12fe208536b,0.000751127848%,Beamer,
0xb99a212d489e250133a248f83fff71c9e7f86229,0.000751023252%,Beamer,
0x4358648cdc03f1aedea92d957c7e82e3af4ae543,0.000750389677%,Beamer,
0x5fe7194daa47222f59a8e6bab65336a1b120ebad,0.000749667664%,Staker,
0x626535822E8dD204Ee876815C21a200ffE244c28,0.000749451310%,Staker,
0x2812fb2b869be67490c87f1490cf8699ed9f3057,0.000748994156%,Beamer,
0x87052513b346ac2050c3eec77fd22b83fbc96a8b,0.000748971270%,LPer,
0xbd091a2a1b61976295dfcdf244292253ddce309f,0.000748630465%,Beamer,
0xf0bf0e5a106dda07d1f2668bcb91a206b51ba378,0.000748368311%,Beamer,
0xf203035967cf18b9cbab9e6bc8b7c1d001368fa3,0.000748139197%,Beamer,
0xacbe94429907075cbf675ef1c3267f11ecfcba8a,0.000748018879%,Staker,
0x3fb4ede85ab843340f0b70d913bab147bdbd812a,0.000747836916%,Beamer,
0xa23cf462bc909c4d8b9e3c97ac6c58b792787cc5,0.000747481500%,Beamer,
0x1363e8ed104e3e1bc50bad79e1d287602cc6619e,0.000747234861%,Beamer,
0x8e64598db1d4c4ce73490cea7008058ebf32ff6c,0.000747160684%,Beamer,
0x941497d3b57b774a2482958c5514f04ac756d8f7,0.000747020821%,Beamer,
0x8fda0094645e9d45bbc79d2f5d7bfff579f32c00,0.000746906369%,Staker,
0x6245e8e60769dc9894aa0075583b560f5cc39912,0.000746721948%,Beamer,
0x337e6b762a9a4e31ef4d784921dcce85569e59cc,0.000746657804%,Beamer,
0x9cd3ad2969950b87368f480ff89e006d6b7ea2cc,0.000746553979%,Staker,
0xf75200b7684a120fba433145609112616749c082,0.000746389278%,Beamer,
0x1f9f65c2dfc3e0499c4ca2f5623e051769b0d687,0.000746307387%,Beamer,
0xc3cc969750b2337ffd08c056349dd0416228adc9,0.000744819365%,Staker,
0xcfaf88a4cb20a2a60d7a1e7deb822be03419a4e8,0.000744816006%,Staker,
0x9f1e5cf9fa7f80f118c396a188166a536a2ba836,0.000744790466%,Staker,
0xcc84e8b142e4fd6647350e95bb56da32e3503867,0.000744133901%,Beamer,
0x13ed9590e7b7f29fb65a82057ac77b387f4ff531,0.000743670702%,Staker,
0x12a683be2727d34bfffb70410440ada49fd44417,0.000742885721%,Beamer,
0xd653971fa19ef68bc80becb7720675307bfb3ee6,0.000742739288%,LPer,
0x171fb04af488f5957194b44b64ec3498fbb22fcf,0.000742533406%,Staker,
0x65b3e945e707d8399a98ee031f0b891cbbe82d33,0.000742453712%,Staker,
0x874cdbeec97afa4c07731f7ef02f8491672717c9,0.000742011547%,Staker,
0x87e7084eb2521bf07ad898bf7a6d6f735315afb4,0.000741954352%,Beamer,
0x4fc013fee4b3f0111cb2bfd771c0e966cdfe2673,0.000741801556%,Staker,
0x89e483f02cf3dae4792bb6cdc2e0f915c2519fb7,0.000741258082%,Staker,
0xd160f88038c9160715bfdb51a5c007f3e8c71c6f,0.000740349747%,Beamer,
0x16f941d97d62c044b234e0c3cc400afa40af4425,0.000740132883%,Beamer,
0xb97f255b37eef7d47dbe1debbecd1f2ecfc37abe,0.000740087961%,Beamer,
0xbb16505eccee82c26a5f941536c1c545ca9b5023,0.000739794317%,Staker,
0x1cbfe42275803c340a1a4b38333e6b193751b000,0.000739392360%,Staker,
0xb1663973ab08ba89154f442456fdd8fbc11d4720,0.000739184552%,Staker,
0xea1c69256d8d61c9ad7336ebe66103ff7960c9f3,0.000737675569%,LPer,
0x7cf39e8d6f6f9f25e925dad7eb371276231780d7,0.000736648778%,Staker,
0x25f5cd6f329eae5a10031798f529fd46505bd7d1,0.000736464270%,Staker,
0x776859440133699dd3291673b51458a2cf99aff5,0.000735384611%,Staker,
0x90c95c8a8674e6aaf2a05719d14023bd51384b55,0.000735048729%,Beamer,
0x64e744f718ccfe9a31e1a7076de3e7ec29fbd8e4,0.000734824168%,Beamer,
0x8833fb93b051472295a4ba9d054ce00eea767e31,0.000734347159%,Staker,
0xc78600c5de9caa0cf809e1516c86978fb5a5e7d4,0.000734300823%,Staker,
0xdb3793fc8de4fb73181b173bc8efeac03c951051,0.000734244115%,Beamer,
0x109c899c18f3966957222992b6a2c6b0bc9e5be4,0.000733882093%,Beamer,
0x2cfa7a679cff6c7818490dd0786e1061e82605a2,0.000733569656%,Beamer,
0xd39a43b25f38e1ff7ec48420bff88743386688d6,0.000733305016%,Staker,
0x08b5d278a116665aeecf16e60f87891abbbe492a,0.000733241861%,"Staker, Beamer",
0x956f66ac8d5db9c410aa1158d45b1686987afd35,0.000732289724%,Staker,
0xb7b4e1d804ae7faa19ba52d76d67e6cd7c04b368,0.000732263711%,Beamer,
0x542f3a7fdb1d061f3371cb0f1f96a081d84158ee,0.000731895415%,Staker,
0xb4e7a5e17e0c3b3182a4aad7902e9f08060a2427,0.000731754365%,LPer,
0x2215c7737c7d4222d8859fd2fca6db45487d45f9,0.000731606333%,Beamer,
0xd49c47f0e3a50e2d0b3a5ec51b71e1ad65637bd8,0.000730941598%,Beamer,
0xdf839bbbe062ae73493a6961fc34849b53f1c154,0.000730563794%,Beamer,
0x043b1a2f45a125775a86ff977ffc9e8a01c58f02,0.000729848496%,Staker,
0xe793542db8d2c5f0068e7dedf8900c3c53e47ee4,0.000729364951%,Beamer,
0x60f3fabba3fc3b7cd36535c15496d99524a876d6,0.000729363946%,Beamer,
0x7288eea2249578f91ebda9d267bf6c8087eb66bf,0.000728514614%,Staker,
0x8aea4ac5f04df39ce0ad5bffe1ff28365b823fbf,0.000728467268%,Staker,
0x5383ae3de5179c4fbe6c1699d046ced535f2ff97,0.000728430029%,Staker,
0xa94e9bfed7d7ef757f97db3cd66f3d43acffe9c6,0.000728409863%,Staker,
0x69afe88f22f416ffb7d2bf119b31ebc0d0d85325,0.000728108447%,Staker,
0x3414bb9584538cf35b5a5274f802335321aaa168,0.000727175675%,Staker,
0x0635292c458f6a5d3b6636135e8e9e2ec1a5e23f,0.000726438593%,Staker,
0x99922036102ad8c4369a3382e55026ee15bcf54a,0.000726366646%,Staker,
0x9fd3724297ff196208f215faab8fc58acba34a33,0.000726149582%,Beamer,
0x5531ee625f93e7ad61d6e10175aafd2e57d50657,0.000726009308%,Staker,
0x17019ac13fc5049f4ca039abdc492c581bfaad42,0.000725544239%,Beamer,
0x9274ccf1f16e3efd8dd4897b305e8687aa55a8a1,0.000725276377%,Staker,
0x2851f79a8b9bd7ff97df212d9486b3f982a38fb2,0.000725154920%,LPer,
0xf5e759ece0f4dea1016c74530234f95cff350c8d,0.000724782022%,Beamer,
0x308c7b87e51552964cff5fb63cc076e9fb465a5e,0.000724685570%,Staker,
0x72cfd8a5a198bdd3146b4efb4c973f5b15b8d34c,0.000724481758%,Staker,
0xde384d80f7e755d48c57928ce57e3654604529a8,0.000724090497%,Beamer,
0x2cf3213bf801a183360df6931c31422b33566a58,0.000723633915%,Staker,
0x51a39b62d6f6fe2d79efc20cce78fde8e5d54c98,0.000723029965%,Staker,
0x8337da19ea3d076891cc23dc2b067be82d0fd195,0.000722714531%,Beamer,
0x37ec90cd6d5d382e21ede2fa0881c30c997ef337,0.000722375052%,LPer,
0x19a1890726e4ed5d10f3540a52aea695e66d0b9e,0.000722326882%,Staker,
0x972a5861abda6fcce0aa8ac28610b9a4494206c7,0.000722225583%,Staker,
0x7fd8f6b669964d217aed9b325ab5fc1c3ca2e249,0.000721295835%,Staker,
0xeb03773071b7baed36bd77c784a97fcab7c07b46,0.000720927435%,Staker,
0x7273beef644a920ece8c212a78b170248a30ba22,0.000720764600%,Staker,
0xda34dad92b598fdc4ef6c1ce7553180bb5c83cc0,0.000720383441%,Staker,
0x42ecdd47265e5412973de30b074f9b944a1d8453,0.000720265232%,Beamer,
0x21dff0fc4fe67eab02a42872b654b8e07ebfce21,0.000720236604%,LPer,
0xcd79272e57a870c0b1f69a8c840244364c4a0260,0.000719937114%,Staker,
0x09b4cc17e0764e285bc147b3ade34c1ac349aaae,0.000719631068%,Beamer,
0x8d4143a86926b0c106f789f43272b0494506865b,0.000719332477%,Staker,
0xbb2f890b506fc8d73e4688dfcd276bea04d1225c,0.000719246346%,LPer,
0x795d62666dd250044c96f760c0167f5a5a505edb,0.000718436229%,Beamer,
0x96ef564dea7e95fd5dfb7fc1509ca9b9bd55334f,0.000718381136%,LPer,
0x1b61a0320e2c6bed55a5ba6943740ef4a37d1ab8,0.000717854743%,Beamer,
0xa646240b5b13a660657c10818404d9883b0d83b7,0.000717670738%,Staker,
0x45648f5bab757406902cde440b791c06175a7810,0.000717632607%,Staker,
0xe3ba6d63ea31ecf6512b5c1562540782b2946792,0.000717090774%,Staker,
0xf97c1ea64e75674f2518d6c61f70bacf17491905,0.000716920459%,Staker,
0x7e447f3eb6139b49d5ec2911c83907777cb38d8a,0.000716820988%,"Beamer, LPer",
0xff9B90914E248339Ab0A50bf4798Ef8B012eAC79,0.000716491879%,Staker,
0x0f3948b581f8632a3eb0da4421181539c709b040,0.000716269788%,Staker,
0x31777f6424a64738ae6ea9cb8f1282f0681292f3,0.000716074168%,Beamer,
0x6c2f168aceefcb5f15155368bacf9845035fd5c4,0.000715868028%,Staker,
0xd1ac6c1bc18523763eef21ac39eeeeac30154707,0.000715828498%,Staker,
0x81016b5fa82b628e7653e63f43882009f90dc2b6,0.000715759940%,Staker,
0x4d0ccc8b6ee95e13837c55fc65ea18673a196e07,0.000715755679%,Beamer,
0x7627d3cadc116a226cfdcf05f85f495e96ac2866,0.000714993649%,Beamer,
0xd0f9ae9af4e46b415b79b5b30c78a608e491161c,0.000714967799%,Beamer,
0x875fb69aab3d9314198f705288d3ed29731b7b21,0.000714897476%,Staker,
0x28b71e95df5433fd57d8e88e89e1ddea8653acb6,0.000714806291%,Staker,
0x6f192024eb8f0a5f45babaea77fbf4a51ee37f70,0.000714702570%,LPer,
0x5e815ccc0b841986924ee221058157a1df640318,0.000714646254%,LPer,
0x1256c290d12a8d6b4738c065e1a37091a746c586,0.000714318357%,Beamer,
0x3fa836afb445002f6da611ae7d46c397f8d7c340,0.000713989528%,Beamer,
0x6db9e2b0c8a8c3c15794ec62bbb1cbb70706b594,0.000713784601%,Beamer,
0x7b1aa4a4c9334560864fb580e9a6ce44a670ffb1,0.000712852133%,Beamer,
0x9fe9e92012e97f6f0c884fee5436d4f07b505517,0.000712789101%,Staker,
0xecbdaa75583dd3dfc04a307c57c84007e4e5e429,0.000712508578%,LPer,
0x9f921dadbc5f80fc1599a69fadf0d4606ea5e425,0.000712459644%,Beamer,
0x58787bf10665b2f0f7cd995e762df0f46a7601d0,0.000711499351%,Beamer,
0x01c81c0e0cfd968a96cf08e3dc32f395a9dc075f,0.000711405128%,Staker,
0xd6a6e5bcd43caf9d8702a151f53b1f07aa1765f7,0.000710840630%,Staker,
0xF413aFd2992Dc52c27D0cb5467cC4909AD7b3e25,0.000710709530%,Staker,
0xc2130a78b77fa6fabf84bd4a92f71fea63d954e2,0.000710541424%,Beamer,
0x4ef58da027c82dbabefba23e1d89c020baabc17b,0.000710394246%,Staker,
0x916ad201c6ff4668241a6a443192cfa157db883b,0.000709646153%,Staker,
0x317de050bd94273343fda5894b1eea5b105ab41c,0.000708819390%,Beamer,
0x7a6968204542f1a45af3400e76c32dc21894f334,0.000708701369%,LPer,
0xd523425780c42f3866a33d9352d976e2c5b66cef,0.000708667903%,Staker,
0x87b80de74caf36ebde33d48773c8be7c88c6a8eb,0.000708593465%,Staker,
0x02dfd2f123c561ef16156f3334bb4839d446dfea,0.000708516902%,Staker,
0xac02c291fabea0848b1b984df380906d15a692e5,0.000707398575%,Staker,
0x04e53b29277a6552a7107021ec373fdfd4eecf49,0.000706963537%,LPer,
0xaeb1d727f6c5ccbba4075a3989ab97c5a451397e,0.000706858103%,Staker,
0x88d3ddd5cf8039651382e40e1a9e9b5046619ead,0.000706782591%,Staker,
0xd47b9637c5e039877389aac13adf7b693c288567,0.000705511299%,Beamer,
0x5e062f6bb2921da8ac3d880ed75cc29369c2adcb,0.000705235717%,Beamer,
0x32bcd41d2093212b647a789dc7ff6b1021d9ea98,0.000705112364%,LPer,
0xd0d628acf9e985c94a4542cae88e0af7b2378c81,0.000705008857%,Staker,
0xa26674116c72cf19e3e7855864afe9c8f18a84b2,0.000704996833%,Staker,
0x377caf3313eca1aa2620602bd526ce64378c9a70,0.000704985965%,Beamer,
0xc6f3d44c6c971c2a32789fc0750582a4b66bcfd0,0.000704942274%,LPer,
0xf3dac11122fd0ff30c0986db1ffb0a8a7e36f3b4,0.000704580202%,LPer,
0xa9bc0adb273613623c1847f8482f3074b368afe9,0.000704349732%,Staker,
0xcdd5aef4fe50722157484957375af70570caa7bd,0.000704085231%,Staker,
0x3cd92d5c8beda8d5aadef07a61ab188279feb213,0.000703906049%,LPer,
0x44dd873848714da1d6f998e7d83f89f8bda78dd5,0.000703887552%,Staker,
0xd44a977d62bbd5049321fc44135276cfa64941b6,0.000702876091%,Staker,
0x173dcc98511d58ad4031fa1fcc365b9f83c7ba58,0.000702766322%,Staker,
0xce1e6a003e30370311e151f74fd2448073b44095,0.000702264031%,Beamer,
0xdaf61be8e8d5cd32f7b8c3292bc654bf857697f7,0.000702094913%,Beamer,
0x5694d43578d9e4ce0b92ff4ade072a57f13f30c3,0.000701982307%,Staker,
0x27e00ddfdee0f0cf5c68145b92ede140d699b72b,0.000701706168%,Beamer,
0x47a3bd96ce9b318fc73a1a9bce680755d3cf1b51,0.000701058218%,Beamer,
0xc0819e1e01204bcb9cb5a0a3be826afedad6edef,0.000701008825%,Beamer,
0x5e8ea84a0687e3e61242067e71ac1a41212f4be7,0.000700591137%,Beamer,
0x77bf350a791cf3b166e0f38b41cec390d37d3f63,0.000700145940%,Beamer,
0xcb8b8c7f95c41e832c6380c9c89a79e45930d167,0.000699842163%,Staker,
0xefa7d4a00c7e0ef5e148eba65c241ad9f90aee05,0.000699743563%,Staker,
0xe16acf486af4bcb6fde2368708558c1eba043047,0.000699691225%,Beamer,
0x6c30d71d2c0738594de1314ddd6c6797066550b1,0.000699386319%,Staker,
0xb4e0af5a07b62df191253716568583ce120cf04b,0.000699327444%,Staker,
0xbc340c2177f3d11dc56424f8130a09b3a0ac4abf,0.000699302793%,Beamer,
0x4b90131ba27f529a4e2831734d43720f197af523,0.000699252818%,LPer,
0x56a449f418d58cfe8de21978f2dd881d98a3b259,0.000699149803%,Staker,
0x1b2bd36e45f15476cbd6d94fcdcf7260a5ebb2fd,0.000699073689%,Staker,
0xd75f047640a973f8feb6786d9ded055ded637946,0.000699019369%,Beamer,
0xb2c8a71470f5722aef75e508f5ee554dea675d9e,0.000699009676%,Staker,
0x416d88cfa8e8c32e8618e15218597ec6a0e6f80d,0.000698263961%,Staker,
0x3a58720c1c112e513726c9b31bb78c46b859d040,0.000698193556%,LPer,
0x8cb5e212e6a3b70229ac1edb56fe5e6db199dde4,0.000698193556%,LPer,
0xc63d81c09208de883804fa0c8900f237e4011717,0.000698193556%,LPer,
0xd3401a5d42a06165523499b3d71e6074829e852d,0.000698193556%,LPer,
0xf4cff4469f541d88b9cb54a3ce03f27dbf890e7a,0.000698193556%,LPer,
0x5a111632344eb37720bebaad401b15566eb7117f,0.000698160751%,Staker,
0xdd14bb5425e1ea842688316c527671090eb3d1be,0.000698130845%,Staker,
0xf9be09958fa5e476542a12734f49150fdee19d2b,0.000697468106%,Staker,
0xf0e02b4c9842a8eb6533ce3296bc54675d401626,0.000696381356%,Staker,
0xd6833bcec900392fd2dae12e0fb8e4ed35f5dead,0.000695934638%,LPer,
0x6e1f218ff7e39b9c03522fa174ea2cee25db9b79,0.000694194359%,Beamer,
0xf9f5dc94eaa9a019dff737e6a620479be14a70c2,0.000694150112%,Staker,
0xbe4f13fd941d12636ce670f366f51420b3477398,0.000693512147%,Staker,
0x8d3857391a4bfa406299bcfee4291adf4fdafc2f,0.000693466390%,LPer,
0x56099dbb9565c2adc0865e1db8f100686e916be6,0.000693369527%,Staker,
0x751d737ce431ca271a625d62c6950979d414c80c,0.000693329354%,Staker,
0x00897e2d7168165b81558c3cd9257efb007f2410,0.000693076623%,Beamer,
0x55624cd6d7266cdea8cd1ab7a3f5c2f1f32a8982,0.000692679429%,Staker,
0xa05bb4562a9fd7289c58e02343c4333a807aca58,0.000692476543%,Staker,
0x4f1ab9bd0a2d8a8a03cfea267cda5209546193d4,0.000692208764%,Beamer,
0xd5831bdd68b0122e5e7f1c1f11a7d12b21a77946,0.000691688603%,LPer,
0xf970f7b32ed6cb64bbe61ab95a30e0665887500b,0.000690976030%,"Beamer, LPer",
0x53e5fe09f9a7d587d46c12a51b82bf0de1e3ae28,0.000690751966%,LPer,
0x0b1197f435cf084e4658c30df44a3697a87816dc,0.000690030069%,Staker,
0x7904a9dc4191d86665ddfdebcefc9d406b59f246,0.000689268417%,Beamer,
0x3b9fb0c7d2e1243822baf9894b88627fb1d3a133,0.000689132379%,Beamer,
0x11f40f138a806505dc395ea338fc3a8394bb87ee,0.000688037146%,Staker,
0x4a8f116224f8749ff1a9528d4ff32ef8fb1cb619,0.000687928212%,Staker,
0xe5984f2809fd897202c59b9db7186cdfdb012522,0.000687630125%,Beamer,
0xd223d0e17524473f78733c879d98a5911f3e30d5,0.000687628195%,Beamer,
0xfd5f301d4de02954a833899c0f88b4308b508d74,0.000686890939%,Beamer,
0xe43f000a85dd5927ad7c5dc9f6ee999bf7bf8e10,0.000686863577%,Beamer,
0x0df40e187f8f85a23058576264777cd1383aa0c9,0.000686756397%,Beamer,
0x5f740c018a4d2184a785996cc801164ee0973039,0.000686249310%,Staker,
0xefc75c02dcb5363dd922651032743ab5115ff473,0.000686150460%,Beamer,
0x804d1c287e0f7796d165af5e4cc90e352abcab90,0.000686004313%,Staker,
0x4576584ae72401ab9dcd64f5383004b15626d817,0.000685663803%,Beamer,
0x349cc5f097809e0c9db47f33ad273894286e3cc7,0.000685539891%,Beamer,
0x510688386d8fd35347178f05195c74a70a818e70,0.000685539891%,Beamer,
0x0a605ca4e3cac3e51b17fc1034af63430b5c8bf6,0.000685235444%,Beamer,
0x527abbd3b14eaec4a5539b9186d18e71d0f6d816,0.000685190792%,Staker,
0xda6b8d1a441e957064e12fc963d3dd162d1ed12c,0.000685133961%,Beamer,
0x2855aec3dccfb081900f7adb1d953af3a0eb494d,0.000684775484%,Staker,
0x7cd8bbd22ad3a758c556123d9c240e1e55caa057,0.000684734069%,Staker,
0x16af2e60b21a264c322f68b89b8795f018728be9,0.000684539675%,Staker,
0x114db5852227d473f243e27138461b5f70d1b5cb,0.000684506314%,Beamer,
0x14A6b84A38e8d31E481409e8dA4a51b372CD56a4,0.000684366400%,Staker,
0x4f7690516a8ae0cfe391d8c6c393f2f120504728,0.000684295773%,Beamer,
0x2de2ee9153e603a5ca98d6fbfde23e00a44a4a12,0.000684258516%,Beamer,
0x6453342418cb65872236e73fe58d5561019af1d2,0.000684244324%,LPer,
0x05244c55b32ae12810a03c72a805a9ea973ec257,0.000683906449%,Beamer,
0x98790649e3e189f61e3bd77f2816f91136474c60,0.000683669620%,Staker,
0x3847a460eb81de72e88daf4614dff72604e96907,0.000683665368%,LPer,
0xe786aeb7e7b6feee0541adb8be8a1bbd561e402a,0.000683581866%,Staker,
0x5ef0ead163b75f93f2cbd8c462af1443ed0b2296,0.000683450410%,Beamer,
0x429ad64fec22bc0616d56ed2a48d32dbc9c8d0d6,0.000683406477%,Staker,
0x8bd93a87cbcd4b9353e275be9f0413b32148fe82,0.000683368714%,Beamer,
0x508b818650119eb470a1ebb7cf0761e06b4f5bd4,0.000683169398%,Beamer,
0xd63b66556fc27fffa6b19e5427902244c2f695ca,0.000683111959%,Staker,
0x3be960f410100916b49c41bb8fc52eb5511ef307,0.000682914867%,Staker,
0x5d5a267897794bc1276b91e97ace4f7ef5c60f68,0.000682698089%,Beamer,
0x9be9a5d59d058bbab5511bad836836f69c773dd2,0.000681877401%,Beamer,
0x3a1b9a8ea6c708749073387b340a33f35ae64d36,0.000681791173%,Beamer,
0xb5fcfeabd853eb4149a57642d05856f9e3d2482e,0.000680968847%,Beamer,
0x25f0858a6b820fba7c69beb79660250c010337db,0.000680572924%,Beamer,
0x44b37969147c2d7fb811b0ac7f46283169585f56,0.000680303788%,Beamer,
0x5871660d990d0b8d89b05975fc58feb6a422840d,0.000679884834%,Staker,
0xc986a1fd5d2db0d4ed85b76deb9a1bd64eb474a4,0.000679849281%,Staker,
0x686b4640f1435aad6a74208699f64123b5783181,0.000679826235%,Staker,
0xf29fd03df2cb7f81d8ae4d10a76f8b1c898786bd,0.000679768783%,Beamer,
0x18b4691827a2af5605ce331fa1f0cc016e9234f9,0.000679723158%,Staker,
0x0d5caef6f2b269a8fea36cd375fe412e0185bd93,0.000679523842%,Beamer,
0x0c14466009c658b3d52f2cc1b8394203fc8227ce,0.000679067643%,Beamer,
0xd0794ca00003d03edbbcf93f378269f2907c4aba,0.000678993968%,Beamer,
0x51615f220434879865eb841ae34259aa108a846d,0.000678875907%,Beamer,
0xf7607b7e35d527d833ac3ca140574696b49fbe6b,0.000678821355%,Beamer,
0xc7ac422595da7c1aef9e2f1119a015272c27faf7,0.000678557598%,Staker,
0x394968078025ad37644cedcb076d11241efbbdd0,0.000677854976%,LPer,
0x067677b031e74d8e9e4292fd746d2121f1bdd4ea,0.000677612195%,Beamer,
0x62dc68202b8dea48a4af0145710b4321a2a82cf6,0.000677540843%,Staker,
0xc6387b043c59cc005bff0383aabca52f79527a67,0.000677250028%,Beamer,
0x4bab75b7cf75ed2ab2ddab74025497c651d6ea2f,0.000677158201%,Beamer,
0x5e457a1caaefe89d5b7f10e4a2858730f3177174,0.000677118796%,Staker,
0x2776458c1514ad2bef1d263672c47c30184574ae,0.000676753535%,Beamer,
0x84d51a2b25516821511151031200163fe46d0b18,0.000676639868%,Staker,
0x7caea457224c345d1518a23fbd07ebdbdd21170c,0.000676172663%,Beamer,
0xfad8ee4a0eeaac5f6780679e4118150026840e85,0.000676118052%,Beamer,
0xe12dd116fbc914981b87af179d9664b0e9d6f4df,0.000675462319%,Staker,
0x8ac85aef9d111239ecf70fe6dd7e5a4df2959a5b,0.000674625532%,Staker,
0x97b0351ef890312e5ebf68a85ded7aebdcc1f289,0.000674338699%,Staker,
0x201496e381cbd1e32a900bd0ec0a3121e351f769,0.000674079532%,LPer,
0x1f84833dcb4e7421fe691cb64369580c1e48b287,0.000673797741%,Beamer,
0x35c9d788706bfd14aa731ab3391286355b00b605,0.000673734295%,Beamer,
0xe7363b9baa2546fc7cbc66b3ee42b6b5b000506c,0.000672845930%,Staker,
0xd2a96541a4d72d89d44e35ddd5c909061ec7da89,0.000672741454%,LPer,
0x364821de0f6ccbf7b8433278c26b3576504ddb63,0.000672646551%,Staker,
0xdf510fb37e9971c43bd0a71221efbb15489b366a,0.000672255235%,Staker,
0x9b75b7d63ad412f585f965c9f68eedb2ed75229e,0.000671981146%,Staker,
0x4a27965b859e46230cb2ae1f00c72da841d7c875,0.000671773482%,Staker,
0xc0a8d7c093ecefd6f4aebe97172731c6a5d5fff6,0.000671303449%,Staker,
0xb9914547cf66e9607cc7607e10ed38c20e95270e,0.000671114292%,Beamer,
0x8feb4bd3195ada1750d4a2321af8f6a1121017c6,0.000671042360%,LPer,
0x64b09334c4ebec14da444eba7b5372969a5793ca,0.000670347213%,Beamer,
0xf967cb815d915f354168e769a61fca8f3c0a4930,0.000670290209%,Staker,
0xd0b136592a3731bae94055d9e4b7707f59d8fde5,0.000669205081%,Staker,
0xfdc9f009b5dd6344d31b4b44c34155d1bf71242d,0.000669094295%,Beamer,
0x1eaa9149725a7f772bc229f779da8623b1a69cca,0.000668936953%,Staker,
0x216a18af5ff2f703f3561da414e3cecb67785f57,0.000668781058%,Staker,
0x51cdafaa53b0df9c96c91ec96562d2cdaa64c1ac,0.000668528156%,Staker,
0x3a64be878ecc06bbf561d494f6a55ead87064eb9,0.000668394767%,Beamer,
0xac7046b9b66729c3a4b91cf1a4d94eac4e0d88b9,0.000667416964%,Staker,
0xe45ddad6a180ce6173541fa715c22941613f851d,0.000667252080%,Staker,
0xa3bb92bdcd624651d9bc4c0c53c6ec36c9e29c4b,0.000666585703%,Staker,
0x02d668e31bbd639a5bdff3feebacd1abe188ad6e,0.000666443693%,Beamer,
0x7a19cbc48f0d61731af2f89de918e789aa8afac2,0.000665659742%,Beamer,
0xd938d6f839f893788bd3b17fba4ce12b3e006a97,0.000665513287%,LPer,
0xcd709b93bdcfdaf3430f8fd38328cd94744f7ac2,0.000665429479%,"Beamer, LPer",
0xf4775496624c382f74adbae79c5780f353b1f83b,0.000664895545%,Beamer,
0x11bc52e662356a0cad9ec7996064d487e8ad9e9d,0.000664839590%,Staker,
0x43c2cb7b399b5a48abc42b3b51ce0ab1280e6ab1,0.000664833652%,Staker,
0x3d025f4b065beac10eea658e794370b26dda1285,0.000664790744%,Staker,
0x4c5eaf54ded932003a1fbdbfc0c020577448862e,0.000664595052%,Beamer,
0xf01cc0350893e9425bdfc8c7c71f8f41ee013cac,0.000664276886%,Staker,
0xbfabef358abf15f6b2dc486042415dcf803eeb58,0.000664246025%,Staker,
0x25c54bc2fa1e05e20ad8b720a2488eee91fafa5f,0.000663905247%,Staker,
0xe4c8840c48f956395222f5ad7388ff2eb3c0792c,0.000663827315%,Staker,
0x0823e6affade2dda8fa4355a414361c9e1c0edfd,0.000663334106%,Staker,
0x5e29019b8a6d35455e9c811f35013091665a433f,0.000663180557%,Staker,
0xb37ea42ce001924b96bed46a33efa4c4b65147fc,0.000663117856%,Staker,
0x12353665f02daa319f81c9d13f86fee92ae2da7e,0.000663080874%,Staker,
0x872bcab0805a7d008d57d7be685a0ab88c3bd82c,0.000662945399%,Staker,
0x0b312fb4f2d861555dcf1306e27a133ae49bfea4,0.000662941420%,Staker,
0xed21a579f398fe9d6fb381c917417888c0d8a35b,0.000662812034%,Staker,
0x4ae93791a6bfac244f231126edcf58870e8b1d97,0.000661897126%,Staker,
