Address,Allocation %,Type(s),Sum
0xda1e64ee6682e05ebce707f7c1ab8c263fdb880a,0.000020566427%,Beamer,
0xdf28efd45e000d6e1e033f44037da1b69eb165ca,0.000020565828%,Staker,
0x9b91a9b86287126aa2b09c326b6a6f2e9a913206,0.000020565527%,Beamer,
0x96df6e5e9bc77487c4eaabbe5151e0bbfd5db771,0.000020564281%,Beamer,
0xefe3281443bc08c7465974999dee27511de1eafd,0.000020564191%,Beamer,
0x5fe8facee8528c010604b6f15f6142079bd6b88a,0.000020562585%,Beamer,
0x3389135b58f51052a5da4f40e70d3ca106da336e,0.000020562009%,Beamer,
0x99012a3630d675cb2af89965bd5f435dbe2c87d7,0.000020561591%,Beamer,
0x94dd652e63343eca3ad8c1cb163264cb6dd142dc,0.000020561445%,Beamer,
0x6a8f830c231b6c6080362044f1d8cf0f0523f602,0.000020560766%,Beamer,
0x71d7e5c4f44ee3b59b253ea58720ae18b3b72f6c,0.000020560240%,Beamer,
0x75c5f947f95dbe41b01bd79c43f79d43cae72f85,0.000020559973%,Beamer,
0xf27edec4f526434f0964e5b310d1895619199f61,0.000020559326%,Beamer,
0x705ae5aef02b0a8ceaa712af547d39a051da5d4a,0.000020557214%,Staker,
0x62a84a2dd6c5bdaf1cb65e13d3bf2eb219e499a7,0.000020556445%,Beamer,
0x41fbb8ed249706c5067d0af92c65722391cfaa6a,0.000020556386%,Beamer,
0x528632a0f9abafcff4a6b129928d8e253ebaf8d6,0.000020554694%,Beamer,
0x7656aaca2be8d42893fe76cbb397cf558a2dce4a,0.000020554416%,Beamer,
0x6ea3ff51a9d2f784971d211214e44a85eaa7af54,0.000020553196%,Beamer,
0xc791be0ecc433c7e524d657c941804eee5977829,0.000020553163%,Beamer,
0x3e88d5be886a73a40c9dbe2192a05297f9949bfa,0.000020552064%,Beamer,
0x6da1b7ee4bc6df8138882dc2735e5a3e1c071d95,0.000020551602%,Beamer,
0x16669a4c046552af021eb5b23273ecf53ac6b032,0.000020550779%,Beamer,
0xf3bc5f0164c85eac27c0342030e0fb85cdab78ee,0.000020550185%,Beamer,
0x2fb15db7d66cf9c13d10f5ec2527dfab16c45d56,0.000020549978%,Beamer,
0x6f3f7196e1f725e270ff54cf32d85ddeb879beeb,0.000020549866%,Beamer,
0xcfb773c7a43617f6645b15bdbd93b2b4f3a90824,0.000020549068%,Beamer,
0x34cba3f30b42666da78ef876914c255dba88e3e1,0.000020549010%,Beamer,
0xa16d08eeb55ac17e6972ccec7022346a52f3ad1f,0.000020548748%,Beamer,
0xf5054d397b46333910c1c442dedf9686642a0313,0.000020548244%,Beamer,
0xea1020ef6aff936fdc37ba81b00909712e7dda05,0.000020547673%,Beamer,
0xbab2fc6ffc4454e3413cfa5f06b6a63ee8b53fcf,0.000020546449%,Beamer,
0xa27e1ad4f601604dc38f40e07af774885f03f8f0,0.000020546361%,Beamer,
0x3dbc13665e06a05a086fd59d6899531ecb3bcd6f,0.000020545611%,Beamer,
0xa123d4fa2ff2ad87beb802760b110dfdf8625ebc,0.000020545521%,Beamer,
0x39cc60092b83784f8e13f4726873c0a80da10f84,0.000020544263%,Staker,
0x47e55fc8cc844519a48b44ed59294c1ccd743fd3,0.000020544212%,Beamer,
0x79030b3854435f3d49c81df935b778c5ed0c0f77,0.000020543858%,Beamer,
0x262d568f819a6b847d03d2e794d4813f646b9de7,0.000020542030%,Beamer,
0x874f5553fff5fcdbce6cb5d65eae1eec598f1a59,0.000020539745%,Beamer,
0x87838daec03897f285c36a890a7751a4fd852d19,0.000020539542%,Beamer,
0x39f6a19c2dc4d0f95da4471a93f8395ad1149de3,0.000020538884%,Beamer,
0x9a39a01fe1f94fe0255054eea2070843a52d0984,0.000020538587%,Beamer,
0x75db933f690903730724498e1767bd7bbbf5a45c,0.000020538370%,Beamer,
0xdf3aa0cebaefaabfe907fa11dadf72d9b56ec3eb,0.000020538208%,Beamer,
0xe317c179669fc995aa8b81d4aea60c85df48869b,0.000020537861%,LPer,
0xea1c152335bbe20f4aa60d55371c82658f9f77f7,0.000020537725%,Beamer,
0x5f13031f818fc1c1cd2f890690abfad2f9a6d9e1,0.000020536824%,Staker,
0x884c95d6e9222d9e503bbfefad376321a85436ca,0.000020535221%,Beamer,
0x5983d74489a3cac9baac14eb08cf2757836d9667,0.000020534908%,Beamer,
0x2613b113f11009cfb8f9f29bdce4504d07434a68,0.000020534492%,Beamer,
0x91356ab6502fa2d15d0e42e4283ccf02d9df7807,0.000020531842%,Beamer,
0x139e5b436435fcb3d4e390b7f4f3a19fd286a5a8,0.000020529747%,Beamer,
0x033460a4f3d1e9ad64816f5e5726ec2b7f5967a1,0.000020528290%,Beamer,
0x14e4236013a63615761ac8979cd01c72cf83b29a,0.000020527444%,Beamer,
0xf82445088415df86ecd5d644feaa062916e8eacf,0.000020526715%,Beamer,
0x524dbebb68804420f7e01aa6a440b5a9f56343ad,0.000020526229%,Beamer,
0x45a40e66b800f45b7c03f0d857eeff50d1beab89,0.000020525371%,Beamer,
0x8fc63bf97aa7529a31c70624c58b96ccadbf29a5,0.000020525357%,Beamer,
0x21d8b1fc55253d3710abb39000a30ad36d5f82bf,0.000020525142%,Beamer,
0x0f0799e9e824f28d8d5091c6f30160a09ad08056,0.000020523898%,Beamer,
0x0862cfdfffa13040bcbcd06e63737fc86ee2337f,0.000020522184%,Beamer,
0x9b800d43584311ea06d7aa1638dc991235836b2b,0.000020522154%,Beamer,
0xceacb1921222499a88f1507cb2c114040b9d3092,0.000020519467%,Beamer,
0x5bf6ed29f7265ee9d0eb3a04f0f76f476f52b181,0.000020519283%,Beamer,
0xc54eeacb609a6c9429d9a453012b2201ce5798c9,0.000020517987%,Beamer,
0xea7f98659270c5ef8cd237e7cfd75594e0accb29,0.000020517974%,Beamer,
0xbfbf5dbd8572b2421d0d733f686b30788bbca079,0.000020517118%,Beamer,
0x6480efef0cc78ae47dda4860605213b3725a68d7,0.000020516979%,Beamer,
0x99a31d14423087c88afb86291d02bcfad430d4e0,0.000020515640%,LPer,
0x164604637172e18251033a6a4471cd94b3ab6ba8,0.000020515318%,Beamer,
0x71ac5ac423f2940245781d8ea5b68bad35828e3f,0.000020513401%,Beamer,
0x287c349c3349079e8bad3fc9186ee33c2b2ba0a5,0.000020513353%,Staker,
0x3291b6629945d15466017bca07302d39c9e67094,0.000020512386%,Beamer,
0x1849be70da403c84e3aebe439dfc080d403c8359,0.000020511742%,Beamer,
0xba29853b179e76949ec09629048266a678679001,0.000020510171%,Beamer,
0x2acd8993e5d79f865a503d17bb8b70156d1fcf45,0.000020507582%,Beamer,
0x5ffc1a711a2e6e155a60970430c2a529e50ffdbb,0.000020507460%,Beamer,
0x69b125988eee97cac81bcaae8b23befa05b0530e,0.000020507049%,Beamer,
0xa48ae8ea5f2f180bf8aafbcbee7a39878e4ff363,0.000020504201%,Beamer,
0x2c8d1fd63aa75f1b8b5b2380da75d7ee333c6db0,0.000020500617%,LPer,
0xd650aaecda0bd6a6e637c290048cd0fa9914cce1,0.000020500315%,Staker,
0xfc373133149a9acefbbf9bc0635199b0068175a7,0.000020499982%,Beamer,
0xb983fd707a0ff925c20bbb2502927436d3e8bb6d,0.000020499786%,Beamer,
0x183e454bddaef16795436c9f8d21af29f7c2023e,0.000020499071%,Beamer,
0x073423de153b4bc93521c96502741d1ea58b9e28,0.000020499071%,Beamer,
0x5580c47abfa4522c267c5f5c5c9074f4ea0548ac,0.000020498212%,Beamer,
0x18302fc5da42fcc519b7d80066a89fcb99c3795b,0.000020494895%,Beamer,
0x80b706810bd99dbf80fed24a0e54245c39ae652c,0.000020494539%,Beamer,
0xce51c83cd7517ca7929103aed0f7938e2e8f2d7d,0.000020494368%,Beamer,
0x581d121b26e5ae04dbf5487139d5f3c05554a102,0.000020493872%,Beamer,
0xd803858872cc56636c3ec0385e2273120eaf9331,0.000020492474%,Staker,
0x3e53ed07603d21674f7ecc03649300c2371a582e,0.000020491839%,Beamer,
0x5754a36f314067b93f0535524e011c0da1dfc3cf,0.000020490573%,Beamer,
0xb2747155ba34e3e9bd415d714783906fc7b47005,0.000020490405%,Beamer,
0x56d7b5fc5f942014261408cdabbcc83c3f2b217a,0.000020485932%,Beamer,
0xccda8508fb2daef85274a8d41b8c7d405b340727,0.000020484305%,Beamer,
0xb5e8b216a1dc476eeb75a1f6199d8a754dd8e923,0.000020484270%,Beamer,
0x2a309e824a56ac4c9903b0e0519d715dbd63887d,0.000020482943%,Beamer,
0xb21cf61c3cb30d0f884eadc3d81cd7d8722fd820,0.000020482292%,Beamer,
0x7ee7b150f8c885eb1e6b362129111a6f819b3af3,0.000020481742%,Beamer,
0x18ec9d922d5cf1150efc6135cac67fc7e7091799,0.000020478879%,Beamer,
0xd866ea0331630fee7edd1d8e56bfc9832d625523,0.000020476900%,Staker,
0x8858a2963c27e7e7d81c6ae91eabb794ea89ee2e,0.000020476576%,Beamer,
0xbff82f00c915b7d10aa77f34ee3ce3602c5bf830,0.000020475249%,Staker,
0x611c13ecf6d1bfb477162062047e90abd1cfdbb5,0.000020474469%,Beamer,
0x50bbe17bda4440b8bd02a2bf9cc80143fe2f3c0c,0.000020473025%,Beamer,
0x47d14da4a15c86b0dcfa9509815354a57048834a,0.000020472359%,Beamer,
0x19fc37606b5e5744d4de37c776fa12e940d8d803,0.000020471870%,Beamer,
0xbe2a5befd8748d9c5e96aa033d570d04df72fbf6,0.000020470706%,Beamer,
0x7cb88d52b384d7335c81ac194a6f4cebed1ef5a1,0.000020470164%,Beamer,
0xe905ca496c68bce91cd9914556527aa8d92bc2d8,0.000020469855%,Beamer,
0xd7b04fff513d414ed5106afee330e17868bf6702,0.000020468620%,Beamer,
0x36656beb2f1a9107dc4ea9d8efa39c5844ace10c,0.000020465873%,Beamer,
0x178158cac5d66d43296c91348f7108acb1bc9996,0.000020465175%,Beamer,
0x9f878e592c90473e9076bbb38a9c595c6f24df99,0.000020464828%,Beamer,
0xe4703af7f3065be496e6f449a0acc368c1ddbef1,0.000020464296%,Beamer,
0xadf91cc859b1fccd34a5e7d3a45f6f63e62dd686,0.000020464290%,Beamer,
0xc3794e9fea13f8ca8e54f663e131fe9e981780e7,0.000020460417%,Beamer,
0xb739e5be612fe4c4eb26323326d7e9185430ecde,0.000020458105%,Beamer,
0x32599d06ce4aa55fa01fb71f616c8988f0235f31,0.000020456131%,Beamer,
0x170f1113bc7cc85b082c78ab404ec78f2ed266b7,0.000020455457%,Beamer,
0xd86c6250c774524b7bac2f59edfe3d9c9c4e9a7e,0.000020454526%,Beamer,
0xf4c2fd0cb9b84606bdaa6349196ded1318df5bb1,0.000020453778%,Beamer,
0xed6e3282f418177eae2da1714b15e7039876b4cd,0.000020453773%,Beamer,
0x67cdca2d5d74160800ad6bf14695f691b706dd1c,0.000020450911%,Beamer,
0x7bf57efb1391bb9dcc7247393a7379b2ce6e3dcb,0.000020447377%,Beamer,
0x2838032d8fbe767f86c3c5a300e2b379917a3476,0.000020446993%,Beamer,
0xe45af1462b26a3a5c3fdc4c6daa6fa6ce2e688c9,0.000020443495%,Beamer,
0x1da50418283c6a000777fc79f6eb6871b05df498,0.000020440589%,Beamer,
0x89106e6a1ae703288e981c48caea2465c0cf9255,0.000020438318%,Beamer,
0x1cbcf9a497c1f04df530424fdcf456156f8b871e,0.000020437317%,Beamer,
0x038eb6066cb5604e27388df25e719d9779a37941,0.000020437136%,Beamer,
0x74e9ae6d04f681fe7c214f9379ea46258197038f,0.000020436641%,Beamer,
0x7acbeed231a13d5646c3da94aa6e5a3909a67f67,0.000020435980%,Beamer,
0x4c86992fde5aa304b9674a73eb3d20441a35fb48,0.000020435031%,Beamer,
0xeda15ad4bc58ad444b0ec22c75b445ad8ee31b60,0.000020433860%,Beamer,
0x505d523898e2635e6df491ae602436a53e8f443f,0.000020432733%,Beamer,
0x9c5829ee4ad672d2afda7fc9ccf5ef5876b02b10,0.000020432283%,Beamer,
0xaf641dcaa4a80c4a13c6456d2f30f216667748cd,0.000020432268%,LPer,
0xf2566e30f83d5cb6334e406819a560582ceaaef3,0.000020431507%,Beamer,
0xfb1020bf0fb2e80f0b540b1944c66dc3ad07ab99,0.000020430062%,Staker,
0x28329d8ad26c8293caa215710ad1afcb66febd13,0.000020429562%,Beamer,
0xa5fe101eafb173c222541b3139dc901944165f7c,0.000020425018%,Beamer,
0x8920377b85f8a015bd0fa79006791537b3ea9588,0.000020424951%,Beamer,
0x1ad02c2c16624fd2b699dc1d84cc32a7e51d04e0,0.000020424833%,Staker,
0xb5f0d8e551bea8346b44b46bea3e7b5c4350e994,0.000020423019%,Staker,
0x48fadd861e73b797540737aee0af918c7f52e7ce,0.000020421640%,Beamer,
0xb357dc0bf4fa3daf8acbdee41c4bd51cce3aaafc,0.000020420022%,Beamer,
0xdd919392ace2d0e6bb7aabd8ccbab832c7274885,0.000020419969%,Beamer,
0x1a1732c1aa1b47ec42680b8d2709ea558851783a,0.000020418452%,Beamer,
0xaea714992b14602ff63d049c200aff2874ae620e,0.000020418346%,Staker,
0x58c737dacb82b74bfc393f70844ac5a35875151d,0.000020415065%,Staker,
0x6f8d5e51c5549abfcf6d3dc752b5af993677c9e1,0.000020415008%,Beamer,
0x288cb385eb52cbf602aefd4cf42a15d9d6f04ba7,0.000020414554%,Beamer,
0xeed5fb77904b8d7ca9a3cc1dbb1af4d71e175840,0.000020413921%,Beamer,
0xb8421264a8e40083145627c67a111d22e413d03b,0.000020413044%,Beamer,
0xf99bdd742e7214256081f6e6cdae7a44d64a1f2d,0.000020411175%,Beamer,
0x09f0cbf6b3c4da40fce76c6aa44bd8448298a2aa,0.000020410313%,Beamer,
0x894a92de9dd0deb8d26533da54eef46e6a71d1fd,0.000020409129%,Beamer,
0x140882b6e1c999789a64de182df142b72bc9415b,0.000020408962%,Beamer,
0x90be15653ef9eca32ef8fc45f636a2ef1914bca0,0.000020407558%,Beamer,
0xcb62150cf23c094fb69daf7f29d032b0e82c34db,0.000020406786%,Beamer,
0x53c91d7311072b88358fe40436930bece420b4b6,0.000020404443%,Beamer,
0x0fe17e36d582c8219e73773066c51f044559aaf7,0.000020404159%,Beamer,
0xe8073aca1d48a2ed285730558b264c7af08e63ac,0.000020399508%,Beamer,
0xde908b90a7a821c205f007a095c4471f7f24e5f5,0.000020398832%,Beamer,
0x2202a96017f41bd4727f5bdb50ffe90834ed1c55,0.000020397961%,Beamer,
0x3b17b2508250510981b8ebecc7a2b3c5ecf10ecd,0.000020397843%,Beamer,
0xc0f8e3d53a4765c976c7e973b14fc7410d21ac84,0.000020397517%,Beamer,
0xc734685706655c35e5330afd726e728513f9cff3,0.000020396876%,Beamer,
0x48479f281afe9eaa5d214946d2e31bfa92b74fd9,0.000020396409%,Beamer,
0xb3282c0a127e8a4666e66930155ea6d0c122f9be,0.000020396288%,Beamer,
0x28d11c87073ab09b404fb575bf11f2233cde345b,0.000020396244%,Beamer,
0xbc50c9a5345ecda6abcd6036c3cfedf82a910663,0.000020395686%,Beamer,
0x93dedf8a2c9ddff0d63fac53541b6519b317211c,0.000020395442%,Beamer,
0x1019df8bcf95eba9c982a8a93e0ac550d672c585,0.000020395306%,Beamer,
0x6dcd7fcbeffcd65c1f96e0fe95a0a20835f3eb73,0.000020393936%,Beamer,
0x4ce8566599df5858b9911ceb729d2a343543eab2,0.000020392635%,Beamer,
0x3c95f06542dcf6490263b2754a7f3dd9bcea0f9f,0.000020392409%,Beamer,
0x65214f7603c47c25ef646831d8d03d654130fd7d,0.000020391032%,Beamer,
0x6509ab9208fc34ce57a0088953adcc103dd046ba,0.000020388736%,Beamer,
0x6e7ca37490192e0e4997038e619e60219c7f2a27,0.000020387300%,Beamer,
0x95016943db5711ba7adfcc70d680e1edd126a171,0.000020387208%,Beamer,
0xad88f1e8cff7c14452db535bd59a52fc30a8ca2b,0.000020385472%,Beamer,
0x77c34af371c0e1b301774ce6ce5038cc0e642b85,0.000020379854%,Beamer,
0x6606e0a376286e08d16c59297932b0a329d39865,0.000020378808%,Beamer,
0x1ddfef9bf9873d4a00ccfb0838f54b5f8a9a9170,0.000020376123%,Beamer,
0x59c1eb9279e409c5d82d1c8ef49bb4089552dd98,0.000020376009%,Beamer,
0x1e36e94807e5889969e48e3baf317dfff1472316,0.000020370992%,Beamer,
0xf5a1df91dbeecae07fdabf028ea414c577f33ab7,0.000020366654%,Beamer,
0x01004bea6919b67c1475756ea75019f3bdc40679,0.000020366011%,Beamer,
0xea7e411003fdaf61914330c70f6aef35e7c380d8,0.000020365820%,Beamer,
0x986c35fce598a86864670beced1ed179311be431,0.000020364234%,Beamer,
0x3b29dd5fb6a64aa03a23c21991ad1ba13dc03dfc,0.000020363133%,Beamer,
0x973b9a5d15eb0940614c63c1b5c6963a36cfc5e3,0.000020361274%,Beamer,
0x756f8dbc4c90f0cece9f13e4d6dd2816ceec65f2,0.000020357876%,Beamer,
0x3abdb6c900c78dc1856798e63952991d2d648280,0.000020357055%,Beamer,
0x5488a791fb117771e752b853a541a2bd0eb2bbbd,0.000020355931%,Beamer,
0xcda2979b96de0a96c8072b2fcd11113ef896c46e,0.000020355445%,Beamer,
0x21842677e3df473c0eb2d486c9f14e8b3188cc34,0.000020354786%,Staker,
0xc98d17dcd831ad240bffb996f9ed03837079716e,0.000020354022%,Beamer,
0x616a2fbf7090a25eff2c5eb422734fe208bc1f7f,0.000020352747%,Beamer,
0xc1d4325fd08599a9178ca5df6de4993207fcec5f,0.000020352585%,Beamer,
0xac328217f65a748f6d5ed0fb16f5dc09e4707dd6,0.000020351663%,Beamer,
0xefab60acfaaf6d9264ab6581ffb71988028486fd,0.000020351048%,Beamer,
0xb13ea243d6c0fd99de321eaa4a8cc725a9e9e315,0.000020350790%,Beamer,
0xb1cdc066bfddf5119a964a7e74674a6a350d3964,0.000020350488%,Beamer,
0x4d1aebeffb25e716225cbf7ba895a1bb8541549a,0.000020350462%,Staker,
0x387098dcfcc95a7ceaf82396f83fd821d1173a28,0.000020350394%,Beamer,
0x9e88940de952aebe0230282713ad4fbbd57124bf,0.000020349832%,Beamer,
0x698230555af6aca221f5d65f572ffe9a232f115e,0.000020349627%,Beamer,
0x1235a119981e70dae18cc775c0e0937116ac3131,0.000020345916%,Beamer,
0x7e88815155ad2c7b5a794abfb5944a173544b83d,0.000020344726%,Beamer,
0x21159b788ef4a40c5a50e3e6d186f84d44d7cc0d,0.000020344209%,Beamer,
0xf1fad36706af3ce99bd4663bb11a36a1e12a39b6,0.000020343474%,Beamer,
0x50a332ec1bb8d228230ab5b629fb9e84e31ca77d,0.000020342268%,Beamer,
0xa127425a69fefe32c6fe16c2e2467342bc068de1,0.000020339884%,Beamer,
0x96d0827d132e9b655aaa92f4da57166f5dab322a,0.000020339777%,Beamer,
0x9707017857fcc4075a3c4c01ac277f5b3b8476ac,0.000020339242%,Beamer,
0x49eb0f14fbb68f3876a478af354e3ffea5164002,0.000020339135%,Beamer,
0xe6f3053dcac7e55a3bc9080055980e3bcfaf2150,0.000020337740%,Beamer,
0x0712eac907a078c85f66428db23edc8ad3ef8862,0.000020334836%,Beamer,
0x2b146d5c1637adba14be15daddbf8ea3d7b35d99,0.000020334570%,Beamer,
0xd76a43f4c4cf9016e5bb75d557dad012a6d659d6,0.000020334491%,Beamer,
0x6898ac56feb8fd90bbd8d2b7c9b74ec5c7dc5e1b,0.000020332909%,Beamer,
0x02a0948d967eaf0558f4409d582bf63aacbcc6fe,0.000020332773%,Beamer,
0x7b0d5128aebef97ee00f497f93bca16927ba2804,0.000020332460%,Beamer,
0xf97421335a3928d03ab77ed680b507843d9bf334,0.000020332352%,Beamer,
0x735706a815c90f5fe667bd9d57c3b3e471260468,0.000020332099%,Beamer,
0x2e50da807ee9af27c822e1641c192b06f7f5f6eb,0.000020330951%,Beamer,
0xa469d15d2b06be84fa19a4105a8777b55b271f72,0.000020330170%,Beamer,
0xfe62b5662dbc12d06fa63c84c03889439485bbbe,0.000020328427%,Beamer,
0xbb9d33a27b387e00532b04871ffcbbbcbce6046a,0.000020328405%,Beamer,
0x4eaa771a55e345203abf49e9f66374901112ad0b,0.000020327264%,Beamer,
0xe0dd1dada88dc74d3da461cc1a705ef55bc46f86,0.000020326960%,Beamer,
0x4c082f0947ef1bb0bb2384f3222051ad1c131eab,0.000020326527%,Beamer,
0x22d79912b072a1ce68a8888716f0237e50c55899,0.000020326492%,Beamer,
0xb02d90b50b302cd38df86c3c787a68531f66a063,0.000020323927%,Beamer,
0x74c4aed579cd7bd50d503154380feee75c2fe6ca,0.000020323298%,Beamer,
0x29e5bc5db6d3fe3dc9c2393906fb3776184fa998,0.000020323199%,Staker,
0x2cf347d710d8d9570a8b93346ed064aba2536f03,0.000020323199%,Beamer,
0xf64cb66aab930af5822033d08cdc36f54bbf9412,0.000020322577%,Beamer,
0xf4c127150547ac1839cd42f41e06877ec4218537,0.000020321521%,Beamer,
0xf639944fd469268cdf4c014111143c85d2107b70,0.000020320874%,Beamer,
0xd06833657d58800d0c761f16f907fab8c3d2f6c6,0.000020319675%,Beamer,
0x771e53058313a5f0eb388d676cdfcd4d273ce052,0.000020319476%,Beamer,
0xe3ce7527fc67dff12a8dc64ac30ad5ece07c189b,0.000020317833%,Beamer,
0xade577a2769d9e03442f5a23771e74bff5301ec9,0.000020317429%,Beamer,
0x7457a5cb3c7adeaa5c027b34e2d1afbfb3758e71,0.000020316304%,Beamer,
0x76d836385efec18bb5a367437ab099ae8f8f623f,0.000020315259%,Beamer,
0xe38c2b998b102837e60dfb25776ffafa933e4294,0.000020314212%,Beamer,
0xa76faeedf6da92b10ec117149f7086f1da8b8add,0.000020313339%,Beamer,
0x5b53eccbc68335859124fdd7cdd655a0a9d76a24,0.000020312153%,Beamer,
0xdeabaa3b1ea1ece6f446c8efdba4006ecf36a24c,0.000020310843%,Beamer,
0x26db370c740b37ebb66572c4ed751288891b10bb,0.000020309859%,Beamer,
0xbd9fd85fbd6773c1cdc608db7518d7a4bf7b6cd3,0.000020309366%,Beamer,
0x395483fcadd86b0e5a9d45745a101f44a7dd934b,0.000020309042%,Beamer,
0xe460767163825bd454b501c882be42129082a46e,0.000020308677%,Beamer,
0x9e106696b640093118527edda18b24b601a7eb60,0.000020308443%,Beamer,
0x7bf7491398f71053aba0253b314dbc14668b4c01,0.000020307544%,Staker,
0xc27bac74aabbe19a346660e1f5fd4602f2d54e93,0.000020306948%,Beamer,
0xd671422bddc48942f8c1f8f5c8662efb6ab0aff4,0.000020306682%,Beamer,
0x2f636a26b923173bd1b856e60b8bdf0362b5b3fa,0.000020304925%,Beamer,
0xa67fdce246f7d442bdbb3d9e286d4d5a59bdc8b7,0.000020302316%,Beamer,
0xac33ae484a0f4ffd6e4ca3925bd9a282e3964cbb,0.000020301975%,Beamer,
0x2cef036e948859eb7383386eb589ebd8480b6ff1,0.000020300921%,Beamer,
0xbfb5458071867bc00985bc6c13ee400327ac5f97,0.000020299556%,Beamer,
0xbe240f0dc7afbcbb0ad804df3dcae7987b82560d,0.000020299151%,Beamer,
0xd462625d720073aadcff8144bc0c55067ee79030,0.000020298432%,Beamer,
0x78203fac514ce95a196ada7b611e09f850a2908a,0.000020297937%,Beamer,
0xbaa0b77700482d2c0c19f804e563c0b62c9934d3,0.000020297684%,Beamer,
0xe64ff35e3ee11dcbf6c3a45cb6cb24959fc2ccd6,0.000020296902%,Beamer,
0xd481e0798825f280d641ead9808f744c1cdd30a3,0.000020296479%,Beamer,
0x208db84967f0932d14d7a72f34c6ab2ae17017ce,0.000020296479%,Beamer,
0x2b278fffcd98f98b2dc83bace91b5584b9053278,0.000020296479%,Beamer,
0x50dfd8b160336c30c655a819d51ddf89bb92aebd,0.000020296479%,Beamer,
0xa3bea1617440697f4fdd104b124ca844f0eb09dc,0.000020296479%,Beamer,
0xa5cdc5c424b9cf6534cf97e7f6cc75088948a62f,0.000020296479%,Beamer,
0xc40b18cea9d5d75c09208e618d1e830ebf8ef039,0.000020296479%,Beamer,
0xc8d11313824eea0813bd3f8ad9b3013e27a071f9,0.000020296479%,Beamer,
0xd180bb7394ca7059c29416b35bd06aed0bd0aa85,0.000020296479%,Beamer,
0x393dbf2bd9041bdd6d717b913baf49d42de2f6c0,0.000020295804%,Beamer,
0x66a38186ae8be2467271505ca3ba91ec2b8c0c00,0.000020295555%,Beamer,
0x4ef3f72c2bf7570b36db78a8bdf53c9077e78428,0.000020291770%,Beamer,
0x2860ce83720bab73b28e0179f64f2eaf810fd995,0.000020290506%,Beamer,
0xe0e7bbf301bc52d5877a6641165f634d723cc41a,0.000020290390%,Beamer,
0xf87d223b1e3dcdd653a83447ba5af8f2d71dc63c,0.000020288603%,Beamer,
0xaaae8a5b856d0842dd3b4c082c2b6dd67fbd2578,0.000020288011%,Beamer,
0xd8c72d8f1cf124ab31e920a48e9d3dbf9dd224e9,0.000020286614%,Beamer,
0xa72a797d28846640bfc34378046058841a324c24,0.000020284382%,Beamer,
0x56eef4e80950e45bc524234a098168b5fee4bb8b,0.000020281447%,Beamer,
0x8f4171a5d9540eebe4ba9d021a6364d744514865,0.000020281330%,Beamer,
0x565a7987457a11b51284861c2607e6b6142e444e,0.000020280639%,Beamer,
0xb15a2ea2ff68ad3bfde2e39d5aad2d9e6b01b5f4,0.000020280140%,"Staker, Beamer",
0x5b8b87331e484afb35138da956aa30be26c1f22f,0.000020277485%,Beamer,
0x24dfa02e9e094655ffa545fce7aa159b7461b69d,0.000020274684%,Beamer,
0xb1568e04638fa74b3f812791a3ad7b6a45b79909,0.000020272333%,Beamer,
0x34f73a47a027bc3c1db642df9ca54625d9b6b77f,0.000020272157%,Beamer,
0x8bb33ca532899c43d6ffaf46c6b57ac8d3a052e5,0.000020268779%,Beamer,
0x2f51d3eefee39aa80667d56ec6dcb9730127a64b,0.000020267970%,Beamer,
0x8aab811b1be8106c9be280559496733b818a5b52,0.000020264231%,Beamer,
0x5cfce11ba148d220ad0b699a8c9a6de3373f7692,0.000020263811%,Staker,
0x5c43e491772ae652d95b08851c5effa960f4ceda,0.000020261603%,Beamer,
0x22f2104762fda94f82ffe88973d1fabb18df2fcc,0.000020261184%,Beamer,
0x59fb4d71054f57b9e7aaa06553bf1c0d0e2bf326,0.000020261120%,Beamer,
0x52d147dfcd27195eda9ea072ff3cdb4780a87918,0.000020258640%,Beamer,
0x3941015a969395c5ccff99c2429f8c003de694e7,0.000020255645%,Beamer,
0x7ed243cbb220fa6502f14250f7f3ac0cb32a32a3,0.000020254902%,Beamer,
0xcae24ab4331000b8a9be6ab26d689ea85c0de507,0.000020254391%,Beamer,
0xcda6ed16a21317549f9af69791d8cbc7429b784c,0.000020254097%,Beamer,
0x0e69860e9370274402649d0d43fb763570879c2e,0.000020253859%,Beamer,
0xc177db166951c921a8ace8f90e2ef63900434134,0.000020251433%,Beamer,
0x38b174a723e7e788bd8db06aede2cba32bfc89f2,0.000020247225%,Beamer,
0xb51086f6f055220068b7f0b9d38f85c93136d453,0.000020246143%,Staker,
0x3f1abe53b7699b5ecdf907225da942721aa41147,0.000020246108%,Beamer,
0x051f91b3ab8e4ab2de63cf60a39b6032c11afa13,0.000020240812%,Beamer,
0x3d60cdf4bc5233e0e98a1278d4cea2f3add6d387,0.000020240325%,Beamer,
0xfabadf0286a2df3f42f4ad9c5fe43d0763d5e578,0.000020239877%,Beamer,
0xb37c8a5c5a7fefd2f50e3c6a20657ee038b5a7d2,0.000020238033%,Beamer,
0x9798953400d2a0924ff6ef6238b6c30177f3ea6f,0.000020237764%,Beamer,
0x669ce6509719e736775877cb96cd3d0649468c65,0.000020234574%,Beamer,
0x3fd907c39311ac0babf189688c6a26ebda5a6d85,0.000020234537%,Staker,
0xd1f1a2af6e6e12c462b5a03a8138d0b167ce4112,0.000020234173%,Staker,
