Address,Allocation %,Type,Sum
0xC9332966ACDf5d3827a94D1d7c932B499876b278,0.1,Skrice Studios,100.00%
0x2f79978041392ebb7f1f741939e63e70c8e70100,0.00009290802106,$MAVIA Holders,
0x3c8381bac97717a16636115271e38e44b98a8826,0.00009290802106,$MAVIA Holders,
0xad36a77d9a10fa7ac41bcd25abfcb8b4ad24cb7f,0.00009290802106,$MAVIA Holders,
0xdc574c457b6dc32755f0a75d395e167e4e7482e8,0.00009290802106,$MAVIA Holders,
0x144707335248e9b2488bd81d9035134861c06c55,0.00009290802106,$MAVIA Holders,
0x4da4fda94a39dd87b3cbce26a9c2f8a6fdd2ffac,0.00009290802106,$MAVIA Holders,
0xf51c9c875e89d9075fa97dc39232d72438f4bce0,0.00009290802106,$MAVIA Holders,
0xb9f686e51038a6f05ae7d8d18ae8f1d4c7f6dcf0,0.00009290802106,$MAVIA Holders,
0xd3d3a295be556cf8cef2a7ff4cda23d22c4627e8,0.00009290802106,$MAVIA Holders,
0x004ac5f521b01ea3ba27fd7290aeee08dcbda744,0.00009290802106,$MAVIA Holders,
0x0e15a2eb916406fed23c519a42b6f19388dfec9c,0.00009290802106,$MAVIA Holders,
0x44cb8c9dd6154a892f72e844a1e45b22cde646d2,0.00009290802106,$MAVIA Holders,
0x7c40f76215651dc05807c04efbf2de2067f8564d,0.00009290802106,$MAVIA Holders,
0x572d6f0628ef555061932f85687c9f8f85505ed1,0.00009290802106,$MAVIA Holders,
0x46340b20830761efd32832a74d7169b29feb9758,0.00009290802106,$MAVIA Holders,
0x8caad99fe4f7f79da855d6c1320b332c613dcc29,0.00009290802106,$MAVIA Holders,
0x621b128c17f4417ab4ac16f6f42afb67b3ea79c2,0.00009290802106,$MAVIA Holders,
0xf5213a6a2f0890321712520b8048d9886c1a9900,0.00009290802106,$MAVIA Holders,
0xafc7dc248164938925caa0bb7cf41b828e095788,0.00009290802106,$MAVIA Holders,
0x23fa5e5b5e13a0e55b433b911d0c7272fa3a4f85,0.00009290802106,$MAVIA Holders,
0xcb0212a096eb6db73521b84c04a0d2ffb5ed2309,0.00009290802106,$MAVIA Holders,
0x1e2b504c429e3397c0bcdc84ff59d47c383a01d0,0.00009290802106,$MAVIA Holders,
0x3b50973829d5ffc72a4630b2f3e22fecdc89e15a,0.00009290802106,$MAVIA Holders,
0x8194484fd609e0f711897dca6d28e3ebbd150fb6,0.00009290802106,$MAVIA Holders,
0x6297f7efa107ef33bd0d287d1d4410dd40b3bd96,0.00009290802106,$MAVIA Holders,
0x81843271f8f81003892a670386298e76dda37922,0.00009290802106,$MAVIA Holders,
0x29b3965cb076e79ed4ba1691905992f7454629df,0.00009290802106,$MAVIA Holders,
0xce90cc0f79221db15c9062c2aaa8416b7d3b5653,0.00009290802106,$MAVIA Holders,
0xc25d2cf35860edae86e519d3cc346d7c58ed7f40,0.00009290802106,$MAVIA Holders,
0x01058beb646fb9685334f3e838d8565a067065f0,0.00009290802106,$MAVIA Holders,
0xaa364c1a348f9517009207a1601e0a73c1cd530b,0.00009290802106,$MAVIA Holders,
0xc03fd62a998fb5b35cc8e5d5e4501450f56397a3,0.00009290802106,$MAVIA Holders,
0xb5c5a9a1b345a6bbd9642e9f3989656c6dfe079d,0.00009290802106,$MAVIA Holders,
0x230a4c220d243a823e13101749f98f0095556292,0.00009290802106,$MAVIA Holders,
0xe71cab44917bf40b072b47138a76006558cb29c6,0.00009290802106,$MAVIA Holders,
0x93b88c8889f9fb41894d6e8211664e9e9c87cfa3,0.00009290802106,$MAVIA Holders,
0x271f95877f0de03e3718e7e440524d30f4cce47c,0.00009290802106,$MAVIA Holders,
0xb0482a863d6198085af24052d75082d406a77575,0.00009290802106,$MAVIA Holders,
0x85322b10b26fe3a2ebf7125f6624d01dac7e3f25,0.00009290802106,$MAVIA Holders,
0x779ab7ee467209b756d801b34edcdacc0251c369,0.00009290802106,$MAVIA Holders,
0x52bc8a030a76a615f65704cedac4e6dad995452f,0.00009290802106,$MAVIA Holders,
0x6a955df8f99d2a3054f9e270658b8f4bf4fdde08,0.00009290802106,$MAVIA Holders,
0x09e7fbc5b6a3fa35c9667f7bcb92cc5c67fc8ae0,0.00009290802106,$MAVIA Holders,
0xb2a4cf789d8d9dfb6590942f0ee1a4784ff3d75b,0.00009290802106,$MAVIA Holders,
0x7d6f58d7a5d0e2b1cb77cb80bd164f1a84b6c268,0.00009290802106,$MAVIA Holders,
0xfbeedcfe378866dab6abbafd8b2986f5c1768737,0.00009290802106,$MAVIA Holders,
0xf0103243f4d22b5696588646b21313d85916a16a,0.00009290802106,$MAVIA Holders,
0x7999f830c2c6ff1b661aeea09d84ff92ffb4fba9,0.00009290802106,$MAVIA Holders,
0xffaddb4258a63ab977ceaf8388481b1751ab6914,0.00009290802106,$MAVIA Holders,
0x98f46e3643037b9eed8ceaf1bb82f4144ea6cbf8,0.00009290802106,$MAVIA Holders,
0x1348550eff161a0ac890dbf524993382ddb1cc6f,0.00009290802106,$MAVIA Holders,
0x14a8489a69ea53d1b90ba7cec4bfdfd31483d377,0.00009290802106,$MAVIA Holders,
0x550c43dbf7d47cc5a04d922a9e5a7820786a8b7f,0.00009290802106,$MAVIA Holders,
0xf5cf6287dd2901e403ff472650de2c656db7810f,0.00009290802106,$MAVIA Holders,
0x30c4facf31c3267a1b6c60aac3b0ff70f6e4c0d3,0.00009290802106,$MAVIA Holders,
0x3b4c8f4b9014186c8361c636975afa782d76298f,0.00009290802106,$MAVIA Holders,
0xbecce5e2eca05de69f8b746ec468c2874c0487c4,0.00009290802106,$MAVIA Holders,
0x9296759fb1e2000ab4c99ea9ed9efcb6ca95020f,0.00009290802106,$MAVIA Holders,
0x7bd5f996862ef6c35ae648989c160aa783c330a1,0.00009290802106,$MAVIA Holders,
0x09db59efd2cd76e43e57491129df407d07138492,0.00009290802106,$MAVIA Holders,
0x71a9878438e4f2023362ad85d907d717ae6e6ca5,0.00009290802106,$MAVIA Holders,
0x405c62254acfb43e73c913d8b1b85694b39f80f6,0.00009290802106,$MAVIA Holders,
0x5a8a7cf0b95f36eaaaf3ca4fc18b188919634657,0.00009290802106,$MAVIA Holders,
0x82886ad5e67d5142d44ed1449c2e41b988bfc0ab,0.00009290802106,$MAVIA Holders,
0xba45b1f534ced37bd5bc82b621ca54fab2bb1f74,0.00009290802106,$MAVIA Holders,
0xd70dce1740ff009c6a6fb13ac714628edec028db,0.00009290802106,$MAVIA Holders,
0x0a2fc95497e7ac119739cc5ad0036ec01297aac9,0.00009290802106,$MAVIA Holders,
0x13f86718bf3e0498b3891acaa9f02ad657988753,0.00009290802106,$MAVIA Holders,
0x47817c5876c5f6d21cfd2aea5fb00bff36dba33a,0.00009290802106,$MAVIA Holders,
0x8badd8b59ddaf9a12c4910ca1b2e8ea750a71594,0.00009290802106,$MAVIA Holders,
0xc4d695f8a8cfa0bba61504dfb30ccb041c4913ab,0.00009290802106,$MAVIA Holders,
0xf0595d6cacabe7b8a45840d41feea04a8cde25cc,0.00009290802106,$MAVIA Holders,
0x598f8e407ff0c1cd51a8851a2b2561413ec7dd1b,0.00009290802106,$MAVIA Holders,
0xb385252525e28a2b3734ed04ae966588facd23ca,0.00009290802106,$MAVIA Holders,
0x4692e9d1909f2f4752e779aac42d4d63ecbac72a,0.00009290802106,$MAVIA Holders,
0x64b6789dc1502d38ba6eaeea3047ddd4e0a6f950,0.00009290802106,$MAVIA Holders,
0xbc5d9c6458b3746229ae889b8d6b14232b48e87f,0.00009290802106,$MAVIA Holders,
0xdb82888feda6b60e12e06263eee90361de6c7dcf,0.00009290802106,$MAVIA Holders,
0x8492f3b9bb1208bcc843889d29f688b38be8a316,0.00009290802106,$MAVIA Holders,
0x4268560e1fd35f4006af49dbfb8db2edb218424f,0.00009290802106,$MAVIA Holders,
0x6c69fa64ec451b1bc5b5fbaa56cf648a281634be,0.00009290802106,$MAVIA Holders,
0xe758467382c93f5f7e416b5387334a2ed03f6d42,0.00009290802106,$MAVIA Holders,
0xeeb9a953b72eec429fa44ec26da5235cd4d4c0fb,0.00009290802106,$MAVIA Holders,
0x53de80cf153f3e8d388a80d33b1553ed254c6aa8,0.00009290802106,$MAVIA Holders,
0x35ec410c977348f27d67f3b62e0adfa34179cb07,0.00009290802106,$MAVIA Holders,
0xfded5b93557f425f1ae755c8803df58e5b9bddc7,0.00009290802106,$MAVIA Holders,
0x8b140f04973d938ee11b6834d3babc8b54b41508,0.00009290802106,$MAVIA Holders,
