Address,Allocation % ,Type ,SumCheck 
0xE1a0cAd9eF47dbf94DD4725511d97Dc3699D3Cfb,0.018891150891614100%,staker,
0xdaa764aE3C7014912f0C6884f95927985499be4E,0.018876039663368700%,staker,
0xA66c28c4AA5297F84C9671169179066F4B474ecb,0.018866093778860700%,staker,
0xE119ffcE35d18eacE76d3C534B31c5b8e430fbFa,0.018861059378933300%,staker,
0x1cC103A59Ab3DE6392E1d3467729D8f886a6a0c8,0.018807384860896900%,staker,
0x1AF56e6CE4f72765905586FA567B09CA4813C28d,0.018804519192518000%,staker,
0x947c8482329770ff06Acf513aC31446D2a757eDD,0.018793836487476700%,staker,
0xE3814157FA099d290bD6d5FF684C35cC7e269D97,0.018725884127362700%,staker,
0x8F77f915a3685749899aE598B1D34C8857d8a1FF,0.018715246352774000%,staker,
0xc2105f96F2d26Dc8401eA68962e9cb63E021E356,0.018703313517388200%,staker,
0x13Ed6210db82D7cDb635711dCa3ac9DD07BD297B,0.018690467913786300%,staker,
0x42A22772deC0cAe3B30658fB880f9Cd07397c637,0.018684575261052900%,staker,
0x5bfED610159E21486746466277C36e0cc2b9cb35,0.018663373422793300%,staker,
0x6b47d2D752F2b607d2c32f0325876Da13e302e4a,0.018619672906181100%,staker,
0x325C77166487a1EaaECA589Eb5dDe6B06Ddb0bC0,0.018600044330778900%,staker,
0x680a2006d94ec10BA4e94c47ed6714e3E1553C21,0.018578000021735800%,staker,
0x8a67Ec3CC4a8414f893F8F65f00A6b02738a0072,0.018494689175189900%,staker,
0xB5a2E48f3B6B61D1d59877C8046E7C2C59595e4E,0.018443700762801600%,staker,
0xba87fcf2c67d546086b38E867F1AF4eEEC3A11dE,0.018419462664696500%,staker,
0xC56ca215B42417679eBfE99978215200AA5De8A2,0.018411988567316600%,staker,
0xf08d6b95dD90fd5d572850131D709154F9d60b9E,0.018411584190007200%,staker,
0x77618Fa5BE6333299F36C23adc75fdF9dCa8c691,0.018407225340836700%,staker,
0xdA934CD04B07177C82B8dcf686BC7F8799ff9cc7,0.018405583217477200%,staker,
0x6d3ed575D2B28F44E8bE1e3477d4c762C1ce2C20,0.018399857030846600%,staker,
0x17d9B7cF79Df6B5811995d9d1B1549a3f1b9E89c,0.018393643588826000%,staker,
0x4beE872B1625be27ccF00ac3e981D1c5f656Fd85,0.018365683016945500%,staker,
0x1441Bef14d529e963643fA0dFFC896016ec70275,0.018314597804056700%,staker,
0x247f6a6a8bDc6e65807838c8E3CF28e8f84E339B,0.018294124475987400%,staker,
0x07E9fd509C6b60efcEFF60138E753DB04C8ae9AE,0.018274584940024800%,staker,
0xE0e710A907a8E44c078e6212Efa336C1191F4CD1,0.018261346292559200%,staker,
0xFc0A1921c05240fdCA5781D0980bd42c9CeCa416,0.018185779288354900%,staker,
0xb8f89AE5DB0EAE9b67EAA1f5F9A5b2cBabCF11c8,0.018117482065421500%,staker,
0xfBa8d83cE1Bb8D6B949d26dF3E1904F0832AA548,0.018044461599321600%,staker,
0xE3BfaeCdDB5668868B1ad9D74B43F0a426d3Ed1a,0.018027590879926600%,staker,
0xaB08F265a8d4a61082DAFb27c2D5FC9390eBa247,0.017999535827260600%,staker,
0x3D57C118E8aF6d34b9597dd02D37171aE34a1be7,0.017983139091661000%,staker,
0xE783f3AE0EfF84AC60d4B37A38f5972A59Ce4085,0.017834029797169100%,staker,
0xEAeB7C7e214D1C07CE4fFFfC938c83d800E1BB1B,0.017812638881985500%,staker,
0xEa753968F43f3715ddc58dd40d2C39b3bdC98481,0.017806343131430600%,staker,
0x1F3029DB5d8143327Dd38aB9BE5D75174bc86C71,0.017756326435630300%,staker,
0x926a785953D552dE27221790c5f0C0F951dA4EB8,0.017747665347249800%,staker,
0x9283a2F88f900086D32dCa66A9395b9a42BDe072,0.017706052324084700%,staker,
0xe4B9C4485049Aa2F78e383FF93b94AA3Bb399375,0.017703003189924100%,staker,
0x68606839FEa0e88F41200F8C5D2F123fe50491B1,0.017661858027295800%,staker,
0x8b8472F21a70D9F58d0a1a3DC77174f966e5eDC2,0.017645056557793900%,staker,
0xcE10C23561Dce134ae20B32f8166A131c741F463,0.017631015089115900%,staker,
0x3423eCe1EbfE99AB9E4Fef7FB0E177782ECD9545,0.017588188808685900%,staker,
0xdD6382f22ea394603Bd53dB503f3e338eb8FCf6b,0.017576169735154600%,staker,
0x7a27075aCcBbC212b703fafbdC82146214Ba0469,0.017561575695224800%,staker,
0x0e93CF5Ed2965B31d62533aEA091252832eB3727,0.017556197400969200%,staker,
0x420E6cd453b80Da9A621AB12CBa71c4E62A79a67,0.017530641008652900%,staker,
0x38c449D6b8766BC7870B193461F4d8AAc2F1e8cF,0.017521707792725400%,staker,
0x2Ba0CF3a45D78fb39cD2a75516c3338D5F36DD37,0.017482409090407300%,staker,
0xc4D2129C5F4E41402ef7ef2d28Ea07840b5D9CF4,0.017423525938726100%,staker,
0xF80b613fC8bEB307b817429D26B18f0152c123E3,0.017415719455941800%,staker,
0x91eCC967f55C868901194bbA1a184da76e3C91d9,0.017360038687177000%,staker,
0xfD826609921de12d4160EE09cC9792900A341e4D,0.017241468366582200%,staker,
0xf96f4e32ce6a07CeAF6885b2686895C64a222133,0.017237041276205100%,staker,
0xDbfe86a912d7e5B2bbcD970c0fE9B9F0644f6831,0.017205036952462000%,staker,
0x5906320Cf66B9Ef0838f11F32B48Ad5F63882422,0.017197339815366700%,staker,
0xc1840c5f7b241D1d64B340502cD113Ab200B62E6,0.017195945013407900%,staker,
0x2A99F09a17db4CA3ea7407F4c96a83bBc26F841B,0.017142749819455400%,staker,
0x4A5b1E5Cda4E346676D30Ecab66bfD254cDCD64a,0.017137670080565900%,staker,
0x07e2024abC1D20606F9a78Ef9ed34Cf9f5221222,0.017107309970785600%,staker,
0xb47E6F5F12d5D72e452CBd5A141B5B81e1271745,0.017056997187142900%,staker,
0x1358E18ff2e208a3955A5c005c5D919A489f66f3,0.017039412818017100%,staker,
0xa493227E927A781e11532cb3C3890Afb91162620,0.017039315459618700%,staker,
0x9187D6146df5326Da7C9D76c455532042aeF49A5,0.017010139544499000%,staker,
0x4A3107e92E700347129fb6cB0657Dc3cdAA366bB,0.016949925146362000%,staker,
0xA203452decD9410eFa1dB7aFfC9908D6C377c6d6,0.016916648614531800%,staker,
0x8c7188F4B2DF2E4D8aa307331b9dc90118D103A0,0.016914246122759700%,staker,
0x18968F8fC819E256Cba57e13a65d74bCC41C074c,0.016913977513276000%,staker,
0xC62511Bd772336D6Fdf24bB783B41665f57c5d0E,0.016883784601083200%,staker,
0xC9B2e9F381ED6c62720f97039c835Ffb59668fdb,0.016875937361192100%,staker,
0x21bA14316B59c4aa390c5a0CD70709FD2A7a3AD5,0.016865964477923900%,staker,
0x312C29608Fa173fAf709BEfD362ceF575698d081,0.016843928075386900%,staker,
0xb50d8458977a232Ae6daa199201C616003C5b425,0.016817974308743200%,staker,
0x65F26F8609881e90798dB777523c4040D378E1B1,0.016806192555031300%,staker,
0x15406DC448858C4A97AE45914C2119F29DB855c8,0.016764563233851600%,staker,
0x7e4559b277C7Dfb381A31249e6F20dE88EB6d701,0.016738571083207200%,staker,
0xec444792923B2D0A5565223523f344aFcB27Bf7B,0.016716897699327500%,staker,
0x2E50200659e85Cc80d0ECE624be8c37512C3CB50,0.016709231960300900%,staker,
0xac6eaBaF34F3eb8e753b65a4fb27D799EA183650,0.016705376188138300%,staker,
0xC447D3340Fe64fFE2296FB3CDd46Db48f84687a1,0.016689490498830900%,staker,
0xb0be01cF3a5CDe8A86E1A39367EA997f5dD08372,0.016682791687751900%,staker,
0x5825136b5647482f262047bf836b9E9A48663449,0.016678714553681200%,staker,
0x01BdE07a4A5799c237929e6ae7C9F4AeF9c6f6Fc,0.016641553557632200%,staker,
0x9C2d2AD69C6dfC4a48Aa2cE8360ac7287F930d00,0.016637424970742800%,staker,
0x90C0Bf8D71369d21F8ADDF0Da33D21DcB0B1C384,0.016626604952645600%,staker,
0x18F08ba90C58fC84767568b5D26b41fCe2aF539B,0.016618356664813600%,staker,
0x122E0727B7D3F2F276098eB71ea57d2C037c4991,0.016602904367610600%,staker,
0x15976707cD06aC16A8F9De6b6DD77D919B6C134d,0.016526383096682100%,staker,
0x25a9e3ecDeD16C03f851e05B42bea0012E17dCc4,0.016501871503993100%,staker,
0xb3f9d38d3ecEf138B9B19cFbb68e8651050cbb26,0.016460245122590600%,staker,
0x29011a9b07a0AF644944A6264c2d8206C4bFa60d,0.016427862242384900%,staker,
0xF2E82526e206adDC1E7568e0c605B9B4C134CE7B,0.016397081859233300%,staker,
0x723B3098186227Fe3897Cb7c1525Fe91367f7809,0.016372479877787100%,staker,
0xc561b5e23A2d0f9EF0a7Ca43DE448ae52F9C675f,0.016359903559837700%,staker,
0x7559abE694C55dcBd6C8C5BAE51Da7792735B410,0.016340253705863800%,staker,
0x3b8C0B7119158b34457b23dfC99A1041B21670Eb,0.016338186076337000%,staker,
0xA7D84057F829248062582A33b69acdB6e01c9a52,0.016322886932214300%,staker,
0x6eaD0B437D03C5154a414DAdb8aC2b33c27EF937,0.016321711979181200%,staker,
0xBd886C59805F50860E86c8A5c7Db436CB1424207,0.016304032240219500%,staker,
0xb82E730693EEbbfB800Cb1B9CB6d8b1808032398,0.016301688003111100%,staker,
0x173dB4b17AC6fbe33f01070C79FEfdaE0732FaAC,0.016248239824753400%,staker,
0xC1fd2C7EE5FdEd21E6d8b515Cb17751d6399062a,0.016216758514358500%,staker,
0xf0a29cADA61e148D782138a985718Eb4FA894398,0.016202175623407100%,staker,
0x634fC8E8430402D7A3C73a310715Cd3A2267532a,0.016185210625828400%,staker,
0xF3a7fF9Fb5b7CE2d8670606880Faf85a49F5075E,0.016166366446226300%,staker,
0x21A3A6c09cD60d56521e1930620bC46fb3BCbB0c,0.016161118137505500%,staker,
0xb87f8fD230Dd762a2a13628c4F63C5A4cb433791,0.016137389873288200%,staker,
0x590d8B25c6e21CAf757B0A01078e7eab8e9b8cBD,0.016135949472409100%,staker,
0x8963DFb4Ff7afC2da4843328612e247Ab13D6A11,0.016131379342424500%,staker,
0xA3F181996780237a10A64057CB760e755fe917d3,0.016129303543001400%,staker,
0xEdC94a49a160f12360f3b386dD36386ED2a62Ba9,0.016104830700773900%,staker,
0x0409dDAf7e22189a847383429818AD3d81659e2A,0.016014345582893200%,staker,
0xD70376E06e005948750460F3885797A947733403,0.015994167536023600%,staker,
0x53FF564A2fbE4f30E02003c3dAa0D6B32fEDc281,0.015946554363269700%,staker,
0x701aA62a6F03a4840872BBcE8B3FB4db1fAE4A9D,0.015925364340418600%,staker,
0x5E96F038AE8aF72Ed235fd1954FF765Ee672e98B,0.015916552758629100%,staker,
0x780FB900acd83Aa99ed5abe5A218B9E79FCcbe17,0.015912337361541300%,staker,
0x1bD56c9f5F5eA4d8360638f6F8d142756dC45a52,0.015887359671313800%,staker,
0xB7Fe03c48b8eb0D54574dFfBFA0586921642FA42,0.015885172953821800%,staker,
0xdeC22FBd0AcaDd2C5b0Ce6E26A4b5FbdeDf9825a,0.015859873073909000%,staker,
0x9E4E28C64FebdC423728dFE2c33363c7e8D9C602,0.015812034866131700%,staker,
0x6DDA398B039a3C8AdBFcF01314Dc55365Bd6c81B,0.015794442692983900%,staker,
0x1BC975dE79Cf9fFd4399e27F658855a99717E549,0.015794321649752900%,staker,
0x3a08ca9E3A394c7b947b9CA56493E38176F3428c,0.015746617594340900%,staker,
0x7AE9259048F504Edd34c4e2e5DCE8Fec950A7615,0.015741725686531600%,staker,
0x8F196B15Bcd574E32869a57D450aF602CF075f6d,0.015720368497639700%,staker,
0x4fabDE849F3D23fB952eC868df6ae0eb97961207,0.015706017724981200%,staker,
0x5b635117531fdb747Bc2555180804b7D3D28c540,0.015652932014905700%,staker,
0xf7195B420BaAa66334c50f430bdfd51b31De4Bdb,0.015638735288747600%,staker,
0xAe6fd8Ae4B774e57120813634ffe08d23F137c67,0.015629033728666800%,staker,
0xefdB09ED95CBD86a977f4D24f4bF3A2d7b45E1AC,0.015568409078789300%,staker,
0x59c14ac762ffab5195495fe7ee6843f7fd09878e,0.015568039393998200%,staker,
0xdf3DEc5085093cd8aBD85Cdf121005C20BB025F4,0.015553639498651800%,staker,
0x18c7ff5396f1FA61FA921CFcde2399518a76950a,0.015547831577930100%,staker,
0x65a34e4985913a091ad3F8117E056B14B3176551,0.015537930873451400%,staker,
0x7fb23A4cdA3d2E782A54cFB0FBb1363eDE58af9f,0.015528878382245000%,staker,
0x6387576570f57C5b914871f874B29cd23D7E696e,0.015459548538274800%,staker,
0x2b684A52EF49A8F44b1ebA4A4c4Bd394CbDe4cf5,0.015430431936841200%,staker,
0xA94365D810CA41DE5c795e096E768D0570964444,0.015424901713691800%,staker,
0xe95A451d39431a54489f51b147Bb4a08D22e871b,0.015418785655825100%,staker,
0xE0ae37D1a3Cf1596dd3e5eE5774a795e90c3375e,0.015410578781404800%,staker,
0xAbF6035001a4aa2F5971774a39F8C994560A3B3A,0.015409517539777700%,staker,
0x3b267Bea47Ba0BF6f6Ba6443170CBda9c7EC4e24,0.015393408484838100%,staker,
0xEC713A747395533eFA295ad4F8085C9AbaB47e6E,0.015343221767976900%,staker,
0xFd7bdB1eEcc133d1AFC97D8FCF2E7100d2292a3B,0.015296262261401200%,staker,
0x6AD8B6a1a4334f29D809b56b2dEc1545eb96Ea6F,0.015284465638225500%,staker,
0xEf0Fc4aaD506d12267574eD52bAf655467503a0f,0.015247489692766100%,staker,
0x0C95dC4B70cdC40D6F450BF006151CFBE9a2C087,0.015236728331233600%,staker,
0xAcd13844480D4f1e9aa43E4bddA556faF4FcAeD2,0.015224660985770100%,staker,
0xc1332df00c4aaa938677dFc6fA55140315EB67f0,0.015209377291651000%,staker,
0xE86A1fE9dd43999aCB065Dc65ddD367205950546,0.015175148291799300%,staker,
0x3f438c2Bb2efd378E31170D1c563f9430A22DF16,0.015056321408478100%,staker,
0x9a01D62a54Fd7C136d2aAcf16278A5cabdC4F8c3,0.015044957915594000%,staker,
0xFAFec767be07876EA732f2779fB04F377a4989f4,0.015033035195914900%,staker,
0x181410895E5387633B527548e559332729Fa1627,0.015012511192216200%,staker,
0xFcD5210aC6Ddb32b6CFDA3e2b59dcA471C5031a3,0.014986990166749900%,staker,
0xE04AA8bc52Fe394eaf45C481D15350F51c96605a,0.014968005715552100%,staker,
0x47C8CF5ba43312d10DBE67Cce13CeD6E986405E9,0.014927868691951600%,staker,
0x3478B4933f150FC43de0B6717AF2BF1960EC0ec9,0.014923645581661100%,staker,
0x018F4e7260caA23e364A30ecDdB3a34c5ce4fE2b,0.014910090308348200%,staker,
0x4a1e1f46647c8699b00Dbb456b800b57786c3eEC,0.014884027497513400%,staker,
0xF3F7843Cf35D8bBdF0D4C22F310a819266909506,0.014843237928193500%,staker,
0x1563D961D77dA0eecba3f079e6a7c5912FB8eC51,0.014834325170870300%,staker,
0xd7bf107F0C9989cd0f77D6439e28E7ee8857BF6C,0.014794035218833400%,staker,
0xfaf6A40BC40Cef05faFdC3E0036611c8f8C9d3Fa,0.014792156393005700%,staker,
0x02C81Db874beCd7eF3f8029E8c41585696d96506,0.014791587029451800%,staker,
0x1c3D32bEd5e73dd812BB2084e0D08ce0490bD56a,0.014778209349732000%,staker,
0x2150adD241f3B4C5FC4aFE12368383db21ff5BEC,0.014735115531913200%,staker,
0x3D837C3e0c4A20A24d5Ae9486293538A6bFe785a,0.014637566382124700%,staker,
0xd8d10abF300356C7915C8d5Db33F0FBdcfD603C7,0.014630575738122700%,staker,
0x377C8f4363377dd66cfA6F8aC7072A98C2C9659D,0.014614733711887000%,staker,
0x0A29BEDe4DE9524b36a210c92a9BEF7fd44BFCc8,0.014600684015082700%,staker,
0x23CE95838a6a44156B801C7e404D8506248154c7,0.014579286650657800%,staker,
0x7983F7484247d43Fe7420d20E4B2a45Bbf5a2C93,0.014530133796787400%,staker,
0x6FaA660512915882DceBCFD0C7ba9A73C90b25C8,0.014487300567515700%,staker,
0x939e68c70d20DaA2fC6f5BdE3Ef291bA9F6fE3CE,0.014480499346729700%,staker,
0x1C35FE94b48758e3A7e677E67df45Ec49c2E1913,0.014456944076295500%,staker,
0xd9B140eD41d30592e18CBb7c67f41E69676fEAA1,0.014455634286210200%,staker,
0xB18C38D991cC55FAfE13180f64FAB270a1Ede29e,0.014445832713725300%,staker,
0x7Fa0963a8CB41d12C0bBa4286141dd71Ba158F44,0.014407465145667300%,staker,
0xfF56CDBd703dB4C057479186926566aE7472E157,0.014402777348417600%,staker,
0xE52c533708648a90b408cf9c13b158fbcf9E87B7,0.014379084467698000%,staker,
0x95A3CdC9dF020aa955aCCE4FC7950A7731d88a63,0.014355896955428500%,staker,
0x5a0A944a5723746CA5A5A1DC1c2053C9212fA39C,0.014355369704568600%,staker,
0xF252ffD9C312169c4f27CcE5c392E2CE098e0CD5,0.014328786219202800%,staker,
0x06D23eE1E902317d8Eb6E1057a51CC2475aC36B8,0.014324316902374700%,staker,
0x7d4F0A893fF43A637A03Ac111109a1CE4e1Def27,0.014250091108030400%,staker,
0x20DbFE1A1D043898Effc61F5341a03d9aDe13F87,0.014242535913135700%,staker,
0x2ec1Bf387bbC07BBdCA6D555Ab0Ae56272fbfaA9,0.014211995163399200%,staker,
0x63635d12b50aEb9c4E43941551572ADDd632a865,0.014190741469933200%,staker,
0xb34BAA8ED8e06CB854e25e38E28a3079dAC55080,0.014186361956524900%,staker,
0x91Bf2f7e099082a9cA1C207d4fFbD504BdA8C8cB,0.014171736103133700%,staker,
0x345F520eDEf3cF2Df889B190c3ee90301C74e647,0.014166518106351100%,staker,
0x156c2A8E1f9C8c1503299830000189e619f01c8b,0.014162130111812400%,staker,
0x7b9EEc325D4c8A79EE026a5e077679C380B81Ff4,0.014155117484518800%,staker,
0x04eCeDda657c6d9799CE7Eb5e54387Ffdc41D8cc,0.014150352105753200%,staker,
0x460a22aacaAB76cB9C678807616D26a9b9765e25,0.014149766443573100%,staker,
0x45fD606bD2E46b1041588c69fb7f3e19843Ab470,0.014142409522828700%,staker,
0xc818CE73b5e841d3A1245F6A29d7595b1455B2D4,0.014134559363189400%,staker,
0x46fc4E7730C420A684E456469C863640c437FF50,0.014072901099619900%,staker,
0x2e67b71CCE286c36A1466ca736726cC6609f0f34,0.014058703692087700%,staker,
0x4dE89C2Ae04a31CC2dbA3E2DA11a38DDc43682b9,0.014044148842531100%,staker,
0xbc75A18f2f8D0c33b40f82C9F51A3B198bE4F87F,0.014038509542684800%,staker,
0xbBf49633E71c14e2D76A4654cE1C0eBA4e3BE77F,0.014005954917582300%,staker,
0x0e04CAB2146752790F9D4a7d68806d0531f967CA,0.013969882081009700%,staker,
0xaB7b49bacd43BD4CfA41433D477F690Bb9E1fB26,0.013960315260200200%,staker,
0x2e986345d8967C658488509709272C6f4A6530EA,0.013937614107994300%,staker,
0x18df4e6025BD49D560117a288bd9a507d4F670b2,0.013927631539812600%,staker,
0x0c7029Afa121E7f444eC0A3C107BB54f398356d0,0.013910147713717200%,staker,
0x10A57569DA738f63BBf758c4449E802EC20e482b,0.013900733543106200%,staker,
0x49489598Ad37bE45018C91Db66cB8e069A9e4dee,0.013884895620694800%,staker,
0xeEa1f9F01C6b5a55bB0CBe629077Be61F45cAF80,0.013882365418020400%,staker,
0xfBd2F077A1Db7e4F8E5C239d1e4b7E9129608Bc0,0.013752366198078500%,staker,
0xed4BA643b121E2a6f6a25CDf4e988fe16D4ab7BC,0.013744042122052200%,staker,
0xaC10bE28A55F11f465689FdbE84926c376143e2A,0.013714518324302700%,staker,
0xd7fd9f8dDE5b006815fC3EAC8fE510290342909A,0.013691850244594300%,staker,
0xcB06e6856500241baE508A2A38ddF3247AeEf0d7,0.013642734900872800%,staker,
0xDa610b7CeF2285B7B81cb605538Bc3F83999b2cE,0.013632424729934700%,staker,
0xC5d62Fb1c592464469B7c63F1987D1f01C38e41c,0.013612382309161200%,staker,
0xDdb6bBA84199897523f5E3fb3215a94aA89C2cB7,0.013553267887583700%,staker,
0xf8f85C9Ed32574F4DE3a4a8447f8aC689982e57b,0.013499064732360500%,staker,
0x684f81D858D0805000649971172400ee75bd0023,0.013454127240277700%,staker,
0xe38A2B7936437e1c57aD370DF44B2D175Dc64915,0.013424187167686700%,staker,
0xfE33F7FF6e4eb1DADD362ba76c9813E50d0E5fDd,0.013408543875871200%,staker,
0xB6Bf0221754409bC37Ff3d0ab567Ea3e6538b4d6,0.013390326181465400%,staker,
0xDdAcAd904833D3E425707bd2a6d197261F279aC9,0.013388018992815400%,staker,
0xf0918b5a3f40B52Ad0A93C3F0a483d4Ab14Af80c,0.013382613157423900%,staker,
0x4bF57A07D5ef741374b6A5dB7121544b02CB1844,0.013364518628902400%,staker,
0x8F93BBfec1bc83E35FAdB5cD7b9bF2BC06804317,0.013355879621192600%,staker,
0x7DA7ADb0dC5955271DC275603821085b0e8574a6,0.013340252426524200%,staker,
0xD12AFB90c80EeD419E9680bFD10511b785e07F38,0.013323014782884700%,staker,
0x40453f936A7f2e1af14877d44Bce10B2A0E6F27d,0.013319675763821500%,staker,
0x0aF640D56210545B52eb119A10ace8b463CA2614,0.013308930314516900%,staker,
0x630342BCd9855C88BCe615910343E458c4d6e8d2,0.013306091804657400%,staker,
0xEa97Da11d3EF85387381658B6Cb2aD29568DEF5b,0.013282889625136000%,staker,
0x4B3ccC5Fde94209Fb2587305BB281aC2649c0aa2,0.013271218207847200%,staker,
0x238C5B56ab14913062e765801B3862d75c6887a8,0.013239372692782600%,staker,
0x8660aE626E84b7Fa7aAf4908Eb7657DC99bA76e4,0.013235406956938500%,staker,
0x0112C1C4Afc75aEE6Af171808319deA484C65963,0.013233116444618800%,staker,
0x55ae15D67A9cee8718fEAA1D436130fAe07CD24a,0.013206930340437800%,staker,
0xf81bcdcCB077830625eeD1Fb2b3C76DAb825a6aC,0.013164169544799300%,staker,
0xE689d0C1B4c150670e3C53dc7EccE893Cc89Aab1,0.013160984442233200%,staker,
0xc0Ace320A21DfF5Aa75fcC7A90e84d57BE71D8A5,0.013143249444962500%,staker,
0xf5D3C23304C6D015c12974EB5a09ef72622c0952,0.013133495784019900%,staker,
0xB96267367C82D140B4Fa90a8213eB260D4fb989c,0.013122133621598100%,staker,
0xD83aA86d28e2b7a8413E9FFd4743B89C5277026a,0.013114334462015100%,staker,
0xb93EFD0e79b769D2b3Df7aa64d89F983D2fd02FC,0.013103889880991900%,staker,
0xC462Dd5996E3B2ea9563D35796Afd365f52661C0,0.013100130584906600%,staker,
0x47D901757942EaBd2F4FedfCceDFA0A41EEB81f0,0.013092505286373500%,staker,
0xb6F2726a5B4cCE1ff97033ca9e81C62Bd58eE54d,0.013091453575532600%,staker,
0xAf2a6901527e75951f96C722CC986D6E33AaDe7b,0.013088305127922800%,staker,
0x3ca4c093961b5a2D8F314082E66B64D3343Bfb2b,0.013072244467672500%,staker,
0xDD95808436C7B8eDcE25a9931815BC3f0A039fBA,0.013060377121886100%,staker,
0x7DE5983A0E1996c5DCFaA455ED95BEd907BE266E,0.013039185554024500%,staker,
0x52a43642E3Fd41b8B7e91179495b3C1D2e558bEf,0.013020311631190200%,staker,
0xE911256A9BE72457B76575e1f215e4b0d0E01082,0.012983395660171000%,staker,
0x5346eD0D98C195a53a12b301Eb9275b54bE68105,0.012966110963349300%,staker,
0x9BbeE25Cf80C5A2dd0422E48267ec315E93D09aF,0.012934017711132400%,staker,
0x55eAbAB96C063a61FEbEE178A9E7809c75bb02ca,0.012883577906517600%,staker,
0xf072bBF692c9BCe64745D8c282d6B107054dA3Ba,0.012882895774479300%,staker,
0x6ca83Be17Eb27a4Ab30CEF8Ab5296395a4cD7225,0.012870834310624400%,staker,
0x21B1298F26BDd0410f6289b17eC01Ea55372E623,0.012848937940100400%,staker,
0x0a36d5a788E785bfc346a87Bb16EB62fE4De8404,0.012831150310848700%,staker,
0x1BD8ef5f379a9202194Eb9579DAD6761bF251df5,0.012831049291034400%,staker,
0x3B0af0A759158496d2f800221db89F52D9003B34,0.012829141915483800%,staker,
0xc4B905A17A2c195b0Aa3Fd740D4F8cE07B17155A,0.012803768778226900%,staker,
0x6820587A6e3Ec2A2eA020215dC07236A18459566,0.012709781662553800%,staker,
0x73E6D0655FF1a5F80432b27BB12551b55261B94C,0.012691812634220700%,staker,
0xEB4736d4CdDf46D47B31a06e460BdE8BEB312C87,0.012683725286392300%,staker,
0x4eB820dA9b6b0fcCE59Cd815A6363DBE9293d406,0.012683604768347300%,staker,
0xC76C16917deB68828C3d633133ADE7b4d33cD123,0.012669173506646100%,staker,
0xB4AC437caCEefD3dA7A73747D8581FC371f92386,0.012634847871420900%,staker,
0x34EfA5b914729bE8dF4Efa3df37A49F32F5078eB,0.012598453330940700%,staker,
0xdc520A2F83065e93B33E3984C2A13BE3a6FFc301,0.012568920597915500%,staker,
0xF9cbA22EB6B6507FfaC02327fB870F9E9DCEee38,0.012549907166690000%,staker,
0xD0EbADAf7D5A3258992f8B28a30a3020A15B0324,0.012523839779649200%,staker,
0x064d72F64496491a14CD880a1D018F3Cc07376a0,0.012514049170157800%,staker,
0x7bE9D9D495baeC02e39FA840610cfa49BeBd8c76,0.012466941543539300%,staker,
0x242aE3a4eB2113FfF53ADdf3Fe2A06e408174758,0.012438277713689000%,staker,
0x520f621ba3090c1F52559813387Eca67a8379De4,0.012427571196003100%,staker,
0x292cD5C8609133Ea1b86c8f2363051DBd56e81AF,0.012405705411118500%,staker,
0xB1d4739D272c88F2b06cAca3DD8b57A932a352BF,0.012399705132479300%,staker,
0xDdC34e3745ADB986a42392cEBFA2C24F72E24D4a,0.012374066139036800%,staker,
0xDBC1E01836BcF766D6241E6C5924b9A8f466417e,0.012361945448497400%,staker,
0x54f91518C22243Bb07174D75fF735812Be34B456,0.012356124465685400%,staker,
0xBaFfe7D3064382666F6bdB8eC3Ce78c99f694284,0.012333514534808300%,staker,
0xf89651A3930882EaD77715435ecC7ED778B32E8A,0.012330305514568700%,staker,
0x7d2EE9752785759Eb02c8939194E2Aa3E8b31587,0.012325178268849700%,staker,
0x172e08E84B721f37Ee91B70F8DBfC522394b1968,0.012313384816529400%,staker,
0x599c3de66527a8C6c6938732D3bbD39E6B35A1A3,0.012302469317858100%,staker,
0x0C429aa2f3486CEFB2215Eb8FFFCD5406f2E8CAa,0.012293305686891500%,staker,
0xb51AB391E79B9F612c49087a6540d0f2b9df20F9,0.012287883935056800%,staker,
0x41dfC0D3468cE56B8A883F2085dE26745AE7C381,0.012284964454687200%,staker,
0xEA017EcF13732146237E3DDf5d234E4C178179DF,0.012276326986141200%,staker,
0x9a7ADBffa914c901EDEA83B6c8f5C41628d64d53,0.012267181605932300%,staker,
0x7DeDc87c3DEc27b605E72fe58deEd1d3919Bd864,0.012222960654731900%,staker,
0x04A65Fd6a979076bfCA4aaa65c55D04405F0C13d,0.012199187466944200%,staker,
0x04BC09aA6721CfF9C37F4A951539BB51d80F2bFe,0.012199097291552200%,staker,
0xD25CB5390570b8E2dEA1c334C58A1EC7ffef2Ab3,0.012152775828639200%,staker,
0xb9dccD57C41604F815b836e7B721759e5B626d64,0.012148351419799900%,staker,
0x35BAE12fa1a27575bDd4E4008C36AEdfF8aBF8E2,0.012141663286991100%,staker,
0xDfE6BD4E20b23276d0A6F988C4db482edaDe6e61,0.012137113219381500%,staker,
0x189237287D599F9bab5656DC5bdC6a61262C0Ab5,0.012093559280730100%,staker,
0xC0e725F6703AbeA80Ff5f8050deddF29707C5c1C,0.012090731199202600%,staker,
0x6E246C0a205602D4491aaD09d329af2b64953b7b,0.012068301986916700%,staker,
0x0202277eE75a94951780dD861Cb706fa83b06c7C,0.012062805242099100%,staker,
0x7258f70EEA27688bcF46d9f839FF153052EBdf39,0.012050175623518100%,staker,
