Address,Allocation % ,Type ,SumCheck 
0xcBEc164CD70611d063201a79b5E31D16c3996C09,0.049390729282513400%,staker,
0xb7eE88939Bb6bd9254bbCE8F5A632b7da88471Ed,0.049361053739249100%,staker,
0x9c0cE9D5eF72Bb7047Fbfad32F8ab145355dB0d7,0.049106180411193700%,staker,
0xAe41ceE511515E364b6853D7Fcd0bDd96deD1340,0.049105600065841100%,staker,
0x2d7fa4A26cE510B2913B5A913Be272d1Da89231A,0.048834735957057600%,staker,
0x2E98Ca82ABe238ddb95e5Bda3AFcfe72E96f6a90,0.048825691361724700%,staker,
0xE0246BAb0e85F1411273aC413fd9Fb05321dD815,0.048692827282050500%,staker,
0xF853F3E6326b198A943162ed64BA701F0F946aC4,0.048612253738471400%,staker,
0x5EBBc8be484b2eB43529e2f5B4a11a2e064cdb1F,0.048442357703928700%,staker,
0xdEdAeF1684a73A43F58C8cE05dd505FD10923F8b,0.048137097892623500%,staker,
0x6D96D7C5083b7e62274AF095df87Cc29115A4249,0.048087334329315600%,staker,
0x57CDa3E47937242510E0e9307f7f28b184F422bd,0.048067134289854000%,staker,
0xfEB9bF3Ce298E0AADadD2f994a8aF5111cb352e7,0.047865750394649900%,staker,
0x425196d7dDf5A40cb41d4bcc8F36c3E1EdbDD458,0.047683027048083800%,staker,
0x8afFD7003FA18dEeb480c52C463C183D8E639e09,0.047065499053621000%,staker,
0x373625BC062A07fB73F40ee6596d7fB1686e2aAA,0.047039374877437300%,staker,
0xCDf0AF571C1c020a69AaD9b2dF49dCBb9c6D41E3,0.047037132587340100%,staker,
0xe77D90995CE4a55a37331A02DcB96434E422Cd15,0.047023823104457000%,staker,
0x1609665376e39e9D9cdfDC75E44f80BB899e9d21,0.046909085111746900%,staker,
0x607C1F4FfD9abC5b6bB0669c5b3Ce782E83d393D,0.046667845380377300%,staker,
0x9e374541FDE8F965Cc52a9F54Dd2197C2bDd4324,0.046571061909276500%,staker,
0x689B60A6061b283F9cF0c6944958Cd3780ccB9Bd,0.046568516686091900%,staker,
0x79E04EaCB53b2A3754dB67Fb8C1A997d20934019,0.046552331529148700%,staker,
0x194542D33dEC448A78cb73b4763cd97a96672055,0.046543715425532900%,staker,
0xC41A02cEc11DcD23D4D640A32FD310d633A281F9,0.046479990815944000%,staker,
0x45f95d8D4B1651D23c8b463db9Ef5Df93759682b,0.046454646930589400%,staker,
0x5c0815E3B5406e15b780ab79472C6F566dfc549D,0.046228964453846600%,staker,
0x8A6ad6dd70aCBA5f90acbfd094ea930099b48071,0.046221934139118100%,staker,
0x5BE23238eBC1A79914f4376781c71a2B37c49892,0.046120917741041900%,staker,
0x6b454b87a030F689c2BB16EF3a12EB6f70a6F0F8,0.046051001678659600%,staker,
0xC5015Af75881b4aBed54043B46561ca829EC2468,0.046015791556333000%,staker,
0x809Ec84644d4Cc0Ae27Dba154b6ACFa8ffE0CbB7,0.045978568700060600%,staker,
0xD23A12901D5b063A7CE6bf9C2728834E75391c02,0.045896634366907300%,staker,
0x15C9eAcA6014C3029A0949FCf40EDA6ed5C18909,0.045742821801990600%,staker,
0x5A26f9d9fE424731F0AD1E8d81c3b541DD4be726,0.045603839767413300%,staker,
0x827a9f3cE3141a770F92800B7cD15172FE062a7c,0.045171856675591200%,staker,
0x0e4D7d701c850C3aB2d2Ea755a8A72B405d257F5,0.045112836762491800%,staker,
0x06DBc2A657f7fEa67A89C7f267BFCc722E014494,0.044990401023127200%,staker,
0xB7530d6c6D79FB749638a518789572eCF83189d6,0.044888138034298300%,staker,
0x3718416f439ae0913bdC0Ab88Ee1784d461cD73A,0.044503773904061200%,staker,
0x72e8Abc0bCe2b0F7A2750Fd495eEF7B3A82CF3ea,0.044345345134387500%,staker,
0x550eEf857E3453EA5045ECc1749762D842EA72B0,0.044176848984560700%,staker,
0xcA822A5C7f53ef1fc694Ca3B94C500A48a51a4B9,0.044093466755422500%,staker,
0xe83405ec6Bcae77d046fd410c25c9f459AAD04d7,0.044032218554944100%,staker,
0xC603513DC27c80B7da0f04735289E71cD5862d6C,0.043918269432875400%,staker,
0x124724852a01645EaB39EC288703b42872CdD067,0.043801738171902400%,staker,
0xf6862636285E72d5437A49D8c5FCF9866EDf3200,0.043640203617434300%,staker,
0x195a691D8F5a32305524722e37C2E4D5fD5e372b,0.043335792842325600%,staker,
0x46fCd3EdBB4f3978b6e17C19Bbccd436545EdFbd,0.043153515907386900%,staker,
0x14fCed72d97213CA8C30b3e74dc2644F27c0551e,0.043063401532385900%,staker,
0x0BDA16D664369e08a28f756A59141afb02Db452E,0.043029562988374600%,staker,
0xDdA0bbA4035E29ef29E4f7592027e2b861293408,0.042333832547832600%,staker,
0x6cA1141aF1b3C35fcD8200A5fAE09E81589e3408,0.042047988845357600%,staker,
0x6fc2598a44bBaA0400B51e860b3C5Dbe1afFf3b8,0.041977344853881600%,staker,
0x6f47E72433F38F33aaA5e04FE93Cd31c30cF690B,0.041725441404768000%,staker,
0xC8873cbF4aEac55D1cAD473dEae3d5553EC27842,0.041612645146244000%,staker,
0x2F5031D6B2C2cC3b0eAE59616BE5B75458184151,0.041584796045434200%,staker,
0xc7B5E305e719B4a5D678d1CCdbcE215dbBFf43FA,0.041534152128831300%,staker,
0x44A30c35d59E90127EE5f77Bf9A4Aebad41f5D25,0.041353534481723200%,staker,
0x12E867d11279dB5a6CB3adDCA431eEC2B2647e23,0.041282687307835100%,staker,
0x29b51bb8589649B3B22a9688dc5DBf2e55C526c3,0.041269815377132100%,staker,
0xB4cF4F490cbCE8Cc6A8F008Af16997C91E2f5004,0.041244108663375200%,staker,
0xb678Ffe0aF0a94e03A03Df145b12654bD13C8a82,0.041052503023992800%,staker,
0x9E427a0A538FdFea06895B4C1BBf895EDCeB4Dc0,0.041024175613870300%,staker,
0x13F77A753dc2474475488c2D53108Df947efC829,0.040767337501281000%,staker,
0xA875eCde832ccA5809BA49c265a9271C6Fd487F7,0.040729691504994100%,staker,
0xdbDA263E2Cda9f8B01eE53Be41866BC328A1533c,0.040693966721853500%,staker,
0xaa2e24709C11d3fa1D692e2fC000AFBc7DaCeC4A,0.040688948816337600%,staker,
0xE2803ae61DEFd6986988A737d216d0E12C0E1309,0.040641906160361100%,staker,
0xE7E33880057e557019a48BFF00cc295AAc48757d,0.040434233796084700%,staker,
0x0DFd47f07F038e32217fcc378b9bC7CB634afA24,0.040409085333064100%,staker,
0x2F9301a1ee04Cf48c13edE4cA69ee74d2A6d9404,0.040287556880320500%,staker,
0x57d2836F4bF420B43498dF3939bB7bF6c67f071E,0.040260481926852000%,staker,
0x51a8A0c54cfe69fe2c21C6D13c086178e0e8d10F,0.040168855291721900%,staker,
0x404F31A8C46Aa67DEAF8F33621fDB9942A21820d,0.040101295382733300%,staker,
0xda8e47C10bD8ae2057BA074Bc84A42261b0A1650,0.040021429561598400%,staker,
0x2A29A2Fd3c5997b054139d705f44bc7E60265e0A,0.039625203135400900%,staker,
0x78Bd01fDecCFAcfd7BEFe62352659E98a6eB7091,0.039410964153871900%,staker,
0x332B265B84674Ce2c84a865D2b26548cf227a3F1,0.039115960491144600%,staker,
0x0BF902d68d807621Fc620F027dbE406fe7d41062,0.039057876705771100%,staker,
0xEc237c5fb40DB671D14F1028e3842b4FC2B6aa3D,0.038950875290667300%,staker,
0xB43eDF919Ea51ae7Eae0AB7c7a28E530AabB6d65,0.038775916746117000%,staker,
0xDa9A9825acb68B996e5b4aBFFA96Dc4bAD7A099C,0.038697368357668700%,staker,
0x2285b2ef91844E8443ceEc8aA8a32524B5a65389,0.038635820279189600%,staker,
0x96DAA84716c2c725b394125DC0A0EAf3e9Eb6795,0.038472725047453700%,staker,
0x470E5f5DbcCCcA37dE448207d27b8f29Fa238162,0.038453628389544900%,staker,
0x4710bEf94E27D10069a41E1D46a1030f1160B85C,0.038393189052750700%,staker,
0xD78290f5b804B7611FD775d3A313B33F56D6d70C,0.038272387872573300%,staker,
0xa0C0b20bc767b100106287310667C6b06B20eb5a,0.038130504851336200%,staker,
0x935C6C92A2a50c7213ADaB8dF85bA02c9d522f80,0.037949540201757600%,staker,
0x56F30045d0D0a456ac55293AeE85e812de0A842E,0.037812793515924900%,staker,
0xc16315553C6e19462fdF7a6270f5d3C7aad09001,0.037532831521618600%,staker,
0xa6c5742B90C2Ee28c0dfc16B92748031836bC943,0.037426574730607100%,staker,
0x216C8Cd3220Dea3c308a28a6dda258f1B55a82C5,0.037419032810751200%,staker,
0x12865d78CCE69E80f60E0335D29AAd5a94B66506,0.036782857713632800%,staker,
0x683ee1dDCAfdC9Ea0eE22214CdcffA90dd613c4E,0.036752072439035800%,staker,
0x8239ee88A0dCa3a5217d07a611E46100da12a67a,0.036312334876041600%,staker,
0x42ccc4b7AC1A6Dd7D2446facFCD5104948153522,0.036176814710551500%,staker,
0xD7EC913B6265298D62F008052F1DBa479Ad65518,0.036128406773886300%,staker,
0x49f689A58aE4E442F8Ad4a64EbB69E11BB398949,0.036120384748879900%,staker,
0xA2E3d4DA66C646731Db0e854eE38889CBF74594f,0.036067107108018400%,staker,
0x03B25c81f1B015A0A6280A9eB7245e32A9e92F41,0.035963377455127900%,staker,
0x8b059Baf825E8001CBDD26cc6b8e02a74a8Ba163,0.035658085292552600%,staker,
0x61397EdbCa4A736dF75d65D0F5817B6d91D9FcEc,0.035587022373079600%,staker,
0x2459C71386775cC30ff366aed6D6f4d9Cd235025,0.035567908975603700%,staker,
0xDC5B8a72AdB8527D8F69619Ea66CCbf961842659,0.035359066221135100%,staker,
0xcC3Abb5D69A16361c48bCD3aF144eBbF8DB8b971,0.034938829087338100%,staker,
0x56DDCbc09713D2bA8dff06Ec008CbECf4b702Bfb,0.034795237527711200%,staker,
0xe9E346105515838D25Fd66E8cEF3bdcE562167D2,0.034560183677842100%,staker,
0x9520E396476Bc81F6237D2d1d8734be8E5dB357f,0.034537697882895600%,staker,
0x5954D4ebe4235cfF64cadC2714CeDAFdf7D6E22C,0.034280594447228600%,staker,
0xB66c9d3396CCb94C3688e30134bD527B1812D91B,0.034222180127674400%,staker,
0x4804dFEcbe44127240D0475aC67bdE2aB7CEf486,0.034136948263586100%,staker,
0x3eFed426257B1493e4FaD8f54361649642f5b43E,0.033980437192961300%,staker,
0x7aCa7Bb2105C59c54657e1dB8411086bE9CC4890,0.033821376714410400%,staker,
0xBd2B51b44B1FfF351EADC748769D3534104baE33,0.033507963680626800%,staker,
0x881e8e7cE3d3A93d692f91C7F9F28eACeaba7a23,0.033375607386472600%,staker,
0x96899D76e55798f27fc13869BC6BA3b25fa75040,0.033269287827598300%,staker,
0x45F00066F43D369C9a56958fE5c90549a59051d9,0.033209068733415800%,staker,
0x0D69BF20A4A00cbebC569E4beF27a78DcB4C0880,0.033200539357827100%,staker,
0xa5F09F235d7f8CF266C1051C75B172dfb3ddcF48,0.033151657786315500%,staker,
0xC399c88ec5133e9fbfbb45b43aab4f2e0c35F5A9,0.032986048349915400%,staker,
0x6532Db42E81d2290E63a7Bec3BcfE10F99c62C9b,0.032804052153710300%,staker,
0x2E311Fba5629823DaD63A5D6C6e58e8c825C9430,0.032578668324955100%,staker,
0xFECF5D9C4edD1e7186f4d78251a778875A826AC5,0.032257887103389000%,staker,
0x849F1A1c22eA3265355ae81A4d45414b4afD7A7b,0.032203643755492900%,staker,
0x7fB138B65fa0303128EfbC3517a499C618ea32f0,0.032199998654238100%,staker,
0x960f48A067C8F92Fb81344fF84f09384478266d8,0.032010731663052100%,staker,
0x7187FE8c4710517d6197e68036f7d59b58fE1a9B,0.031984551627813000%,staker,
0xb8Cd97EF7B7Ed1d0DB951c6807F2439Cf7dE1683,0.031963594672973800%,staker,
0x4EcA9A64C14650C6D7D21EB2d2Ccc7a0e9f6EB71,0.031893601322747100%,staker,
0xbcC463e340997E358DbeA41c8848AAd96ae40216,0.031880094851795400%,staker,
0xCf7ba4F4655c16c2F029fFbcA9f0968cf4E4eCAC,0.031779372807719700%,staker,
0x3a536eFdf9fA5e14f417A2780ab1A463Db155EaE,0.031739898722922400%,staker,
0x942Ea7662057fFAebb3A61d8344bf136A4d20a28,0.031722702759519600%,staker,
0x57519704c0f3CAf886D2203735138f3C44AdD17F,0.031677535822382400%,staker,
0xeBDcd7c4c3D372915CFf73e9675Ff0f252051Ff6,0.031617331419287600%,staker,
0x71D8B0085eAd66BDE993F902FED62332821224ec,0.031369308257863500%,staker,
0xab73C7dCE9457E541140Ed7bD306895c3Dc61B16,0.031213580626031500%,staker,
0xcFF3b33905a50D7bCa7739121fD828dAd249e67F,0.031213000566499600%,staker,
0x36e77F5b1E4213EE730586B42585DCD9F2e1d73b,0.031116535510461200%,staker,
0x1b3F5FE0Fd513E6cbdEE459F0b0e19095FE91958,0.031097498974011700%,staker,
0x937aA2ADC5a49C19A2E36D8AaeA079336763e833,0.031015600514648400%,staker,
0xB8DC73939f0402A9E01C898f4cbcBc7313005895,0.030948807974893700%,staker,
0xdd152203CbAB78e2479fce5820f6a0dA2966735A,0.030931221421075900%,staker,
0xC8bf40263577a4d42c074Bc060773E761a30709b,0.030689597168093300%,staker,
0x3d0F0EB70eA95eBb216ade632FC424D5cdbc5561,0.030652679631594500%,staker,
0xb3654d8cb57F03410eA7e0A699Fa3261394dcbCF,0.030610313773852600%,staker,
0x4B074445f8C85D5F40b0303efeFb7D7AE1a19cD7,0.030533051617858800%,staker,
0x4d8222965D7AB82c5C4EEd9aE7d55448C22c15D9,0.030424918836569000%,staker,
0x8c9f539B2da738844a8F2Fa442cC56857279C828,0.030126858140032100%,staker,
0xe43D64824CaD752821a7606FC0Ee6cAb92fF7973,0.030110476415067300%,staker,
0x8E7139897c4e9Dc56bB6AdD81187A431cF30cE83,0.029908108535079200%,staker,
0x4d48E9e627dF561e94820818c3De60313D716eE8,0.029776265725891000%,staker,
0xD5ef3129C3BeFb93aa29A7e3e875F7888c854Ec5,0.029690779129584200%,staker,
0x2CF551919EE43292e99F1758Ae4357254FAC63b7,0.029674251245063600%,staker,
0x8292165ebaaa82bB78C9231a0d06c6d53B8F73EF,0.029485726641142400%,staker,
0x252E95EbBAE0dD23FcF5adCeafa94CeF857cBCCa,0.029327049636100700%,staker,
0x701e460D44d8b06925B304432f1A3e3879979aD4,0.029312815487480100%,staker,
0xE912db8816b15d831C960ce11041F65FC7Ac1282,0.029291145031712100%,staker,
0xAEC0d1622A6ebA798F584D3F26943984f137f089,0.029153122152875900%,staker,
0xaAaB6afb7c9E85E44C42cf15a5b836C18EFADdF1,0.028962811794334800%,staker,
0x514C600894EE58bAa58F0e2456Daed1e6D006cA9,0.028953989256721500%,staker,
0x0e29C050844B05aA3f67966C3d42d39466b495fE,0.028894565055123800%,staker,
0x8f53430F903d8be9eFC1B3b64B040A221ce1E1E4,0.028889261315674800%,staker,
0x22ff2437228bb8C5e80A62ca567f56168978129C,0.028713320805937000%,staker,
0x0B99d5983D9dA00CF3A64Fa82e13db33ac03265A,0.028496518951224200%,staker,
0x2FE9478c5384Bf18ee0f9aEe60D7427a9699E67A,0.028367571451067300%,staker,
0xA752cf8614d8d695E5F17FAa3819945bf8fD4e23,0.028285136174407500%,staker,
0x2eAe00Fb4EbE4AD90c71322565C5fFc521E87951,0.028242056560154800%,staker,
0x0CF0060D2557618B19256E7861a21F3048F69e28,0.028178175953508300%,staker,
0xB9d6AA7c0a5bB9c509f7Cd5FB760863FE1cf1CA1,0.028064595193586900%,staker,
0x86f0d91BD079E595A273CfD85A4E537F6df55ef8,0.027953971527721200%,staker,
0x6CcE1B45A803c08c006aBFBB0d11Fb347f80A42b,0.027850954017084400%,staker,
0x6B34bB8632d3D8Abae73651e82080d4F50A3AA18,0.027701638461138400%,staker,
0xed9A912182745fE101ecb4291D00b802d982Ba0F,0.027658682945548700%,staker,
0x12f05a67225B3360d9fce02A8CD3EbAab46aa13F,0.027551723823256600%,staker,
0x46888c0Bf44A1e9273C06f2498De61AB28E02B02,0.027425329856921200%,staker,
0x3FFe693096E8096Cc1c31dd8eaE8B976c9518004,0.027419137521808100%,staker,
0xf6c4D60Dd79AF6baeC844Fd47BaD5e3D653Caf4e,0.027225614197664100%,staker,
0x305104B98Ceb159DbA1298246Bdd4Ee3e8C9C3FF,0.027201782248399300%,staker,
0x52d5bF812dD3655ec255e2b6197233352259a3eF,0.027189331933087300%,staker,
0xdD97E26fd0042Ab3c2CEfb488894F50309864253,0.027159664596990000%,staker,
0x2a4c679A281B362c207a471927C376c98451078f,0.027066524782637400%,staker,
0x8E5e417781dd3d246D9336428C9e081219e817C6,0.026970880848216200%,staker,
0x7d2C54228C42B374D4f1CD7eD86dbAcF60621bA4,0.026970152517451600%,staker,
0x3Fef2d78024A6c411bc2D460F99d8B4b100A823D,0.026959026813917600%,staker,
0xB8A1d8AB8074dDF175994005604DE4817d50BF2c,0.026886428192528400%,staker,
0xD12e10FaC01ED8F39575Fa3f8A2FA28dd22Ace2B,0.026736981185243100%,staker,
0x9f440966Ad04035705bA6E91360d5B48BDd562f3,0.026629372717139500%,staker,
0x8E9B631524EBbFb420758c5AfAAF9f7B8473cAD0,0.026474580676630300%,staker,
0x2CD515811Be6618911A7a44850557c047ad7E38D,0.026396059240141400%,staker,
0xD97614cCdeD601EEfa5aCCF91228B5De5DB275E5,0.026285145214387000%,staker,
0xc67bCd96C4a74bBf4D0b6793e9F032c017A153f3,0.026237495850666700%,staker,
0x628F44a3bd6ac6707BAFEdE769D425c2055c43Fb,0.026202140204977000%,staker,
0xC7f7CD09604d4ae7C5b9C567CF75180004c49Ef2,0.026052535775154900%,staker,
0x5fa6FFA7e6a56C54C88FCc19207Dc8EB4cE313a0,0.026043986868312800%,staker,
0x9f4403Dd5421b71AB496a8Ce418c76FebAdEBff5,0.026017388635707900%,staker,
0x4fBd7b2F0c5Ed19E99F4E75BD8586D6411e72600,0.025906690375864800%,staker,
0xf566D24E4340D0da6c56013381279aE5056e043b,0.025834357296171100%,staker,
0x08055266c87914B5A8A5E781409E6C54C2ee50B2,0.025810135807666500%,staker,
0x536851CB4BE9611Fe65A9fC651af25c26156cc0C,0.025802841652553800%,staker,
0xd4b65Db36026dDF08859B8175c02c611FDE0A020,0.025798277919848300%,staker,
0x9ffe669C32cEd95a688f381cE85F82b71AD7bB73,0.025716818853627800%,staker,
0xBbd7838E39Acc334fB1a10C0a9560da117FEa584,0.025470052823014100%,staker,
0xb20Ca59e2051CC530a024582757608FA7b788299,0.025444938397174200%,staker,
0x653770D1eD34554Ea4fc712580037c46f1d3467D,0.025315994457331400%,staker,
0x25Be14Be70db5623f345a1A3b72FFa8696CD1D54,0.025285540913082200%,staker,
0xe0C0080f43Afb8Eab7e84eE002a67C4408583d31,0.024894301490374100%,staker,
0xDcbeB0DB185a3DB9707f7bDBa294d6D6b8465C57,0.024867889767533200%,staker,
0x6d45438afc05A5e8e24153EBCc347EE2117254D8,0.024802327482837600%,staker,
0x1a0A48CA65FB59b21d4a753Bbdf878Da1A41d250,0.024782451316322600%,staker,
0xe5015b75E534F1728a8cB4cF88a1F8A3254d9996,0.024698706420946300%,staker,
0x8Ea5cAFFBf99194064DA0e828a8514dA97c6fB0f,0.024689771499914400%,staker,
0xeA326FFeaa7Ac2d862125cd8F806C54ba90303F5,0.024623231459943500%,staker,
0x31d37b4Ec170D89376E614266b6E229342c1029e,0.024585496563699100%,staker,
0x4504130b64c8A5fb10511227f21ac57Bb4943c1A,0.024574307045410300%,staker,
0x1b0616a233170aeF71f01f06CD2C39E2fe566242,0.024486047122021000%,staker,
0xEf62c3CA48813ce4a3A8dEd7B7b868775133c041,0.024415535024583200%,staker,
0xd31F6bCaD59E7F4d6F00bcc9c786981d7B10abFB,0.024290120595269300%,staker,
0x86e8758a89cA617faEAfCDFD04bf5DD0bB0B917A,0.024288003783180900%,staker,
0x126DF33d00A0296200f28ab22C09eac5C61f5E31,0.024235905062850300%,staker,
0x5FD0024aC65547BD48d85586f156D1B34b8b6663,0.024209813493065600%,staker,
0xbC2FdB33527E0D4F7f995C97B46c132F7bA37013,0.024055623735869400%,staker,
0xf4c2ca8dBe65cFbcf0DB0Aafb0100811c12A2964,0.023971873615989100%,staker,
0xf7A69E815A21E2c9F52AFCD2A0408567c64Cb22D,0.023734961246648900%,staker,
0x8A96111d3Bbf55a63DA4F1f45007725cD5eab641,0.023688005791347500%,staker,
0x5682357A6716aD4560De450FF1172749d5Eb51F4,0.023432488590401300%,staker,
0x94300892594d984306390fc5843bd189913dacA3,0.023336748463652100%,staker,
0xe6f9D58cf5e9ec1B2796EA0ABD9434C235D5Aa9C,0.023260689925226500%,staker,
0xf958650B95249272Ce147abd5d3f09b51a0A8573,0.023132414996721300%,staker,
0x5543450BE9D8E819719A609d343Aa37264BC77B8,0.023019918647814300%,staker,
0x39ECbd3dDcF4800F33f7D8f8d9590E27EA0bD7dC,0.023017762870757300%,staker,
0x4d41dfb23e5f340828bd868F4617212ADb50177C,0.022873776873470400%,staker,
0x707c85d353F5b17669B99dD996A304c33540B2F3,0.022829423698109700%,staker,
0x96E3D4d0E4e271cB08e5dfc0c1B1dD77cA0FD089,0.022792438102016100%,staker,
0x84f6FAe9aEC39ccC53a32C001E1A7041C24D4077,0.022786726892176500%,staker,
0xf0D8245FA75BAC308011CFf568618308b0ca322B,0.022691946638211200%,staker,
0x4fe0BC0Ed76Bd296D0Fc355e861ed61031Df1beE,0.022666199239862200%,staker,
0x1cBb8f67093996CC9Bac4E704200402603146Fdf,0.022639699085820900%,staker,
0xe5A01b619bc9B0b93a4D54Afbb1c5E881cbF1Fe0,0.022513028806832600%,staker,
0x309d8BB3aC59A162893ff96C4B905842382d9499,0.022492421905790100%,staker,
0xFAB48971B60fc457E9a6723B7F662683B9bd9237,0.022433065553626500%,staker,
0x4cB75146e98562C9d79b31649C6C739e4DCB7CD5,0.022425866220010900%,staker,
0x0F83A324573E507ce444946a5b0B0fec780d2588,0.022325136758427100%,staker,
0xf7A67765c715099e7F76040dC5bbf71b063c9C83,0.022284871684388100%,staker,
0x625904627d5060c0422d2e123748f4F49D149e1E,0.022274529632592000%,staker,
0xdd34546261Fc51BdDA253e0BFfa2DA069B00d683,0.022177160915196200%,staker,
0x1CF44319140EaE4B17557790012357bc1c6F704c,0.022127247633648600%,staker,
0xb87D8C8CA1d9Db287bd1e4Fb906295bce1AD4Ac9,0.022073199435693500%,staker,
0x01A3E80bF62068c3d22ee2991E24F9F36460DadF,0.022016806922492100%,staker,
0x6cEfBd07f89897A20eff5e556bD9e0e2E55A3D2C,0.021847692063575400%,staker,
0x38A4312bB7007b4543647ef2D2fCf875C4aF7eCe,0.021779474633654100%,staker,
0xfEb208629A2Ac2c96CcB36Ca7F791A5054f73A97,0.021684821498651400%,staker,
0x9935E3160A59a2fc5BC026eCB9f694fF8e0017A2,0.021570084620907500%,staker,
0xa56862A4b1b4Ccf108458bc3393A9A82E69e926A,0.021471446273861300%,staker,
0xcac2a7e5929a1345Ffa249C6808C1c03a0bdfD3c,0.021466229090443700%,staker,
0xE7526a0eEE718f17a7831424E9FD8a8B4BaaAd65,0.021422226871355900%,staker,
0xf5B04802b5303bf73BC7081f61ad80CD6375e0ad,0.021315968819191200%,staker,
0x4180128397657fc57311Aca603F9f0750c395803,0.021165519384895500%,staker,
0x32CEFd62AeCb4673E32AB26445b53d295517CbDA,0.021140875686709800%,staker,
0x4C69bed74dccb84dcf40e708e9e666AdD0E51945,0.021099060729181700%,staker,
0x5e1C5B0C00ffd880b2756B075A9eF155d38F8AA7,0.021047706376168400%,staker,
0xFe36DbA8aE8060E66661AFEb77Fe09F70EBF05a3,0.020854451315773700%,staker,
0xb87cd3a0bC2e3D6E9B05cAeA163879f1a8D78fE6,0.020852902409943000%,staker,
0x4CA8ad3a20848aC6F5Dbb14cc02FCe8c037d11DA,0.020851293737229600%,staker,
0x0fEc4a7b0606f6621a0A4EeC39e62b7C1a6FBeBF,0.020695154832338400%,staker,
0xCE76E10B764de934d09883598B329498Fe72D9e5,0.020674671286468800%,staker,
0x162942061d45BD2273e04CF5E4cdD0109BA3f1B8,0.020672860369039600%,staker,
0xdbB844434496CC4b66A9580d9b122FA46E088722,0.020659837198508300%,staker,
0x2875968C02147188c68c719362D9E781a34444d7,0.020617163139317000%,staker,
0xd0e08a720A1e225a42165Cbb50493FB70f31f7b2,0.020602537607160000%,staker,
0x0C3655D568E8fb273674a1B33B1E2Cc799A61CA3,0.020584303663765300%,staker,
0xa61144a397c0bb3D440533cA94884DC06d81B3cA,0.020536885127685300%,staker,
0x9c2C710e82493b224a1A74340821408375431498,0.020310139569137900%,staker,
0x4358fCaFc128666c2946394eB0c8efddA6006522,0.020164376012151600%,staker,
0x565A160e76Ee14758fb0d22Fb1c7D04816D332db,0.020132164280483200%,staker,
0x933d2a0CcCc48B977A6114142207FD3A2733579F,0.020116581318727100%,staker,
0xec9a2899F665a13Aba28b9a3899bfa2B61a9cDE7,0.020116161153025300%,staker,
0x6Ab9DaF159783661fEb71b7701b31bE142CB933f,0.020075821874093500%,staker,
0x09E9d2986b3220d6C42E2Ca473f6323DD47D5F5B,0.020039926865118500%,staker,
0xA1653383EcE11149b5d1Dba2f92e87A857b17373,0.019987768662272100%,staker,
0x979631fB7E4B3996b3f03905C34F374039792EF6,0.019931864033889700%,staker,
0x475597d0102829B6A7f604Ead8104739108c6859,0.019910337212948500%,staker,
0x624B93Be4a288b3f04EB22dB63A47F8b28E73ec9,0.019832356898232200%,staker,
0x225A6fc937Cc2c3C81c0C7cabdf6096b28645553,0.019793160188516200%,staker,
0xF464AB3DCeB1FE34da804546bFb36b0Af697dA51,0.019754986668173200%,staker,
0xEeBC8b70F714ED861fB33255fbedB80813606e07,0.019752723472573100%,staker,
0xf7eE6799Fce235ef0B80325c2f4883E25d2c9900,0.019715746004404700%,staker,
0xe4c950c573678256219EE449D724787033F0003F,0.019684867505708300%,staker,
0x958Fa8a3166cB372B68Ea5266A92cA7e35B94a91,0.019667489368501300%,staker,
0x323A24e105b292f01D89B616feF24D1a9Df9F513,0.019653663009013800%,staker,
0x8b8969d7932b3B62e191E67E4338A42cdE0005AA,0.019533958739870800%,staker,
0xc7Cf4fae2b6BA8f67147eC81b1631775b5b265A9,0.019498279422744900%,staker,
0x3e0a60b2736a4C07040FF98F13635a1F1dEc25f2,0.019497111398845100%,staker,
0x49F4D0222C880D4780b636662F5F18f572f2f88a,0.019434893503226100%,staker,
0x078C53056eEdA3e61176c99Ba4d76073C5545621,0.019375355292516500%,staker,
0xA380C3342BCcBE4b819086fdAD78436d1766FA75,0.019330298993768600%,staker,
0x1cEB06c5b2595D6D1C418F75779C1BD5418704FA,0.019320421493032600%,staker,
0x88dA15Bb0c1BefeF6f64B6c97E69427DdEA0a34E,0.019301264543475900%,staker,
0xC3F7709E9C0bd8FE9C3EFC43fc701Cda3086c809,0.019278388791893100%,staker,
0xc35AdF2A284fA65AFD93A068F6761D91803aD54a,0.019255043657591700%,staker,
0x727B630FcD39a9Db96216D8725175B35907eE709,0.019187432647209400%,staker,
0x51269C05FFCEF90Eb64B9706317EBCbafbA79686,0.019139469865314600%,staker,
0x5B66ccc36c4696a4205A148BCa46e73e205a9eeA,0.019133008495551300%,staker,
0xE6268B56f6E2f949Aa8521893c290a348f929Ca1,0.019070058534203100%,staker,
0x550Fb4e0f8c47e851be2631831692277eeF5C79C,0.019068530839681200%,staker,
0xC4c40D6222aCA9AAb948892083E97FCAbD6d82eD,0.019058302008500400%,staker,
0x06f7DC8d1b9462ceF6fEb13368a7E3974b097F9f,0.019041899003673900%,staker,
0x157670dE008EC0D44bEd498AbcF80A6c94c6f4fd,0.018971696944656400%,staker,
0xC70fd67a2D2B45b194b4060cab241Cb2a5582E3f,0.018964819926332500%,staker,
