Addresses ,Allocation % ,Type,Sum
0x43d96414abdc785ea5633be59f5c612bf2463696,0.191082802547771%,OFT Bridge Users,
0xb36218cacc3580628ae0645c98bdc6a08716073d,0.191082802547771%,OFT Bridge Users,
0xb93a7069b24ea79d62a2fd5b446c236404522a1e,0.191082802547771%,OFT Bridge Users,
0x4104beca557e9799b0527aae4755eda4f64432d6,0.191082802547771%,OFT Bridge Users,
0x4f9b78e176f287c302763fe56e1a2e1b4a559df3,0.191082802547771%,OFT Bridge Users,
0x3d803fbe3db27e6e3b56ed2df36813953c2603ea,0.191082802547771%,OFT Bridge Users,
0xf4979ae0302d8a940cb695da518c2c6abf9dc70d,0.191082802547771%,OFT Bridge Users,
0x3a8603914924643a11e0551da48aac4336a5cf32,0.191082802547771%,OFT Bridge Users,
0xcb155ea55bedad1c89e36ac554d34a08bfd4b6df,0.191082802547771%,OFT Bridge Users,
0xd37d9ce7b1c4731e62e3aa6865c8f4222dc53345,0.191082802547771%,OFT Bridge Users,
0x878f2886c704c67bc30a028e795625e8fa1e3e08,0.191082802547771%,OFT Bridge Users,
0xdd5e912a49eaa2a1ac68917b71026953ea07f63f,0.191082802547771%,OFT Bridge Users,
0xec4367d8b728873146b528eed91612e88a70489c,0.191082802547771%,OFT Bridge Users,
0x07d5a563f42e49e0fce2d391f3897346a38156ae,0.191082802547771%,OFT Bridge Users,
0xff2950b261488b24615ccb59cc51948d9f903cbd,0.191082802547771%,OFT Bridge Users,
0xabdca6a812d6322b55d9a564a7789cbb7fe73acb,0.191082802547771%,OFT Bridge Users,
0x1be78d41a05e9536c1dd42065b2614ccdfe07f50,0.191082802547771%,OFT Bridge Users,
0xa7ad305b4237dfc616d19ce41ada300233ec665a,0.191082802547771%,OFT Bridge Users,
0xc7e4125ce9f849a2bc58536c15bafc3ada0ae8e2,0.191082802547771%,OFT Bridge Users,
0x3867b55201a63987f881d2f2acfa44e3e9b8e4f1,0.191082802547771%,OFT Bridge Users,
0x1d24a75a477d830853828c0a4bee0eb57fb0ff5f,0.191082802547771%,OFT Bridge Users,
0x2175766ab303d06aa5ed2bcd01721fb9a90eb8d5,0.191082802547771%,OFT Bridge Users,
0xe4f457d7a1053d92c5f613375559aca9e4e792fc,0.191082802547771%,OFT Bridge Users,
0xb6f42c28c7f96c3724d495095cf6eb37db0636e6,0.191082802547771%,OFT Bridge Users,
0x377c505e68c43b367ff6fadfdbf0fe391431ef01,0.191082802547771%,OFT Bridge Users,
0x94eeafe2448312ade8ce3103c733207552e02119,0.191082802547771%,OFT Bridge Users,
0x71a0c496a3e66265f9666b71b36362748283a048,0.191082802547771%,OFT Bridge Users,
0xea6907706d92eb739ffd78fabed8ca395a4f8f0e,0.191082802547771%,OFT Bridge Users,
0xf7393624f042d09cfd68933faf3f0f016dc1efa6,0.191082802547771%,OFT Bridge Users,
0x9520c7a0a0f58f793446553735fdf380e42028cb,0.191082802547771%,OFT Bridge Users,
0x0501a4c8081287865317e3ee01514af5cd9d5c4b,0.191082802547771%,OFT Bridge Users,
0xb12709b1175a03ff49768bd94279771ccf24dd28,0.191082802547771%,OFT Bridge Users,
0x26ce9c8493cf359faa7afb6f755219544c662b96,0.191082802547771%,OFT Bridge Users,
0xa9ba35ff4fa8526062f84e36ba01b2935b2d35f4,0.191082802547771%,OFT Bridge Users,
0x3d51859228c6af804fc6d5a14449eef0b8284c97,0.191082802547771%,OFT Bridge Users,
0x723cc2f21150c8887b58d53d98d68ca4a986c91f,0.191082802547771%,OFT Bridge Users,
0x3e4cef05054d05acbbd6966fac4f5e884eefa8b0,0.191082802547771%,OFT Bridge Users,
0xc16af92d4fde73e4e84e5ea17f3a9f42682e434b,0.191082802547771%,OFT Bridge Users,
0x7ec1915bf8e9166b6a0164559bb3bba16bfe8382,0.191082802547771%,OFT Bridge Users,
0x4e03c4e7fc7b5615934b58ced3067ebe19807fb4,0.191082802547771%,OFT Bridge Users,
0x646c043fcb466c63240419e0dc1f79df5c499b13,0.191082802547771%,OFT Bridge Users,
