User Address,RFP Allocation,User Type
0x7da5ffbf650ac8fe4b2f31683fd26f402d0af3fc,0.004433995319314360%,General Depositor/Borrower/Protocol User
0xe9aba57724fad07c6db49501b4674fa67411d201,0.011820251722983500%,General Depositor/Borrower/Protocol User
0x291d073ca375741266e127421c867370b2d95f36,0.004430971785934630%,General Depositor/Borrower/Protocol User
0x8de45399036456be4cfb70fed54716be39ddd4e7,0.033983242540626400%,General Depositor/Borrower/Protocol User
0x0794e8235fbdfaf2061a6721ade61126d8493b35,0.004429046262173830%,General Depositor/Borrower/Protocol User
0x2d3229b6f6cdeac478f6fb8ef24e82fdf19555a6,0.004428908846048190%,General Depositor/Borrower/Protocol User
0x1afb7ba8e4cf8ddf7f057484dd6a8695951f76f8,0.004428675079527340%,General Depositor/Borrower/Protocol User
0x5af84f1318241b4224ecfc9e6d4e97a3118cd38f,0.037675739033830500%,General Depositor/Borrower/Protocol User
0x5fd776a1da57aa0a3f22c9b8b2fb7f79b56fa26a,0.026593329737877500%,General Depositor/Borrower/Protocol User
0x5b9e801dac3b8379fe3f8626f696d5b3fea5a540,0.004428251299646600%,General Depositor/Borrower/Protocol User
0x5afbdd34bfe62cec3a3855d736214c509ca60448,0.004427805409804430%,General Depositor/Borrower/Protocol User
0x8d3bea823f22fbfe058577ca01e9a88160e2dd3a,0.011815329850287200%,General Depositor/Borrower/Protocol User
0x8e8df055624250f6b3dca93d3357cd3f55d93a0d,0.004426112604420740%,General Depositor/Borrower/Protocol User
0xc8fc1e57e63422640266396c32d8ae3aefd22dc1,0.004425310306218390%,General Depositor/Borrower/Protocol User
0x6297274c9a02cf860e33c01a88d9a1a6c8de7585,0.004424358544966670%,General Depositor/Borrower/Protocol User
0x667da69774d7ee7698451fb7be0c3e5f3395a800,0.004423809111035000%,General Depositor/Borrower/Protocol User
0xed02b4b55ee383c15823948c0f71b5fb18a42271,0.004422739559546500%,General Depositor/Borrower/Protocol User
0x173dbc2a8a5122db1e828564a0b49ac68e3d09cc,0.008116533445575370%,General Depositor/Borrower/Protocol User
0x68871d855ce3b3bb6f8ad66c5f8e85cc4052722b,0.011810610077510900%,General Depositor/Borrower/Protocol User
0xe71933e82a84c5dc988312f13464fa69c450a938,0.008115773498917170%,General Depositor/Borrower/Protocol User
0x0e8a9d56ced084a70926a7b5c1c48eacc441e138,0.011807629431061200%,General Depositor/Borrower/Protocol User
0x847aeacc9c7e6937a677bf0fde4ac1a61dbd2f42,0.019194549416943200%,General Depositor/Borrower/Protocol User
0xad5e854b314c6fc3d266bc8198f8a0e84b076067,0.004417652511405950%,General Depositor/Borrower/Protocol User
0xe49884daec51a9b229572220563a853a429d3623,0.004416731004489800%,General Depositor/Borrower/Protocol User
0x03d6edd0b7538c2d2b00fe424c6bccc9c6df2a0d,0.008110442915236660%,General Depositor/Borrower/Protocol User
0xa716c2ef62b60cf82b8119947030ea7e26a39908,0.004412954716815100%,General Depositor/Borrower/Protocol User
0x42904759386de739f64f1598c96f87e5276344bc,0.019189412643721800%,General Depositor/Borrower/Protocol User
0xdc64f07408af50e4b45e1f29feecdbf6da10a2c3,0.011797439795868000%,General Depositor/Borrower/Protocol User
0x571f4b4605409ac53d6c5625253300b2d993af3f,0.019185497105263200%,General Depositor/Borrower/Protocol User
0x40246a8aa9359d870ab59fd227ea8a84fc822a29,0.004408268852161700%,General Depositor/Borrower/Protocol User
0x4032ab8d5cced1444240c7b973f36d712981fb00,0.015490489074046600%,General Depositor/Borrower/Protocol User
0x3e051c89cd06e6867ce98c758fcc665d2148e1bb,0.008102138335280550%,General Depositor/Borrower/Protocol User
0x9a3006fe784ed686cda0122b42dd9f373f056960,0.004407320711864300%,General Depositor/Borrower/Protocol User
0x0ef9761bdc0d5cf4bbc14f4613428f8437b5e732,0.011795047863228200%,General Depositor/Borrower/Protocol User
0x95d165a0bccecd6a45891ec4eb8f845508bd74b1,0.008100791082936840%,General Depositor/Borrower/Protocol User
0x5a010c2f9182c03a2247b2daa9fe5033b727a06a,0.026565359161699700%,General Depositor/Borrower/Protocol User
0x293c983fd63010f4422d030b8aecf1d35c72a8d7,0.008094122104740310%,General Depositor/Borrower/Protocol User
0x37ea0956b3b21f70a7edcd7561d40759f1885dc9,0.011786599473425200%,General Depositor/Borrower/Protocol User
0x5d5950f50fbb081bab24ab5fda90a592d30327ac,0.004397824079821690%,General Depositor/Borrower/Protocol User
0xb4f17c28b4fee29231c37aa4b4fc4b42a02d6673,0.004397426997953040%,General Depositor/Borrower/Protocol User
0x52da362c696b29221a27e7524271f99a52873999,0.011783763698424800%,General Depositor/Borrower/Protocol User
0x19716b73b31a1cc50dfafbcbcfac6af344810827,0.004394495138475620%,General Depositor/Borrower/Protocol User
0x4a9d9fb6118c33d37cd010868efb9648fcad37bb,0.026557964090098200%,General Depositor/Borrower/Protocol User
0xd0812bd5edfb52830a32b773ba1a6715d0ff7590,0.004390285190239080%,General Depositor/Borrower/Protocol User
0x9974de693d4b81881d282037f9817450196ed014,0.011777804724545400%,General Depositor/Borrower/Protocol User
0xbde6a98feb9c9d50e62830e09e3f2d2f12168152,0.008080236096066320%,General Depositor/Borrower/Protocol User
0x504537b7a3af536da0955d458d42503384400714,0.004385360882276150%,General Depositor/Borrower/Protocol User
0x32b6d553a99718299cdaac426f1a078fb66018cd,0.004384793137700760%,General Depositor/Borrower/Protocol User
0x3a8173cb3b6d6e02d849ce280da129d91aa9e68c,0.011771503356255400%,General Depositor/Borrower/Protocol User
0xe6a0716f3f5d20b994318d7f24cff13bb19e6f33,0.011771321971039600%,General Depositor/Borrower/Protocol User
0xdbc88e5858fd2cd02b2670383100b04804fe2f27,0.004382793345405820%,General Depositor/Borrower/Protocol User
0x0c9f77a3d717f6df957994309be121332b229bdc,0.011770703014726100%,General Depositor/Borrower/Protocol User
0x5c0f4638c8a359022b75a1c157332fd3f99045fa,0.008076354707245920%,General Depositor/Borrower/Protocol User
0x637e9b2eab613d935d7de26ab8e3ae94546fd825,0.011769525174622700%,General Depositor/Borrower/Protocol User
0x7f5a7050a049ab8745df83358f78fea1593dcbdf,0.019156900032851400%,General Depositor/Borrower/Protocol User
0x89287e30f2ccc8ae60e6350bf6004cca26d04a14,0.011768079520704800%,General Depositor/Borrower/Protocol User
0xfcee120094854fbfdc98ce8a80b8057bdeb928a7,0.004379451599165580%,General Depositor/Borrower/Protocol User
0xdd7ee7e92ff7675965d08385ec7279448f17e80b,0.004377710169643930%,General Depositor/Borrower/Protocol User
0x7dc5350f79c9819e875ccca63c32c570497f1b91,0.008069808703508350%,General Depositor/Borrower/Protocol User
0x9ec3a57d560983ff81e5bc6c8a6cc4e1b50e2df3,0.004375537656807900%,General Depositor/Borrower/Protocol User
0x5e8fbb23c3b7370396b8e26f8995440554f59f46,0.004374943559707040%,General Depositor/Borrower/Protocol User
0x706fe752530979976268387010d3914f77070f16,0.011763147411044300%,General Depositor/Borrower/Protocol User
0x943fad332d266b1b8a9eb56aa62fc8ccd3a2bd19,0.008068983873986950%,General Depositor/Borrower/Protocol User
0x41d61195cb4e054db1977ba0d3b8898c0b7063c9,0.033927518068732400%,General Depositor/Borrower/Protocol User
0xac44eaca97f0f295e64e7a9fb5737f706c652601,0.004373964471734460%,General Depositor/Borrower/Protocol User
0x99af431871aa25e7b9c665c821190f1f6c495288,0.004372471367682400%,General Depositor/Borrower/Protocol User
0x7e4e49cb8c98318b762350f9273536bd9917ffd5,0.008066315407544550%,General Depositor/Borrower/Protocol User
0x526484494f2d16ec2b4a15a6e87b2b0d8c32b892,0.011758856180569600%,General Depositor/Borrower/Protocol User
0xb26bcc48d66a6bae6d890647a7c416118a87533b,0.019146990464268600%,General Depositor/Borrower/Protocol User
0xe3921277177e0b9acd49f90d6d02a155d6b3a894,0.011758277641755300%,General Depositor/Borrower/Protocol User
0x302bc5fb5378e26cbecf234a01ff14fd0cbc90d3,0.011757956081105700%,General Depositor/Borrower/Protocol User
0x328de892eda61d8028dce928930d3626a61a81ec,0.011757478171337400%,General Depositor/Borrower/Protocol User
0xe8154e2987f1ee0f7f466628547dd054211900e4,0.004368851345416770%,General Depositor/Borrower/Protocol User
0x24dd978f2d7b6d940cd3bc651233f2b01a4544be,0.004367276671763290%,General Depositor/Borrower/Protocol User
0xb7f1925bfef543e7aa1fb60a815b3d09c8243458,0.008061397866446120%,General Depositor/Borrower/Protocol User
0xa02549cd0b2ed268dab4b1d8e98bb6f4a076262b,0.008061305614267810%,General Depositor/Borrower/Protocol User
0xee4cf8fe37a818bf160fb8f936344cc3ff571411,0.011754500050815100%,General Depositor/Borrower/Protocol User
0x30a34e01a9a7b8727d76aadc5e1cbde08297cfb4,0.022833177374853300%,General Depositor/Borrower/Protocol User
0xbad81821aa1d4d3b75bf615159e91564028c80ee,0.008055875724033340%,General Depositor/Borrower/Protocol User
0xf39d75f3d04fec658f966b105d5d96b91e426712,0.004358691109272630%,General Depositor/Borrower/Protocol User
0x55e3653c8003d059c75d23cf9b16e6d40d7e0e3e,0.011746875767318800%,General Depositor/Borrower/Protocol User
0xfd0d8224943518490abf8341dc193470e60d3bfa,0.008051595932922780%,General Depositor/Borrower/Protocol User
0x8d3a010bca367743bca864aac25f5ace0c695f48,0.008051590890977210%,General Depositor/Borrower/Protocol User
0x41dd0416f763361e96a88610bb2364b690bbd14d,0.026522106143831000%,General Depositor/Borrower/Protocol User
0x5da318b6f25497beeb5ff3783582a01d27623ccc,0.004357065454599770%,General Depositor/Borrower/Protocol User
0xc256af132ae488ff25b8d80d459600ae3ed87d83,0.008050930867010510%,General Depositor/Borrower/Protocol User
0xc5dd6ad73a7c2f4b5e87bb19f8ae5228d7b026a3,0.004356550048883130%,General Depositor/Borrower/Protocol User
0xb056d755f88938086032e1f1695f2ca70a12af9f,0.015436833496211300%,General Depositor/Borrower/Protocol User
0x77fb08d2ce2b104c9e475e77dfa31e15a095e1f7,0.004353797168934120%,General Depositor/Borrower/Protocol User
0x257b14b8375f17411bc78f8d40447f4ce27d29b4,0.004352685810309140%,General Depositor/Borrower/Protocol User
0x59e9d2aa9be64ea7c1e22a86e166be6382b1ae91,0.004351100477446450%,General Depositor/Borrower/Protocol User
0xdd8466ad7472e7a9ad473380dbe36335cff8ad76,0.008044703004995150%,General Depositor/Borrower/Protocol User
0xe2b74a76d05fb9479dfd173a74a7b746b428beb9,0.008043353382903000%,General Depositor/Borrower/Protocol User
0xcf29eaf9519e5f6397901a41fa0765794970681b,0.015430676653292200%,General Depositor/Borrower/Protocol User
0xdb5ebb25e3b7d8c4dbca295f6b333cd47ed6c8e5,0.004347665303840900%,General Depositor/Borrower/Protocol User
0xfa92ad51a946b2d44bb558d58c3088085c40d25b,0.004345811370649140%,General Depositor/Borrower/Protocol User
0xe2c8daf6aaec19261320b489a1cab4ed644fc1fa,0.004343409712176000%,General Depositor/Borrower/Protocol User
0x0c4d0ad56d2da3e2691513668a3cfa43629659bb,0.015425262527216500%,General Depositor/Borrower/Protocol User
0xb0821328bab692ef8b9f95a17f8082f5649244f0,0.011730456034799900%,General Depositor/Borrower/Protocol User
0xa07a005da04f8b46ff3624c9737a2e065531bc37,0.004342199388342590%,General Depositor/Borrower/Protocol User
0x5af58f280e51fc99ac1011b093116a097be28bd7,0.008035735265367030%,General Depositor/Borrower/Protocol User
0xa22082eaacb5a5ffcc25d692ea7fc4ba1f451d30,0.041282758865174800%,General Depositor/Borrower/Protocol User
0x97b4fe90ad41a90c74c1822fe929c25c57d6ef12,0.004341227707183430%,General Depositor/Borrower/Protocol User
0x2d2ac6517235653ee1662c2a63d5cc560b6f5971,0.011728574080956100%,General Depositor/Borrower/Protocol User
0x653030fc92496422486bba680d7960456d15a98e,0.008033211777007300%,General Depositor/Borrower/Protocol User
0x6cfed515c008733a2dadbcb618245e84df006ef5,0.019114701793959700%,General Depositor/Borrower/Protocol User
0x9f01e3d183b2dc4f7c5d48012da2b9e546297d61,0.008031368195103870%,General Depositor/Borrower/Protocol User
0xc6aed6f9ce05b5078d55313924ba262518ddc22a,0.004336562572763370%,General Depositor/Borrower/Protocol User
0x9e3d5edb35aa28cc0e52a5a0af93f32d4d8e446e,0.011724523459589800%,General Depositor/Borrower/Protocol User
0x8587952398eeba0c55e05648783a6a6275e4614f,0.004335732229210200%,General Depositor/Borrower/Protocol User
0x8c1ffd11b9cd30fa2237a9bc33d3ad17157acb6e,0.004335674543147140%,General Depositor/Borrower/Protocol User
0x9fc824793b6fa179b1bffa4bf86356705591bce1,0.004334291418760530%,General Depositor/Borrower/Protocol User
0x4e6ff0ecb647bb5c49ba5be891fde2d482fa9d03,0.004334023957827450%,General Depositor/Borrower/Protocol User
0xa8826555c2160092ab3ee374e55eca78693efe17,0.004332683582383360%,General Depositor/Borrower/Protocol User
0x7f93f0183897c8f02b6cbfed3853260eb5b65ad8,0.019107952370472300%,General Depositor/Borrower/Protocol User
0x78dbd62476ef7c360d5fd070fa6e06c55cff07b0,0.004330026964091540%,General Depositor/Borrower/Protocol User
0xdb3bc89069c579d37b64c5a18e205ae1e7464a24,0.008018393476939470%,General Depositor/Borrower/Protocol User
0xe28d5de3d6e902c0a598780e0d17ed8e2366a228,0.004323794987146980%,General Depositor/Borrower/Protocol User
0xedca41feb4728ab427a54dda6507533fe41b83de,0.008017895178727100%,General Depositor/Borrower/Protocol User
0xee8659311bc1a6fbbde321d28e1b302f0c503ba2,0.008017688119535850%,General Depositor/Borrower/Protocol User
0xa5f2adeb1587fcf7d3476029c1179d260313c496,0.004322689073042310%,General Depositor/Borrower/Protocol User
0x738dac497e3e5e9a9a9b6002ede25d9967986bd5,0.008015363639020250%,General Depositor/Borrower/Protocol User
0x453606891f0e839a5cb216c43c0eead574ed58fb,0.004320253320392220%,General Depositor/Borrower/Protocol User
0x4d7bbf22f733a38f1c59cd52209893f4c9639f5b,0.015402511297636300%,General Depositor/Borrower/Protocol User
0x3baa9afd5ff032c5816c947706550bc612998732,0.008014034302879820%,General Depositor/Borrower/Protocol User
0xf6309498be6303e8a8b03e26d6ec34eae3b4c003,0.011708078886936800%,General Depositor/Borrower/Protocol User
0x624cfba097897d845da72638230bad60e587a7d1,0.019095834175791100%,General Depositor/Borrower/Protocol User
0x171f137508c6779662522c042e2ca5d573165520,0.011707370145509300%,General Depositor/Borrower/Protocol User
0x672b678bf3b2e6b7a6a1ed66ad3a2bbf767c8b8c,0.008013074261780620%,General Depositor/Borrower/Protocol User
0x22d56d33f3ea584e1ed1656e9c77c20c6b47390d,0.015400359848688500%,General Depositor/Borrower/Protocol User
0x854ffec9ce4f7cc0a9793ca081466f2386b679d0,0.004316863254533270%,General Depositor/Borrower/Protocol User
0xb9ad74ed9742e75d3f41d202d6f1f392aa6716ea,0.004315288690471230%,General Depositor/Borrower/Protocol User
0xa8602a68cc58a201201da6577d509c73670c9134,0.004313490363471580%,General Depositor/Borrower/Protocol User
0x91dadaa4f91c059aaf6b7c208beb36b2e81ea14a,0.008006838228769720%,General Depositor/Borrower/Protocol User
0xbbb1b8b7b40ea9a355025cd986271afc8affbe00,0.008005454372738260%,General Depositor/Borrower/Protocol User
0x232c4a5cff7857dd2b911859dfcd552c38baeb06,0.022781558379498400%,General Depositor/Borrower/Protocol User
0x9b3ce9527ecc28d66dd5e69b8b85697d63e736bb,0.008004977877897510%,General Depositor/Borrower/Protocol User
0x622c5e687c7c1a90c56b2b92343d210efc2b3013,0.008003882582626270%,General Depositor/Borrower/Protocol User
0xf31db9d9b2b31c36822ccbc7a0a74b6be3477d5d,0.011696853862612400%,General Depositor/Borrower/Protocol User
0x3333b2e5c059c47d6d31913f10e4ea8e8c82b3ae,0.008002687719171850%,General Depositor/Borrower/Protocol User
0xf26419772dc2e92d936788894ce12a332eee07d7,0.011696806984986200%,General Depositor/Borrower/Protocol User
0x41d03b49522b6725a94083bd1325d44a1a1947dd,0.004307428110385670%,General Depositor/Borrower/Protocol User
0x925d1e0d28f08a7a7d8ecfd693ba66d8806959a6,0.015389316484076000%,General Depositor/Borrower/Protocol User
0x6895fc2a1820d1c9533ed656e3d66216c9cb87c7,0.011694248438459000%,General Depositor/Borrower/Protocol User
0xac83570f9a424580f16ae3d3155cbc7173853448,0.004303702496105270%,General Depositor/Borrower/Protocol User
0xa1da4f1cdaa2839cd072d9599bb5f78bcd8a9524,0.011691814478464500%,General Depositor/Borrower/Protocol User
0xd4a4c8f212ba4e5f8224b17bc97ca176b8fb8c1e,0.015384915958697500%,General Depositor/Borrower/Protocol User
0x7fda57aa01cdb8b84ea26d5941eb6c08e75c847c,0.004301541794001970%,General Depositor/Borrower/Protocol User
0xe455bc60f4940b1b8cc72a98d8de77a21fb5d72c,0.004300999665130800%,General Depositor/Borrower/Protocol User
0xc3d71f428699ac2b3c11a23a5ad73eae82f7fb58,0.004300177246325200%,General Depositor/Borrower/Protocol User
0xd5473b051180b03820d58ff99062d4374faac4be,0.004299956834282590%,General Depositor/Borrower/Protocol User
0x82fefe67b9bc882e54e4ed0324db85e74e6f4401,0.030158720234859100%,General Depositor/Borrower/Protocol User
0xe5bc1b2ddf84f78ecebb1c033ac41ac5aea1635e,0.004299797063426520%,General Depositor/Borrower/Protocol User
0x2a475d696a131567caf27ebdde7025f2913a97d3,0.052323435544452800%,General Depositor/Borrower/Protocol User
0x25b51d26edeca2feca51ba9170c9685f2207652c,0.004299570184453860%,General Depositor/Borrower/Protocol User
0x4924db2cfc222f18b811961eb95be503759cb27e,0.004299369881478540%,General Depositor/Borrower/Protocol User
0x87745dd527a31d4ad997db40f16775f46a30887d,0.015381245692233700%,General Depositor/Borrower/Protocol User
0x81658aa17918379a6bab425e142c8fea966691fb,0.004297648731844850%,General Depositor/Borrower/Protocol User
0xff22590e7f4a33ad470fe428530a93a54dd3e2f0,0.041238782210612900%,General Depositor/Borrower/Protocol User
0x1670729dde352bf2f2feb64cc843d90d1a224b07,0.011685030510306900%,General Depositor/Borrower/Protocol User
0xe996b85f8e198461fe349ab35d7c948b75ca9b19,0.011684643274363600%,General Depositor/Borrower/Protocol User
0x7307bde0fc4f67797029dec11c986e9ff9d350f7,0.059707628713033700%,General Depositor/Borrower/Protocol User
0xff52903ebdbac2b2dea332a5a1c4a9b9b64b743c,0.007988286327705210%,General Depositor/Borrower/Protocol User
0x0a62c3dec8997763f51110ec9038f488d8e75461,0.011682209372640400%,General Depositor/Borrower/Protocol User
0x441af5bc858d87908605ad20977a1ff621dc490b,0.004293863334918110%,General Depositor/Borrower/Protocol User
0xd4fe515543dd7ef59404cf72dc7414f289e1a658,0.004293560612311720%,General Depositor/Borrower/Protocol User
0xeb35d345a12b2135bcf32bb9b531c8a61dcf02f3,0.004292724111080460%,General Depositor/Borrower/Protocol User
0xb6f05ff0e31c3904fee89b594e611236c4273fc5,0.004292630360117240%,General Depositor/Borrower/Protocol User
0x3b9088f33dd1418eddcd90e6a1d6d0df1054dc87,0.004291126449698780%,General Depositor/Borrower/Protocol User
0x68a5a4b998fb0fcd1c8fc94ec72dfc216b9085cd,0.015371035525580300%,General Depositor/Borrower/Protocol User
0x35b3e2b7e5b8d435648a25ed5cd1f7c4b6a50f35,0.007981196701487940%,General Depositor/Borrower/Protocol User
0xd077c9860c5332b07d55409fb98742707137cf00,0.015368552457086200%,General Depositor/Borrower/Protocol User
0x6a29b54f01f18cce6d08fb0153128d2341367665,0.007979830996667590%,General Depositor/Borrower/Protocol User
0xbb5d6530409fcd0a3526e4c73dc8966c73ff2acf,0.007978561482366130%,General Depositor/Borrower/Protocol User
0xe4c93a0a758110f8c1fe7c2cd02fd085f6c29785,0.007977936844601740%,General Depositor/Borrower/Protocol User
0x5b61570569061fffb705ec3b8778f713ef249d46,0.030142013191898500%,General Depositor/Borrower/Protocol User
0x6beac83a8decaaa7293f3a04dec0cd082b0f7eef,0.007974277000860400%,General Depositor/Borrower/Protocol User
0x510e2b1eecfa0c0c05742bfe8be64f1d77bd548b,0.007973822599860330%,General Depositor/Borrower/Protocol User
0xb8421264a8e40083145627c67a111d22e413d03b,0.011667580741185300%,General Depositor/Borrower/Protocol User
0x0d4dc70a006daad7cbf8cae3379d100145d2aad3,0.004279131990552840%,General Depositor/Borrower/Protocol User
0x0e3ca8c0318ccfcd15bddc70b3239e0d09fcf80d,0.007972482429548930%,General Depositor/Borrower/Protocol User
0xd4c4b000fe8036b3399d1ab8757a19ac55a81c3b,0.004277573424917900%,General Depositor/Borrower/Protocol User
0x612254944e00a12310d5ebd886853908771dd62f,0.011665112874694800%,General Depositor/Borrower/Protocol User
0xa823c1719c44eeec0750b957ec667c7822098e44,0.011664788230695200%,General Depositor/Borrower/Protocol User
0x9d186a3dd428fc50276091a97cdd2202db4468c9,0.004276452552543460%,General Depositor/Borrower/Protocol User
0xc49c2900a2722c6fb0935db945d2ca8504e41028,0.007970478741359770%,General Depositor/Borrower/Protocol User
0x82a79ffe1bf794147bc81d9e7589a6e6647329e4,0.007969839074630990%,General Depositor/Borrower/Protocol User
0xb2f7a36516d7549fc933c925d4b90d5bc54716fa,0.011663536012170500%,General Depositor/Borrower/Protocol User
0x76133f0670e2b1d0c9d7f46fa3085711bac8e70c,0.007968754671358320%,General Depositor/Borrower/Protocol User
0xf9696dbbd77c508bbfe5ff2e20272387b1ad530a,0.004274354693808200%,General Depositor/Borrower/Protocol User
0x7c0d2032c60177b1ab3d3db4d17f1cae0648ddfe,0.007967523743151650%,General Depositor/Borrower/Protocol User
0x3bdf8f692474b4309eabd3d4a3c75d22618b09d1,0.007967469605129830%,General Depositor/Borrower/Protocol User
0xe8f228ced912eb3c9af3ff872ef9125394503b0f,0.015355670388054800%,General Depositor/Borrower/Protocol User
0x2fbec7f345091eb8e9fdca3ca6b4b16f1e84d52f,0.004273257714141710%,General Depositor/Borrower/Protocol User
0x82e3009abdf8847f3b31609040d1b5a5782ced0a,0.004271486215894830%,General Depositor/Borrower/Protocol User
0x60e5e028bfb579490bf13ae7ea51ef89202a479f,0.007965440113851350%,General Depositor/Borrower/Protocol User
0x8f7436c21277bf62cab2e13220d1c29bafc20f95,0.007964990182288820%,General Depositor/Borrower/Protocol User
0x3c0baa4472678b709d40769a089e09c887540b5b,0.004270845578076480%,General Depositor/Borrower/Protocol User
0x233b112a74ec878f69f0de1800e40bc4922ea4be,0.015352577725846200%,General Depositor/Borrower/Protocol User
0xb2631703ca2b76a6235e00ff20967aa27900f56f,0.011657585804127100%,General Depositor/Borrower/Protocol User
0x4dc100cfba6f8842c50a2f7e5b7b7c89e5f9209b,0.004268888908163170%,General Depositor/Borrower/Protocol User
0xe94e4d017e82f57c776e0a33af3eef8b0a479416,0.004268596773036090%,General Depositor/Borrower/Protocol User
0xe79824980fcf6f7d3cf18854d2593199e4ecc941,0.007962120971251630%,General Depositor/Borrower/Protocol User
0xca09411e423fb4bc3d3789337c70fc1a0f17314c,0.007960730883002160%,General Depositor/Borrower/Protocol User
0x5f02e063d95849a30c303b4423cb5251ba510c0b,0.004266023559447660%,General Depositor/Borrower/Protocol User
0xb09af6c272957b1577b3f29dee7cd4b057de79e7,0.022735450409606900%,General Depositor/Borrower/Protocol User
0x3ebc2d10a28690b01dc046ee664a9c213a1e3f2f,0.004264658616590980%,General Depositor/Borrower/Protocol User
0x93072eaec8ac2facf6b4953a1ec482a29c0b0768,0.007958462223424650%,General Depositor/Borrower/Protocol User
0x9221fba91e5ec4090795fa3148e4aec43e8d91ad,0.011649112110386100%,General Depositor/Borrower/Protocol User
0x0b8141d972e69c358a3d83b97e2d4d9f02036b47,0.015342526417970000%,General Depositor/Borrower/Protocol User
0x37c8970b70d547e26f1a771eb277cecb8b9b81f3,0.004260086829228320%,General Depositor/Borrower/Protocol User
0x57e6adb5f6368b9946fe1f41254d9d54b7b7575e,0.011648314046909300%,General Depositor/Borrower/Protocol User
0x60bb70c9a53477986ac3e7557d986b90c3760801,0.015342297294369500%,General Depositor/Borrower/Protocol User
0xcab90bb2b3a2f57f40326093de037c655c7fa8ae,0.004259741740436010%,General Depositor/Borrower/Protocol User
0x80e9ff4a09f763b27275a2aa0e09d6128543203f,0.015342051871963800%,General Depositor/Borrower/Protocol User
0xf4b60bac4de10a4d18c1e76dd18f9706cca17aa8,0.015341323456728900%,General Depositor/Borrower/Protocol User
0x7dea27d7cbfa76e1cdfd2ea9385a90b9efb8de4d,0.011647072756765700%,General Depositor/Borrower/Protocol User
0x91c18842c483bfa671b3c4af69fa227546e040d0,0.007952924564875840%,General Depositor/Borrower/Protocol User
0x10c30c0ba9451587766e79f328b592b0ed2ec8d3,0.004258771371268260%,General Depositor/Borrower/Protocol User
0x9b00b2dbbd37ece70b845c63627d8a54b43d72e9,0.007951857954756420%,General Depositor/Borrower/Protocol User
0xdd51026d7ca2756cb2993dd1e54999c0e04b1991,0.019033844342679600%,General Depositor/Borrower/Protocol User
0x96b0164841cf44a6e34599cc99653b46fad52c23,0.004256220431806560%,General Depositor/Borrower/Protocol User
0xd8c8e39b6fc925e493bf3096c8f8ba6d93840f0d,0.011644245967819400%,General Depositor/Borrower/Protocol User
0x6d96f02af1b8701e831a05ab273b75c6e2f02d1d,0.007950082216163950%,General Depositor/Borrower/Protocol User
0xd2de40978832f65392e7dce5fc1d4e258c905f0f,0.007949105274911620%,General Depositor/Borrower/Protocol User
0xfef3763218650194651f9f6c461a53aa082319eb,0.015336447998150600%,General Depositor/Borrower/Protocol User
0xbe3ce3e7d34f57d6f8e4aed7978331833a3fe32b,0.011642268064232500%,General Depositor/Borrower/Protocol User
0xe325014a51491481c1b361ed212cefbfe8fcc9bf,0.011642048022671000%,General Depositor/Borrower/Protocol User
0xdd29c3dad762e76e122b3a9d84c16c4492978cb8,0.011641326798616300%,General Depositor/Borrower/Protocol User
0xcab8763dbf930aff89305ddc25b39691e443c1f2,0.007946820223797650%,General Depositor/Borrower/Protocol User
0x4886ba5d2b3e0ae1e80172d3bddc4feb32e1ce26,0.011640558475977700%,General Depositor/Borrower/Protocol User
0xeffcf1b45f4936f0088c817fc17a1fb2d97972e1,0.004251370372411720%,General Depositor/Borrower/Protocol User
0x67f5655c0e0f5d5eb0625accdf2778a048944a6f,0.011639455488156700%,General Depositor/Borrower/Protocol User
0x11f6ca52df22d21be589b923ce30663a5e13df31,0.004249613377948130%,General Depositor/Borrower/Protocol User
0x8c0b5bc6d1911761f2c56b620501edd4ed10835c,0.019026092014234700%,General Depositor/Borrower/Protocol User
0x3dcaf40ce296267d975deffbeb15f738782208fc,0.007943245591613370%,General Depositor/Borrower/Protocol User
0x87f7eb682a36321cca0cb143d50cae6d8a1e1b2b,0.033801817147721300%,General Depositor/Borrower/Protocol User
0x4878c55bee88a7d57bcbf96e2e5b92b2f01ae896,0.004247358214681770%,General Depositor/Borrower/Protocol User
0xc010d451052edd44df7ab1a1d5e1dec352241069,0.004247169141057340%,General Depositor/Borrower/Protocol User
0x53fe7985b66a6abecf78e5da9ff35809b8335e58,0.004246853100799000%,General Depositor/Borrower/Protocol User
0x848bf3059857d96295aec0cb3d9b41815ba035b3,0.011634356890468900%,General Depositor/Borrower/Protocol User
0x0b12f2420b746b7c608bf70984a44a9aecb0f6a7,0.007939588526702660%,General Depositor/Borrower/Protocol User
0x153570ba7ffd5bfce48da4cb6529f8817a328e92,0.011633502453364100%,General Depositor/Borrower/Protocol User
0x672cc2502d4f452c02f54b8662eab84c1fd35e80,0.004245015171654400%,General Depositor/Borrower/Protocol User
0x821655ec6738b6f3e4c860cf438539b5acd6a7c6,0.004244712463246090%,General Depositor/Borrower/Protocol User
0xa5b1a2794bbdb440b22f8ce52cf34bb1e90f2ff2,0.004244695587200120%,General Depositor/Borrower/Protocol User
0x3117a747fdefc095146ac4735d0a3e245022ee04,0.004243549802222250%,General Depositor/Borrower/Protocol User
