User Address,RFP Allocation,User Type
0x78779360a65747ca458c221bc6676f5b8c157c60,0.003880072902195050%,General Depositor/Borrower/Protocol User
0xb71aaef3aaf3b25d1c4e5da1f3b9916f0545fd85,0.007573966195495500%,General Depositor/Borrower/Protocol User
0xd8b6f900307407f836d21d62c8db76ff3a7b8990,0.003879634625482150%,General Depositor/Borrower/Protocol User
0xf656ee6aaa8d60e136f68c35fe7fc5b496c4f999,0.007573497179050160%,General Depositor/Borrower/Protocol User
0x4d66778a26564a5d0e73699ee3b939f8881dcb17,0.003879301885322780%,General Depositor/Borrower/Protocol User
0x9d309c7f63a2ae6d8c316de86f72964047aab813,0.003879219567364170%,General Depositor/Borrower/Protocol User
0x5d39aa6dcc56699aa7bd00db0e87f1958ec2719c,0.007573312979656470%,General Depositor/Borrower/Protocol User
0xac4d3e516398b17f8fa6eed3eef2f823a939db16,0.018655522502843800%,General Depositor/Borrower/Protocol User
0xc9beca3df355893e18e2750734334e19b0fa1cd9,0.007573062498592830%,General Depositor/Borrower/Protocol User
0xfc8222b9fcb0566c4a5c53ef8ca5b89da255f3dd,0.007572768793098850%,General Depositor/Borrower/Protocol User
0xf1bd97662077835f3a51d1bf38aa2be098e2de09,0.007572346153205690%,General Depositor/Borrower/Protocol User
0xd2f13a71f1844cc79db13665ba1870715bc794c0,0.007572330248397190%,General Depositor/Borrower/Protocol User
0x393a0b7e7a18813e45281db6b6c9837b79c6e602,0.007572025381141100%,General Depositor/Borrower/Protocol User
0xde87b6e8358c486f0940a0a201a3056b88c18d32,0.003877325974495650%,General Depositor/Borrower/Protocol User
0xfe4fd6562615bf449eb87a3a794b5d441b618da5,0.003877279980552170%,General Depositor/Borrower/Protocol User
0xad471666c9280052081d0d877b418c5abcee1364,0.029736094879342800%,General Depositor/Borrower/Protocol User
0x196db56a679a227dbf6147331734acafaf86831c,0.007571177916772970%,General Depositor/Borrower/Protocol User
0xb7c24dba7dc04e72ea458a1a22aff4a6e08b2d5b,0.018653440041483500%,General Depositor/Borrower/Protocol User
0x249361ddcf2393bdab7ad923f9df9b929a661113,0.007570871693600160%,General Depositor/Borrower/Protocol User
0x4ad50c14557452a12361ae49b5d96a29b7e5f5d4,0.003876612885201720%,General Depositor/Borrower/Protocol User
0x3ab8d1ca9bd81f19b470e4b31447eee0f6eee78a,0.014958781793299700%,General Depositor/Borrower/Protocol User
0xd665c76587f1256ca9c2aa353bc3df245f769c56,0.003875833338684470%,General Depositor/Borrower/Protocol User
0x58f14c090bb9542bdb5a1a291476a40e148f7834,0.007569887443589900%,General Depositor/Borrower/Protocol User
0x73b079a3ee5c2040c1f1970033e21e2d750cf047,0.007569725041799870%,General Depositor/Borrower/Protocol User
0x90875a5f685bffc38fd6d8630ef5ac745409641d,0.018651957424636800%,General Depositor/Borrower/Protocol User
0x795ddc31df4c58ebb8208f9f6b6fdf0591c5f680,0.007569569089783860%,General Depositor/Borrower/Protocol User
0xd0d69445d378b7441a93951e769644dac7cf83be,0.022345975671105900%,General Depositor/Borrower/Protocol User
0xbd14d20de7f764e9ec8f6fd77b9f913613581161,0.007569353762281060%,General Depositor/Borrower/Protocol User
0x0915ebfd05619b0ad982af14bc3fd4c2b213a79f,0.003875139312532550%,General Depositor/Borrower/Protocol User
0x96e32dd0326ae6cbedc6f0b8893205c6ca87c897,0.007568866673601430%,General Depositor/Borrower/Protocol User
0xf0a0a7efd091ef08aa484ed11de4a1996b434a6a,0.007568828541549440%,General Depositor/Borrower/Protocol User
0x58a1424d3c7f4d4cd3942e34b58bd09a2980fcb0,0.007568802655490090%,General Depositor/Borrower/Protocol User
0x621d40c2bc9eb628bb539562b79fb5534c40aa09,0.048203937962421400%,General Depositor/Borrower/Protocol User
0x784ca46797fc672dbcaae0db67549c5837b965ba,0.011262517210185800%,General Depositor/Borrower/Protocol User
0x57a62d2780d33e2306ed972bee62156d99b7c116,0.007568373409939800%,General Depositor/Borrower/Protocol User
0xb7b901f87c24918bb929be700681a38de90533cc,0.007568364231472100%,General Depositor/Borrower/Protocol User
0x6cbcb52b8f3861fa9f6563c7b04211fac41a7cba,0.011262388217515300%,General Depositor/Borrower/Protocol User
0xcdc1c999935ee3ddc15f4e51ef55a13592031220,0.007568092530785020%,General Depositor/Borrower/Protocol User
0xf3d6876dd3039b979b52cee580faba1ac7d1e5c1,0.003873954740616210%,General Depositor/Borrower/Protocol User
0xc7ce3d69a5620b1861be5017218cd3706984816a,0.003873861986032890%,General Depositor/Borrower/Protocol User
0xf2955981cbf3668ee025f603429df29ee6603d78,0.003873422728173450%,General Depositor/Borrower/Protocol User
0xd963f0712260e5b26ebc01fe4e340098139bc3c4,0.003873218217389810%,General Depositor/Borrower/Protocol User
0x15f169518fefe34fca2da8a219a2c9bdea8f60fa,0.007567249710224610%,General Depositor/Borrower/Protocol User
0xf24dd368d2679fe59207dcc273292ab1698fb058,0.007566931545726310%,General Depositor/Borrower/Protocol User
0xe6a13177f32a410b818abac745fa2749565a311e,0.018649216642635900%,General Depositor/Borrower/Protocol User
0xbbe3482a6819ebf5aa68d9fa801dd0a52993ef56,0.003872710962554770%,General Depositor/Borrower/Protocol User
0x9eba8321e5ad86772be9d42ec382f4e53005052c,0.003872481451464970%,General Depositor/Borrower/Protocol User
0xba54c835042067c0b0a2ec346bfd383111fe947b,0.007566414158194220%,General Depositor/Borrower/Protocol User
0x57690a22c43166914863babefac2dc36863cd112,0.003872057414391910%,General Depositor/Borrower/Protocol User
0x04d6a1cd5eff1ecd1e1b4f1b9e07004aa0402abb,0.007566182205921890%,General Depositor/Borrower/Protocol User
0x9c971072ebe8fe72bef75308a62a72a46bec8b93,0.003871979120553950%,General Depositor/Borrower/Protocol User
0xa657c9292208320cc27ff2cee72388e9d7afad4a,0.003871956558324490%,General Depositor/Borrower/Protocol User
0x306612e8d91c2b9ff4176e5f0cc5711ccf3b7f75,0.007565772990757870%,General Depositor/Borrower/Protocol User
0x9944ad988258029e6dfd80ab287492a54c1685b9,0.007565651661501530%,General Depositor/Borrower/Protocol User
0x42cf491e0c0969b0713ba49993cec1e8f6144dd6,0.007565478027106880%,General Depositor/Borrower/Protocol User
0x807ed8405211a02c88b70e5a8ccc7e112a36b212,0.003871291557338860%,General Depositor/Borrower/Protocol User
0x34fb1f301af0a532353aeafc5294dfbdf0350ad3,0.003871259420278620%,General Depositor/Borrower/Protocol User
0x08cf6c4b6ad838d13a50aaa1decdde8bca0d0feb,0.003871014934946200%,General Depositor/Borrower/Protocol User
0x95cf361521a7232b4da2b3d9f89d358be4b28ece,0.007565028385273940%,General Depositor/Borrower/Protocol User
0x9f80ab805e4a0f66d0a73c4337fd4e2d60b678d5,0.003870496912493680%,General Depositor/Borrower/Protocol User
0x624b7b7a540591b2910de74328a0e7a5b5390857,0.007564549617557080%,General Depositor/Borrower/Protocol User
0x784f753d1055e6583723bd3cb2fd506a28e5ec63,0.011258482306095000%,General Depositor/Borrower/Protocol User
0x1a1d5974d64c9002da20ace6f85a36225f3def5c,0.007564306456047810%,General Depositor/Borrower/Protocol User
0xcd288b8ea91d240a80f67dfed724e91dec8fbe53,0.007563988657297990%,General Depositor/Borrower/Protocol User
0xfe3f41c59e67695712cf348a64006dc8f5c57aad,0.003869800754263290%,General Depositor/Borrower/Protocol User
0xf844b699af2f75a178b1c72557d812d0105280eb,0.007563731112984910%,General Depositor/Borrower/Protocol User
0xe3702bfb83da12493812bb90350b3f859d10a3f2,0.007563684640743580%,General Depositor/Borrower/Protocol User
0xba0278442333ab3c74f1eb6341512f811ed8dce9,0.007563481187864870%,General Depositor/Borrower/Protocol User
0x14989be9dc813a272f30b713868c900446415a95,0.007563455993222480%,General Depositor/Borrower/Protocol User
0xaa53851cef2b2a2143b02ab2a0796f3aca16985e,0.003868829776057020%,General Depositor/Borrower/Protocol User
0x0430d5573208499e941c3e235b277945cba59c19,0.007562908583552600%,General Depositor/Borrower/Protocol User
0xb778846334c4a85eba98d8506be4ee5ff89e8d30,0.007562533226966130%,General Depositor/Borrower/Protocol User
0x2957c2968ebcb91f5683768a9bdc468d08c2a2c2,0.003868171553028140%,General Depositor/Borrower/Protocol User
0x063633e2a5cdc4e55aec299edf1ab8676fd37316,0.007561980274572550%,General Depositor/Borrower/Protocol User
0x0118c7416a30685b553694ba21ca50bdde72a8e2,0.003867797416441350%,General Depositor/Borrower/Protocol User
0x1f8a579a3e16cfe04197b6fdbd3be2af82631645,0.003867581787081430%,General Depositor/Borrower/Protocol User
0xabac2b5e858bb2fa694e763fb7bc61938c21cbb9,0.003867166726005510%,General Depositor/Borrower/Protocol User
0x916fc5e229c05fa4a5f57bba22726610ba8d1cbf,0.003866842130811850%,General Depositor/Borrower/Protocol User
0x281d445ccb1549097dcb055e363716bca616f486,0.014948954251467000%,General Depositor/Borrower/Protocol User
0x36e7e8fc9552d4f1590c0f3978e0386c8ca72969,0.003865990451684260%,General Depositor/Borrower/Protocol User
0xc4dc8a16ca87c2d64495a6406fc12bb54b0dceee,0.011253433477265500%,General Depositor/Borrower/Protocol User
0xbb2412c4af7e9f931bace78ff7957a640916acb4,0.003864930808681440%,General Depositor/Borrower/Protocol User
0xf8960f84c74c800c90427daaffeb437f82a9578d,0.018641087269659800%,General Depositor/Borrower/Protocol User
0x3fee32190048efd645fdb459af492a3addc487cb,0.014946910823293200%,General Depositor/Borrower/Protocol User
0x7e308573643db0139faea81d7fcd8edb2723b7fd,0.007558430016795690%,General Depositor/Borrower/Protocol User
0x84123d32f75647d149d62fa043b1bdb86f8e62cc,0.003864059473198270%,General Depositor/Borrower/Protocol User
0x4de89c2ae04a31cc2dba3e2da11a38ddc43682b9,0.003863884086523800%,General Depositor/Borrower/Protocol User
0x369c1f1be366e2b4f1df3a570c8b32bc0dbad33a,0.007557999764364840%,General Depositor/Borrower/Protocol User
0x44e1e9baa4f6fcf6e001e76dff1386cfb0ed8ab3,0.022334183637252500%,General Depositor/Borrower/Protocol User
0x276a6744f93ac8e62776ee06ed3cee6435d1bfa7,0.007557529598762320%,General Depositor/Borrower/Protocol User
0x2c58fba287e3d85b1e1043be1bb2e2e7ddeffc2f,0.007557529206096650%,General Depositor/Borrower/Protocol User
0x9ef966536d57c7281136ebfd7692a60f6055d724,0.003862882079003390%,General Depositor/Borrower/Protocol User
0xc1b3334d515dc93c8abc6deabe7db21f05a1fec0,0.003862217001555180%,General Depositor/Borrower/Protocol User
0x5bc511f8d426ee5267053fcca7c93a94613f4780,0.007555826850728810%,General Depositor/Borrower/Protocol User
0x156362ed8dad31f9226350fa747f6eea9fdd0cd8,0.003861642034741420%,General Depositor/Borrower/Protocol User
0x0716758deae64ca12e85875d3c7d6fabba1fc9d4,0.003861566773229000%,General Depositor/Borrower/Protocol User
0xe78d6c6a739f3b68edb1ff6a80a977952c21c781,0.014943716379923400%,General Depositor/Borrower/Protocol User
0xfa00e62a43e1e7d201ff688404fc6c4847cdb131,0.007555357203652040%,General Depositor/Borrower/Protocol User
0xa5ea8adddc01cf3ea2a42c57a52ef56429151589,0.003861190836148080%,General Depositor/Borrower/Protocol User
0x5a5c67a91b87a8b3e29d60e5c14ae38b71f6210b,0.007555121736023640%,General Depositor/Borrower/Protocol User
0xd4597b22f928f837eef80d7919b27a4ec7cc0705,0.007554989606316760%,General Depositor/Borrower/Protocol User
0xda68a8f7dadaed387be410bbd172e8af4ee383a7,0.003860855498923080%,General Depositor/Borrower/Protocol User
0xb26eccf16b42683683981cd1b4e4666e43fdbad1,0.003860580259364340%,General Depositor/Borrower/Protocol User
0x3c62cc09ba094b0b0ce05bbd0dcd4f7fecf80e6d,0.003860397390005460%,General Depositor/Borrower/Protocol User
0x56d53fc7a17f7e6b93f7bce1c68ee7423a3d61ea,0.007554447698403230%,General Depositor/Borrower/Protocol User
0x6b522cb1dbd840e4d74f5c1c9c0bc639bb8ab386,0.022330888713472900%,General Depositor/Borrower/Protocol User
0x1246bba842ced303cd75db51ba6f1d0f4702a704,0.007554250280152570%,General Depositor/Borrower/Protocol User
0xbe96066bdce9aebe4d971d4a30976fe8165f405f,0.003859983365241540%,General Depositor/Borrower/Protocol User
0x5ac09036cfe852136dca523f9f1c3726724715cc,0.018636436570990500%,General Depositor/Borrower/Protocol User
0xb41193909b99886f3503ce50a15bd00a03b00a86,0.003859512793218960%,General Depositor/Borrower/Protocol User
0x10103d79ac194eb0c4cc75742bda65c18dff335b,0.003859231787168840%,General Depositor/Borrower/Protocol User
0x8d0e570c61f9a16f3bf1f2f22bbb4aa091f86a68,0.003858893555162200%,General Depositor/Borrower/Protocol User
0xb7e4da0b0036b24e06ef93265a2d39951327045c,0.007552795452055970%,General Depositor/Borrower/Protocol User
0x781e6f2d6f19dcb8289ffe4e3d940fe720d3d426,0.003858463609025360%,General Depositor/Borrower/Protocol User
0xda31721fd25865b00d729e31bcbf377f1e15c495,0.022329074643907500%,General Depositor/Borrower/Protocol User
0x9ff2a35dace8fc72cef27e9afefde96fd2362ab8,0.007552159153230300%,General Depositor/Borrower/Protocol User
0x2bb16849c7e8b3beedfd840094ee27c9337ebe97,0.003857978222340680%,General Depositor/Borrower/Protocol User
0x709c54205382d9ff0b31f1eac8041afd78fc6b67,0.007552095599070830%,General Depositor/Borrower/Protocol User
0xdcc1c794c75c34b12b7e6062688a92c3df72c9af,0.003857706613645330%,General Depositor/Borrower/Protocol User
0x146033b588dbf984f8a8467f879ff58018eb55fe,0.003857337678288820%,General Depositor/Borrower/Protocol User
0xb182dec6ffd19d7bd7c016a5361297263afecacc,0.003857043633371980%,General Depositor/Borrower/Protocol User
0x1b2bceb73859306e59fa312fdf848c74f98678b8,0.007550846683670460%,General Depositor/Borrower/Protocol User
0x50243b70beb11b6b05fca93a7dfc85a294821fb4,0.007550478842601450%,General Depositor/Borrower/Protocol User
0x0428784f470b7e31375c3aaddb7e21f3ee791771,0.003856281273335820%,General Depositor/Borrower/Protocol User
0x481622ac0c0f505d443f4caac1ff09c7dfdd9e84,0.003856050846913500%,General Depositor/Borrower/Protocol User
0x9abc34c15705de22747e7974eb6241a35e26f3be,0.003855864968744650%,General Depositor/Borrower/Protocol User
0x5b01d95e82fbc26cc4e9a3b58207e0af966ded33,0.003855793018490910%,General Depositor/Borrower/Protocol User
0x25081d65eae7dfb3649bb40e00119afa923bf40a,0.003855759878247510%,General Depositor/Borrower/Protocol User
0x3c85533d835a8005af852d47b0d0288872d627c1,0.029714532474152000%,General Depositor/Borrower/Protocol User
0xe9de1d5692fb5ff51baa124617f6f84b34f4df29,0.003855498990286390%,General Depositor/Borrower/Protocol User
0x6bc8dc09f82add9e0a13dccf658b4a234b0187f1,0.007549039633576980%,General Depositor/Borrower/Protocol User
0x22307112564b53d69054805a674187f199e947e6,0.014937188273458400%,General Depositor/Borrower/Protocol User
0xb96007fd8e0ee360d404f01566f412e535469f15,0.003854724835342450%,General Depositor/Borrower/Protocol User
0xe0103596b70bdb5b7a844e65a72c58a942463956,0.003854707317572800%,General Depositor/Borrower/Protocol User
0x529e6e188adb441bd5815ffd0f46bac2b4352ea3,0.003854460272296830%,General Depositor/Borrower/Protocol User
0x7afd92d9a2c328f4f0f2c80ffc4aa6deacaa785b,0.003854367521410930%,General Depositor/Borrower/Protocol User
0x2952a0c5309a6edb22dd77555264adb1004f44d5,0.007548486998865460%,General Depositor/Borrower/Protocol User
0x6fffa8749e9dd7e6f8c0f4fea0d9dc67ff90ed91,0.003854308163967530%,General Depositor/Borrower/Protocol User
0x25fdba2336b29057df9a248a3666c56f8daf3250,0.003853669296472390%,General Depositor/Borrower/Protocol User
0x8036649f298314bd82fdf1e19ea2fc3639f3427d,0.003853584957209910%,General Depositor/Borrower/Protocol User
0xf396126d4ce9e8b8f8c70b5173b46834aeef66a2,0.007547692498367440%,General Depositor/Borrower/Protocol User
0x37112552a2af4631f25e2dbfc71b02fbf0e7e0ad,0.003853526204959700%,General Depositor/Borrower/Protocol User
0x1f87868b208842ec7441838180bdd32f4d581cbc,0.003853329021421070%,General Depositor/Borrower/Protocol User
0xdbf04bd2d4d65b3ec7a170b647d211d704b6fd43,0.007547297598714240%,General Depositor/Borrower/Protocol User
0x01de85f694d89f1be514b10e847c95c0b14f52f0,0.003853168683233350%,General Depositor/Borrower/Protocol User
0x939a7ef73572e9218c7085aca6d894bc237f15e3,0.037100055015403800%,General Depositor/Borrower/Protocol User
0xecee211d2726304fc38a7cf9e51a96e24ad5dc23,0.003852907713189570%,General Depositor/Borrower/Protocol User
0xe1cc772c7812a7a76c405b6c684213ccebec26ef,0.022323024029698300%,General Depositor/Borrower/Protocol User
0xd31e79aceae4fe18fe300e97f03aea3ddc0d9add,0.003852354523421820%,General Depositor/Borrower/Protocol User
0xb28d854535436e02aaf17cb9fc9e0a9190ea9681,0.003852010190973110%,General Depositor/Borrower/Protocol User
0x48d3160e3069131ab9a68568ac4739a700695911,0.007545778180589860%,General Depositor/Borrower/Protocol User
0x2c896022c15621d9d37eeb77d82e75217840d9a2,0.003851641795439470%,General Depositor/Borrower/Protocol User
0x623f4ddabdc45e31d7d2d69bb969e519d4294754,0.003851622512818790%,General Depositor/Borrower/Protocol User
0x83bcdca813df91529592145e3079a635476215bd,0.007545742959292340%,General Depositor/Borrower/Protocol User
0x87cd6ee1005a6755c053311fa977c4518760ae3c,0.003851498114262740%,General Depositor/Borrower/Protocol User
0x54fd0462b48f4758331357239546a799294f0b7c,0.003850970431051470%,General Depositor/Borrower/Protocol User
0x312e511835907b842637c5bb76ad2b2f4fa7b784,0.011238722533767700%,General Depositor/Borrower/Protocol User
0xdba62181339f5f39fc1ff1582f9a0e79e81f2b1a,0.007544261060631920%,General Depositor/Borrower/Protocol User
0x86d29f7fb038e3bdb7bc38c4312aa8a75235ba8b,0.007544040348654850%,General Depositor/Borrower/Protocol User
0x6a39c6e16c418ab7226defd728190de1463c9823,0.003849797181808830%,General Depositor/Borrower/Protocol User
0xe50a490c13b66a8165a81cfaa3d4c6a6cefcb19a,0.003849739321967160%,General Depositor/Borrower/Protocol User
0xf613f933220024752f417ab32d6b92821f9ba064,0.003849513142249990%,General Depositor/Borrower/Protocol User
0x6866d5862794b63c6a3d26ebaf6229563e38c55b,0.003849246516489430%,General Depositor/Borrower/Protocol User
0x8ecdffd73a6ae369d54b5ba2c555b9a85b898e25,0.007542821955874610%,General Depositor/Borrower/Protocol User
0x8e2cca143202c7f6946da45641255189cb87030d,0.007542442815203790%,General Depositor/Borrower/Protocol User
0x039e5defcd31ac999f791ec846a5c3c8bcc47712,0.011236216916502800%,General Depositor/Borrower/Protocol User
0x3b869cd5db3e2d9db6215a952e4bad04b9ad243c,0.007541619987611790%,General Depositor/Borrower/Protocol User
0xe6b1aa82b1d1e8da3eab81dfd3cd1b616efca135,0.007541384358628110%,General Depositor/Borrower/Protocol User
0x2b2b5bf54e2ca542da98e44852457c33c4a5a9d8,0.007541236099457680%,General Depositor/Borrower/Protocol User
0x295621cfe3909a537989cc04b5d2f42f4ecd20c4,0.003847081435461360%,General Depositor/Borrower/Protocol User
0x6140b013fd4acfe15c302b605b5de388cd8897bd,0.011235274253410900%,General Depositor/Borrower/Protocol User
0x97c67f831f04caa75991cad8470cd81472b12603,0.003846686374600780%,General Depositor/Borrower/Protocol User
0x50e5f27328aa34508734ac34c65ff6c1763579b8,0.022317072789484000%,General Depositor/Borrower/Protocol User
0xbdfa3a7ca0a3c6e803486ffa9c769ab4cb6b457e,0.003846437804805880%,General Depositor/Borrower/Protocol User
0x0565d8883d4c3689bc144c2138b5b578a5cda6e4,0.007540491074538780%,General Depositor/Borrower/Protocol User
0x1601075302a49e1d67c71ddc956bf8d0e823c343,0.003845915285407040%,General Depositor/Borrower/Protocol User
0x05473cdac7812529df91f5d46f01b9465a3bb612,0.011234011945374900%,General Depositor/Borrower/Protocol User
0x1aba41315a7afd640d0f2f4c8f10c4b08e6a3698,0.003845617799378240%,General Depositor/Borrower/Protocol User
0x04b2f53b45096ba3995ce99a3d72fbb0f84ecb0f,0.014927056906893200%,General Depositor/Borrower/Protocol User
0xd469281434c4b7f3df3c851882c57557e4e3ed57,0.003844399954555190%,General Depositor/Borrower/Protocol User
0x5d9b36335eb470bd3d2998d41fa3a24049bf3785,0.007538285710005770%,General Depositor/Borrower/Protocol User
0xe150fe27189a61856b6f6cf5870560b3d151e3c5,0.003843902824578660%,General Depositor/Borrower/Protocol User
0x8470402c983a1eca2a4424354a2535a3f4c93d7d,0.003843532280106320%,General Depositor/Borrower/Protocol User
0xfb556c8a67bb45ae8388e14265c75afb4d6f3e2f,0.007537387268611470%,General Depositor/Borrower/Protocol User
0x91c49085e1fbefded358edeed310915bbef3ae11,0.003843260739591340%,General Depositor/Borrower/Protocol User
0xab9f3804bd8c3f538a7b2eeaa2d72ac517b91b6f,0.003842803348120490%,General Depositor/Borrower/Protocol User
0xd05d9c16b666075649e52c767d0069c9f4f04aac,0.003842632715732560%,General Depositor/Borrower/Protocol User
0x47a235f03b07f57d9c39aff3beb00364db9e46b0,0.003842498859479900%,General Depositor/Borrower/Protocol User
0xe36a6ec9d64380eecf72cc0af3c92ca6c8e66ce6,0.007536614068932160%,General Depositor/Borrower/Protocol User
0xf7d47a495573680c210bd6361694938277f38b78,0.007536611528363070%,General Depositor/Borrower/Protocol User
0x80a9c70b06c7881dcc835ce232e89fd7f8620f16,0.007536570387796900%,General Depositor/Borrower/Protocol User
0x8bd2757584832d244d50ee3c35dda04e0a49f911,0.003842096739511000%,General Depositor/Borrower/Protocol User
0x5ca285502740055627faf701c2060459bce6e29f,0.007536180304251050%,General Depositor/Borrower/Protocol User
0x960fcfc3ecbd0a313f5d899906f2a36f7b24104a,0.003841675437860900%,General Depositor/Borrower/Protocol User
0x8330a84d3c16a55302f921c36979b1067418053a,0.003841369150515720%,General Depositor/Borrower/Protocol User
0xba32818bc77c971bdf14bf7205591a6cab9ae727,0.003841252355638350%,General Depositor/Borrower/Protocol User
0x63e23b9b1f0c21b358de2eb13e3b8ff0c1878963,0.003841249670278410%,General Depositor/Borrower/Protocol User
0x52130027f44cfb40a492dbd4de1e500271291abc,0.003841117950496760%,General Depositor/Borrower/Protocol User
0x28eeaa9164d225b063fa742b5d78af09c93f0d65,0.003841038055958280%,General Depositor/Borrower/Protocol User
0x1eaa03916c290f4744c8b163522ac4c048d44658,0.007534340271512880%,General Depositor/Borrower/Protocol User
0x686d0ecd398a75f7cf416aa6c47abcf8a27a5169,0.003839929388890110%,General Depositor/Borrower/Protocol User
0x4e0e8ed80df7ca68a99e2c4c221d1e59d35b13c1,0.003839860858761780%,General Depositor/Borrower/Protocol User
0x43968ba06c3dbee2dfbc43d2a43c637a566a4e69,0.003839680496931880%,General Depositor/Borrower/Protocol User
0x0a251df99a88a20a93876205fb7f5faf2e85a481,0.003839675563246670%,General Depositor/Borrower/Protocol User
0xc047ac8bf1aa561b2385d39e129aad4c27ea9237,0.018616172734270000%,General Depositor/Borrower/Protocol User
0x2ad3037aa19a528d6b76c13d4ff2edc17cb9da02,0.007533532490913870%,General Depositor/Borrower/Protocol User
0x659344ee0e38e0ccbab9e2ac5d57e9a178ce546c,0.003839379756821260%,General Depositor/Borrower/Protocol User
0x78c505748f4165c0615135b4938f4bd38e46c183,0.007533416681649530%,General Depositor/Borrower/Protocol User
0x23c14e77e980e8d90851c72678ec5f4255af7874,0.003838482521627880%,General Depositor/Borrower/Protocol User
0x4a98bb7b6872c4872011ae650c491bd0d6201793,0.003838261361745720%,General Depositor/Borrower/Protocol User
0xc46d0c03fd977bac41f140f47156eefada676e34,0.003837907967815580%,General Depositor/Borrower/Protocol User
0x71c80b8ff3c3af2f66e5062f72f0be0c9680b94f,0.007531783423815620%,General Depositor/Borrower/Protocol User
0x6152ec47acfc30160b5e3d34e38a140362e7471f,0.007531594408669550%,General Depositor/Borrower/Protocol User
0x6ac0a885ed84f4a2d062c60fb7daaf504fc8c47f,0.007531565527924360%,General Depositor/Borrower/Protocol User
0x21752f8849d157b0f976a52f085b69b1186e17a6,0.007531146119588350%,General Depositor/Borrower/Protocol User
0xc3ad9002556803615d2f5784c752c3277246c5e7,0.007530892347498290%,General Depositor/Borrower/Protocol User
0x182734fdc3509edd669c6de313771865f705b68e,0.007530731649285700%,General Depositor/Borrower/Protocol User
0x373dbfe82d3317af362c63e152baf200197d4284,0.003835511239833080%,General Depositor/Borrower/Protocol User
0x6a8ac027fc7da7ea606462ac0a3bcd39cfb78b85,0.003835181347468560%,General Depositor/Borrower/Protocol User
0x18c9aff0f5b10ce80710ddd62f7854244613a5bb,0.003835023417157040%,General Depositor/Borrower/Protocol User
0xcdbf1e7ed2ece766537aab5855d79b370e59e3b1,0.003834917881638800%,General Depositor/Borrower/Protocol User
0xba2e6c3193d1f8d42b6d37ac23cf325ca24a21a6,0.007528853071272220%,General Depositor/Borrower/Protocol User
0x35b327c99828f2b839649f8508d5b593df87ec77,0.003834597447577270%,General Depositor/Borrower/Protocol User
0xb639b39637724279a9c2383939e70a79dd0f7d30,0.007528516042345890%,General Depositor/Borrower/Protocol User
0x563546957d8d91d5f27d2057d96e99e614596faa,0.003834090234567410%,General Depositor/Borrower/Protocol User
0x3466454bbf7800e022886327422cc2e119923f4f,0.003833783857759530%,General Depositor/Borrower/Protocol User
0x64a4706a24afb53ab9df8e426e9fbc128f738883,0.007527524519901140%,General Depositor/Borrower/Protocol User
0xd03f8b96a7163a92808b60640070dc43955fcda9,0.011220975703095600%,General Depositor/Borrower/Protocol User
0x98e4d29d234b3212990d1ce7e3bd963d941ea150,0.003832623904930880%,General Depositor/Borrower/Protocol User
0x397c3e2cd3351bb83c57f3733c9933dfff82b694,0.003832403689857050%,General Depositor/Borrower/Protocol User
0xb0d37023043099797dfbd2baefc20f930279dc21,0.003831989542028310%,General Depositor/Borrower/Protocol User
0x8860e49fbefb28da179317292990b62f4807258e,0.018608377693294800%,General Depositor/Borrower/Protocol User
0xfe1ee0116420b6ffb633c9cca2accb873aaceebc,0.022302009408060200%,General Depositor/Borrower/Protocol User
0x6810312fe7193343a9cd7b53b838ee4dd855bf82,0.007525417336724170%,General Depositor/Borrower/Protocol User
0xe535a920b3345dd6b9719dc2a6ad9dca4035f968,0.003831157045824250%,General Depositor/Borrower/Protocol User
0x85693eca7248a6dc531e51ce3dd9389a440f541d,0.003831132991834970%,General Depositor/Borrower/Protocol User
0xc35eb46fa4895c9eedadbc6ba1b0047b6eb7d77a,0.003829910818327640%,General Depositor/Borrower/Protocol User
0x8e05c3c6f0823552ec45db3fe31a067e33ef432f,0.003829603263729800%,General Depositor/Borrower/Protocol User
0x6f3b3900572bee492d2a3b806a0a52eb9ded1445,0.003829601513091640%,General Depositor/Borrower/Protocol User
0x659fbc0fc53ea0368793585d1e2c76d6ef48bf4e,0.003829336268449400%,General Depositor/Borrower/Protocol User
0xb38de3ab2c0041c108eedd147001f68796c28ae2,0.007523157040881150%,General Depositor/Borrower/Protocol User
0x7d9e1603dccc950d2ff73f3eaf79f84dc4b91fb5,0.003828736970147830%,General Depositor/Borrower/Protocol User
0xdb03b65bc09c3f0c8b0dcaf12eda57e5946c1838,0.011216900605095700%,General Depositor/Borrower/Protocol User
0x6028547b8a67d39227233be6952f3368c5aefcd5,0.007522711762754420%,General Depositor/Borrower/Protocol User
0x917610ed1bc03ad8c9db623e0f5a9164835d1b67,0.003828400809641190%,General Depositor/Borrower/Protocol User
0x6a73d507ffc128b32634632432cb77e5d2a8940a,0.011216549090991500%,General Depositor/Borrower/Protocol User
0x69d62b87d953009308ad4a1f538102e27ab78df5,0.003828118197004270%,General Depositor/Borrower/Protocol User
0xa543ffd35ff7fc498c578a39c274eadfa901ca3c,0.018604527822069400%,General Depositor/Borrower/Protocol User
