Address,Allocation,Type,Sum
0x402d47c7ac0f735af1b29007350533543238ae1a,0.1004760252%,User,
0xa3f2463bfb45903df1cd74bf6d9998be9128f7b2,0.0934288707%,User,
0xdbe0c28c273bbb10a632b1aaf65ac2b877bb2b92,0.0930002622%,User,
0xcf5d1badc055ae644ac632382b5e2acbbe0327d7,0.0874509851%,User,
0x94a468fcb53a043bf5cd95ef21892e02c71134be,0.0873994328%,User,
0xc5df8672232f1c2b75310e4f2b80863721705a12,0.0873330626%,User,
0xf6528320a7a1332a1e4226d98964db5012b520ec,0.0873324927%,User,
0x99afd53f807766a8b98400b0c785e500c041f32b,0.0872271020%,User,
0x602a8f582b2e84a49f91899d6cdd36b825146637,0.0862478034%,User,
0x85d545937db8d3bbc45288914da7286442e9a2c7,0.0841500563%,User,
0x09737eec05ab50fd2d7f8411c6eeaf51dc6706e8,0.0812339435%,User,
0xeeb80de3d580ebe3353f4e20e092529fd05242ab,0.0771797665%,User,
0xd74d5644879e78feb95f13d25eb9875701bbfb9a,0.0769353671%,User,
0x818bb80a26ff5a6dfd52bab54b3a651c5da9e514,0.0740738093%,User,
0x4c37700d949db46aa11a9f1627070f9af31f8011,0.0733850451%,User,
0xde38c6a225242fbe243b46dfa775c7e7c53c56d9,0.0723582023%,User,
0xc294240b9381485e3fdf13c7e89fa0e8345e2fb0,0.0720267992%,User,
0x505af16076f1ac583ab53199cd26c2e80c40a878,0.0715801726%,User,
0xd06363c5e4674c54771b9be4532b8f147ae89fd6,0.0707148414%,User,
0xc232247fcbc3285bab034fd7286523f1d1530a70,0.0706943902%,User,
0x7402bef1ce63894b499f08257aa4bd3dae7b58c8,0.0699131263%,User,
0x733246bcee1d39f3cae699a1f1cffc97d67d2e57,0.0698663067%,User,
0xb44831a793d4be04c06ad22e3fed000b7406b382,0.0698663067%,User,
0x2ca74be68f0a0e053f030d143c1376806babedc9,0.0697741193%,User,
0xc97612d670232d28a517d8d35168b6ef36f5ab76,0.0686019243%,User,
0x77693ff03fd85f9181e5e577b8cabfddac00880a,0.0683956496%,User,
0x352c7dcca6dd89a75efcbebc77bcf8efb2128248,0.0682816444%,User,
0x9fca3943a81a769e07454d6de884661efb532cd2,0.0637690295%,User,
0x3df83ec9d2b62bb9bb83eba1218a202564bb67da,0.0629966180%,User,
0x6acf8ca3b0b07f511375a54c978f224f24f7d3bf,0.0618773738%,User,
0xba3c494f3b3937d1c8101ffbe1588023ad5ea0a2,0.0607178084%,User,
0x260e6e68cf6d6f7a941c65e4f984ad3b3cf1a84d,0.0592125214%,User,
0xfaaa929730efd59407230197dfe7fe79066715ad,0.0592092444%,User,
0xbc1939b8b22d47aff7119917c2e8ea241d1c367d,0.0588843566%,User,
0xf6bed2bb9ab681b0b736f347351faca63231e84d,0.0567288645%,User,
