Address,Allocation,Type
0x71d3ceeDd025cfdab1b128B245302D7Bf14A87CF,0.00612900%,product holder
0x975043665a4E2117e489b89A0842Ca373dfb741E,0.00610200%,product holder
0xA4e86555F9F7d976bD94287A8c4c4bb40db4B00a,0.00609300%,product holder
0x3f0008c93168C71fF40de90947289EEa570A4e69,0.00609300%,product holder
0x9fAa765dE60761C9f214a06c95695633006CA9bc,0.00609300%,product holder
0xcb6614e3f0cee9622716fc086eA783E11c7B1C0B,0.00608400%,product holder
0x76d07d23F28C34Bb261DB6299D43d676B2f670C3,0.00606600%,product holder
0x83E3f7d260E951e72181237eD86195b36D11B134,0.00605700%,product holder
0xa9941a98f02fa61148Bc21c24EfA63c3947EB2e4,0.00605700%,product holder
0xb26C9C36697C07210c44cbDd78D8583B6e110D72,0.00604800%,product holder
0x290Aaf423Ca4b0c3F63b6eEBC8Ac26EABa9fE539,0.00603900%,product holder
0xB3F713164ad304095C5ee5C454A0ed4940AE1aDF,0.00603900%,product holder
0xE193Cba2424E4F4865fB86fCC02056855043D0Fa,0.00603000%,product holder
0x4E84387b21FF7C1515d19Cff0a541F486a2541a4,0.00601200%,product holder
0x0c43bcF319Dd1b7ce004D51370a758c88b4382e1,0.00600300%,product holder
0x53B6D53456D0d5653C6C089589D2542025F4C029,0.00599400%,product holder
0xCA038A19D1C9473E3adbB2b95328bbD4393B176c,0.00598500%,product holder
0xE9256DAf121165b3B9b77075cd94DF2D800250f0,0.00598500%,product holder
0x8fFe5c0135d9EbbdEb29ffE4694916dB91B9cb96,0.00596700%,product holder
0xd41851706E56e70538C053dC95f152d5B72fCED3,0.00594900%,product holder
0x944fB2F58ED2c2e8fD4d9Bb7013F262875467da5,0.00594900%,product holder
0xC1bcDD2d1A7818A9bF3d05489C25484858FE33Ff,0.00594000%,product holder
0x78A03E1D943522FA925ACc6fc5F45BAb22eAe0fA,0.00594000%,product holder
0x7AA2a2D584100D0ebD2cE804c34B9f2D544d9701,0.00594000%,product holder
0x21C201aF9B3209eED1B5C7A328B2ba1a6Ab5854B,0.00593100%,product holder
0xBa87ADb0aFCfAF4CbB62F6a4C337d043349Ee3eF,0.00593100%,product holder
0x57Eb042DfA46c8f434E21717eF89dC045b95fd07,0.00592200%,product holder
0x25Db243CB7708e2a25B09dE51f9B9420e016d5f7,0.00592200%,product holder
0xf9303877F107F5cd2cB0654b6d7A6D749FA03856,0.00591300%,product holder
0x097d4AdB9841067434CC34951b35D0989126e125,0.00591300%,product holder
0xa9aF83392056DF5eBAB3867942bAC686A8510A05,0.00591300%,product holder
0x43fa26C444767eA3b82ad2f998bC995305823a32,0.00588600%,product holder
0x2c1259a2C764dCc66241edFbdFD281AfcB6d870A,0.00587700%,product holder
0xFF3c14d75E8772215385AF54676780261073901D,0.00587700%,product holder
0x9c300ea7A15EA1ef227887328C7874e0F591F832,0.00585900%,product holder
0x191588ea48E4e479d1FBB937e0A325676441093a,0.00585900%,product holder
0x5f7f9FA7589d4724d8b592408761C124b4e3Ca4a,0.00585000%,product holder
0x4707ef54075e33111E879507c255616B04b99b75,0.00585000%,product holder
0xaC6fC4EC29762ce89743e1a6b063d99d3b8BDDFB,0.00584100%,product holder
0xe2C72dcF60EC2892Fd3002561b730b8b6C750EeD,0.00584100%,product holder
0x262fFBa9548F883001470Ac68f728605A035e39E,0.00584100%,product holder
0xF123A13D34bA4781C39585760562e8ccD2E27B27,0.00583200%,product holder
0x322De02B3E7f45FC1d92bb445933E8362049B048,0.00583200%,product holder
0x7e34dDEf646E03E414e74fA8eC5d9D13e994AB8e,0.00582300%,product holder
0x417Bd08332F3F4b4F8954Abf4209aA3bfE3469A8,0.00582300%,product holder
0x8BEC9d61C934bF79D3882B9d4bd19ed75AFcB3fc,0.00581400%,product holder
0x24E15548Bc3bcd4B2116462693B6277a0110285C,0.00580500%,product holder
0xA6054e37AFF66a8a9690e5857F82647d13AfCa67,0.00579600%,product holder
0x3D3D8caDA4Ae176801222fb6693520a5329FA9d1,0.00577800%,product holder
0x7760397Da64551A8c4a0Bf688BDd85898B9a865A,0.00576900%,product holder
0xd32D6CdD717BBbCd704e7036120C05bbfAD85db9,0.00576900%,product holder
0x8FE843ea10ccB5b607533C133768Cd493CC2af7A,0.00576900%,product holder
0x9B7D1c476282d22cB1ae96dA0BDdf7D9B0c13dFa,0.00576000%,product holder
0x11fB9D24f6eb4cD38738BB2Cede680E9E1499650,0.00575100%,product holder
0xfDC7a0924e408400255DB36E2A741A3EA2C1E117,0.00575100%,product holder
0x543673D2C5616d1926188aB634A9CB65FBA0719d,0.00575100%,product holder
0xD79C52cCC842452359E59D0917a62Ab8F02738E3,0.00573300%,product holder
0xf08214cbe3527cf4FD65bfcE128e32C6EEdd2174,0.00572400%,product holder
0x7E7C9B6Eb6782f2c88659008A7Ea00b4BECeeb4A,0.00572400%,product holder
0x73F1bEa99E8793E222C618be32aA7940d10cC08f,0.00571500%,product holder
0xd50eF0e3b8D6d920a6c898aA139D038e014bA4A9,0.00570600%,product holder
0x6eE1eA175386bd1acb6A9874593CD579513B1b8E,0.00570600%,product holder
0x2f47029cE883eEc3bc33059684F49E4c6cc18222,0.00569700%,product holder
0x8ED5FF18c9f54F2F99a68CB0F31eF86269d5aa12,0.00568800%,product holder
0x8fA84231581829866899f37696eAadB8bc0CA160,0.00568800%,product holder
0x220818106135F5e80Aeb3cb8a7862fC3e3BB1124,0.00567900%,product holder
0x8BB349Ca9E50e12a19f2fE9A97652cDf90595e9c,0.00567900%,product holder
0x8e944F7eBA816a50bD7873944FAbb72ba233e216,0.00567900%,product holder
0x5d47e5D242a8F66a6286b0a2353868875F5d6068,0.00565200%,product holder
0xB0eB8B4003fDD74f3c7994fBE5fCE95aD10e3BCC,0.00564300%,product holder
0x482De4F12D740D428101c24293381eB721F1CA67,0.00563400%,product holder
0x8c85cBfcA80b35Feb497677547405C104e4d6c5d,0.00562500%,product holder
0xf191A9cFB30aa6a45D7E234935899529DF7F5B61,0.00559800%,product holder
0xDBc88E5858FD2Cd02b2670383100B04804Fe2f27,0.00558900%,product holder
0x103bB4495724f84F72624352cEE052FA1298D791,0.00558900%,product holder
0x42a1ef5FfDaf134EB958814E443Db9c244375C8f,0.00558900%,product holder
0x1644ED8eeA6173f492Ed068a4A33E1ab147caBaE,0.00558000%,product holder
0x8Fd14a2a702d41D953B0CaFCeaF5F7c43309F958,0.00558000%,product holder
0x2EC3eD95632D2116e9301cEb5fD50C9C513a28d7,0.00558000%,product holder
0x605e911A466D3b70848B629Ce5706dfABC8C78AE,0.00557100%,product holder
0x88F8671553215d1Aa2aEf9336dD5D03d38Fa9e0F,0.00557100%,product holder
0xF5216B6Feb8Ed5E9287132320ED3BD5e13e77be7,0.00556200%,product holder
0xe15EfA87C764409253DC05A3fe52D1B95bB4A527,0.00556200%,product holder
0x49bDdc5f25E798c5778FB5C916E5D15acA5d572C,0.00555300%,product holder
0x59c5E18a736Ac6424A4253174cFD9625F5d5FeF0,0.00555300%,product holder
0x7b68a28d7aD85451188fA0608FB3eA2d83155bDE,0.00553500%,product holder
0x5798f534E39907dCFF65Cb5409C58782e0934783,0.00553500%,product holder
0xD47E12f52aDF17F98afF1de68aC3bC565fBc7425,0.00552600%,product holder
0x4d161a17fc075CBaABED1D95A083818bfDd631A6,0.00551700%,product holder
0x69f6BecB2d4Ca0e67d486B771c8aB1ddEf64dc5f,0.00551700%,product holder
0x2B84e3Bf8757719Cfc9CcAFd2f613A8dD1961aC5,0.00550800%,product holder
0xc870B1B5A7787Ef5877190FE10851FdCEB402D47,0.00550800%,product holder
0xC58Fe95E6E05756A71692949B03bC47E239d766f,0.00549900%,product holder
0xA8D4fc39e2E9Ecb8410478F5c83c642B906dAAEe,0.00549000%,product holder
0x5376f5373D4df9BDdf93Ab032c7C2bA0217950bc,0.00548100%,product holder
0xe894DF90eAaa444BA8f27a471a0D2e8752f691AE,0.00548100%,product holder
0x30fCEFEe3644925181A21CD478f8E0f131eB3A21,0.00548100%,product holder
0xbe255852C4301d6392Fb1D65003B7A0E0Ef6e6b0,0.00547200%,product holder
0x12BC785b076dCe273F50198aa56ff2F03A6E4fa6,0.00547200%,product holder
0x89FcD53f450CFAcA21611c4F12affc3346852777,0.00547200%,product holder
0x3c5de42f02DebBaA235f7a28E4B992362FfeE0B6,0.00546300%,product holder
0x5a52a390EacDa7A79cE26AE49429EC331e4Cc395,0.00546300%,product holder
0x82cF6aaA6D2bF2b57A19f646c1323A7E3f8c5A0A,0.00545400%,product holder
0x36612CA8f67F0562a61f10AD83E7995904326Eef,0.00545400%,product holder
0x1A9C982c4962A6350f335770cA6E1C573A79eECb,0.00545400%,product holder
0x10B0a72eA6110A4b985E21F62c4e30D09CcEc89c,0.00545400%,product holder
0xB588f220b40c90CBAbd6B3996AeD1eb6bBB7e7e1,0.00544500%,product holder
0x41c5AC2e9905f863F3C19311B31FC51717197396,0.00542700%,product holder
0x27159Ca8B28345D29A83542cC9D23a1d315110c1,0.00542700%,product holder
0x81660a953e51c809805Ef94cae966EB7F6c0280B,0.00541800%,product holder
0x454bEbB0E9c1eB247ca5A3e538a464ae07b10962,0.00541800%,product holder
0x8F69eBb0AD415901C2b71FC65f83Ec92f4BD2686,0.00540900%,product holder
0x13a9D291aeBCaeFb9C77A95494B1aA2f78647969,0.00540000%,product holder
0x4857c14449e7f8b68F9796Fd9779e8D5057356Da,0.00540000%,product holder
0xC841f46D199f4DC14FC62881E18c56d1Dc1d2D69,0.00536400%,product holder
0xA13bf3555194c8a65c2Ac6324731852d6Ecf2638,0.00535500%,product holder
0x8d3E55D8AE4e960C5600dBE6bd4B729aE5741a10,0.00534600%,product holder
0x58A6D16EfC7143499929e280c5A2CEB6AfCEf832,0.00534600%,product holder
0x12De0352dd4187AF5797F5147c4179F9624346E2,0.00534600%,product holder
0x568A4790b30D223F3240Eb91422409b733aD95b7,0.00534600%,product holder
0x6c7B391766B873Bcd02828C98B8A55603b0FAe94,0.00533700%,product holder
0x87097EaCF6c4EdeaBF840B4309cd1A776c83E382,0.00533700%,product holder
0x85e76546Cfd0F798483274BfE93561c845f8F483,0.00533700%,product holder
0xDC7Ab2B5011112B8C01b882f941e87b0C0876cb5,0.00532800%,product holder
0x64e3cA579013A9c69D7b3DcE85fD4Ff55C63B546,0.00532800%,product holder
0xEF40bFfa105985b4b222596B816684921cFFD923,0.00532800%,product holder
0x631eEe77f40D2b8a1E8eD068bB697880b1F88B31,0.00531000%,product holder
0xF13c89b0fBe2e8bfCd54F068568DAF6518D0Bb7E,0.00530100%,product holder
0x223e26864C17ba0FC78619aD3846B43141eDC544,0.00530100%,product holder
0x701Db185b873D0e9a7069f465B4b281D2BEe132d,0.00529200%,product holder
0xc92FC09658fb97cCF59ffd34d404766C3713c828,0.00529200%,product holder
0x6Cd57998cC8A6Ad4Cef6D5991Df0b7417b85aBf5,0.00527400%,product holder
0xCBcE6DE22EE073b49Bd97B40Ddde2C9103030f6C,0.00526500%,product holder
0x286629e6869366Ec964CE57FE1309e63F92cE74c,0.00525600%,product holder
0x23235bc6d1e9Da6F393436a731BF3a5270Bf34bB,0.00525600%,product holder
0xDC5FFC45775b3e3b717bDEc500fa822B8c004299,0.00524700%,product holder
0x5E22388C3B8CCaE1c2A4a3Cf2508a0d889550e4D,0.00524700%,product holder
0x5656cB4721C21E1F5DCbe03Db9026ac0203d6e4f,0.00524700%,product holder
0x72cc486BAaFB0804C1a1f4260432688C10D7aD99,0.00524700%,product holder
0xb0194BB3D9C753ec4a19Df89b1F3366446cF7552,0.00524700%,product holder
0xA534e734446CAe195d65d920fA47305F0dC55934,0.00522900%,product holder
0x53a8ba050EFb5f4d800711B157CF85E8C7C09e73,0.00522900%,product holder
0x65F570384d6cC157A15eac9Bfd9DA88364D59b7F,0.00522900%,product holder
0xADE9E683Cfa84d4c47D74DE76AFe8c4d7042EB2b,0.00522000%,product holder
0xDfF3A635Eb0E2c23e51D3c7FFD5aeB23697fBA38,0.00521100%,product holder
0x6ecB45b66637de3fB86B91ce608DdF04C9f80b62,0.00521100%,product holder
0xc7d8c7D8795c5cD4437539667D4C5A8fe33F3887,0.00520200%,product holder
0x1244d96845D94B3d1A550110A5C97Ef018F4d24E,0.00520200%,product holder
0x0220a7A954d87b6e332F01a2F047E21b3e01B760,0.00520200%,product holder
0xbD17643f082F81A02F0cc13C3590F33cb763c13c,0.00520200%,product holder
0x1771cb02C8F9750b4F31DFeA14E3344366099a53,0.00519300%,product holder
0xE719d8978859A85BEa610831e6A14766C6e7E9b7,0.00518400%,product holder
0x841E65E15f0b09797FF1DEC296198d6aDa1f3230,0.00517500%,product holder
0xEa62DefCDfe5254D4dceFcb147Fce0EB34A4003e,0.00517500%,product holder
0xd688b62ff99122A34A1883Be2E49808A9283AFe0,0.00517500%,product holder
0xD9E8826605A258514c45fdF26039bb4Ce7eAC273,0.00517500%,product holder
0xeb1EE3f2248E5B4fdbE0A109871Dd73bf9323bD2,0.00515700%,product holder
0x9e60a929104eA5AD15B8A341fCcE7b998774767B,0.00515700%,product holder
0xdC297f1be7ef41094277f773a21867Fcc271ABbF,0.00515700%,product holder
0xB8BfFCC73c6bf5FA8357Cb0cf8363c2D3A1c25AF,0.00514800%,product holder
0xC574998e8ab0363A46AC02b62E02a35a50173CB8,0.00514800%,product holder
0xDB3024b600b17Aecf8Cba347D48a29d5Cf1018de,0.00513900%,product holder
0x4f61B8A1E5dc8C352d0c73fE396Cde104651dAE5,0.00513900%,product holder
0xd1A88045be63C1Ad6Ba598a2E0A70f2eEBd00597,0.00513900%,product holder
0x410139A96CF4a702fC3AcAC94139d78313770E95,0.00513900%,product holder
0x73911DB83df27Efd4a0B0Bb45c8F8Ec6658A4Cc4,0.00513900%,product holder
0x8bE077a15b13A432C939f36456a473Ef4C752D68,0.00513900%,product holder
0xcfA9A999Cd43C372A218B7185C694F4640cfa834,0.00513000%,product holder
0xF92829996bD2625F63c7513bCD36d54C3a551048,0.00513000%,product holder
0xb5f4af1a4B5021Ae10207E1C2E119ce8249B3007,0.00513000%,product holder
0xb9cd7f45785eB6162fA50bAe78607256C2Fdeb23,0.00511200%,product holder
0x23807A3a3AA81C66c91AffdAB9F84255468e2175,0.00511200%,product holder
0xEBc1CDbBbEC61C6077f2CA5651139622B6b718Bf,0.00511200%,product holder
0xDa3d58E9cCa7e29D5aDaF4f9c6Ca67a71F6ABd82,0.00511200%,product holder
0x3dAC6a45960002eCFe44d93ef892be8D212fA74A,0.00510300%,product holder
0x26d125498742B99B521B838F31Df87b22947DD5e,0.00510300%,product holder
0x3758A56F8EbAd96b037F297FD4DaE4B09873F8Ce,0.00510300%,product holder
0xD098A40d5D922137463Ab46DCF0f7dBdb2fb540c,0.00508500%,product holder
0x0Ea3a94701239aD50eA268248e5f168bCea1606f,0.00508500%,product holder
0x78E6c4866d058ef05275E3AEf3E1906da54525af,0.00507600%,product holder
0x226a84F9252b157A5540977aF8cDA58da93bEA02,0.00507600%,product holder
0x5B28B21a5a5Fcd0480e5BEcedB56368BC0d0353b,0.00507600%,product holder
0x3B150Ed353b2f3B49e5C8f66491116c3890f59B7,0.00507600%,product holder
0x973a1d733d7cf68A8189779006e9a23CF75A9DCD,0.00506700%,product holder
0x65f93D587f6502DF1fc6D8003f685926Cf51ED0c,0.00506700%,product holder
0xD21aF3Eb2b843a8379dbE0f6b92Af15118FE252f,0.00505800%,product holder
0x7fF6da3958903D2266697d38366C0495dFcC6D98,0.00505800%,product holder
0x1bBAb64302B97c4C60227fCF266D31a90043495a,0.00504000%,product holder
0x1b5bD4eD671C2E0AE70d3971b5A73dC51bdDDB0B,0.00503100%,product holder
0x7c0bAFbbfDB3f1BdC542E871FA5721A027a9410b,0.00502200%,product holder
0x42B26D54ab29138EAfEe2bFB73DbdCAe299cBA16,0.00502200%,product holder
0x6ef5986B5725731DA6b74130e04E01d690F8b024,0.00502200%,product holder
0xbD95b1D1E8EE0663BcBF1d8662f7156E7cE7898f,0.00501300%,product holder
0x35edBfA848244361002604B1a9FD6DaAe1727835,0.00501300%,product holder
0xcbfc78d7e26C2FF131867ed74FA65572dAd6FC90,0.00501300%,product holder
0x110A072119278b5aA5D1d47CeD5E6171ba5F41D8,0.00501300%,product holder
0x00908F9AA7c6f36cB877De5D928b1b2DCf495310,0.00500400%,product holder
0xBe905f486a5AFC311EEF5cca184FaB073c3978fc,0.00500400%,product holder
0x4ea0c6de1b4504952f40AB6268dce5696D3c3652,0.00500400%,product holder
0xeA09CFC7239476AB030B649D5CEFdB786f0e7412,0.00500400%,product holder
0x4Bcc662A854307099957826C2C55cEf2b13aF3aa,0.00499500%,product holder
0x9F91273b777586BAFC11a472a3c351ddf40a638f,0.00498600%,product holder
0xDC6E0ED63D38313b1aD35625e6e213a31c316077,0.00498600%,product holder
0x042A84C338F49FF4d5888E134aC9263ED3eDc11f,0.00497700%,product holder
0xb88dD63Ac24Fc6D1A8Ea4C4aa09a468753aE4a06,0.00497700%,product holder
0x9829fE633814751FC124562dDd88E0304c14BB7b,0.00497700%,product holder
0x2F666551D66912e42a5f01CCa0D47ca8aF04D631,0.00496800%,product holder
0xd0e63C15299cD7CaA459e3B6c9E8632E23043810,0.00496800%,product holder
0x17d75e6Df3e20a98D00348403F17342f46A09254,0.00496800%,product holder
0xB17950C778342BbD534959075650cB02AC6f7f6c,0.00496800%,product holder
0xeAE45B464207b5F0d6B2EF0Db1Db59Bef8245025,0.00495900%,product holder
0x98aBb17006aaA4f29F60cb8C9C3dB70B174EbA24,0.00495900%,product holder
0x09c37C9ecBC731edE36a5dCA7d92ea2e0d4741bA,0.00495900%,product holder
0x013f3B161fE389a39884367AF18AF418F8D1EBdd,0.00495900%,product holder
0xD3EA93B78FB9218b43da2113C0b84fE07b34Bd9f,0.00495900%,product holder
0x48FEF3b02d4d2Ba8cf4921B58eDB8386e526109F,0.00495000%,product holder
0xD2d6225bc801C686B57775A82a284915779b626D,0.00495000%,product holder
0xfaC07dB1AbCE1F0D604037e29dd5E1D9c80fC4a7,0.00494100%,product holder
0x3D9B0A7ef1CcEAda457001A6d51F28FF61E39904,0.00494100%,product holder
0x3c4FA33365907B0A10038e63fFE52e22A28C09d2,0.00493200%,product holder
0x909BA5964c9B550dacC1188046602E1Ea6628b58,0.00493200%,product holder
0x2f7FbB348059F2Aa899c2D0838fe4824D25ae65f,0.00493200%,product holder
0xA227B5ef06410639D4985d6be693352B71b8A165,0.00492300%,product holder
0xBD276f8Bf536EF032C77634dD897b1D2074b31C4,0.00491400%,product holder
0xf2bA21F88170a611407B576F7D3635363937465f,0.00491400%,product holder
0x2Ee05637EC9Ee3Cb7121e310618D8958349733e1,0.00490500%,product holder
0x5d86261b62f7A7450e1cA811A533738ECc436205,0.00490500%,product holder
0xd5Ab247f5AA34C77F550c897C77CeB71794Dd97a,0.00489600%,product holder
0x426c1520e4d07f968D224886878646412d37Ad95,0.00489600%,product holder
0xDA19080d6aaAa890d302BFd030334e420eE74660,0.00488700%,product holder
0x0A3980E363c33712E492667Fc00Ab328A59Cc8dD,0.00488700%,product holder
0x8FCf2a70A92E5411def8911D69C70F66f3E63690,0.00488700%,product holder
0xF840C75142F81a12c5B82F9876edf5ffFa34c3D1,0.00487800%,product holder
0x23aB9A3f7eBb35bCaF126896668394d3eC2c7262,0.00487800%,product holder
0x720475f2Eb38A4df0160F7A5c8DbAE1Cd995bb38,0.00486900%,product holder
0xC7E184cbD9f6662f9718944FB9173F9153662bf8,0.00486900%,product holder
0x7AfCfFAb87F5bD8d58C195DCadcB366Ce9466266,0.00486900%,product holder
0x0BBc21C238b07F10c95f9F8c61f450A7754E0Fe3,0.00486000%,product holder
0xCc5013d9e5D99B1135271a07Fec878Efa688854B,0.00485100%,product holder
0xAdbB3C1e4c43eB5007e43C43c7376D94c0A43969,0.00484200%,product holder
0xa75F9C8246f7269279bE4c969e7Bc6Eb619cC204,0.00484200%,product holder
0x18BC82e128096B23f3f021cf3DECC7fb703650e1,0.00483300%,product holder
0xB65476aAbfB892813eD4809586a43b163aEdD91e,0.00482400%,product holder
0x0210c5484CF317DF7e3752B3fc7Bb10E72A2cA3B,0.00482400%,product holder
0x831f0C592FCd306C5A044ad8d347BB21e1787e95,0.00482400%,product holder
0x5AB177612a67Ae5791a4349e1752884Ea0595A62,0.00482400%,product holder
0x4BA71a319c8e9E5138CfdF4afBEd38593BF45346,0.00481500%,product holder
0x896bb81509D3Fb1586fFE3ec2577903432E39845,0.00481500%,product holder
0xe1c5453203D0580B4b15470C1ccc2672602F8ce2,0.00481500%,product holder
0xf37337276947CA36a653D63d8928374c87B8DD0c,0.00480600%,product holder
0x47D3A1cDcf1bCA75527748a0998E9742ca5d47cA,0.00480600%,product holder
0x7D1177BB7128575451aec8cE611bCf01EB3643e7,0.00479700%,product holder
0x34159Dac3564E9c68BE45C66E38fA6aA0e1C2B5d,0.00479700%,product holder
0x3F82827A740ab9D63de747E63a712ca315b7B2f5,0.00479700%,product holder
0x3e502dA5724044019F76D079C9FEC60290F3Cd05,0.00479700%,product holder
0xfe89Ed7103b377Bc30C9dee7A100103a59EA4c42,0.00478800%,product holder
0x919e0908b3d2A6773862ABb1619bdE3Ecc7d94Ce,0.00477900%,product holder
0x9283AB752ecEd4C0e32aBf8e1f89dFcF92625bFb,0.00477900%,product holder
0x2a38205F5F14300eCF7188E666649d21809818bE,0.00477900%,product holder
0x438Acd526Bdb1a63ea33A6265dFe5e6Ca487a3A9,0.00477900%,product holder
0x6996B45792aFe0B9449e74f719e8fcd9D2e4A78f,0.00477000%,product holder
0xC629a58655d66Efda2f6426c820d0BadB7016db1,0.00477000%,product holder
0x3e500B3912FC48016039C4748Be6eCbf022E6cf5,0.00477000%,product holder
0x97852657D38E6D4F4bA79C70AD6961Bc384CbA7e,0.00477000%,product holder
0x8E643bFA01098F15297e2c5D7Be3bdE9A74eDe08,0.00476100%,product holder
0x999fb61EDdbBDAc3a7e8F0ffcb60f1F88c367576,0.00476100%,product holder
0x7Cd5Ff1eF13cDA2eEBf948356691F6F236089640,0.00476100%,product holder
0x1dE961025052AcBebc1259D6699321E0940420ff,0.00475200%,product holder
0x6C1C710402baaC79E0898cCC3cBc4671f51D0E07,0.00474300%,product holder
0x8b9AE9eFEafB342128E81C640B713B889429B32B,0.00474300%,product holder
0xBC19263e065F666A594e49eD2fde9Df3021A7224,0.00473400%,product holder
0xc473eee5FF7218D5831D2D969950Eb78F386f5a4,0.00473400%,product holder
0x8f7DaC952166B068107ada633192020648C723fD,0.00473400%,product holder
0xd36C595Aac30510Bd60bDc3407BD7C13F4b818c0,0.00472500%,product holder
0x033d815f4FB30B2459A396E004C5A7EcFE30Ec39,0.00472500%,product holder
0xDd8aB417785b4277C49d1497A67Df74Bb9fA3884,0.00471600%,product holder
0xDe91165f5EE7d37C2277B981b69f898E1028b98A,0.00471600%,product holder
0xb066C8214866EF63634c7FAE65cAd2bB72464bfD,0.00471600%,product holder
0x84B6E0B3c91f98c1F0B015AF21a68E067F3882a4,0.00471600%,product holder
0x2b513F60738dDc608387B32336A47323625985cf,0.00471600%,product holder
0x5702c3Cc3Fe94f94eFF37284dDa6Da68d4a0e475,0.00471600%,product holder
0x3b576AB6E9fFAE1e568540A733e96AE2195c5b25,0.00470700%,product holder
0x5641ea3e53952710d31A1afA957f5f756fdf2Bb7,0.00470700%,product holder
0x6887b5852847dD89d4C86dFAefaB5B0B236DCD8a,0.00470700%,product holder
0x2FC9CF71937f2EE86Fa79136C123E7b811A2Dbf1,0.00470700%,product holder
0x48f3318c958F91CB5F0fda63CbEAB2403aFE0Bd4,0.00469800%,product holder
0x776034076eD79BE13971C04237612cbe7F8442d5,0.00469800%,product holder
0xA02E9d3cE1a787F5d551cAb9489931ef2eC4e744,0.00469800%,product holder
0x80D53816385bfe0010162999C43B8fd3A5d3Aa44,0.00468900%,product holder
0xa61F7C0d213d9F073d531DB523d5bA8b0EbBE8B1,0.00468900%,product holder
0x9d0b29b0502CB3a2f2D15381738692bAAC062353,0.00468900%,product holder
0x2D0d9Fe9724247b6AEf4c8C1211fc704F548b6bc,0.00468000%,product holder
0x18f23DE08E6e845d704d7cEF2c33c1bC6b9bBd22,0.00468000%,product holder
0x9527a8E3140B1D41a27878f60Dc8F36186EDC31A,0.00467100%,product holder
0x0178274Ec3e22cB684a35d829f5e15F66441e71a,0.00467100%,product holder
0xA707667eE6358AE81DFf538162cB2423cf8b6b5B,0.00467100%,product holder
0xf99C8873B972b4192e789F55AB954188D0d9A133,0.00466200%,product holder
0xA712b4B40f21867ccefcb4000dB3Bb31C68d9D26,0.00464400%,product holder
0x5cEeC599fD87820807a42F75c9312757c04A11a3,0.00464400%,product holder
0xfA682Da8ebC8cCf0f22405E53013b94467742FaB,0.00464400%,product holder
0x006616Fb184C4A079c2cb16eA900F91Fce24Abcc,0.00464400%,product holder
0x5153c1f96B8ea7adEC2930C6DD2B3F072B4C9595,0.00463500%,product holder
0x6547062b855aAAe835af63438f181736b54761A1,0.00463500%,product holder
0xfA5B239e44d0828104FcD86a23485Af2Bd7F0ed0,0.00462600%,product holder
0x3edc863789a36f508340ea3f2Aa40674139cF5B6,0.00462600%,product holder
0x90C79CD73acbcE904aaa43dc4D8Fd3049EA2Bc2A,0.00461700%,product holder
0x5d5D829cc94CbD6e605976C03C4e04903c75978b,0.00460800%,product holder
0xae738d1a947A7c79fbe6CcBD714f52CBb9bC1E4E,0.00460800%,product holder
0xCD10F1bA48bc6FFd2Eb6a1F8E962aA6666666666,0.00460800%,product holder
0x72827c4311E0335b6149Fbef8788cD82bb251fe5,0.00460800%,product holder
0xdde76C1D4D197159415CC0172B46B065F8f701B0,0.00459900%,product holder
0x2c04c49a46791F783391ec370fA3F953F2f61D97,0.00459900%,product holder
0x6ad0aB65D7D34514B25d44eaaD9F30Af637261bd,0.00458100%,product holder
0x1E60c9534A6cb991F99180bCF07f5331E81B3A03,0.00458100%,product holder
0x4f4D4E86E7766cf041D4617Be057AFFC156331F1,0.00457200%,product holder
0x6eb036b5e8013bEe6439C3cAfeAFD6595BE222C2,0.00456300%,product holder
0x095bfDBbaD0C1de8F7568A78AaE982AA895E3C0C,0.00456300%,product holder
0x80b9fD429F47dc6a7f02aCff90A1959956a19607,0.00456300%,product holder
0x89C1b4aC0850Aef084e1571a31b1cB11f187c4C4,0.00455400%,product holder
0xf0802d5bFa61801A9fbc1EFC901D64d0c380d41b,0.00454500%,product holder
0x1f9660Bb28d65A84a0340e69a65e4940d3932a68,0.00454500%,product holder
0x65a149c860DfCae888E369B04DfB11B871b0c7D2,0.00454500%,product holder
0x58E2B4d76F66F2e71D1Db865c4F4C8e9ADCC13C0,0.00454500%,product holder
0xbDD30323b543D5A7917F32c34eBFf757daB82832,0.00453600%,product holder
0x17793c6E2B1cCD4481887d02598b805b9576291C,0.00453600%,product holder
0xFe5bEc09CA1a8BdFA7A6f22eF62761389B9FD432,0.00453600%,product holder
0x1320CEF921fF595846c8d47d04F833b1dBBeD517,0.00452700%,product holder
0x2817601Bb438F48655421F4a43974b40aE20cF72,0.00452700%,product holder
0xC894a023b1a235Afdf974821FDfCbd27CBB175D4,0.00452700%,product holder
0x9fDeb6722204f958AE54EAC8Ce92dD83226Aa5ee,0.00451800%,product holder
0x2A5d3A0D9d11dDAA8B9C1e1ED7630A9d3003Bce9,0.00451800%,product holder
0x5036D886044966Eb325Cb216283eE13eb85496b0,0.00451800%,product holder
0xc53546e49B4E7ad59Bc1de0b117176e72c4262C1,0.00450900%,product holder
0x7bfAd1dd12a8010B66DB7aF2606793A3A7938d6B,0.00450900%,product holder
0xEE0C5E218cddBdaA0d5628A559096a57881208Bd,0.00450900%,product holder
