Address,Allocation,Type
0xC09Dc769A1bF45f4A86584f1007FfaE20ed9f17F,0.00015750%,product holder
0xe6F3720B73bDEF497750fC5f2A4F347a261f1292,0.00015750%,product holder
0x455Dfc635C38AADF322acc72660f7Bc41AfE2462,0.00015750%,product holder
0x2A158b9E97393Fd86beE8e4d356BBCA11615ccD9,0.00015750%,product holder
0x3B929fB4C85E0685f4Edd98FbE45810362a92c26,0.00015750%,product holder
0x647a55B73922f1F37c95fB9C4B3403D211EcD8A5,0.00015750%,product holder
0x3779d49E7Df0ca0733024CCA13E7482132CC7e20,0.00015750%,product holder
0x26a7E2f4C541496a8928838A50013CAEd387b154,0.00015750%,product holder
0xf0Ed7265F4a91BdfFB7DB9d888FB8A49411a40f6,0.00015750%,product holder
0x82cebe69F98E2DccBf9fcEABC3411D727d9d22AF,0.00015750%,product holder
0x69B43c72dDD63fB9726A4Db5eBC2Ea89c095e846,0.00015750%,product holder
0xE93c952Eff7a6e2fDecb9394a9393F3F896de52c,0.00015750%,product holder
0xc0014B004fe132C07e3Ae9F2532491ce9187F84f,0.00015660%,product holder
0xcc6dd17Fb91F1C3E4E8ca488AC3b0b71468ABB44,0.00015660%,product holder
0x088f3d32e5cbCB9C1c256f864423db7862085B12,0.00015660%,product holder
0xA96bB03241b4359aAB743020A6A254210Decb4bc,0.00015660%,product holder
0x312F5efc9683E1CB3f618433060EFf626ECa63C5,0.00015660%,product holder
0x695Bf7C07c76A1e7F317853567115082f2CA44C6,0.00015660%,product holder
0xb57d1bD9D8b005e14970ab7cC09E43caaed08e41,0.00015660%,product holder
0x0D73F78A8952738f134D37D656B21782F3b32BB5,0.00015660%,product holder
0x86Ae657b0b38429E8072523F459e572F777cA276,0.00015660%,product holder
0x84cf3Dea24134a1198DCB5F96f12f52419067C04,0.00015660%,product holder
0xc0729A129198f5b2Ba081519623aD0Db051eAC1f,0.00015660%,product holder
0x2FCE1279c452Fc4391aA197D2d64daCAfb53f18c,0.00015660%,product holder
0x2e0e50D972a6510801fCFc189497529e64899e76,0.00015660%,product holder
0xfcf1751b8913cBC5Fd1070f5D61ED85180F642e3,0.00015660%,product holder
0x3cE4Ef4998B84b089cA294ec750764991914C014,0.00015660%,product holder
0x881231399302151169fA53A1954f4c008EDB08aE,0.00015660%,product holder
0xe16609a91291Dd45aBFCd8555b6cb3800A86a4A8,0.00015570%,product holder
0xaF0b68A684e2B7961A0B6078e36f43D6E990e54b,0.00015570%,product holder
0x6aa1fa36C64f5BDac8b3d565Fc481B0074adA8bA,0.00015570%,product holder
0x0735A3936193a2582Fe12f0Cb157C2b3bED76931,0.00015570%,product holder
0x3612DbDfcefA0E4ecDeEE3f94288443B297d2F2A,0.00015570%,product holder
0x5F1a9092e042C1Cc9983Ed557F70bb363E34f4dE,0.00015570%,product holder
0xEEFa4ee58189920b8B5EDF10D3E5D0Cf0791Dcdc,0.00015570%,product holder
0x56b0DaC37a3196A9d75604F081eb77C32688a740,0.00015570%,product holder
0x9f03F9370C5D986C17B52731c7C94b6E144259e5,0.00015570%,product holder
0xD8BcbdD86d5269D5F5989A664339e535c5D6dC29,0.00015480%,product holder
0x35792092A9638B369192B7B2b3a37e1e47960a86,0.00015480%,product holder
0x66b1f67aaA4F0e6f996B61Fe7Fa988A7CB08710D,0.00015480%,product holder
0x93015C413054c49BFcc55eb198Feaa234fdee1b8,0.00015480%,product holder
0x03C1655B5af5195E6D640dfA842483854e530F45,0.00015480%,product holder
0xe203474b93F39EB316ff33944144B179ff2C125C,0.00015480%,product holder
0x4415C66Ebaf6F33c9E1abffb9C33277f55652a00,0.00015480%,product holder
0x30969B3eeE6Ab25652b444F48f6c211104606D7E,0.00015480%,product holder
0x6134B150a76A3230eD3c1Ae3CFFE213d71F68e35,0.00015390%,product holder
0x76D3694F45b51DE17C468d3CFdB4724A4D308850,0.00015390%,product holder
0x2A812626c2838dCCb53FDE027fd4D6fc3F6D7cE7,0.00015390%,product holder
0xB028415eF3B663e68baD1069Fc991d64179ad11e,0.00015390%,product holder
0x5779da0549E14C3768c3Bc49090770fd713A8e4D,0.00015390%,product holder
0xF0cC5A93344D5c0E8134C099E17AC898d232C5d5,0.00015390%,product holder
0x7EB23F6764D63bE221E950F8b4199f5dd895073E,0.00015390%,product holder
0x0e9A5262A43Bf7787cb1FC18bCBd655599DF681A,0.00015390%,product holder
0xf6C3645861E7e6F4aE70C00cc1361b62B7e9FA51,0.00015390%,product holder
0x538A67Dc3Af116d0c60AE792C2b97B3B6FB1b85e,0.00015300%,product holder
0xa5EA114EC6DD612992eB691433374B4116081275,0.00015300%,product holder
0xbCfd38e34b2bf3A81cdc55A4Ccea75ddA823c0b2,0.00015300%,product holder
0xfCdEf1ebea27799b26078306e8c30262585a70C6,0.00015300%,product holder
0x98D02c589DFf34Bf3A4c972e41FE24582CD2cCFa,0.00015300%,product holder
0xC76A6a6Ee1d8514F4AE9AA223874C254cBDAB8DC,0.00015300%,product holder
0x845f3BF8B1e1309CBB392C5fd4F8765Fb20d0f64,0.00015300%,product holder
0xBF1B1D11CBF750b10E0587e83c1c336b196FAfC2,0.00015210%,product holder
0x1741fe584d37a307a0AFD0AB62AbF0b99c91b109,0.00015210%,product holder
0xa59daaCe56269fa7e2BD86913F2cdE2371a5A190,0.00015210%,product holder
0x0fe25F22ff73Da0f4E91b6845c0a937123aa81ee,0.00015210%,product holder
0x08888FdfD75D972b7DFeF568324F1B6C07d05052,0.00015210%,product holder
0x1b1746709f2AF6c220EDf1BC03AB2E46b6D0ee4E,0.00015210%,product holder
0x2bD5E7fB9EE11977Da29b2eFabA4dfa2E8c2d067,0.00015210%,product holder
0xF5e4A5e3F1730bd7350840106cb22Ec284B954D6,0.00015210%,product holder
0x380fc59a9d441180b2ED7C19f4d6C346cc159465,0.00015210%,product holder
0xcC60F146Cdb2eF92D2f4b585c7797F3CC1e75c46,0.00015120%,product holder
0x382E17A2b2512b064DE799c5aC2C3EAe053B6048,0.00015120%,product holder
0x4a5C3247bcDa98BFB7aA5E92401A6346Fadcfe5b,0.00015120%,product holder
0x0a5899FEC778D0C87de0b3d03d0BEc6cd25d034a,0.00015120%,product holder
0xBEFE814237DB8B947dC581366551E8B813327D36,0.00015120%,product holder
0x646DA544740b8C77fB03C3eeA8F9533dA9d3a1c1,0.00015120%,product holder
0x888888312770Cb97bAe32551E86EF74118A0FAF9,0.00015120%,product holder
0xbB73258541c0D95b1a9Bf4a262D491C342C13AD2,0.00015120%,product holder
0x882C9A0Bf0C18eF26Cb15D7eD0eba6a7aff401aE,0.00015120%,product holder
0x293c55AA6934079c08671f9ABA1798bA5Ae2e3dE,0.00015030%,product holder
0xf0445c945370Ce6eC3e2Da32D73a281451F5C799,0.00015030%,product holder
0x1aA6bA9C71FD53004dc769904aD8C5095C03A039,0.00015030%,product holder
0xa5B2be3b0967E7C95Bec665c502dF2A731806a00,0.00015030%,product holder
0xBe133F19147b03C227Ff3AFF82a48dDbbAcf73e3,0.00015030%,product holder
0xaf5db8ddf38169931B35f733233f6D78e986d92F,0.00015030%,product holder
0x2a1C0045Ec0fCb5059C2DC58676d8aEc2e3d39eE,0.00015030%,product holder
0xbd25b7DA1E6877C6220C3D3957d7403D8C1CE4f9,0.00014940%,product holder
0xdB576c5ef1CFC0a012b1e5401adE0b6507fD9841,0.00014940%,product holder
0xBf9eD5A97f1F6563879F964f830fa750D3ecBed4,0.00014940%,product holder
0xBA1BAea54261A0b6E1F8FcFD0aAd3dFf68dA6AE0,0.00014940%,product holder
0x2cdBad05396922e4076C572AB75a06817465b4d5,0.00014940%,product holder
0xfD61E9F075087E293C7c92D9A8857B1628E266F4,0.00014940%,product holder
0x0CbF80FA9362377a6508E7DB66dD67790D3653Bf,0.00014940%,product holder
0xdFC5698A1DE89D39501447e0ddBc3295B62C9304,0.00014940%,product holder
0x3c36247f186037DC2085b5d3629e9933141dBD29,0.00014940%,product holder
0x0e06309e281864c2E1E15F1F90809C0584096c31,0.00014940%,product holder
0xbeFeeCA9Ec33b996d325EAF44fE1cC6acBB495C7,0.00014940%,product holder
0x528aD809bF4ABb624F3Dc627dfBEa20C8fF9C948,0.00014850%,product holder
0x0d2Bab6899C0a058b0f3162F656660A2F41a7712,0.00014850%,product holder
0x8d76895d71F0223B2EBF8182954a8B2C9AeD268b,0.00014850%,product holder
0x74074e62dC809555341566F609F8E2124ec92d11,0.00014850%,product holder
0x5DE9D7a66246726b3639ECFa3A0E553e5d5c0030,0.00014850%,product holder
0x237ac9FAFf9fA67d9e218cd958C10d6Ee1549874,0.00014850%,product holder
0xFFe4Bc68625913aa4C07c32797BB9e3F812d61f9,0.00014760%,product holder
0xbC093e5Bf1e6961f3A0319cEc8FC4C52665911D8,0.00014760%,product holder
0xa199E579b690F2A9e13a06E130DdCdE178c6B672,0.00014760%,product holder
0xB609099b6BBaB96b126d2542A8d521D6ECf448F0,0.00014760%,product holder
0x58E2B191EdB95A53F7a70f6E30810e7F5Ce8E4c4,0.00014760%,product holder
0x2fc78eA55965C4122F7FDB9D5c3790E34CA11373,0.00014760%,product holder
0xFc7E3b0a9bE8A4506E561893650C514d3531bA53,0.00014760%,product holder
0xBcBee77DE70F950DfA21bA0A01B1944cD10fc5c9,0.00014760%,product holder
0xbae5E1fD212EfdfAE8A9ff44d5667c95f10F7902,0.00014670%,product holder
0xC49db844fD8dCa009787f26EDbEa50D8F8B983cB,0.00014670%,product holder
0x7d167ea525fc4831F303d7D4C14dfed75D523485,0.00014670%,product holder
0x0b5DBA032BCE476AC1E7aF9F1f66c6E7823c5eA4,0.00014670%,product holder
0x342Dc44f14D394C89Cf6D3CA053eC72851BE1D7A,0.00014670%,product holder
0x0FaE167798B25ffC7E5626F4dfF4FBe7Dcd6c89d,0.00014670%,product holder
0x245Dad52d438eF7BeccB2d172f33E370F5D431bd,0.00014670%,product holder
0x12E3EA490a7232c231aB3d421CEE6f055056654c,0.00014670%,product holder
0x4D68EdF0c830c6dD04fd9Fe55e88471ff11DB414,0.00014670%,product holder
0x5a58C3EE14EA39578219c93C663fDC4cbcD46097,0.00014670%,product holder
0x69f36719F21bF0EE4150E0Ce401B10718bE85Ad8,0.00014580%,product holder
0xAd6cBC9F5D49Ab1604b9D829BFF65096CD911F7C,0.00014580%,product holder
0x59F12eB9eBDa295DE33e74C7913fa6b2dA65B01E,0.00014580%,product holder
0xD23288cfb234C124730011E011Ca52c9b23511C6,0.00014580%,product holder
0x7885425c2664265da56aE8C7016e9E8D2f42894f,0.00014580%,product holder
0xc1bA166cC2C249816Db1E9D543368d80095ea33F,0.00014580%,product holder
0x8806af8877D2A4a0ff20B420DC13ee019C40AD4e,0.00014580%,product holder
0xFAd0043C803E21566BDd0e0be7158C19591713F8,0.00014580%,product holder
0x6F625ca653FCb4cfA2424CBE958aeF8C6690c717,0.00014580%,product holder
0x882128a190a594497FCBD10Cc3fe01bBd7d376fA,0.00014490%,product holder
0x50AB3fb7c9E2CfDda224c7D2526d3c8a98a3ce3B,0.00014490%,product holder
0xa740D429011CEf90858FFf9d0cCfd5aE78F2239F,0.00014490%,product holder
0x504e1F8559Ac88873C2C3550dAE609621ddE7E62,0.00014490%,product holder
0x6557399e5d36304daf1Bb68E9a154fB49ca3AFEa,0.00014490%,product holder
0x3c832CBaC089e7fD41E2D10f3Cb5Bf54CDfC83F7,0.00014400%,product holder
0xdFDf383498952d2b41c07bFB8C4622aA077d9991,0.00014400%,product holder
0x5F84E7e92B56bD4B2f15C0de6574a91ae14A5145,0.00014400%,product holder
0xB149f353383aB92e74c4cbA3fEB848b04bfB3617,0.00014400%,product holder
0xe437D71808a3c548a9A46bB11C7A88aC02de59b0,0.00014400%,product holder
0x7d2F6fA4E4E631AE4cB2b894A8aCC22183ADaf83,0.00014400%,product holder
0x6CDDB63F84B17027137D74DDDDf2f073b7c7eF29,0.00014400%,product holder
0x6Ac46c56a84f6461caAe132e7b6BB91CBEAfD5cd,0.00014310%,product holder
0xD94a1846a6D9b3bcF8735faD0e51c0167963A108,0.00014310%,product holder
0xe94Dd3C7dABBAC8f1d198182C38f17e7F40389Df,0.00014310%,product holder
0x8218921e8da4b46299110E00dC48b6185264b160,0.00014310%,product holder
0x07aDe730BDbbDB3810a46a26dbce290573f25198,0.00014310%,product holder
0xc490ea1F78E0e25E794cB7d35feF3D91204b15b0,0.00014310%,product holder
0xb7552AEb42C7C652b6C7EE18bEeA8697BB7D442A,0.00014310%,product holder
0x05B5BF6777c2fF44797a25920234766b246df36C,0.00014310%,product holder
0x70171DcF7f137Da3797809FeE74af613174a1891,0.00014310%,product holder
0x171E659ABa00c78e0e08c2C5E9c6B58c81199f16,0.00014220%,product holder
0x3e763998E3c70B15347D68dC93a9CA021385675d,0.00014220%,product holder
0x9EfF5B715d0E2C0ecDacB029C742dD516A751213,0.00014220%,product holder
0xd48f1A44e56526e96A983FF750559aa365810D5A,0.00014220%,product holder
0x9BEF9Ff391699190498aA59D9aaaf2D5A1C38AF2,0.00014220%,product holder
0x48e33E90A6ADeC4f17087d952A7E403b8e4fcE45,0.00014130%,product holder
0x26B50E7C37e1174fb82c38292dF12a5fD861ae08,0.00014130%,product holder
0x1fCaC9f1dCA3C3cf84B7F39e059a45C77C395607,0.00014130%,product holder
0x99DE5b990384d237f598e277410ac0eE79351988,0.00014130%,product holder
0xD73e4e5014fB18db68A5C4fE7eA5f1B3f01a5b5F,0.00014130%,product holder
0x2BceAce817A5FCB97ebfF0872c66c6C7B7A332Ba,0.00014130%,product holder
0x00E0aA73D1f083d7ABDA03E54FEdde4cBdebb180,0.00014130%,product holder
0xa4bE81D87aAA36F995adCce282B43Efb5236B61A,0.00014130%,product holder
0x9976292C0fa31c652e513d8881496AC57C01BFE9,0.00014130%,product holder
0x8840EDAbd587C6700342Da9cf71502cd801a5420,0.00014130%,product holder
0xA41DCEe235F7F8Ab2C7d8a3e36fdC63704c142ae,0.00014130%,product holder
0xE7FD8cc646a3f8a20B89113e569F1893B641Bb4B,0.00014130%,product holder
0xcf96b95D06F6B4264f6615cb3710bf4224900aB4,0.00014130%,product holder
0x33dafE137167F3531345C39850396867A4B38A41,0.00014040%,product holder
0x6345D8ceBE906c721513DebcFFF6De2833A87d16,0.00014040%,product holder
0x00ba280c55643f707e23376c948BE41b5468eF58,0.00014040%,product holder
0x304856144A8CC390cd59c76F7Df2dcD8174bA549,0.00014040%,product holder
0x5B46F20baD6E65d11F4fEbA324b8fEa4853CFAC2,0.00014040%,product holder
0x1668E604E1E5DbdD3Fc4AaaB54E381a8d4B965Be,0.00014040%,product holder
0x3818258d808c1ccb256a73845b4fDF9CcB8e1895,0.00014040%,product holder
0x7eF97fE933D28bC5b9658c44843021D126507A18,0.00014040%,product holder
0xD5d038Cc82F38C24bb32A7Abd9778d3d29318f6e,0.00013950%,product holder
0x0258125620fc2142bA244B6afC0014c76dfc91e4,0.00013950%,product holder
0x8328D248B779AF15e894951853E1A236F3Eb7CAe,0.00013950%,product holder
0x35A3EB3aEDC11B82aD2B30397472CE35E3308E97,0.00013950%,product holder
0x19B5a9866a08a30B3cfbB7B36b3796F6ba104bb6,0.00013950%,product holder
0x38345Ab98C080ed0c1BFaf518A423604032f7582,0.00013950%,product holder
0x0D038841776170df3FF3EEb733EBE8C89fbCf99B,0.00013950%,product holder
0xa591d6d5B852d81e2Ee803e7E93bE2A373179EBc,0.00013950%,product holder
0xe1006138A968F62B9bd32D351D0E73b61C9A541E,0.00013950%,product holder
0xc4DCACD91659eAc8b85b59282D58Ac728E32EC1d,0.00013950%,product holder
0x19EACA2B5ff217BC2e531E44065958269F685622,0.00013950%,product holder
0x7319737C77ac66eAC5579B086d2E9f76937C6885,0.00013950%,product holder
0xe898854cA58DEFE8D7c2153392f6AD35DDe846e5,0.00013860%,product holder
0xF03f74EBB463d9360dC093591628c76BF97Eca6A,0.00013860%,product holder
0xeA3785aba7940A1950a6aE5e847014d5a68e0065,0.00013860%,product holder
0xf3889eF1466095F4ccf4507EB74506E588754E41,0.00013860%,product holder
0xd2e739788717be78fd6DF166173144Aed81c84a6,0.00013860%,product holder
0x14FcF1B183818007bFC1A29321cB8134f1E220BB,0.00013770%,product holder
0xBcD397bc919fb1f8b668bE8272f2879BF546d481,0.00013770%,product holder
0xb497EEfCb7668F6cc1005b47a19F91B4cE7F51B5,0.00013770%,product holder
0xb7c6D47DFdebCC5f6B5fEF43f493B4b557c4440F,0.00013770%,product holder
0x530D9B36e0A300660543360c06b4a4c20953900d,0.00013770%,product holder
0x282D18634cd313FBfC8607BDdA50CD3699b29948,0.00013770%,product holder
0x9Eca57EE0bAF5E5d402C94e79611eB5DE9aEB55d,0.00013770%,product holder
0x532c50225006484B300aaA5FA94C78C03D733b94,0.00013770%,product holder
0x0AbE81b56F49B2F9031e753bD666f2931303f6e9,0.00013770%,product holder
0xaf965C83Bc7D427BdeC81eC35031d6DA8Db0e9f1,0.00013770%,product holder
0xbc08DD92e7582f44AeC89b4BE4ED7D28b1e74FEC,0.00013680%,product holder
0xE75e64201cF8EfE8d17327d4EaeA9054AAc9919F,0.00013680%,product holder
0xd8ba42c470768960DD417aa1b94271DE0483885F,0.00013680%,product holder
0x2685B68b05344Be5126ed1d6D62B3aBA31F3c11B,0.00013680%,product holder
0x14BCC140fd6a3668136606BfC6455ece87Dda730,0.00013680%,product holder
0xFb408FA20c6f6DA099a7492107bC3531911896e3,0.00013680%,product holder
0x4Be29602E30aD3D125A6fA785185De944a181059,0.00013680%,product holder
0x952D84ee6009B2320Cae3f48A4C74af582778B79,0.00013680%,product holder
0x5F73644fEA24B8ad6f7C86D50207477D23366A21,0.00013680%,product holder
0x5763893A71c86b9C5cF8b7A1B9B6374b2d2fa6e1,0.00013680%,product holder
0x3Ffd7145ac979bF5117e2F1CdF63fF2124D47d72,0.00013680%,product holder
0x7ee1CCf3C72a3f0c059a9Cc6c052273a0E36d475,0.00013680%,product holder
0x350D726742313Be4aD35249805Fcd93A2065C5a6,0.00013680%,product holder
0xf9E66B809ED80393fe79b84D233209A6036fac94,0.00013680%,product holder
0x9515a09020D29E426Ee5d30c945f59365ca9884b,0.00013680%,product holder
0x192506b20162862C1d744A7615a179aBefCe6042,0.00013680%,product holder
0x7D4248DaC2eef086a2c778dbC4ebFEcf7388DBA7,0.00013680%,product holder
0x77AafDa98dE6485419b3bC367216E6Abb220EFdC,0.00013590%,product holder
0x349972FA6452a7a8DAa376B68c5955Ad1d8E19d4,0.00013590%,product holder
0xdc9dD1C77FD9897D33D67F78FAE594FaA0c6adb6,0.00013590%,product holder
0xDBF2A43A9F324f3b97d7DD1b4E57B64c9c5e41B5,0.00013590%,product holder
0x0D44347aD7Eaa5aaC873ef3d24562BBF42aC1ccA,0.00013590%,product holder
0x1Dbb953FDA9f9957D29342C01C680ee1E3EE7431,0.00013590%,product holder
0x382a8f56fe85CE837148285d6219DdEEC9ef11Ed,0.00013590%,product holder
0x52da6478Bd86f88be4d9C32296468DE4eD566426,0.00013590%,product holder
0x2aCc91f7172e1d4F4595BD303920528E1aF7A12A,0.00013590%,product holder
0x53d7fd25deb02c6c5D3190E8a86E113320917E78,0.00013590%,product holder
0x9E275F0755bcB2120b1d96308b57110fA25eD57f,0.00013500%,product holder
0xB37a0Fd193C60Ce8092C7B97c72744532E590aa3,0.00013500%,product holder
0xBD07223aa98C8A731bCD2482E9273dC4069C7348,0.00013500%,product holder
0x62580A4654836fE99Cd760A431a136484eC55d48,0.00013500%,product holder
0x21Bc52D5c4a44aa409D50953ace3cEF2B31244AF,0.00013500%,product holder
0xC169E2b1d9e4d990cdd830bafCc1cDFc81BAeca9,0.00013500%,product holder
0x77fcD357d724c18E8aF0688aF273C21807Ef8658,0.00013500%,product holder
0x50E6882342bc05089bC510EFe9a546Acaa7201CB,0.00013500%,product holder
0xc96921a6cF6b69122a153aa625C9F5fCe8491873,0.00013500%,product holder
0xbDB21E816E455E1642dBe8CeF6668A62E180657B,0.00013500%,product holder
0xA91eA3373F894D232A4ceb9f29D3b106B54e916D,0.00013410%,product holder
0xfF3Db39427022a19e74F90B543Ba12B6cf31F5C4,0.00013410%,product holder
0x1FDe76E16CA451579Ef2a5014c3Ed250465C552a,0.00013410%,product holder
0x4e4542Fc6c3a64a916FdfdB201148DA1E201ED5C,0.00013410%,product holder
0x5e69FB1986B2b31BCc594234eCC18B6A29bb6171,0.00013410%,product holder
0x407425cB78339F5cf3930e2Cb26153Dd7Fd1f739,0.00013410%,product holder
0xbF129620Ab73616b15cb4e836Be3eB2B79Af3d70,0.00013410%,product holder
0xd3D7dDc466f0C514e6eE3d640f68Cf53EA27C8De,0.00013410%,product holder
0xa595C00a9064732b9ca4Bf5C0A189C5612659A81,0.00013410%,product holder
0xcb62150CF23C094FB69DAf7F29d032b0e82c34db,0.00013410%,product holder
0x5778Ad3CA7aB61a35f655f1A71C659705eb0Ad42,0.00013410%,product holder
0xBC0709d15dE2fe6c896872540998BF17f153b5A0,0.00013320%,product holder
0x55d0745ea51536Fec1039c0F5e7202434B6A79Ee,0.00013320%,product holder
0x9999994807C30B0224F1a89D23307E71C3f77D17,0.00013320%,product holder
0x94c985471b62149413e4FC0Aa7Cf503a9Ac7e501,0.00013320%,product holder
0x45172922c5DcFFA3df471b030FE710450b030773,0.00013320%,product holder
0x367D7b4C93fd52C8d54C34Dc5c6341763E9DAdF8,0.00013320%,product holder
0xa52ba7481c7cfb6eC2647f41529ea9c0fcB70830,0.00013320%,product holder
0x7B4c8BDcd85D9C1A5E083653D4DE6E39E6bDF17f,0.00013320%,product holder
0xCbAb4dcb72d733f75f0a43563D7E53cBE7F75fB1,0.00013320%,product holder
0x889950ab2Ef96deF7Daf9f7D11880BF320853558,0.00013230%,product holder
0x5EC2e11C143d4aC901AFfCfbC32c1cB107a07ed5,0.00013230%,product holder
0xb131A0c508eFE241E2A9B5Df9452d1B820fb789d,0.00013230%,product holder
0x53d9b2A0b9877dEb4dcDC494E7D5894Ad6696Ae7,0.00013230%,product holder
0xBf81E434f5CAdd87B05Ed563baCDD4b14fAa88e8,0.00013230%,product holder
0xadD2975595fD251587844D9E0FBc8A31341D2a27,0.00013230%,product holder
0xCA45ECD72557436946d7545f82b5423AeC79AbA0,0.00013230%,product holder
0xC59716060F5567640db184f0929232bB48B6A200,0.00013230%,product holder
0x87cDB4dA24aA2349874dC39543ca11a01bD4586C,0.00013230%,product holder
0x054A96987fAc6e223a3422De6C49A19355294A0c,0.00013230%,product holder
0xB58bb27762ff5CecbDA7a4a84F5dDE7A68328586,0.00013230%,product holder
0xe7132e635033Af0f126F00BA0059F9Fdfef28AB5,0.00013230%,product holder
0x5Af1dE3B778D05Dc36C6B74188c5CBBA4323f132,0.00013230%,product holder
0x79D84C58412F2dB4983aCaaD20353a5aa53Fbe14,0.00013230%,product holder
0x814f4d0a5D801a8148eD3c147D5Bc523f6397F1B,0.00013140%,product holder
0x11537B4d22B060a19eCE8c3B2e0e0A3AE9E8B0C8,0.00013140%,product holder
0xBAFaEeAf4C04B9072996457f1E8eb2c573B53540,0.00013140%,product holder
0x304aC5E895e3Bbf5136b03023905A63FED118c8B,0.00013140%,product holder
0x46d6E2B0Cc80a1e1BfC346ED18a0Da7f9Ae9971d,0.00013140%,product holder
0x3b220afACac93072166B2e27D32Bc26D398aC517,0.00013140%,product holder
0x3c2573b002CF51E64ab6D051814648eB3a305363,0.00013140%,product holder
0x9409F93e00AD0bC01Fe5360DF13dabCB5a28c909,0.00013140%,product holder
0x597a02BD17939e80c2c3a915abB620895Df3a287,0.00013140%,product holder
0x3e87d66908cf66557E43c3664bea98A267D46846,0.00013140%,product holder
0x03C542d09fC2749ea2b9C6754A66C62DDE5eE5b2,0.00013140%,product holder
0xEb82e492610D8Dd0aF7B763ae9098A2deAbB12CD,0.00013050%,product holder
0xE8a7372C13FDeAa369cB2b6B7470A6D630686F3C,0.00013050%,product holder
0x8C2F9E6686c6245c80CA948fd196226b900DB99E,0.00013050%,product holder
0xed2a21A1D325EeC8f06699DF623a18643087e3f1,0.00013050%,product holder
0x69b235c1c3F16F828B2394193A7AbEA79EE40C07,0.00013050%,product holder
0x2F7416b608DaE78B0a950F64cd1a70a13Ba4FD41,0.00013050%,product holder
0xFC4EAA4ac84D00f1C5854113581F881b42b4A745,0.00013050%,product holder
0x0FD73B66f9eCd208E0120F206D24ed26d007728e,0.00013050%,product holder
0x2Df384A40332a785F9457eBD013395Eb4D4831F7,0.00013050%,product holder
0x30282Fd4c1Ff61C3BEFD4AC82b8F98EAC82A2949,0.00013050%,product holder
0xE763Adb76AA432E635f5667644Fe93d51793BB1c,0.00013050%,product holder
0x2B7FfA8004cE94adBa5547808D9eE40aceF1F700,0.00013050%,product holder
0x30aE7B036057e8bF69b195A2bc8636048070C844,0.00013050%,product holder
0x39eA25C016a3E90E8E72dBBE215a1Ab62429f66F,0.00012960%,product holder
0x3e051c89cd06e6867ce98c758fCC665d2148E1bb,0.00012960%,product holder
0xC4270ADbc6d6E8a52B5Fb8DAD0cD196bD7b2Bbd6,0.00012960%,product holder
0x489362C11aCBEfFDF713E68c834d64102d3f68EC,0.00012960%,product holder
0xDBf202baf96F7935FCb15B910fd468126A789721,0.00012960%,product holder
0xaa0c6c0a33fABF9932701817F081A5D1992e75Bb,0.00012960%,product holder
0x52d45A037ebc2d3d5026247a6eDbf8E0D6c84F28,0.00012960%,product holder
0xB242e5d6445A84Bab28B375Fc455950e9672d05c,0.00012960%,product holder
0xB1df383462b32511420d801D95E85F1540920dba,0.00012960%,product holder
0x861778D1DE9311C50092036cA6ECD440a8cE7556,0.00012960%,product holder
0x88cc69E19d0A9239c89A9374614e3e07933BF545,0.00012870%,product holder
0xBBEC0C7EeE3e681089Ad2A14ee8c9977f3b48778,0.00012870%,product holder
0xdF998Eb7a6dA6CF7659B8bd3ae40a3A48e88a8Da,0.00012870%,product holder
0x08432835AaBA330E85aAAa2981666C731107aC65,0.00012870%,product holder
0x1D88372599B676200b6aAC16c8CF2cC621F65e5f,0.00012870%,product holder
0x85b1010b6B3Ae6019F7668A83C00f9047B1b49AE,0.00012870%,product holder
0xd5B086e39FEd805dF2cc4E7140ba437f1a5DF680,0.00012870%,product holder
0x00d2E45938811353506a12cb7a0bDE2a50E0947B,0.00012870%,product holder
0x23810BdD4A99627A338F08A830FbCAb750F3B382,0.00012870%,product holder
0x9a049d4E8Bc5053fC1f5728D6b194E1D031d12A2,0.00012870%,product holder
0xd05b7e2275c79236E5a5bbBb59d8fB673441eBBE,0.00012870%,product holder
0xE9D2589DA103a9d19e6EE40484F1B0831e27E7F0,0.00012870%,product holder
0x98e1837ccF70eA961A0A598cea04F1d9FAa5201F,0.00012870%,product holder
0xDdC34e3745ADB986a42392cEBFA2C24F72E24D4a,0.00012870%,product holder
0x48ec1d216aB423A0C40B03e30A1fE6D8e8986841,0.00012870%,product holder
0xd671422bdDC48942f8C1F8f5C8662Efb6aB0afF4,0.00012870%,product holder
0xc70bA78DCea67D63BEe6Fc44d0883f897cd3fD5D,0.00012780%,product holder
0x53af63A122c3C63BAB8CB800A567edC94521dD7e,0.00012780%,product holder
0xf71863A66eBeD9763225C58F8702D31439E22EF6,0.00012780%,product holder
0x37cb2358975CB00B0Ab267F709Ddb2AE6eA5F285,0.00012780%,product holder
0x3fd30B1BA380bBFb802c5e6f7b833C9A55345488,0.00012780%,product holder
0xc7d9f71fdC2D1F785722e1dCB0F658Bb2638f789,0.00012780%,product holder
0x5aF68616B9f30b70cD14578E5977bf25f9463D45,0.00012780%,product holder
0x0954aC2c574A0287F7275125954ba11F8Ef3F2f3,0.00012690%,product holder
0xff30dB359546e1DD2730C29016CbC2935Ac7E77e,0.00012690%,product holder
0x15aB69F785c06bd22324bBc6221C905C1130699D,0.00012690%,product holder
