address,Allocation (%),Type,Sum
0xb529fb176313062fa04d8261c70ea0ff2d8a6fa0,0.03030%,User,
0x6fba2cc53a9698aac94420c0a71811eba37ff833,0.00606%,User,
0xa53e3452a5c4542c2a1a057d194d382dd0be8fa6,0.03636%,User,
0xb6bc666d1d9a1d8ad8c8d83acba3e8b3d5f5d685,0.01212%,User,
0x06b23b4e807ad615a1ce82cf24abc6cbe618bbd1,0.01212%,User,
0xb2d3cf864b7ce21b47bc8f56c0120a13dfd13c86,0.00606%,User,
0xa6b7c11eee65f13610249ed0b66e32c0aa896542,0.03636%,User,
0x68fb8be9256ff1d7259a67333188c1a96a56adec,0.00606%,User,
0x3ad3ee847f83a39a06d6c60139b9ade5836d4216,0.00606%,User,
0xf1e3a0d8137f4390977c9df94e13da6b19a01bea,0.00606%,User,
0xcb03ff06b8a4831d433df70959487d56556aba21,0.01212%,User,
0xfbff9ab8d9be5ac75a7a98b89251658416aa5c9d,0.04242%,User,
0x8a49ea20c1e987c1be91fdad29f20ac85c90a672,0.00606%,User,
0xf3284efed0d71377b63ed9bc1aac3c95e1dae675,0.00606%,User,
0x97fab3e9483cec4c23d77c9cd5259d1e9d24c90d,0.04848%,User,
0x55d3ec538e4fd40b2d710792bd58ed159c97b130,0.00606%,User,
0x6c8290f158f6bacffe11270ff59b85f1cfe4d6b6,0.05484%,User,
0xbe3004467d0fd0c0f0c82934960bec4273727885,0.00606%,User,
0x61982b0288a18c7b8d12467c3adb32bc945ef4fd,0.00606%,User,
0x78a1473c996eb29c8b09e08726509aa4ba0a7629,0.00606%,User,
0x41d8115c4f46c8a5ce6d96231273676ac8a14e72,0.01212%,User,
0x8e00f59f682690987f2b6f4f01b9a8e67628f86c,0.00606%,User,
0x519c97d3e9e583bd415b9094cee3bbe682f3ef7d,0.00606%,User,
0x2c59900b9442b7a865f93219c04f553a0d7bd003,0.00606%,User,
0x603deed7deeb8a56654d193a01766e8dc1ff2b9b,0.01212%,User,
0x945faeea7297a8a5992a9ce33166a234c1f8bc81,0.00606%,User,
0x9646e31b9b40ee77ace78e66d7930b07f6c4adb6,0.00606%,User,
0xda8b43d5da504a3a418aeedce1ece868536807fa,0.01212%,User,
0x0ab454c3571c08183f74031944b1a35c5794c2c4,0.00606%,User,
0x11ce7a957801a497235a6ca04d845e4ee2dd00c7,0.00606%,User,
0x7fe6514deb9617b75557b55b64d88e53521b78e9,0.00606%,User,
0x94f02cf41c695a457570458ec913138fd4cfadf6,0.00606%,User,
0x7aa55d3965455d50f779991783fd54178abca185,0.01212%,User,
0xbe19470d0807187a2cb3570487cd3748870f453a,0.00606%,User,
0x230ea095fad19b1fc0c0ee80c8f6f692cb86fe34,0.00606%,User,
0x980c9b472500f3bb6c08d876f45df3a1e3298496,0.01212%,User,
0x77aec1bd719c446b2ba87b2433c99fecb8d469bd,0.00606%,User,
0x2e46e1bc634458a61d10c4ebeb16fbf43cf1ca15,0.00606%,User,
0x12e46c796af623f766596b1739b4c3d4e9a865b6,0.00606%,User,
0x237a72d53e63ee5a2441181324a41a71225da4d2,0.00606%,User,
0x5ceeef9ec8d82528affbd0f27ded54387ee34a2b,0.00606%,User,
0x3443e1167302b82d0ac825a1b228948bf329e8fe,0.00606%,User,
0x3688d38f959e92b18795eb3b1bfd3881ae3ead08,0.00606%,User,
0x1ab661514d5b6dd89b3a5c2cbbdcec564edae628,0.00606%,User,
0x49bd632a67b3057346b2b8b760935a4ab190fb03,0.00606%,User,
0xa204e05e3eeabf32c539980738b619b4d01811d6,0.00606%,User,
0x904407c45a5556b5feff5918c2c3ff9a6f7f0494,0.00606%,User,
0x00445928e1dce1996f5e3ef50f39640c57780a1e,0.00606%,User,
0xff4404e8ca1a1ed6504c48b277cd2824762c6a47,0.00606%,User,
0x90fc989fe8ed1d1113d8aa0796455b872203b778,0.00606%,User,
0xac65e5471ad6fa25a6b176397510eccd87af4fcd,0.00606%,User,
0x409263dd85d4fe68947448942c27c95056d898d9,0.00606%,User,
0x8f688a91695f7d2a1e93e57cedcbf5c5202f617b,0.04242%,User,
0x65dcf7782260aa1d6642a85f36c0bc9545182f1e,0.01212%,User,
0x575720f066a9990e9e74c5c58512fbc423a820f2,0.00606%,User,
0xd6c0559b15ea121806d790cc435e18b0519aaa8b,0.00606%,User,
0xe6824cb32b8b5950327af1e672f537491bd8d413,0.00606%,User,
0xb8381d4d4dbaaec3be735bd1bbf2077b55fe9141,0.00606%,User,
0x2fa2d485f59942e07a759724a0ff6b717e39de55,0.00606%,User,
0xc49715970846559a49b85fbb8b72188606e94c74,0.00606%,User,
0xd2463f6e374f65b45aa1324d48367f74c89ab563,0.00606%,User,
0x170b5ba80a3e01e370f5dea434958ee804ab13ab,0.00606%,User,
0x3bbed5a1bde907d9c5367cdef7ea549994fb5b60,0.00606%,User,
0x241184b3560ae5327a3bcdeb7b563057aed373c7,0.00606%,User,
0xdbe87604dafb89266fd2ea5f16f77f0dedff1aa5,0.00606%,User,
0x7647eb55b98f86a8d3ae011e18a087d0674b9908,0.00606%,User,
0x29ea412cc10a9cfc08c2298f382b2fe01e6ca83b,0.00606%,User,
0x4ad39cfcb3870d857784b1363da6b9185ec689a3,0.00606%,User,
0xd806d959b146205a37cd07ff58257a6c2c21ace0,0.00606%,User,
0x511c4ff23082133071677266a8b64787ec352b24,0.00606%,User,
0x9c20af6a6aee353bccf0083080c30a188dc78410,0.00606%,User,
0xb94ac8fc04bedd3431ab0cb26a36839ff80c2cb3,0.01212%,User,
0xfdc05a7fa9ddc5f642864746eec66384841f73c1,0.00606%,User,
0x844178bfcaaf464b792b38d71df168d04a22548b,0.01818%,User,
0x6c0b6822022ef8f828ea375ed8bd822439f73422,0.00606%,User,
0x1dccc6c44a88090b118a72ea4d50d1496190d430,0.03030%,User,
0xb8375a7f892c2fa2df721798e9eba3e2f320bd31,0.00606%,User,
0x07e404c0d010b3bd624542dc80b916f7350cdfed,0.01212%,User,
0x8a0440884f97e9af5b0b1569ce3e777bb92b34fb,0.00606%,User,
0x50d3773ef137f24772e8fe246801b130ade4e1d8,0.00606%,User,
0xf8f4c592e34b41278ae0a1703364e8c0225aa58e,0.00606%,User,
0x010cb3b2d10977047dc404c6258a646761deda9c,0.00606%,User,
0x322e128453efd91a4c131761d9d535ff6e0ccd90,0.01212%,User,
0x875532252846fa1ff3e2aa672565f97c7f96cb23,0.00606%,User,
0xdc52714f5b1376fa26d1377d238b2910b29fe7ca,0.00606%,User,
0xd4c8a26c83411c78110cc54c810fe12d11f33704,0.00606%,User,
0xe3c5443b2b19d13345c18b07e9808f55dbd5721d,0.00606%,User,
0xb545f160c71cb8a71a1a8a7ce676f856f6837105,0.00606%,User,
0x955ce9fa2d6ea04e68699a0c1f2f21ab0767508a,0.00606%,User,
0xf9d7bbd99eea38eb67ce7ff13be0ff8e25c98c42,0.00606%,User,
0x8ea8827bbf057aa7fdcfa66844e90d04d9879f63,0.00606%,User,
0x0610f372aa083a5abc5784e6600471ed05ce86e7,0.00606%,User,
0x365b469b8b7b2ef372fc1c80fa9c0e6a0145a78a,0.01212%,User,
0x4e68ba3d0dcc5b7c7da72a44ec191f99dda93403,0.00606%,User,
0x16c15e28fca05b67280bbb51b84891e897463fa2,0.01212%,User,
0x4393b7b4f94d78323a2efab982449182b292074f,0.01212%,User,
0x7864fae9c4b0adf486245664617123d692f6c440,0.00606%,User,
0xce038e792ef0f3928a6b30e64758e2162c9a1592,0.01212%,User,
0x73130755ce97cf99ade1b4f4002360c72c70c248,0.00606%,User,
0xfa2b4b025157908937deb4d6cc39151b67295ffc,0.00606%,User,
0x5a2b6e84fadaa8b23ce782cb6226f87d1ba02416,0.00606%,User,
0x98ef3f29f2e4c061a61d84c2d830c916922bad63,0.01818%,User,
0x62f1f2d622741a186e712d09931e384d3f49d1fb,0.01212%,User,
0x4de217dbeb7d6ff0e33a900266042f03052cd43c,0.00606%,User,
0x336e1c7b86f1331aa7e3f1740be2680e853caf0b,0.00606%,User,
0xabd39e72e0ea039c00ba8d797b84076f54b7c53c,0.00606%,User,
0xf5ae9003e1f1ee7835c453cfae687475728ad3f7,0.00606%,User,
0x608bb23975e12bc2e99c9b14ea7ecc263eda74e8,0.01212%,User,
0x23ce6856fc2fccdc2166f459ce77f3a7175da6e8,0.00606%,User,
0x9f4a6861e976c1623eff33da1fc60eeeda3f38dc,0.02424%,User,
0x879a8664de403faa895a44844a3aefd31db91ed4,0.00606%,User,
0xec7ce4a1a8dceac016cd17d4458680905f44c371,0.00606%,User,
0xb63cfdbbc3fca794e23e5c0e3ccfab40b79a3c6c,0.00606%,User,
0xefd39f4f2d5ddccdf80f1886107c7bd349ab7336,0.00606%,User,
0xa82b2385887965c4cf40585c2268f50f993df669,0.00606%,User,
0x95316d7b255e7749d6b2cc9a493d4d412a00f423,0.00606%,User,
0x43545039bd71d2234b6e5f0004d4d1392b32d3e3,0.00606%,User,
0xa36fb12c696112def1ca1b21218719c08b699adf,0.00606%,User,
0x2c909c28ac3e3830b42a04da2af3304bf3cb7509,0.00606%,User,
0xe8c2af20a8767860028fe886d2905a423bac786f,0.00606%,User,
0xb3e718eb57dd80ca9b673c2a4a9a24fc09af0d3b,0.00606%,User,
0x904794ad2b7e03ef2a6dc51e38aa4cc40fa467cb,0.00606%,User,
0xe1da08a86ea56cd18c339714cef5131b3a8aec4c,0.00606%,User,
0x8d2a995f34ed5b0f475159da50dc39ff3b6707f0,0.01818%,User,
0xfb50fd7388a474f83191794abf8b15c3f40f9500,0.00606%,User,
0x28f35afa62e8b9de9e086d882a82afdcaeb2764e,0.00606%,User,
0x13ed9590e7b7f29fb65a82057ac77b387f4ff531,0.01818%,User,
0xf3ce9bb53e5ee50d9533635ff90403242cf7d639,0.03636%,User,
0xa432f1a6a53bc2f207127331b1cbe75f9a9ea8dd,0.01212%,User,
0x6fe16fe761136d91db877f7dc9d7dd250d0ce430,0.00606%,User,
0x9f71daaa1706036ee38616f7d5de3aec62ef4a8e,0.00606%,User,
0xaa130e5a43cadbe2eaa4e58ede61e39874e3ead7,0.01212%,User,
0x11601c8e3f9d1b6a6b1eed4c4154296231568910,0.00606%,User,
0xb50d2a30598a0c8349482fe7aecc33f515755929,0.00606%,User,
0x47d8a641cfda32248faa93b3332fa6a90de829c5,0.00606%,User,
0x67636b7b765d025d922117f58b9b6f76ef98d479,0.00606%,User,
0x7bf8e69bbf58a8d440a007a3c4ab057c91da772f,0.00606%,User,
0x9052124b0245ce54c58e7208fb152be6fe9de2d1,0.00606%,User,
0x77b73c2cfb86ea80281eafaa578cf854042df21e,0.00606%,User,
0xacad62de3ed458c89ac983c516da7cddc1b7a0d9,0.01212%,User,
0x997202adee11ebeb3d5b6b3c0b3b2b3f3002bc31,0.00606%,User,
0x432c86e37c9e1b83bc7ba4703f9121f0c82c706c,0.00606%,User,
0x2268401c6b3a232d1ebbe4d5ef4efb04ff14dec9,0.00606%,User,
0xa21cfda3bd4f5bef5723a43cccbc8d23ed736603,0.01212%,User,
0xbb3679140be497ce9b03533fbc58a62006b73561,0.00606%,User,
0xec3564d31873b17101b21aa46aaaddcaa7f55525,0.06090%,User,
0xf06262c6ed502918992810dd8b4112885392eaf0,0.00606%,User,
0x33960796bac9cdf2b766a5e93a789b7bff07f67e,0.00606%,User,
0x41722457cbfa517bd1070d7e64e00bc71539e4ce,0.00606%,User,
0x8bd832be5a8c201f7836354d8c1a778f58885dd0,0.00606%,User,
0xffda8e1961d9e55ece7dde23deb06ef7a5b53e4c,0.01818%,User,
0x10e00be4aa72f0a2e805ac96014bc7df007b1fca,0.00606%,User,
0xcb35e7bd991ece1414749cc68c7b121d5024ae10,0.00606%,User,
0x49a74e38d4d46beede12792a5d0a500ca823d979,0.01212%,User,
0xd07d512b69709c604ffeaf7414bc5638ab863549,0.00606%,User,
0x7fe4978bc69ca0cfe4dd3e25d871706590fc13f3,0.01818%,User,
0x7615ceec338bc6bb94bc73e5f8e534b8157c653d,0.01212%,User,
0x3097f8ff11b4fc9f94b012c98acc4b2e582c4122,0.00606%,User,
0x599475968832b5f4101c1c10517904f0f4b31d0f,0.00606%,User,
0x638f6ea696327a2d45a3fc8fd052dcc3855e73cd,0.00606%,User,
0x7945d6fcd39821ad5f98e28dd9f280f5a80baaa8,0.00606%,User,
0x6768617ffe0c170e817ed50c009290aea1bcf5d4,0.00606%,User,
0xc1f552b4c8e0dc41f30dde2f903b7dd46a6b64fb,0.00606%,User,
0xc2e54601cbe4de77e3b2bdd18245fe8990dd2a03,0.00606%,User,
0x5a162f4c3003e9da87d5b92d44f718cac4eafb10,0.00606%,User,
0xa32af4a7908827bcef54c877afb072a777f8556d,0.01212%,User,
0x01076e09dcb258c16537670307f9bdced007bf37,0.02424%,User,
0xfd672aeacd07d30147a080f06fe330b999a0389b,0.00606%,User,
0xcf3beb7f4891430caf039e9e901d421949f1ebd1,0.00606%,User,
0xeebe558f24840a027d0942c41b38485d4282b3ea,0.00606%,User,
0x2c0e53aea1e531847c3033ef45427a6f20eaa01f,0.00606%,User,
0xd85735a8928f60510c305ef0cd5d2f3e31ae1218,0.00606%,User,
0x17a1aefa0fc4f129775e84764954a7c9036fa77c,0.01212%,User,
0xa0b1c3b71275a7ffda1e86b7fd155b5aabc99c08,0.00606%,User,
0xbf889b36ffb0afb7614957b13001fa95df79016a,0.00606%,User,
0xdcff1011d7b689e4fe68fe516ff1270847b3f7f9,0.00606%,User,
0xb2d368e38c3ba8b40d4f5c31c289435357482e1b,0.00606%,User,
0x8a3f58faf492c7046f43519789b9c7d68a508e8b,0.00606%,User,
0x5a748b1213bae813be4726cc45fb0b4b676941dd,0.02424%,User,
0xde42da9141317d9062ea8c5717b78f1b12ee8188,0.00606%,User,
0xc1c3f882430a73046a0efb3081cd56a123cac69a,0.00606%,User,
0x691f8c0a50ff1ccdd24de1d483492d04644d6027,0.00606%,User,
0xcc202930867769a83b61cf5053b65d1845e76aea,0.01818%,User,
0x5ad0004602c30457a7a2ed5712275dc26baa6ecb,0.01818%,User,
0x7ab6d1bb651d1d74a18a233eb4b68fee45e25afb,0.00606%,User,
0xae014b664aafe7c95429a01d82189a32ffe11663,0.00606%,User,
0x9118aaf2964cb2c7f82c764330fce282013c3dae,0.00606%,User,
0xaee2ae13ebf81d38df5a9ed7013e80ea3f72e39b,0.04242%,User,
0x0db1e9e97ba5b2a153ced003ddccf3e8581bdb85,0.00606%,User,
0xf08979c344bc81ae1d0c3b5d15370266bdeea315,0.00606%,User,
0x58c9fbc81a2af4b0ff8799e778718f65d565c6a4,0.00606%,User,
0xb997887bfb6ddcb188b5f3693a15b3111f2f791a,0.00606%,User,
0xa892d9a0c80e1bf3573d92e0bf453930114345aa,0.00606%,User,
0xf8d4cfa38bc95eaddae6cb9d0efbb803e8541f96,0.00606%,User,
0xf2cac8dc746956882404b379a631cbf7d14f5e8e,0.05484%,User,
0x8c92fab95dbabd0de8ff33c4c562bb9af5712595,0.01818%,User,
0x766c1fbf4e4ce0d49405cf8b9cbf930e4d67e1be,0.00606%,User,
0x927f59a7200dc25c27ff8cbb98f47378c8e7b708,0.00606%,User,
0x8e435f53b933a47b3148267cfc6e6b3567540479,0.00606%,User,
0xb6b906a500ac524ddd7527fc6ca9c1c4594d99ad,0.00606%,User,
0x298fd7f6b3f599550cfb866aa0c09960d92f503f,0.00606%,User,
0x8fbcef7958d17b0390f2d94ba124e5aa8a0183e8,0.01212%,User,
0x3bdc75b240aeebd7a266edf867b8ad5c30760a3c,0.00606%,User,
0xf2238e17379479d038d5ce4f7386c1630b062cab,0.01212%,User,
0x6ebd5194f9a8b6131ec837c54e7e085d2b05639d,0.02424%,User,
0xc782dbddfc3b6afc98ac3f0c28c0f0a27ebc0fa0,0.00606%,User,
0x880d3f11c829293a72d5fcf95899350180ffeb51,0.00606%,User,
0x3ed06b81a9e69d4bb8b1c3354b68e2978259a1b6,0.00606%,User,
0x0d63a200a700c7e3eff88a3ceee8914c875894de,0.00606%,User,
0x319446ea0c94abf21d88b31c12247603b2bb18fc,0.00606%,User,
0xcccc4de28130c04660038a7cf75cf4c70d265705,0.00606%,User,
0x5479908a7f794fd8413bb1224a5ee9aa1e7c3d62,0.00606%,User,
0x7fb1210918c007f7108878fb4b33bb3cc4d8074a,0.00606%,User,
0x40d0f1c7979cd5e91f52a0fe00a1c61b466baa15,0.01818%,User,
0x1ab18167ecaeb74959e565a52edeae55bcd879c0,0.03030%,User,
0x260a05bbc35ae2a68c3f6c45b69b57802b71eec4,0.01212%,User,
0xf1ab8d237ff32a611bcc8fc405dc447e0fa2bb21,0.01212%,User,
0xc7c83dec5589ee879b45f4b1d402eb4bd8f8f944,0.00606%,User,
0x8375a6b1f122f1e663ad2ff53a6ba56b0871a1e5,0.01212%,User,
0xcc926f2c0ff0c010d5ee42cb93a1b0a7bef17ae5,0.01212%,User,
0x92fe6cf1564d8059e86b93ccddc992f81a4ae3cc,0.01212%,User,
0xe78fa14b56a7065e494352dbdb4bc29310f85458,0.00606%,User,
0x3d58f23c677e421eda3684776c4a80f9e189f761,0.00606%,User,
0xd5203cb8ab0b4cc1296f9bdfdd548b3cc8749c7c,0.02424%,User,
0x1dce6661ac6c23aa491125591f29ae59bbe2df5d,0.00606%,User,
0x66e901c1a4ee9d4b40166b4b56b30d212ac4e956,0.00606%,User,
0x1cba45e4096fa12a7e653fda6e8c249b39f7fd9b,0.07878%,User,
0x48c47de5e23c8edd2ef8b4d1c869a0562f8168b3,0.00606%,User,
0xfd8fd591251ad5e3c18f34871c41a73de70d3b0d,0.00606%,User,
0x01ca53994ff5e3bb3f667a18e04f4f0679a7e9a0,0.00606%,User,
0xbeac51d7b236cd18f18b499bd97719bfd7907913,0.01212%,User,
0xc8790e75dc53f30dbf8cb8066c13796ec2e18768,0.03030%,User,
0x66b3a443a972cb19d28bae6c8c9e2958e1c4f6d3,0.00606%,User,
0x094f8eecdf916aa47e5382c1c1e83888bcc03dff,0.00606%,User,
0x4bddfe24c269feb4955a6f092732b4261f39ef36,0.01212%,User,
0xfa94b6a3f02fde3d4a6700ef2c9a3c4692beaa4f,0.00606%,User,
0xec7c06a0f8d7c4151d8ec04f7ce282352ad53731,0.01212%,User,
0xa1e8e27e5191782f5ceff2bd43f7b36607d3efe2,0.00606%,User,
0xe89bd48a519706e599e6c3e8fa41b89ef13e3979,0.00606%,User,
0x4f10c94f3e8de54136a39fa5f027e354f8cd39cc,0.00606%,User,
0xe1c254ad3c532c43b2ad7629424833c011097af7,0.01212%,User,
0x452b5c4d06a3a64b30b609117059f8df8ed48724,0.00606%,User,
0x4dec353aad4bf88583c1ea234958387641843b15,0.00606%,User,
0xc36d9da24d262aab7efcb729d26bc90b76cf67f8,0.00606%,User,
0xaed473d497a8ec954c3e41a470d7e27acdd07a91,0.01212%,User,
0x93eb95dad68de034fef03da64ffb3a70df563a29,0.00606%,User,
0x1bb7d574f35d70ed547ce2b2ffd19ce8215b1711,0.01212%,User,
0x320e106911109efa4223b99fd1a5f7aaad863717,0.00606%,User,
0xd0345e063fc2a9d45d9e7dcc8c2c448d411e843b,0.00606%,User,
0x3c8cf14750960925ed386f837657632318b83494,0.00606%,User,
0xeeeb2e1e9b662037ec40056bf309fb8544177c40,0.01818%,User,
0xb8dcfa0c22409afae3546a54790a096717e3fe66,0.00606%,User,
0xd1fa3f896caacf8bb0258a440b1462a92a0baa45,0.00606%,User,
0xffb4ade7dfa8624f6de23e51c752cd15fc3578a2,0.00606%,User,
0xf81377f2df5373c16aa4716ea1f6944e57c1d4c7,0.00606%,User,
0x950c11212529de5ddb01ba74481e215f2af07655,0.00606%,User,
0x5c37482eb1f66198e975c97af232fff0feaa0075,0.01212%,User,
0x086dabfc719eb2cea53a7ebf73f9ac89e3e30dd6,0.00606%,User,
0xb81a01f609c78c35b95ed5b1c3fd843fc73bdb6f,0.03636%,User,
0xda1d4421f8c4c39d948ccb0b293780fb336daff0,0.00606%,User,
0x414364d95dee75ee453f299f8ba87c92725ffd30,0.01818%,User,
0x1be9bddcc98ae92fa854d1b115e72efe61240e37,0.00606%,User,
0xa0cb05bddc1e7622aa93c4b8fe3b3b5249c9d2ba,0.00606%,User,
0x3798617561ace669a1bae5ed3385009eda6de327,0.00606%,User,
0xf75fb45d296a5822ad68e8b6084a0ad507965313,0.01818%,User,
0x95f960b53839c756936356515fa9dfd322c5a354,0.00606%,User,
0xfe9f7c9bd3d7ee7dab7029fb8db9fc6651841f2d,0.00606%,User,
0x557eafd48b79b4e1fe9703ed0acf96d919d1f9d2,0.00606%,User,
0x42f905b3e4d5e7792a2d1509c50a180226d0fb95,0.01212%,User,
0xf01adf04216c35448456fdaa6bbfff4055527dd1,0.00606%,User,
0xd4d772bb63e4e96f19b2132dcdff6f8378cafd5c,0.00606%,User,
0x7b5525450b61a891fb782eb0fcd189253a28214c,0.00606%,User,
0xaaacf90760e0aa493e77b8260d38c6c4e8210231,0.00606%,User,
0x8c183fb2b36965f70f1228f90dea49108e4c7e05,0.00606%,User,
0x99f3d7dd60468e7309b4989d0a92c5dec4cd839e,0.00606%,User,
0xbb15d5fb1471821bf35f63854c7d750deffeb3fa,0.00606%,User,
0xd712fcc80ef6909f64c07fa9a3303237de0c8b91,0.00606%,User,
0x56c5392dab95550f3108e06dcba65de52af5b65c,0.00606%,User,
0xa8cd75008433d08215bc7fd5f25314047b9db82f,0.00606%,User,
0x4c2c837c03920515e99f18ba41f18b07f15274b5,0.00606%,User,
0x793bdeca833f8692868ef05e0cb469a07f534cbb,0.00606%,User,
0xb0151d256ee16d847f080691c3529f316b2d54b3,0.01212%,User,
0x4eb8b848242c9ca30c104215badbb20c26fa6fd7,0.00606%,User,
0xbc327a50aef25a0e8ad88e414c135f2ad547491d,0.00606%,User,
0xb421787d9dc9fc2db09db757d5693a3f2c65378f,0.03636%,User,
0xc7b628736aadd71eef976beb9a1c656c945cf3b8,0.00606%,User,
0xfbaf8e4ba6311f41b095c5411ca9d67ecc105be2,0.01818%,User,
0xc49263c3025c9920d6c8dfdd3cf4b3582c863547,0.01212%,User,
0xc874cc9ee1837aa21e02fcc7c89832e9c3e6f9b3,0.00606%,User,
0x589e4c59152eb7ee3e5a8a1baabcb52af16a669c,0.01212%,User,
0x492af9a0b99fed66dce727bb96ad133db83cdaf6,0.01818%,User,
0x5eb5e113b130e43c5cc8b4e9898e3bc7457c4386,0.00606%,User,
0x392fa612154ccadd6b3b34048d4de84a4e2e0d8f,0.01818%,User,
0xdc6bc18f1663830e416aa3b7ce32dc3756f2eda5,0.00606%,User,
0xff5298bea2a52d99bfacbd9b29952198f8432faa,0.00606%,User,
0x06bbc95646a509075db433238c537b1190afe795,0.00606%,User,
0x42c7ffc8d8026ce55cf737d78d9f676b47673539,0.00606%,User,
0x660524b65465466244210a8fa09e7784de35d473,0.00606%,User,
0xa883b60c5ead0efd604b41a7c0509c3c6b81739e,0.00606%,User,
0x7bbaf1786139188b28056133820ce2ce16fe8fca,0.00606%,User,
0x732a292318ff16fc58e63ea4183215a85290c94a,0.03636%,User,
0xce3732bf6e68d7f7c8a556432251a0fb3ea4c61b,0.00606%,User,
0x161ee1a8f079cb52181f54071dc26984180a298e,0.00606%,User,
0xd9691115ea01a9c066ee8e098e0370e2b35764fd,0.00606%,User,
0x02b59995141d5b93d8df11e3677d25b3300fa053,0.00606%,User,
0x009f567a8f45b2a337453f4fd11eca5c4f3f2992,0.00606%,User,
0x0c573ffc02a635ef3abfc216a9cd459047228534,0.00606%,User,
0x4579b5cd11eacf42eb87beb83e0c91e2af4ebd83,0.00606%,User,
0xa102b64c9159298a3d92339b6019b584a7344852,0.00606%,User,
0x5a8193e64e2f443edfb2833448bec99b2c1fb111,0.00606%,User,
0x35acc42d32389a5e7848fb25c2f6adc61dad3f61,0.03030%,User,
0xa3671f67008bf5b6795c5921358b9938f91618df,0.00606%,User,
0x88a68b557decf98b9edf686214fd1ebc5f826600,0.00606%,User,
0x4ac3861d2472777cf1fb943b6f1900af380b84a1,0.02424%,User,
0xa8663780a48e30c496aa213d0d6dbb6161b93214,0.01818%,User,
0xf6d5879d68a79bd4eb60a042765a0826e476bdb3,0.00606%,User,
0x1d4c8fd802847f375495433f577ab30f18b5ce93,0.00606%,User,
0xd4296e62ee1da9db98a38f3dc3d99e48d40f4042,0.00606%,User,
0x3754469fb055400c816e4f8ec0223912cd9fbc7b,0.00606%,User,
0x367545d16460ea1aae61652a026740ebf29bb8da,0.01212%,User,
0xe67f0a64d3c2f133dbe11c1986406e6175be8008,0.00606%,User,
0x4a2e7d88cd45fea002cc3b3823b4b1e294e78853,0.00606%,User,
0xffd00ce49c7f89b1fe55cd5ff8ed8123cdcdbb1d,0.00606%,User,
0x9c679bf4475c87a4cf6a512a70ed262406ec09ca,0.00606%,User,
0x26f310798cb0288332d79e561da2db8be011aaf2,0.00606%,User,
0x7eb089876403ec6637bbcd4db5f80fb9a7d86d7a,0.00606%,User,
0x93436ddddc7cdecff0eab6135ec17a5c4c96f899,0.00606%,User,
0xd249a5f60375b77a5f8e021a7d55d807bf296d31,0.01212%,User,
0x54245a678f90b7cd9a9b3cc45d8379f801fd3e81,0.00606%,User,
0x61f139f1ae122ea3748f34321612cf59293d8847,0.01212%,User,
0xbe1d2cbec6bee9456cbc8c6ea63a7be0239dd0df,0.00606%,User,
0x20d3731362f3fa892c0d5a0585385b2e0b304a1e,0.01212%,User,
0x5d719a96c5ca1109d012600713bf3d07d3d466dc,0.00606%,User,
0x8574c613b40f3e966afc98ec183e47b50822ebb2,0.00606%,User,
0xe4de995a7319776eb1f902652a7420577c6d79a2,0.00606%,User,
0xae13d16a51c48b5417a84ec51610fda6ec4cd5cd,0.01212%,User,
0xb0ea4a3c27795a1d50d9f63fbe4268276808bc6c,0.01212%,User,
0x019a63f6916c2db885ad74e43cb4d082123f3436,0.01212%,User,
0x6e7b1ba313887b10b43cde17a0ce47566edd8753,0.01212%,User,
0xe83054865a23ca7b74e4a13a5e7bbc2010291820,0.00606%,User,
0x7622c82ec89f09ea0437153be0c7c4c16af0bd66,0.00606%,User,
0x8e84db4e1e02ef41de607603fb5bf18587404953,0.00606%,User,
0x3f07e6f9cdad114620316f6a876f2dcc05421634,0.00606%,User,
0xafcc5a93fe21516f99ffd399d7584817d88e0035,0.00606%,User,
0x0c76717074a973f3f6e3d422166c999483f6c7fd,0.00606%,User,
0x84dcec225b9274e71bfec83ed7377f976e8d4828,0.00606%,User,
0xba35f4fe41c8e352f1cb8c6312270386e747d2e5,0.00606%,User,
0xe012ef4f341e31f53e3805ba4a5a6b8c6bb7d929,0.00606%,User,
0x92a0447718e70dc7a2ba0bc3015b772d93a10674,0.00606%,User,
0xb549b033372fe00963c067cd8aaf4beb7cd23ced,0.00606%,User,
0xe87bec94e765b08497112c11e58446ac2583e25d,0.01212%,User,
0x8927063727c0e299bf415c481f311f09500d207e,0.00606%,User,
0x22faf8977f9930c3054053127f92e1f28417e460,0.00606%,User,
0x0b15ed82a91f51ed2c7836b791a7fda5215322a2,0.00606%,User,
0xf6ef50039f8eaf5add24e375ee4353812d5943fb,0.00606%,User,
0x30d480dba58ae9c42b0854bda9126332c74a83dd,0.00606%,User,
0xc6183ba958fcc2a1791d3f406926043ae85452ac,0.00606%,User,
0xbaae2b83b5e5b883dbb8696a4f269c9783ab92d7,0.01212%,User,
0xee1937206c80eb508379c5399e9675c461ae0ce3,0.00606%,User,
0xf922fbe5782705868cb8d78b0cf9228cdecd7ef5,0.00606%,User,
0x53c760cb4eacbea81682f6e09b674b249b09f273,0.02424%,User,
0xf3b8e94d8efa79134725e8bb982aeb85391bb456,0.00606%,User,
0x57bc9094635b42ce2b2b3e71e460abe0e5f3fbb7,0.00606%,User,
0xdc7b082475dbed95a0ef334a072e96e450f5c504,0.00606%,User,
