address,Allocation (%),Type,Sum
0x0c5e0b36dbc351a87d4c8d55b7a83bb6bbec5a23,0.01212%,User,
0xe94b661e5beb281d39954a7fce5d1f17f01f02ae,0.00606%,User,
0xc20c3d0ae841e96c9093ec64c719719f20d57e1b,0.01818%,User,
0x6b15982fca3b87ada53e18f046b935f1eb940b22,0.01212%,User,
0x78e9665392ee4f28b79eff896a210a8f961dfb2f,0.00606%,User,
0x7e4913db8c3ebd6aa5ca200c0937a94eb3855dbe,0.00606%,User,
0x13f6b3fb510f552bda3966489ebc4e956d5825da,0.01818%,User,
0x9a96b160717995696f6f22bffd43927eddbb5cfd,0.02424%,User,
0x12a035e515c4a571d45a280fa72407bd218a7d79,0.00606%,User,
0x95817a76d90623f8a9c5dfb3005f1a7147972966,0.00606%,User,
0xb154af72c7f5760a92c46193aeb24ff8ddd64488,0.00606%,User,
0x706a0f156805989a005536826702566ddb956376,0.01212%,User,
0xc2f9a401b5182f9eaa280b77e49ff41bc4eb2593,0.00606%,User,
0xef18ae6977a92ad726868f22f555c7ee57f90cb9,0.00606%,User,
0x4cafac8679809d3d063aa0f215a2abfe65a00a79,0.03030%,User,
0xd5ca35a3ef7a0d7514504148101c15ebdc580376,0.02424%,User,
0x2aa6d1bd1b19cc8b8ac61de87a845f61bcdf245a,0.00606%,User,
0x15c12bd1859b08451951d404cc7bc94c29b2a681,0.00606%,User,
0x2c09f712e424ed2eef4f6f67b50d3de66b1d28bd,0.00606%,User,
0x6472f197425f5f69d3f523ce11aa76c759a5875b,0.00606%,User,
0x485bfc43675c34338cc0735ab9fe8b30dfee1c38,0.00606%,User,
0xaa54fa7c21aa518787208923d8d173f2b22658ff,0.03636%,User,
0xf0219398fd38e17ec031353fe1e0e5a84e23a5df,0.00606%,User,
0xfe26e842fb4b5973180ab13c04adb5193ca24f1d,0.00606%,User,
0x958ae6e9b3dacba32f760a2cef018c765c3d3d3c,0.00606%,User,
0xc97433230e26a6540064cfebdfe6cffe9ab68ea7,0.00606%,User,
0xe61531bbc634169bbece9616592b91a8fc8fb1ca,0.01212%,User,
0xa81b68a8c2975ff94d8651fa90d6688b4d1501e6,0.00606%,User,
0xdb5605099b05f59abbd56319cfe2feaeee169628,0.08484%,User,
0xcb5ed72bddc48553b7ed31e269753f3dad011589,0.01212%,User,
0xca0a355a73d20c76be0968216deb15567bef0afe,0.00606%,User,
0xdd868c1a0a6e8c1d5c56c7499d265eebad301612,0.00606%,User,
0xfa2602423cc496df60457edaf7040f3cd1123bda,0.00606%,User,
0x982c632b6cbb556a5ef6b82ecd224bcd87972f2d,0.00606%,User,
0x7ea0b39f9f84f5ca1d978a1fc57bca9eaae3dbdb,0.01212%,User,
0x5c06cdfeaa98006119960d55e628a3a849b108b4,0.01212%,User,
0x004a922f543eca2a73521be374e062225f0bca58,0.00606%,User,
0xc7d54aee31464a323da4749ddc6cfc53bcf13a1d,0.00606%,User,
0xb3943fc08385f6c7f440f3c522934cce5c5f6974,0.00606%,User,
0xe061e7816071860c35b4ed2a888a170eb7e62c40,0.00606%,User,
0xf0f9c8dddebee017ba6e4fe8112899eb096f2857,0.00606%,User,
0x2c175c34298f8cfa98255474e4d073f12cbd72bc,0.00606%,User,
0xd8f445183100bb0a5b75e207192f1e97f9687c4a,0.00606%,User,
0x68c27dabb90c2082a935b4ba86726b684f1d993e,0.01212%,User,
0xb8aab4a059cad43ed01d55c6c1036dfdede79672,0.01212%,User,
0x834a2eb4faa92d160e91ce8f240a2fb43337bb22,0.02424%,User,
0x00483b1aafe102f3ae31549fdf32e1eff1da0901,0.02424%,User,
0xbfc4fbbec37c291aed1d14f02b5221d0be0fe8f1,0.01212%,User,
0xf1590cec4b0535508a8707a20c6f8c45ee6a4750,0.00606%,User,
0xea1c88646b21eea5254c9182a9134f227a4fea36,0.00606%,User,
0x07dd6745950950a9066b431057ccedf39a12de7d,0.02424%,User,
0x52c9a7e7d265a09db125b7369bc7487c589a7604,0.00606%,User,
0xb93185be55c4bf2e07e6c63b455b01102129db4b,0.01212%,User,
0x3bd760c9f98e3e0b1d9eb84b348df42a6cebb2a1,0.00606%,User,
0xaab4dfe6d735c4ac46217216fe883a39fbfe8284,0.01212%,User,
0x1e5d699262b5c15aeb9d608b7e90912bfcc2e578,0.00606%,User,
0xaa2785d54ce0031d5d252ca824966fd57f7ed9d9,0.01212%,User,
0xe807d699d2e48b991c309f0798251e92bb2fee89,0.01212%,User,
0xbba9521ce958c42a3ae48a31c1f0447adf1592a2,0.00606%,User,
0xb61e953af5edff6bd1a2bbfc4a59aabd745426ab,0.00606%,User,
0xdfafcf7581e1148e1e8f876ca93f756cc9a173ea,0.00606%,User,
0x0954ac76926d033b569799ada3cdab4862740c58,0.01818%,User,
0xb248220a0655b059588da2c054c040c9c7f3bd48,0.02424%,User,
0x0f1025f754b3eb32ab3105127b563084bfa03a6f,0.02424%,User,
0x58a971f71835222e4e6fec8625d98c79f42cc5be,0.03030%,User,
0x7cf9fb1d267b273661d80b99a77ad218379b06b5,0.00606%,User,
0xe1df71855c777a571113204ea818d86f1f3ecc0d,0.00606%,User,
0x3e6cc9f0b0cae1457655061927ebdef9068350a4,0.01212%,User,
0x4f5bce36a0ef34b333dc770395a8ff49072bbeb2,0.10908%,User,
0x9e72d1eb6c3b533ad79bf232abd26fefff96cadb,0.01818%,User,
0x79fe501ee0747b7c2764762aef50e2bada05a422,0.05454%,User,
0xcf8ea559da9ea57bb2ad227bb9a0ba21432466ae,0.04848%,User,
0x0a5652eb7ab870fa9491208370ebff470d2a6517,0.01212%,User,
0x824b25b219b5de8dc30895d48a71534504a7f95c,0.06060%,User,
0xa0caaa28ece8cc3d32842900934e27d6d1d93627,0.01212%,User,
0x5d9b3d79b92c2dba8acfde76c51b8aee59e9662e,0.03030%,User,
0x7fe7106e8a62ed868e598e1ba1a421b79fdb9f2f,0.00606%,User,
0xe3106cd3162877f24129752936bb1765c8460b98,0.00606%,User,
0xd646f11e4e30c7ddca08bbc21331e317fd97f34a,0.01212%,User,
0xe8df91ff1ce483ee7827ae58b02975d88611be0c,0.01212%,User,
0xc77e20bdf9b50dda362e1164cbc295f8c242a8cb,0.01212%,User,
0x1100629e5c803e5b232c94c658dec27d13a79c1a,0.01212%,User,
0x9a4d498cd34be456be8a4d7eeafc14e674978465,0.00606%,User,
0xa47f1bbcc86bb1736bc96da5d030fbcfd1b50ec2,0.07272%,User,
0x24aeea6c3d7533b2b37a5c178f209704b70fe8b0,0.02424%,User,
0xd7afbd75fc7c6f6a991252e3bbeb7c066ccf9285,0.11514%,User,
0x0461ee1b42f8661d74260134ff60976156c596e8,0.01212%,User,
0xb620cb571778f22829709c54f27656810ebd6436,0.01212%,User,
0x0108e5521e54394cacb22d664ec9722e52355e31,0.04848%,User,
0x88156facf7c584bf658badba8bf4d17af6fb150e,0.01818%,User,
0x086321af2678eeb321aaa9c668c7465d6632735a,0.07272%,User,
0x66641d903db3bcad08d66cb222ed0a6205421ec7,0.01818%,User,
0x71a3fec7d8ca9d46b3e01d5b36a06b48f76c5d13,0.01818%,User,
0xd8070fe4ba0111785516cf752973e662d586e4f4,0.00606%,User,
0xd39bf0abc85c89e84db37fca8cc692851ef37a4c,0.00606%,User,
0xcd1688c3538c87bd4f53ce5cf9bd8c004e61f416,0.01212%,User,
0x083c8f5c54a02071fa8c615b94ede00a545bf3ef,0.02424%,User,
0x66f9b53fe0d3cdec1c8717c42bbb3f7d1bce4d58,0.00606%,User,
0x3cab9183c5161521293286ad8e9179864eebaed4,0.00606%,User,
0x533312181bb53d3d3e54926376f1179decafd515,0.00606%,User,
0x806ad060a42ca0a027e77b304a487b7f7ab5465a,0.00606%,User,
0xebf1b534f6bb3e3e23493c8f2a3e14fbf63d4218,0.00606%,User,
0x99c35531f007bcdab4968ef70e733b4598617cb2,0.09120%,User,
0x5631e369df3ebab6f63b09504475c1fb6afa0039,0.00606%,User,
0x9314ce96286d6529f5b5c325af78b8aa4a8e5576,0.00606%,User,
0x177bffb9a5cd631fed5633914974f38c5daa75b4,0.01818%,User,
0x543d42c66527bfe8dd0bc948bacae850d5af82dc,0.01818%,User,
0x36986e26980eb4973696bfad3d2ec7f3361eedb3,0.01818%,User,
0x56bb3deee145c06d928c3ac7fc219d17ecf2efbe,0.01818%,User,
0x61de28b646990a9d5117cec25844e63712cb4a5d,0.00606%,User,
0x7cb4ba3edb504ccd53f99d91da8fe237102857d1,0.00606%,User,
0xdb0fe4bb0c2a465cfa4040080a52b83d9c12fd4f,0.00606%,User,
0x9c35a497ee07ce267e0ca064821c5cd166dd5d4a,0.00606%,User,
0xb3c79ca1724dcc3b629dcdcbbf7a529bf50a1867,0.02424%,User,
0xbe7d81fb0a36844ca7291ec524bbe1caa61bb007,0.00606%,User,
0x6388ec3e9ea30021f04a6251618cfbb9f5b6e245,0.01818%,User,
0x998b9348885f799efc15132657b3cac336200d77,0.00606%,User,
0x61e2568db2817007bf0db5a2d78786c231a4babc,0.00606%,User,
0x360aaa1c56ed85601833cf38028e11195a5c15a0,0.01818%,User,
0xc7083893735f9aa7e9ccc4b41f8a3a0b188e9fda,0.00606%,User,
0x0f684d91455d31d9f2612d73013f7d394b4d248d,0.02424%,User,
0x93e3abca84c2e419bead470c7d38636c96688c76,0.00606%,User,
0x2e17e358a857f4ea3f62102fefed6aaf53e0453e,0.00606%,User,
0xee0a5b21d606c8e5391acdc2c023672b1e9272a0,0.01818%,User,
0xbc8e10f86a874bd3e11367fc8a5370a982b17b86,0.00606%,User,
0x79f0f1fb9353f4846f230f82873e904340c03964,0.01212%,User,
0xb53349160e38739b37e4bbfcf950ed26e26fcb41,0.06060%,User,
0xe0e4f2733e7e06036d4eaf39c1c30b56a72aebe2,0.01212%,User,
0x2cdaae8f30f90bc1cb35a2870c732c9d5f9c5dfb,0.00606%,User,
0x1934b0e43a1984c10770d5190fbd4a302755f06d,0.00606%,User,
0x10b1367adfe8d23e8bb9d00c4a1adb434cc5638c,0.00606%,User,
0xe033ae280c8e859920a9794551b9a06e57c31aca,0.01212%,User,
0x9c1e2551192f6029aac9227f8e4d806ec7b599fc,0.01818%,User,
0x796b157c2a4f01663934b04cc11e61a920711d32,0.12726%,User,
0x8d3b39a7012f91b0c17a94ee931aeac97f2c4bd8,0.00606%,User,
0x32b8b2ede6d6e537cfa393b40accb6488e60c197,0.00606%,User,
0xd4f4e48abca9e3ef31781f66086125303cb5a042,0.04242%,User,
0x156f8be5ff8a9bb051d6ae255d04fbec2830134a,0.00606%,User,
0xbac42c9b32e574f41b86e20fba0cf479a5a1ca58,0.01212%,User,
0xd469bb840bfb9ec28d8e89f71f977b4d10fcf210,0.01818%,User,
0xb51ba8a68938710268de3ad0ad6261f992915a16,0.00606%,User,
0xcc7383612019e2a08cc9d8119b9eb2527026f423,0.01212%,User,
0xcf3a0215446f39e77099db25015489e96159e7bd,0.00606%,User,
0x1ba6b82641c77ab1fc7bc734c5c3628199a8967d,0.01818%,User,
0x5a8efd256a8dbffc498a79298bb1da31e4a45256,0.00606%,User,
0x8fe0404edbe8cef4e6d323d23074901bfab868e2,0.04848%,User,
0x2b550039e71a126135e40c4c165c4edd52768ec9,0.01818%,User,
0x99922036102ad8c4369a3382e55026ee15bcf54a,0.02424%,User,
0xe01bbdc5c5e1507a14ecd176ba3ce27df9a5a266,0.00606%,User,
0xea40b0f6ba2ad77ff2fedae98ca67eaefcbcbe4a,0.01212%,User,
0x94519fa053e1b97d8f16670a80264989e932d79c,0.00606%,User,
0x10d97df0e98ac766ece1e039dbe5332e3e922f11,0.01818%,User,
0xf3d424067cb0068babe14f47d50801cae45609a0,0.01212%,User,
0x069289a93c701629eefdd8e1d20670ad6fa4e3e5,0.00606%,User,
0x57866086b8df2c07c911c42f68fcf653253f12a4,0.01818%,User,
0xcc47a6139bdb360b01a4be89aaa0bbd57d96f0a1,0.01212%,User,
0xe30dc54f7dac3918d0d231594b9d63815ff9dc9f,0.01212%,User,
0x1190ab76a0395d09524793f4d98224ef4d0433b6,0.00606%,User,
0xa067fc884f224424113b4c2dbb95c3cf23a2dd7a,0.03636%,User,
0x1ad19c7f368e3e984b726b130ae9e5a4354f9f32,0.01212%,User,
0x7bbdb282070222d8a9e6103c2e221b66741cf635,0.01818%,User,
0xdc7412df4167429382aeaf45cd329ad608280cfb,0.01212%,User,
0x23954b3c6ca5f17c2127c1e864517981b5bbded8,0.00606%,User,
0xd08428f2532cc65c5b01ead073bc137dbe0ce6c4,0.00606%,User,
0xa4fb18754b8cd755d1d386d507dc1e04b7ab646f,0.00606%,User,
0xbf2ad8a41e083d7fa7894d199c93734b5c55790f,0.01818%,User,
0xcfffb7de4778fe34efedd34163fa766dc9bea7e2,0.00606%,User,
0x764750fe53e6d3e07b3340c65f3cb6ead431208f,0.12120%,User,
0x9ed23025aaab4331fd8157d4e23fd676dc447937,0.01212%,User,
0x67d21ebd269d61ef8cd9f0f3698869b3d818a4b5,0.08484%,User,
0x964b92f2f2aa794f7b44455ec220c01874f6fed6,0.02424%,User,
0x4eae3645fd160b04f5304290ffe8926a74054f76,0.00606%,User,
0xfcc76f093adeaa175f04d9fb310134d6a91b7eeb,0.00606%,User,
0x98e00ae29c62fdf1c724cd246d55c321b4f02619,0.00606%,User,
0x6dfe78471b53195963f881bebe3d6c73ca44b9f5,0.00606%,User,
0x565190db17c33c92b111811c760cd90fc74a435c,0.00606%,User,
0xe55ce95a57fe83d2497be597031cf59eb78597c5,0.00606%,User,
0x11831941ddde80aee756f36c6f9d3cbec4f4b3cd,0.00606%,User,
0x9a8c53bd5a03a222a46bd1a01ef8e59ae1478ec1,0.00606%,User,
0x45fa95d4bb1b3c74507a32c785476e739f832d99,0.00606%,User,
0x46baf149a8ebc99fe27ce7e65d333689b577bd1b,0.01212%,User,
0x5b1c563899a4d2038066b6139132abaedf66ac7f,0.00606%,User,
0x7061e70b88268765072520a44d0a1e326121959e,0.00606%,User,
0x58a578f371e65214aa93ae016b50d194d9c0aa42,0.00606%,User,
0x8e61a9ebd89f20bc95796bc0883739b4852af6bd,0.00606%,User,
0x0ed87256619fc6353de680dfb366eef5a33ae56b,0.00606%,User,
0x08dc4c01ce994c4ec9d9acb779f3afedda420df0,0.00606%,User,
0xfa3ac1caf5985163a06c6b7838a41c2d563e5520,0.00606%,User,
0x34ac05f37e8f43aacfd6d53aeb3774624162915a,0.06666%,User,
0x8ec1cc2823cd2f7c4d3ad3c2db8809405e83d900,0.01212%,User,
0x5e245df34c0ad035d549738186e4544247f456ca,0.01212%,User,
0xb19bb8b9da20f5b92fe5b24792c46b7bab83282c,0.00606%,User,
0x8f52cce78f88f28561fbe2c13f0b4e4cab26b3f7,0.02424%,User,
0xd5bb55c61c347e1a3e7d0645f9e0185bb8363fd6,0.00606%,User,
0x85920347f3997819a9fdf67d96c45c6c31162407,0.03030%,User,
0x2e15bb03f07a400d560a5279a12284b22969d135,0.00606%,User,
0xa2490947b30258b522b7d6fd8fabec2d21c42d57,0.00606%,User,
0x3f6e4667fec54733fb3b15993b9ce96b69b65cb3,0.01212%,User,
0x36afae44067136751afdb8b1769a2ee3e4909b84,0.00606%,User,
0xa4821d6259b5b03fd39cd0e8eb86eb6f707243e5,0.03030%,User,
0x2cb42dcc94994aef9ac166f32a259f32c8917fc8,0.00606%,User,
0x6b9179dd15b3a23a06a07f4b50ba90c54a86597b,0.01212%,User,
0x1f114fd4ddb647cbb3d2881e5a698bdf097abe44,0.01818%,User,
0x2a4696ef42d16424db404c4b8c1b5dadde909e5b,0.02424%,User,
0x54e1c1a0d0cf0bd31eda9cce20e5de6815090192,0.02424%,User,
0x59e3ca6026b7115f52237d01ffea1fd2dbac64f4,0.00606%,User,
0x2b91d232ddf9b21678f6e408c009fe85a2233b44,0.01212%,User,
0xa91c62847769f2225c92795e691c9b7eef8235c6,0.02424%,User,
0xf71d161fdc3895f21612d79f15aa819b7a3d296a,0.03636%,User,
0x56ba72d74446569f2ef8d430bc70d8b3cffd0399,0.00606%,User,
0x959ede46d57aebff5e7be1d4f6091eae9cc7b2be,0.00606%,User,
0x12bd00e60f479849376efb52f15a2ad68dc9165d,0.01212%,User,
0x848ca72c881c56a915f52bf1f022dbc0e3e7b371,0.00606%,User,
0xe7791337886f477250cbb2b65b66d90874aeb7ca,0.00606%,User,
0xd07dc8eebb924109f14be92fe9fb35fc3c4ddefb,0.01818%,User,
0xd026b2b20c1604bcfc4e4ea0adf3a7f4bfc7e1f8,0.00606%,User,
0xd01c17d7b13bb387361a719db7b4437d0e1a9f2f,0.00606%,User,
0xd6b0f9734b6ec72d46d32e95fc10d68abe32cc79,0.01212%,User,
0x0a0bcbf459910af0c7ca9a95ecb4e719ce4f9097,0.00606%,User,
0x55038f72943144983baab03a0107c9a237bd0da9,0.00606%,User,
0x8cfff8e4a7ecb4fe425a9bc33f4332e3aeeff8f1,0.00606%,User,
0x8aab6650f588d78f66aeed60404554b4f28a455c,0.02424%,User,
0xad9d07a66263594ada60656cb3bf33e11bc73adb,0.00606%,User,
0xcc1e9a91a4ce4ee275127e2c10234ad0679aa277,0.00606%,User,
0xff5f18bd974c0eb6385d455903ae8db719759b3d,0.08484%,User,
0x60928d28f5b718ee49759e2451aa2b769d9d1dd7,0.00606%,User,
0xc0bc38f472f01b71eae1942953a5d6b3946048ef,0.01212%,User,
0x7e9f74ecfa5054b8672db762a2cb977379f33628,0.00606%,User,
0x585f4fbe2d2a889c286fa71fb81d01f30773f4b1,0.00606%,User,
0x39283125fc22fd8de4f2efde23d2bbf3aff5c31b,0.02424%,User,
0xe602dec59244ec080cf84aa6ffc3526479befcdd,0.00606%,User,
0xc74cb7631f5198f0698b7f804c93491f5f077bec,0.00606%,User,
0x360dfb330a5dc0664fb44d0e6d067115a1ac7c68,0.00606%,User,
0x4592b9b6e1731c3d052f5dc1904c4b7f31433eac,0.00606%,User,
0xbe86e9a6d899fcded328dd8bda94ff556837fef8,0.00606%,User,
0xfeb41f7dc10c98fb5a7995fd9c5de7c83e02dde7,0.00606%,User,
0x5d5c3b3b27f1ec10602a2efe2a2c5228feb902f2,0.00606%,User,
0x5cead14edca0fe64dc052172c185d18848fe4e3d,0.00606%,User,
0x1c59f234ace21c1a5e640b1d645a04922c070075,0.01818%,User,
0xd164ff4c786d851a0e2d2fc1bf78370dc9cc1d80,0.01212%,User,
0xbfb3142f1ce224902a867535ab21b2559f762161,0.00606%,User,
0xa404a518987db519ddc68989580c9c28f3436d83,0.00606%,User,
0x2dab159be921f2066a183ecfe78ff78c40c3e755,0.00606%,User,
0xc0121921ffb301b0298a0a1ec546fde02b8298b2,0.01212%,User,
0x48165706701aa3fb0f84c389abdc679f2f5f0cd9,0.00606%,User,
0xbf85b9bc95ba7e3b2e8b2528c4e132d8fe475545,0.00606%,User,
0x5113a917ad4ad55ec8328f8c5e1c10d25a60bc8e,0.01212%,User,
0xaa3e62b7dd3a5df1cd9696455ea316cff9033e46,0.00606%,User,
0x0d533997f2f13c4b7dfd7ce6d971f760e634a4ce,0.01818%,User,
0x450bbcdd4546002d35f8a6a9177d3c87e498c7cb,0.00606%,User,
0xbe4a503ec01a89f630d09517a57d3c1dda48eea4,0.00606%,User,
0xdb74a4963eec2e81f6d3af9d4c6ecd6f501d52ff,0.02424%,User,
0xd9fb516da347f01a9ca45f1637fdcacb6dfbbdba,0.00606%,User,
0x432343ec75282577e656c9dcc897db2ef4ddd4cb,0.00606%,User,
0x006ab1ac7e2ba74ec74fe61eccebb6475cd76fb2,0.00606%,User,
0xe0a4a8528894006ad2cbf07da1e51c4fdb712096,0.01212%,User,
0x31a5e8c57d4b43991e3dc385e9532dd1a73609ac,0.00606%,User,
0xe3e0f2146da732ce6f92c025c961cecdf78e38eb,0.00606%,User,
0xbef44ab60861b6560db2cdbe69e1de08b39a39a1,0.00606%,User,
0x36e60e9dec1b68ff2ffc1d48126bbed7c3463dfb,0.00606%,User,
0xeeff350d770e780bf4125275e1c3ab7977d3ad16,0.00606%,User,
0x8c912b3a6da82fdce6390963a0af8c1dc745b25d,0.00606%,User,
0xaf78275fe7c3dd9fe1698963942f548a3cd32be2,0.00606%,User,
0xa199772063301bae9a39f0065ca07084b5cc84de,0.00606%,User,
0x69d6573fbc0920075d3987806992d7c13ce0721b,0.00606%,User,
0xcdb94483fd83af0e756ceee48fff3a96934303ab,0.00606%,User,
0xcc8f68201612cb2dbb77b91f53c482621998e2e3,0.00606%,User,
0xd027622116cf380f05619fa2d3059193329f6625,0.01212%,User,
0x039c6eef33e7e26313e70a7d8b77cc565b16ed8a,0.00606%,User,
0x427820ce4288109cf2ac8e92a2e01a9859a34a8d,0.05454%,User,
0x0fcb87c545aa0b872a6a4531911e7e51d3df450c,0.02424%,User,
0x5324880a95cb0343f5027786699776ab844e3353,0.00606%,User,
0x3bcadea43e7a69edf603838f3e36a78df04b0153,0.00606%,User,
0x5d31f8a395c0922f91b43d393bf9ca844fe91b11,0.03030%,User,
0x6bdd2820955de11953954a1dae7340471b5e2fbf,0.00606%,User,
0x77d4c253b846164ae95c025ddfb023e7bf0a6559,0.00606%,User,
0x2e7e9aa546640b06274ec6dbd291491f85a5c4d5,0.01212%,User,
0x9d889001e69f7e5b52a213678d3504fde8a5df8e,0.01818%,User,
0x593bee91ebe3a42e809d07189fcebf9ca0414447,0.00606%,User,
0x5e507f10f245ee1e401991bce1d3186b07b8b647,0.00606%,User,
0x0d6965c3217809c9eeac71fc66c54e98d04484e8,0.00606%,User,
0x67ab3a73ec28eeca6f3bd21a78bedff8fd126bee,0.01818%,User,
0x5c7af7bfd94cb9daebde66ed922a34d68949ee20,0.02424%,User,
0x72703b554a7089f93ff1fc6cc6c0e623900a7b80,0.01212%,User,
0x56c69ca15381f1ffcab9d10db5fcd3f60a594b89,0.00606%,User,
0xfa87a118ea8f00dcab835915e4bf28cdc50d4269,0.01212%,User,
0x7f82e84c2021a311131e894ceff475047ded4673,0.00606%,User,
0x1f1816bbc3b19df55acf2ebf93088d34ad43e4b7,0.01212%,User,
0x6d58943e9181b878470b6a12854cdc9772941185,0.00606%,User,
0x0cd2a4499df8635d731497961be028531ad4c68c,0.05454%,User,
0xd8ae1c126156b256a7868a2c23599121cf3b1219,0.00606%,User,
0x4e8eb6328d8ba50a5749e973a641e543ed4eb738,0.00606%,User,
0x0b179526d76a6f2fb9d0f0b34e82c56c65cb3cf4,0.00606%,User,
0xb98bc18e3495c8537de2636f9650fbc131ff022f,0.00606%,User,
0x34765b24bb5da0c54060832ab4a0923409869427,0.00606%,User,
0xc95dacc7a2982231ffafde310b136b2e7187fab6,0.00606%,User,
0x10e1fbc2ab045dc3e1bcb5f7b6b80f763a16bf64,0.10938%,User,
0xf7285ba5e86aa9ba5b13f8e5e34d398b10adbcb3,0.00606%,User,
0x499938224257e8850bcb181d291f22a0c3dc617a,0.00606%,User,
0x8745329ee9c4f81ed47823fe30b8c130784114a1,0.00606%,User,
0x8c55f55b3a53a9200e9dde31fdbfff2b128f9627,0.00606%,User,
0xeec2b95c6afe714e6fdb1daa5c9252c856ad454b,0.00606%,User,
0x22dfb5110938a6088451aaf8a94c18591d55403a,0.00606%,User,
0x454e097a9728c506bc1436ef2a64f07b70899a10,0.01818%,User,
0xc16f57fc3205de75d462d5ba3afce03823a3e892,0.00606%,User,
0x6749dcf0c3473b356f9c9436e77b8c630bb1a956,0.00606%,User,
undefined,0.01818%,User,
0x35e6cb9168b32bedc85d30d1e7dcde68c64f6bb0,0.00606%,User,
0xde94f862840d211f0f4e49a4e265fde3a974115a,0.00606%,User,
0xf807dc0c456be9bc89c011d79d5d3d4e2a3f0330,0.00606%,User,
0xc9685ce577604943db0ed971e7f0823874f0af8a,0.00606%,User,
0x3eb7b88c0b2644911afaf2f1844956c0d9ba8d95,0.00606%,User,
0x8c582889cea32228fbb9b7f34ecdefdb7be53bc7,0.01212%,User,
0x9b921fad875b06183d3992a125026c89915d71f6,0.01212%,User,
0x56caab5b0a7dcf32261bad5da3f8b9133bff08d2,0.09090%,User,
0xdabf8920e4e9abb5431b800395236ca105e016d5,0.01212%,User,
0xfdb95401851dc27699e6ba13b866b3ef20de34f7,0.00606%,User,
0xb9089d37fa314b88d5e5241e5eaa77928eb2a05a,0.01212%,User,
0x1a9836f6dcc253332ee707bd9808ab3d79d973d5,0.01818%,User,
0xbe77ff9ba31a1ff533bd1206f1afaa2dfd6e18e6,0.00606%,User,
0x972b4e216d37fa093f29940196264eeb216dd686,0.00606%,User,
0x7f26f15eb50f5e27b1eba363bd0e9aa92f6c5532,0.00606%,User,
0x5b6166e41f1e3e5d5575c7a486385af86f489c73,0.00606%,User,
0x3df6c1d54ad103233b3c74a12042f67239d69f70,0.05454%,User,
0x8dc4158004be7c7b2b31d8c5ac6678fd69c8328b,0.00606%,User,
0x732ff781bcfeffeeda603568f5e1af95375fd5f0,0.01212%,User,
0x6aeeeda2be903dc17b598d336c14df74dac8c44b,0.00606%,User,
0x9cd4d22280f0e79fadf22e6c5c25f793f661a5ae,0.00606%,User,
0x2533a962d87e3110415436008bafe3814345f71b,0.00606%,User,
0x6dd95fc28d5eca89e8170e609e46414a829b0457,0.00606%,User,
0xe4e26de320cfae0e083da2fdb69b7efd5cecce18,0.00606%,User,
0xdba7e3bd27f4af484d2d73896193e4645a2a04ab,0.00606%,User,
0x87d9d73f1d0677f9124e2a9a2c889c274fcca865,0.01212%,User,
0x969eeca10cc895acc6631fbe27439889963d3f9d,0.00606%,User,
0x7fdb53e5f48d34ea337ee6d4554fb46ced8fa04e,0.00606%,User,
0x493ee14a4b758ff63db3eb004ab6271ffed2ed11,0.00606%,User,
0xc651a0b5dbfb38df9cd61ca03f4ab347c1afc908,0.00606%,User,
0x2aa4412e30164a6a6ac5181d3da2ca2273858077,0.02424%,User,
0xceb775d4b09c2fba2fe51efcab6e39a7da1528c3,0.00606%,User,
0xea4007a31d9a81c52c5a5106dfca203000e4e885,0.00606%,User,
0xd9d6340723a92b6f729cba597a94dee9d895ec53,0.01212%,User,
0x5f3cfa4623ef040d2fcafd39cc79001d4ee7da00,0.00606%,User,
0x0e41fc7496fa88e245a8b23ff607b2ce7faff85a,0.00606%,User,
0xb080785597e52cb63ffe3002b974e9f0b3bf7333,0.00606%,User,
0x9199678249ccd7114439ed735c9d013832c1defd,0.09696%,User,
0x951192d3d10c40b29a9a72b48ec365689ec6084d,0.02424%,User,
0x6f8adc605edf0da9f3970d12405e8e47e9ac7454,0.00606%,User,
0x98208be6e4c714acfa00ba33de0eaab9af8761fa,0.00606%,User,
0x9d51d540e299efdbc46a14e12fd0f43110a3621e,0.00606%,User,
0x1b987cd8d171ba7bcef0fb30f303826cb0207126,0.00606%,User,
0x842a0857e3b035b5f7ff6ce7c7ef9023703ea467,0.00606%,User,
0x302c04313da15b46cd8b5109a29b8230760151c5,0.01212%,User,
0x289c8cf9425a8fa40467360c23f0efb0fd719773,0.05484%,User,
0xb017d9a1934d183ba75eefd75623e0ed761bc31d,0.00606%,User,
0xe495dbad33e6cf805db41b0599ef06d26b49af3e,0.00606%,User,
0xcb8e55d14bb840bdb1a0bc88dec2f4670badc719,0.01818%,User,
0x7c12aa6338f76b0685cbafc436ad7b1f860bd29c,0.00606%,User,
0x4c7bf7692ae930324c4830e88984f9a2094f9ae5,0.02424%,User,
0x1a211ec88594870df64b448ee9416cc547790ddc,0.00606%,User,
0x923d395860cb753ea4a7c536a04c16dd94225d2e,0.00606%,User,
0xaa017a8b04b7ddfb05ac85ccc055ad81ea87e65c,0.00606%,User,
0xc91b90209e7302fb16f1231d116df8b5ca980965,0.00606%,User,
0x9f3da4cfa73f047ca3717b3b44c90d650e7b7342,0.00606%,User,
0x47e4cbf7382fe76e228166d16ae91e9a5fcd7c1f,0.00606%,User,
