Addresses ,Allocation % ,Type ,Sum
0x4d5f3e63888525fd474037b8525dc7972bf09280,0.074074074074074%,Bridge User,
0x69e5a0ecc3b2c43dc7b9957beb67051cf86ce6a3,0.074074074074074%,Bridge User,
0xd9995cd5a24889b280ef0cc9a8eaf28d79438bc6,0.074074074074074%,Bridge User,
0x7909d72df53b939f37ecdaac3b021dce4168f860,0.074074074074074%,Bridge User,
0x5d2eb39568b273cd458d0d1b4b9ed5c32e9f25af,0.074074074074074%,Bridge User,
0x301382131cf0eed9307427dd2f996310ee1c29e3,0.074074074074074%,Bridge User,
0x079e97a25d469a6908e6f52224bdae8755633c5f,0.074074074074074%,Bridge User,
0xe0014ea1c0040d4acbc087617a457975ff44381e,0.074074074074074%,Bridge User,
0x15e36420e0c8a75264916ea341642f4acd4db83e,0.074074074074074%,Bridge User,
0xbf6ea26a83c2fd722a54ff2eb0955831be92dd07,0.074074074074074%,Bridge User,
0xc6e0fc25b114bb4ebcd35d7473f463e31f46b248,0.074074074074074%,Bridge User,
0x3ae279f7ba5b4bd451eb9dd27bebbb7152847a1d,0.074074074074074%,Bridge User,
0xd42f5ffdbf974e22500d5e9095d339cb1c689166,0.074074074074074%,Bridge User,
0x19385aaba14e7248a1014c222919a2b3d0177dd0,0.074074074074074%,Bridge User,
0x2f1e5295e5764a3931061d62df2c45e4316f11eb,0.074074074074074%,Bridge User,
0x26a49c0810f71ae2caa0bfa22841a986f5976cf1,0.074074074074074%,Bridge User,
0x1ba77ea9594efd435a23c5bc2da8d00c78894c5c,0.074074074074074%,Bridge User,
0xbadc797ff3b5c14e9020ddedac1cbd5835d3d1a6,0.074074074074074%,Bridge User,
0x4c8605691a4500f4383c15f245d607a74a783693,0.074074074074074%,Bridge User,
0xd0702fd5da78f3ce9267753d77d0da9f17043c24,0.074074074074074%,Bridge User,
0xd93c2ae61376f3d129522a7fb0419dd371916d90,0.074074074074074%,Bridge User,
0x678652bdb4899e95654a83333f0031eb586636ed,0.074074074074074%,Bridge User,
0xe43420e1f83530aaf8ad94e6904fdbdc3556da2b,0.074074074074074%,Bridge User,
0xb3ffde53f0076295f2c183f13b4a07de288df61d,0.074074074074074%,Bridge User,
0x29F82d09C2AfD12f3c10ee49CD713331f4A7228E,0.074074074074074%,Bridge User,
0x15e36420e0C8A75264916EA341642F4ACD4Db83e,0.074074074074074%,Bridge User,
0x05e98101b5c3cb4e8674a154648847f76f243c29,0.074074074074074%,Bridge User,
0xab601f86b3ecef94d0f43ea71b0d7b39a13e22d2,0.074074074074074%,Bridge User,
0xb14d56ce29dade0316ea5df06d491636a7c4f3c8,0.074074074074074%,Bridge User,
0x18f7a7ad23163c5ea7d5c059c1a98c3ce57cb5c0,0.074074074074074%,Bridge User,
0xc926ddba8b7617dbc65712f20cf8e1b58b8598d3,0.074074074074074%,Bridge User,
0xcd06c2b84cd3be49899cdfb58a99ee4a7fd96f18,0.074074074074074%,Bridge User,
0x0321af2f18c342ffe2fff847a0988b4c56bc2883,0.074074074074074%,Bridge User,
0x3ea81e57226d4386ad441683f0ebb63595ee91fb,0.074074074074074%,Bridge User,
0x4eae679eeb260133ddd0424b816a983a35b6e4c2,0.074074074074074%,Bridge User,
0x2de9d6f84e28f3a347b97c6a3db51d366e65ba4c,0.074074074074074%,Bridge User,
0x78ce6fbcd79adab0469ac25504893bfbbbb9616f,0.074074074074074%,Bridge User,
0x80ef93663b39a839ce09a965b06bbf9a9f671a9b,0.074074074074074%,Bridge User,
0x615b12d8de9d8c649de8b5813e23ba11b3f15aff,0.074074074074074%,Bridge User,
0xddd9e74703ee3dfa959c94b2e591ed9349939a32,0.074074074074074%,Bridge User,
0x6aa6316c1a1d78a14899f45d39a45c5fd92be9a3,0.074074074074074%,Bridge User,
0xdb012f63fcad8765fcd1514ba7fce621c5577892,0.074074074074074%,Bridge User,
0x3dfaedfe38c3f3c10596c974bdc9ed92e76d01fb,0.074074074074074%,Bridge User,
0xabc3e023faacb285f89b4618dd294cbe54e40f04,0.074074074074074%,Bridge User,
0x0c2a6ab3c392bbb3c571a1b33014d99c214f4e4e,0.074074074074074%,Bridge User,
0x0db183c486fb5966d7b131f1e5f763ef931f52d0,0.074074074074074%,Bridge User,
0xedb4134b88694e350bd3fd953ce49fb1015bde01,0.074074074074074%,Bridge User,
0xa4c8d9e4ec5f2831701a81389465498b83f9457d,0.074074074074074%,Bridge User,
0xed33f24f7a708ceb27f758612227d903b6ae395c,0.074074074074074%,Bridge User,
0xfc0b6342df28fa058fc207a1ea504bc564c36314,0.074074074074074%,Bridge User,
0x35f448644c86dbda241ecb57f18a15c80f35a066,0.074074074074074%,Bridge User,
0xe1c70e0e9233b730228e17ae68a2d5281db4740e,0.074074074074074%,Bridge User,
0x2cb60fc24a543fbcdabe5e87ea90b28b5c444fb8,0.074074074074074%,Bridge User,
0x091c22b75c478726f6752fcca80d56e612c11d53,0.074074074074074%,Bridge User,
0x4460c8c57b8094d64076e6c26711c3b65554c8d9,0.074074074074074%,Bridge User,
0x442bb41e499bb21afc6a42327c9e257a7d09872e,0.074074074074074%,Bridge User,
0x10caa0054d874799510154f9906e2887602c25ea,0.074074074074074%,Bridge User,
0x75941b00d0b7313a007e0db53ead2cd9e2c16722,0.074074074074074%,Bridge User,
0x5b0b45ac0842357b8ba9330f07e09af2fc548acd,0.074074074074074%,Bridge User,
0xfd906200bc4663c58df9ccc23a74a5d701e68fa1,0.074074074074074%,Bridge User,
0xe83e73565ed8b0cf31c17e4e713aabcf7a5cae69,0.074074074074074%,Bridge User,
0xa5e8eb3fe57369bcda21c376b18d07a236d54ffd,0.074074074074074%,Bridge User,
0x704ee15afe87130f51e2ed34a87a72590a855913,0.074074074074074%,Bridge User,
0xeff0e3108f2c00ab7852248bc3887964e243c9e8,0.074074074074074%,Bridge User,
0x3540849e0e3322fcaf4ef1aebb2d78b4b7eeea8c,0.074074074074074%,Bridge User,
0x6fb47c08c716dcb8cdf964f0c95bfc2c82206fcb,0.074074074074074%,Bridge User,
0x54207bdd0b6b1daa5bd98c0c8c2ebdef65f63a3b,0.074074074074074%,Bridge User,
0x6f9ac5b3fa4308620c6763d9aa5a65446e75f5b5,0.074074074074074%,Bridge User,
0xc06741a532e54192c23f7e306603fbdb70eabb85,0.074074074074074%,Bridge User,
0x5dd596c901987a2b28c38a9c1dfbf86fffc15d77,0.074074074074074%,Bridge User,
0x05e70979fd3355133f91fc7c6597a8274169b3be,0.074074074074074%,Bridge User,
0x31d3243cfb54b34fc9c73e1cb1137124bd6b13e1,0.074074074074074%,Bridge User,
0x330bab385492b88ce5bba93b581ed808b00e6189,0.074074074074074%,Bridge User,
0xd3f85ade70adf48ed17c8cb182b8b1aff542e51f,0.074074074074074%,Bridge User,
0x8d8a235b5352a36f9712089badb31a9a2d972208,0.074074074074074%,Bridge User,
0x9aa4e6641fefd0764bfebdeda637e7782d7ed4dc,0.074074074074074%,Bridge User,
0x3c6dfb5d608c4849d289d81d8bfccbd48d86d0a8,0.074074074074074%,Bridge User,
0x96e3e323966713a1f56dbb5d5bfabb28b2e4b428,0.074074074074074%,Bridge User,
0x7cc19138308c6efdc407c186afe77fb5e811f435,0.074074074074074%,Bridge User,
0x47a11b9b6eb71f047d797e44e6ba508eba9f2e16,0.074074074074074%,Bridge User,
0x920ee2d2c60ccfb58ed37326bade62f63f15c902,0.074074074074074%,Bridge User,
0xccb8e090fe070945cc0131a075b6e1ea8f208812,0.074074074074074%,Bridge User,
0x51d2438ce5fd7437c51eae1edd49e0e771f50f85,0.074074074074074%,Bridge User,
0xd56ee5ba5a52e15f309108bdd6247c69b4f624c2,0.074074074074074%,Bridge User,
0xf311c2d3d0cb079fefaffc2baacd2131afad9116,0.074074074074074%,Bridge User,
0x17ea85484cd4e97be63fc02f20a196edeaa937a9,0.074074074074074%,Bridge User,
0x6d33ecd723155522d597682df1f0ac10e7d7d9ed,0.074074074074074%,Bridge User,
0x73e3766c7e445ddeb11787d61e8000a0c52fb739,0.074074074074074%,Bridge User,
0xb8c324554f8bcd001584aa3917ef9f5f6d3a3053,0.074074074074074%,Bridge User,
0x40df29ea1b71e9b73130636ff884fcfa46043850,0.074074074074074%,Bridge User,
0x92d1299a21311c53a9683d9481dc10476ec275d0,0.074074074074074%,Bridge User,
0x4587a91c848a7977aa6df973e0227dfe0e4584af,0.074074074074074%,Bridge User,
0x969d1a8165ca87e651f34758376b9b29b4e9bb92,0.074074074074074%,Bridge User,
0xeac027528cdfc707ac4e7543d613f5a02e986212,0.074074074074074%,Bridge User,
0x9030d5c596d636eefc8f0ad7b2788ae7e9ef3d46,0.074074074074074%,Bridge User,
0x2b44d9764fbbd2b07fbc48212aee4da331806062,0.074074074074074%,Bridge User,
0x7d3368e90a4e5ad8e46d5fe91f82319f1db639f4,0.074074074074074%,Bridge User,
0x5b9effdcbd65946f2b143725dc244563248aa4ee,0.074074074074074%,Bridge User,
0xf3297d354b7a8c594a54154c7dc03d924b6c87c9,0.074074074074074%,Bridge User,
0x8658ccc0732959a37f303173e29180273b3faf88,0.074074074074074%,Bridge User,
0xca915df44c11f897c28b4679806e8ad602975646,0.074074074074074%,Bridge User,
0x73ea5b1ab2f4a36556b0a57381ed0101643615f3,0.074074074074074%,Bridge User,
0x681790189ed7ff6df59b4b1f760f9546e7e04732,0.074074074074074%,Bridge User,
0xc960f674782bc70582f23bb740d0e1e90367ef0f,0.074074074074074%,Bridge User,
0x2aeed6ca25ec5974898c68847cc7c1aced0116a9,0.074074074074074%,Bridge User,
0xf1e8c709754ddf2ed4a489aa94545efcd6418232,0.074074074074074%,Bridge User,
0xfdd9c213dafcae58adebab081f003e649482f1b9,0.074074074074074%,Bridge User,
0x9b3535523fbcd28afb1c7406d2f2d4d748431bc7,0.074074074074074%,Bridge User,
0x2078F57dd24ABaF9cC74809bEe91d45b50824f10,0.074074074074074%,Bridge User,
