Addresses ,Allocation % ,Type,Sum
0x72e1875a08339cc9fd5cdd4093803c2c3411e13c,0.0046003450258769%,Bridge User,
0x458dd27659c9bb0ab216b422ecde3ad5adde21f8,0.0046003450258769%,Bridge User,
0xe69accc2849466bb028d03535cf7698d6cf639eb,0.0046003450258769%,Bridge User,
0xb42cd13d0b53088e1685ed7f6c78066b243f42f9,0.0046003450258769%,Bridge User,
0x2142248bda0d9613baf9df848bbefd8eac723d3e,0.0046003450258769%,Bridge User,
0xf8fecf84b7dba0dca2bcaaddc205bf508edcb95c,0.0046003450258769%,Bridge User,
0x8562e4199743671322652dd7955920d7bb0fd372,0.0046003450258769%,Bridge User,
0x9416dbc1d51010a8309339a8d0be08a007555dc8,0.0046003450258769%,Bridge User,
0x22d8037b01f91d57eb4bf2a8cf7a6d109388964f,0.0046003450258769%,Bridge User,
0x85ee7b2f099578e4d4a4358a60dee344d02b2f38,0.0046003450258769%,Bridge User,
0xea911a4588b36aeb1dab90ae3fb58b6c44a37191,0.0046003450258769%,Bridge User,
0x171a2e8ded2270ac975211a875cdeb24d0f2d679,0.0046003450258769%,Bridge User,
0x6001d26436986706ff19c35478f97e0c43846470,0.0046003450258769%,Bridge User,
0x5c981bbc7d31f546bfd5d490b26f1ce7e47b6e74,0.0046003450258769%,Bridge User,
0x785410d5b9cc25ba6025dc4b924d0dc23a007b83,0.0046003450258769%,Bridge User,
0x49a0008ded58fbd1754087ae99b61a82eef88dc7,0.0046003450258769%,Bridge User,
0xc92254aa416fe1966736f5ba3da460f527f361d5,0.0046003450258769%,Bridge User,
0x5362e287490da3c7593338059b7fd434496e4625,0.0046003450258769%,Bridge User,
0x1cd75b16d57c0417d81c6f96930f68e91ccaab20,0.0046003450258769%,Bridge User,
0x73e76983f1b989da9a5ad2e927d7b1ed4552d9f1,0.0046003450258769%,Bridge User,
0x310e4962aaa6701ac0d65efc59a8ef210ffcaca4,0.0046003450258769%,Bridge User,
0x525a0ca6734ea0afb4dfb6195b9afbfe26ca512b,0.0046003450258769%,Bridge User,
0xd97b701fc439844e121c114fa85518b254456a6c,0.0046003450258769%,Bridge User,
0x13eb298b4e450c809c97841a5ca88a13964d3f85,0.0046003450258769%,Bridge User,
0xc44df2d97caa46cc30d299e4df60859ab86ee2f8,0.0046003450258769%,Bridge User,
0x067ec1d16366bab38f4c3d3b6d4d6f21fc950a51,0.0046003450258769%,Bridge User,
0x992e4e815db5f07396342efa32aa514fb657bbb3,0.0046003450258769%,Bridge User,
0x030bf6f4a27570e82477eb8a52f33fc3a9011bf9,0.0046003450258769%,Bridge User,
0x70e7fada72d49cbedb8f6e07529f9ca8ea2f8ab9,0.0046003450258769%,Bridge User,
0x13a8020f5299443d8ae0d0bb59e6e3346b26c4fb,0.0046003450258769%,Bridge User,
0x5cb757d81cbccd6953c8fa4337a4830778ffe9a6,0.0046003450258769%,Bridge User,
0x5c9f3349b031b119f69a8c5cfe8d385102dcfda0,0.0046003450258769%,Bridge User,
0xf01a0d707b01594a139ca07b4ea20a8fa9c02f27,0.0046003450258769%,Bridge User,
0x7c8226dd6ca6d1cfd06d8d5b69ee9e194f5216d5,0.0046003450258769%,Bridge User,
0x984e388b9e7ed671d752fa6a07940ff4e6473580,0.0046003450258769%,Bridge User,
0x313a8e80959c5117a35c410022e8df0f12efc44d,0.0046003450258769%,Bridge User,
0xf9726ec833b7a4faf0965824bfe38f986005c3c0,0.0046003450258769%,Bridge User,
0xcb608815d2f8ca0ffaae3294b0e4301ed8202328,0.0046003450258769%,Bridge User,
0xb43cda0b90dd3b8469376ce34fc8bfa5fb731dfb,0.0046003450258769%,Bridge User,
0xad7a2f9b7303880dabd4664024306f9c6b1c7e72,0.0046003450258769%,Bridge User,
0x80643e0d8a26a24130ae246b60aff791d17080c9,0.0046003450258769%,Bridge User,
0xe4ad6f76d134d093ed24213e9da78e1dc224c811,0.0046003450258769%,Bridge User,
0x59d4fbdb1f8a786cf9fde0b9554612bd60277455,0.0046003450258769%,Bridge User,
0xb5aa89b6ba8901c33b27110c5ef5660b48127c08,0.0046003450258769%,Bridge User,
0x1be64ed790ee2482dff8623dc49ef3f840c65649,0.0046003450258769%,Bridge User,
0x8bca894c5d844b15c951ef29005bafe9dfed79cd,0.0046003450258769%,Bridge User,
0x0af6fd73875ace0426d8b5793bb2a49d7c3fbc52,0.0046003450258769%,Bridge User,
0x5ec930f603630eb63c1731fc10a1b238bcc72052,0.0046003450258769%,Bridge User,
0x034a3c7f916c8856113f3074099c48165b2c5e92,0.0046003450258769%,Bridge User,
0x93059a1683f5d250e739811ae783b06a6e89eeb2,0.0046003450258769%,Bridge User,
0xfded82a1077ae64bc2c03f6551e9d4e9f492589e,0.0046003450258769%,Bridge User,
0x25369343846e3626ba2bfbc31073a65ea023b73a,0.0046003450258769%,Bridge User,
0x2b422d129c59b45409826d1fc6726c35c7215fe5,0.0046003450258769%,Bridge User,
0x8e5b87e44f62f5e977911836216e5a0d866e4983,0.0046003450258769%,Bridge User,
0x0273a8124628beed296e1a7ce4d1070f52cc145a,0.0046003450258769%,Bridge User,
0xc6887fb0f16eaf8e6a4a4cd9b5f3ea7f3d1e1901,0.0046003450258769%,Bridge User,
0x9d3271d5e6bd12ac99110ac14182ef30d0243997,0.0046003450258769%,Bridge User,
0x17569195bd1b6e898e546559788e0b9210c7149b,0.0046003450258769%,Bridge User,
0x5973fb2d59a6af78de49b11063be3e3099a7c770,0.0046003450258769%,Bridge User,
0x2ad7bfb714091761766bd5d595c23bdf5a2a25f6,0.0046003450258769%,Bridge User,
0x7c35b8c106892b89b3bd4f3c9df3fbd1d8ea645a,0.0046003450258769%,Bridge User,
