,,,,
,Distribution Plan,,,
,Address,Allocation (%),Address classification,Sum
,0X50ED348F85DE0772A61FF63BBE33DF8DB30DE1B2,0.4125000%,OFT holder,
,0X7F2FCCAF717128BDF5EFABD67A8EA9A812D5813E,0.4119000%,OFT holder,
,0X07A1F6FC89223C5EBD4E4DDAE89AC97629856A0F,0.3989000%,OFT holder,
,0X3BE433563A96C726D8CE0A17DAC1ADAA4EBD95A1,0.3818000%,OFT holder,
,0X5E0B8FA0927EFDCECF09D922DBB32C474065ADB8,0.3614000%,OFT holder,
,0X7D9F5398BB4C8967F71BA2E8B09BF2AA4746B809,0.3452000%,OFT holder,
,0X6439F5D99C85A66A3DE6D2CEE73CCC4E2B011AEE,0.3347000%,OFT holder,
,0X2CEA91416B0A752BF9A4B407FF46206D67CCD413,0.3322000%,OFT holder,
,0X8061199A31983A077E691C08B2263A4CF5C24093,0.3314000%,OFT holder,
,0X646985BBB677653E5768139D354CA706F1858FCF,0.3253000%,OFT holder,
,0X0E04CAB2146752790F9D4A7D68806D0531F967CA,0.3188000%,OFT holder,
,0X23F3B6A30E4157F3B0D84EAC9B894A5A72B76F9C,0.3133000%,OFT holder,
,0XFAC2F11BA2577D5122DC1EC5301D35B16688251E,0.3122000%,OFT holder,
,0X8B530CF9BD553547FC98B2DA976B62FC3AC3B150,0.2950000%,OFT holder,
,0X7FFE7DC1D0F21822FB634FA5AFE84D848A0699A7,0.2842000%,OFT holder,
,0X0E7518B332F469A6A2F59E690F225CEF5157CCA9,0.2813000%,OFT holder,
,0X16B946273A1672D4BF213718F573F2F6AD1C874D,0.2798000%,OFT holder,
,0X731F0F8C352C49BBBF8228FCB8DDF1938043A283,0.2624000%,OFT holder,
,0X8EF29B28ADBBEAFBD5B11202121230B9400F9887,0.2563000%,OFT holder,
,0X4C880731F80C34B625CF0AF0BF3008CDE6B7A6C5,0.2371000%,OFT holder,
,0XA47DCC127BD2487B01477D8E381DCED5DE5E5033,0.2362000%,OFT holder,
,0X04B8FBBE534B616D12ADC6A918FE4E9420612169,0.2345000%,OFT holder,
,0X452A9B8CDE503A041DE5586D64247843DAC5CA57,0.2337000%,OFT holder,
,0X3EFEC9925973AFE87CBFE219DFE31FBBA4266369,0.2256000%,OFT holder,
,0XDF29EE8F6D1B407808EB0270F5B128DC28303684,0.2037000%,OFT holder,
,0X6199E5FA5F627FFE703291418DF9683C3608AB8B,0.2033000%,OFT holder,
,0X50CD4175E0BB2CC85C225911096DBDD01DD14926,0.1871000%,OFT holder,
,0X78BFA2A0241804733C58091D431B5A840D9D6F73,0.1752000%,OFT holder,
,0XBF1F078C2B90F29247468801BE0483ED1761530F,0.1644000%,OFT holder,
,0XD4F9FE0039DA59E6DDB21BBB6E84E0C9E83D73ED,0.1632000%,OFT holder,
,0X6580B4A8AF96532EEE64FC7079CA9DCD3DD1B815,0.1624000%,OFT holder,
,0XF62A267A6831D3612A22EC108D2F2BB41E01CACE,0.1618000%,OFT holder,
,0X562F019E21EFF3DBA7401A569FDC7676ABFA4BC6,0.1502000%,OFT holder,
,0X3C92A5C0927D1C913B05102DBB590B27AE2ACBD0,0.1411000%,OFT holder,
,0X69D08A457B0FF73291E0CB741CB863825561F616,0.1357000%,OFT holder,
,0X67227455755E26F20D0F571D9E25160EE5A3F123,0.1204000%,OFT holder,
,0X4B93552006B4CD69BCA0AF31338286E0D0E5EF84,0.1172000%,OFT holder,
,0XD8DE4C018FADB5A0CCCACB3EBD6A3FE916F224F6,0.1143000%,OFT holder,
,0XD2B3CC8BA7C3FFF4CE7FF54C4473F23521347737,0.1138000%,OFT holder,
,0X1992693A0BC5FFB6B46802CB9B67281307FBA0EF,0.1107000%,OFT holder,
,0X9C0D1F4A029C46265831D120DEE9CDC72F0AB3C3,0.1096000%,OFT holder,
,0XC69ADCA4485C0C494F34E9AA6B0A31F343F76411,0.1054000%,OFT holder,
,0XA069F2204CAB4862C861925AD40B113D158A5E2F,0.1003000%,OFT holder,
,0XCC4DC4C0775016262812CBA808AECC0875CC8BF3,0.0989000%,OFT holder,
,0X042796806943301623F76C2F5F1ED311372E12DF,0.0989000%,OFT holder,
,0X5E5C6D8B249AA32C9E087FE714E89060E150FA76,0.0976000%,OFT holder,
,0X68A225D8B7507DE5419CD09C8B9F8D943B05AF8B,0.0975000%,OFT holder,
,0X53E213DA8C28D85DC6663C3B5E35BB0FFBB05752,0.0916000%,OFT holder,
,0XC26A6C794E1413ADBCCDAAF2E12D8DF79DC84675,0.0863000%,OFT holder,
,0XF930EBBD05EF8B25B1797B9B2109DDC9B0D43063,0.0852000%,OFT holder,
,0X72EB41AE7F943445DA9932662D31A06D56A3CFAA,0.0849000%,OFT holder,
,0XCE83A1EE50813ED5F7816B82B1FB6250CEEBEECF,0.0818000%,OFT holder,
,0X8CC8AA103BFE1CD8755DC80C64539370B587909F,0.0808000%,OFT holder,
,0X5CFE3929F77B7FB71D77A9DF6A828043C2123671,0.0795000%,OFT holder,
,0X329BCB8E3B4447AF63C5D67A91CE5D2591CB5679,0.0794000%,OFT holder,
,0XFA4DFBE7B012B1D92FDD5544F30518BB58BD41CE,0.0788000%,OFT holder,
,0X101D88A0F5FFEE6879070A11EB20A2FFA3E1074E,0.0778000%,OFT holder,
,0X536AD22CFA6A5E53E827725B7FED569F350F77FD,0.0776000%,OFT holder,
,0X68A9DE87E83C41E8BC065F08A75245F337C23D6F,0.0763000%,OFT holder,
,0X8D9A145868C5B5B54260BE1F0113F086B87D61E0,0.0741000%,OFT holder,
,0X605572243C30AF7493707C9C8E8AA2EE25537E9A,0.0730000%,OFT holder,
,0X6DFD648529F19A276C8FA7A54D4F38A2D51D8E56,0.0726000%,OFT holder,
,0X0EA7DD4F92DC0C486D89E19198B82081DBAC0632,0.0673000%,OFT holder,
,0XDE13A331ADF3B9B6F32017BC63DFF2F61A926A5A,0.0672000%,OFT holder,
,0XF10A1A66F1B9C8A180CCEE398F8357BF68509429,0.0663000%,OFT holder,
,0XD7676AA78C84DF722CE2553DFD4CC002EB41391A,0.0654000%,OFT holder,
,0XB4C01692548FE2BAE391C90E6888E56ED5C920C2,0.0619000%,OFT holder,
,0X6ECDAB45023D14D57C5D09E9F8A4A3782B0FD2FE,0.0619000%,OFT holder,
,0X3EA59CB8AC06B6D5E691EE92069676B3AB8AB5D6,0.0612000%,OFT holder,
,0XF99983C1B128B87BED9AE10EC19DF12FEFDEB822,0.0606000%,OFT holder,
,0X225BC778FF20A3B50A06E9A2FFADF7CCD5D7728E,0.0597000%,OFT holder,
,0X977B57CD769D95A82828752ACE91FA153FA78FAF,0.0597000%,OFT holder,
,0X2AF2B2E485E1854FD71590C7FFD104DB0F66F8A6,0.0591000%,OFT holder,
,0X8199117A9580A98E40B732B735FC42753422F981,0.0580000%,OFT holder,
,0XAC92F8EF4F6E3872D0EF54E6680BE091E0C7A10A,0.0573000%,OFT holder,
,0X71500B422B9EC503CB7F01F91CD666EA7C07DDDB,0.0561000%,OFT holder,
,0XD35A2894063872A9EA003EC4B32163CC6C21A56D,0.0561000%,OFT holder,
,0XDB611D682CB1AD72FCBACD944A8A6E2606A6D158,0.0556000%,OFT holder,
,0XE39FCB060254192C4D4889DB9F36F070B65D3A2E,0.0552000%,OFT holder,
,0X0A9EA1ADEED852CC2DC59038503878F5B13EC0F4,0.0550000%,OFT holder,
,0X3AC892A09165516D98EC9C02B95FF840AB4BADAE,0.0537000%,OFT holder,
,0X8091D967F40A1A5492A867CBEAF553CC43A208C7,0.0532000%,OFT holder,
,0XB957DCCAA1CCFB1EB78B495B499801D591D8A403,0.0527000%,OFT holder,
,0X3ED364CDC2C4A32391A6C127FD7AE4721206D4CF,0.0523000%,OFT holder,
,0X138DF85038D8E72A391DA7C686F95D9FE2E0C9F9,0.0522000%,OFT holder,
,0X9920B54BBA40814D1D8C291F3C313CEC1F9CA056,0.0506000%,OFT holder,
,0X40EF9D43950C742B6CF76A560D7A415206A40037,0.0502000%,OFT holder,
,0X96FF8349F8E24FFD48C5252E2DC5FBFF2C1C31FC,0.0498000%,OFT holder,
,0X61BBEBE9E0BD2E42E91B7145DD3BF1BCD5BA4179,0.0491000%,OFT holder,
,0X3D7E6B697E3165C6D83E4C502A70236A3BFC3ECE,0.0483000%,OFT holder,
,0X5E0679B7B4C32BFFCDE69B5FEFEA89E77564FFE1,0.0467000%,OFT holder,
,0X87752D7AE0B687E487A891E94239D95540698FBB,0.0462000%,OFT holder,
,0XE87A10D5B212D169CCBC9A50CF5E23DD3DA27CB6,0.0460000%,OFT holder,
,0X17982917E5CA68E71E4C77CD562CA3B6769F9FFF,0.0452000%,OFT holder,
,0XB201E523913F77982F00A1BB14C22E76036AFE29,0.0452000%,OFT holder,
,0X3F9C7727A9488C542A7588CD0AF5759AC381A799,0.0449000%,OFT holder,
,0X66BB7C182672A4B4A1C5891B9FD708B241EF3622,0.0446000%,OFT holder,
,0X0CE390F18AF702CCA546297845A4A51D102123CF,0.0445000%,OFT holder,
,0X4D26F0E78C154F8FDA7ACF6646246FA135507017,0.0443000%,OFT holder,
,0X98289029B0D4BB73EAD9EB1A3300ED724FCF6779,0.0432000%,OFT holder,
,0XE29A1B640BF46D334D9FB5A08A0FBA9CAAA91F65,0.0428000%,OFT holder,
,0X87EB6BCBC0DC0EC73C6388022B60BFFE2C9955B8,0.0424000%,OFT holder,
,0X6A9BE9CFA46AC9DF9B18474D440116A1FEB80A94,0.0413000%,OFT holder,
,0X487102F05490A4DCEB6859C14626F7A1E149A956,0.0383000%,OFT holder,
,0X0A854BD5DAA8D3959AC2B453E51AE4F2E5F6F4E0,0.0379000%,OFT holder,
,0X10027D8F80C1B33A07C94F79780C1D5D72A985B6,0.0373000%,OFT holder,
,0X7DCF4570A14755E2C7223FBA365C04590D9291DC,0.0351000%,OFT holder,
,0XADFDA5E88D3642219427DC8278029B17A7DF5CE0,0.0349000%,OFT holder,
,0X4455CDBC92217F21904F1CCDCD2DBCB15EC5B896,0.0345000%,OFT holder,
,0XBB8FB8FE5198F25D117C0E7B1B9C8260CB19C3C0,0.0341000%,OFT holder,
,0X481791E002FCFD7D979CE7896546419CE511164C,0.0341000%,OFT holder,
,0X6F90C11E8A84A390450CD133B37372DA8483AFC8,0.0328000%,OFT holder,
,0X42B1812CC23CD59A0AC7C7093DB89E12C02C8485,0.0327000%,OFT holder,
,0X394968078025AD37644CEDCB076D11241EFBBDD0,0.0317000%,OFT holder,
,0XC5D46247DB5C6216666CC6E7841AC3FE292A099C,0.0313000%,OFT holder,
,0XD917C4F53497951A62F8F38D9AEA9B6A66F3D441,0.0308000%,OFT holder,
,0X5CB943BF00032CFB65D3A12185CC5AE0DF742435,0.0304000%,OFT holder,
,0X34F6EA796D06870DB4DD5775D9E665539BC6BBA0,0.0300000%,OFT holder,
,0XCE15B5971FE47ABFC48AB78CCA7F66E2700CF094,0.0298000%,OFT holder,
,0X502A3E1D9A2B0DA4CC82616CE012247EFA5E66C8,0.0270000%,OFT holder,
,0XE51D044586E4F3377C099AA67BC523B3B3CD5119,0.0266000%,OFT holder,
,0X203ADABDDE7BEEA2918F63E0890371430B6E40E9,0.0258000%,OFT holder,
,0X5BFBDC54A7054D4C60303DCD269E59B52BCFC1CA,0.0257000%,OFT holder,
,0XD107690086E94B60CCEB503AE2983AD5D7CE9D8E,0.0254000%,OFT holder,
,0X1D9D7711A5F625F5867F81DCB99B39A08C0B10FE,0.0244000%,OFT holder,
,0XF749B8B8248FF4A4F50B53AB480B7EF6FF6DC978,0.0243000%,OFT holder,
,0XAD1A74A31B00ED0403BB7D8B11130E30AE15853C,0.0241000%,OFT holder,
,0XBAC17EADC8C1CB94E59FA54F7E988B09F5EC58FE,0.0239000%,OFT holder,
,0X6DC8E5AB8904BDE308C23B649829AD38F36FB71B,0.0239000%,OFT holder,
,0X3BAF04A1DACCB03F4806694CF1A266E1C4DF1310,0.0238000%,OFT holder,
,0X907866219DB0A1B913F19339CCAF340C2144676C,0.0236000%,OFT holder,
,0XC1E8A62E3C7CBC093FE83298989DFA41F7A915BC,0.0235000%,OFT holder,
,0X330BC749C26BC8A08ED41D59A824A26134272463,0.0227000%,OFT holder,
,0XD82B1110FA125643ED1553EB0CA4E78FB96A475C,0.0222000%,OFT holder,
,0X1A7D27018D504078A22F66601CBB9B67738E21E2,0.0212000%,OFT holder,
,0X136E3F299E85E96D78A507617DF50BB10EE361EA,0.0212000%,OFT holder,
,0X5900E3A8E0A58A2F9FBEB6FBB8174774CF0E6F6E,0.0206000%,OFT holder,
,0XE1F7EAD40D33EEF30DCF15EB5EFC45409001AAB8,0.0202000%,OFT holder,
,0X241E25C9D15B5E7FB007B5E028C4CE8694893870,0.0201000%,OFT holder,
,0X1AFC084366481CD4E27BB22F9EB5E8AFEBABC0DF,0.0197000%,OFT holder,
,0X6D7E1D6E76FD69F1A4EF2D641B8E1523F8A15868,0.0187000%,OFT holder,
,0X3A484F1BA2B1D2E07E6F68069186775AE4615202,0.0176000%,OFT holder,
,0X95B42336B4ABDC0497E78A97E4826125E3D6880E,0.0176000%,OFT holder,
,0X777D1868FC2099ADD81AC239ED3F2D31420A52EB,0.0172000%,OFT holder,
,0XCF41AF0E91FDC09A2ADF391E2F9D44B0EEE1EE7E,0.0170000%,OFT holder,
,0X4173B351F95233EA34AFCC27773350C509E21E74,0.0169000%,OFT holder,
,0X7B45AA3965CF5CA38EFC7A20E13282E76DD2839A,0.0167000%,OFT holder,
,0X7D42C0381F65BF0B18FD4CBE625AA1B4920D2F4F,0.0164000%,OFT holder,
,0X498B466366F1E7AEB992460A9981DB2FB7A12A12,0.0164000%,OFT holder,
,0X6ACF8CA3B0B07F511375A54C978F224F24F7D3BF,0.0162000%,OFT holder,
,0X6885FBECF7AA77A89EB72BEECB81419315E9AAAA,0.0162000%,OFT holder,
,0X4385EA82E381D1C61B414481B3CEFC43AF63217A,0.0160000%,OFT holder,
,0XD91BDCBBCF1F9A59F6F10FF24BA381C57597EF20,0.0159000%,OFT holder,
,0X2FA511AA8019BEDF879850C1B3B54A2F5FDAB407,0.0159000%,OFT holder,
,0XC0D47AE3B0972B02ABDD1BB168F32F162F26DD4B,0.0158000%,OFT holder,
,0X2FCEE421E8FE1CAFCB1F745D2088D0EFE832D779,0.0156000%,OFT holder,
,0XB8A86906117AB1BCE656B8647BA8F4C3E503F8CE,0.0155000%,OFT holder,
,0XF3D607B9CF91EFEEBAEDFAE9B3197AC951858138,0.0146000%,OFT holder,
,0X467EB732FF8CCFADAC55E4BF64A5D920A5513C18,0.0143000%,OFT holder,
,0XD9B70B615015226F6822A3C7CA8AA6D50C9B328F,0.0141000%,OFT holder,
,0X7B7ED649C56081926E4032DC10AFBB9B9719A574,0.0140000%,OFT holder,
,0X58A725DE2039B3B1991C3A8B4AFBA77B5BDB10AE,0.0139000%,OFT holder,
,0X805FA57F752303627024EB14DE8AEE1BC03A668F,0.0133000%,OFT holder,
,0X9C16695C0436834498B836799507F8F499D8F3E9,0.0132000%,OFT holder,
,0X70E983A8303F73CD7AF87E91D528B7074DFADE6E,0.0131000%,OFT holder,
,0XB08B6E477CB6DC478DE2ACC2853577B83A6F97E0,0.0129000%,OFT holder,
,0X4B00A17A8A4C7DC2F71777207B1C1BD6C132D394,0.0126000%,OFT holder,
,0X1F0D01F338244C193D2DC779DBC1CF3F1E93153C,0.0126000%,OFT holder,
,0X2CD08FE8C1052313C66DCC7F635ED24A3DCA23CC,0.0125000%,OFT holder,
,0X8238892095D3BAC5322894E84F349BCD52F843D5,0.0121000%,OFT holder,
,0XDCE75E914CB8B427ECC032B6EDF1E9A249097852,0.0120000%,OFT holder,
,0XCDBF72B53123A63C6D5AAAEB16E6ECFFD4DB4D84,0.0120000%,OFT holder,
,0X157C359E638B52F3045243B483501069CDDDF6D2,0.0120000%,OFT holder,
,0X000000000000000000000000000755FBE4A24D74,0.0117000%,OFT holder,
,0X3D7EBE72E6C787434D98846516BB9AB7FA160EBF,0.0117000%,OFT holder,
,0XDA79F4F0702E17809D33BF4DC2BB1C1AC64EE0B3,0.0109000%,OFT holder,
,0XEAD7D35099539CE2ABE64F7591EA522E23C13C05,0.0107000%,OFT holder,
,0X4AD94A2686914E7D4C7463306770BFCBE837CD09,0.0105000%,OFT holder,
,0XDCD50BBB34E9C3395602E941A829FD9F2D3696C6,0.0094600%,OFT holder,
,0X110724F68A1AABAED919810114DF0D3DB50AB605,0.0093500%,OFT holder,
,0X1FC0A8DCA35FB432AB09B60A5596D1D02858FE41,0.0092500%,OFT holder,
,0XCB6614E3F0CEE9622716FC086EA783E11C7B1C0B,0.0091400%,OFT holder,
,0XEEE7D012C1829CE8F9553B3B3B9500682671197A,0.0087600%,OFT holder,
,0X878D0320075AF41BD18901C0BA2698DA2870668C,0.0084700%,OFT holder,
,0X03E89A50D6133210970606FE670080A6E3BAE48D,0.0083000%,OFT holder,
,0XE999C4E9C546C76A094C2A053269410110B220F7,0.0081200%,OFT holder,
,0X140B5035A6AA39FAABF034840F30B43AE7196585,0.0080800%,OFT holder,
,0X9FD689E0C9689A61E46148D49C8B93387FADE09A,0.0079700%,OFT holder,
,0X4D80A189DA713EEB1102E766380E75996D49969F,0.0079600%,OFT holder,
,0XBAE3BAD311A211DBC19C14A5D2995A9A4741ABC7,0.0078600%,OFT holder,
,0X521CEE116E4926B7988CD53950F946995F649985,0.0078100%,OFT holder,
,0XD4F94D0AAA640BBB72B5EEC2D85F6D114D81A88E,0.0075100%,OFT holder,
,0X51FDF4343F7659BA108B0CCE01FE28AD9FB54D53,0.0073800%,OFT holder,
,0X02AB2B31EE3BF13AD259D3F1EA10169BD72E99DE,0.0073500%,OFT holder,
,0X2D1F98E03EE1261E87718DCA1654D357F582AAF9,0.0071700%,OFT holder,
,0XC8B7FE8B0D971F4036A35D0131B73A4461BE7105,0.0071200%,OFT holder,
,0X13CBD624AF484C4C695FF0E1D0B7E125D45F2C76,0.0071100%,OFT holder,
,0XA4EBE558B6F9554A4F2A1C315E4E72FD67725517,0.0070800%,OFT holder,
,0XBE92FF89BD24ED3B95F9DB0C119EDBE6C810EAB8,0.0070600%,OFT holder,
,0X88812D0058DFD0EE7A93B35D624557A64613CA2D,0.0070600%,OFT holder,
,0XB988FCEC45C6F5B3183B85A0610A9FD92A802E50,0.0070100%,OFT holder,
,0XE1AC8AA6F7E27CCCBA373DEEACBA012A28818C52,0.0070100%,OFT holder,
,0X9FEFB95AB189E715D5962DC69AE804F36D522CFF,0.0069500%,OFT holder,
,0X2B185C762F6FB49A07116EC06B238B58FE2BEC53,0.0068900%,OFT holder,
,0X7E1E1C5AC70038A9718431C92A618F01F8DADA18,0.0068400%,OFT holder,
,0X278A8453ECF2F477A5AB3CD9B0EA410B7B2C4182,0.0065700%,OFT holder,
,0X6A97E9A3F90C123E705438DE298BC35C3016B3F5,0.0062100%,OFT holder,
,0X07457B47B56B85D319A2218B1BAD2998E091B0B6,0.0058500%,OFT holder,
,0XA68DF02AACD5097D596F1080B007E0A5AAA5156D,0.0058500%,OFT holder,
,0X738E105558D2EDD36489CF783C6DCAF0FEDC30D6,0.0055800%,OFT holder,
,0X2F2C1B1792E5E805C53B70C1BE55F30FF7FF2EF0,0.0054900%,OFT holder,
,0X2E5763DB659F52E00DE5816F3932282049D02D2E,0.0052700%,OFT holder,
,0X860B7ABD16672B33BAB84679526227ADB283ED8F,0.0051600%,OFT holder,
,0XDED2563207D1727D3A19ACD76C2AF040B8024DCA,0.0051600%,OFT holder,
,0X37F730B7BCDC7FC84F00820A3C1098DCA28FF508,0.0051400%,OFT holder,
,0XD61015823B60A7C6E156C887A72467A8170259D2,0.0051200%,OFT holder,
,0X40F81795F44B96BF88E16E055F2283B9CAED9466,0.0049900%,OFT holder,
,0X58E03D622A88B4012EE0A97235C6B110077FB867,0.0047500%,OFT holder,
,0XD85A2ABF44825F27968A20B6580F457F9EF33961,0.0046700%,OFT holder,
,0XD545D60829374C25FF1E107DA2B342D6EC1D88C1,0.0046500%,OFT holder,
,0X000755FBE4A24D7478BFCFC1E561AFCE82D1FF62,0.6250000%,Bridge users,
,0XB0E83C2D71A991017E0116D58C5765ABC57384AF,0.4167000%,Bridge users,
,0XD757F002D43DCB8DB9A4E43A8350AA8CCCDC4E4F,0.4167000%,Bridge users,
,0X8061199A31983A077E691C08B2263A4CF5C24093,0.4167000%,Bridge users,
,0XF930EBBD05EF8B25B1797B9B2109DDC9B0D43063,0.4167000%,Bridge users,
,0X6A2FF3992AB6055863F0FC59D12D841BEF617BD3,0.2083000%,Bridge users,
,0X38A93E70B0D8343657F802C1C3FDB06AC8F8FE99,0.2083000%,Bridge users,
,0X6A9BE9CFA46AC9DF9B18474D440116A1FEB80A94,0.2083000%,Bridge users,
,0XCA3121D4459F3908EC0A39C1F88D7B64855664BB,0.2083000%,Bridge users,
,0X2D28748668AA0FA03D6346F5781205B901CDF751,0.2083000%,Bridge users,
,0X360C48A44F513B5781854588D2F1A40E90093C60,0.2083000%,Bridge users,
,0XAEF01E64B1F59B99208B93A7D8A09F9F175D79FA,0.2083000%,Bridge users,
,0XF6F26015F0760F7A4B7F93E765BC48883DAF79A5,0.2083000%,Bridge users,
,0X9B6ABB92F939488C73FAFC94B220AE196EA50199,0.2083000%,Bridge users,
,0X10E3085127C9BD92AB325F8D1F65CDCEC2436149,0.2083000%,Bridge users,
,0XE1F7EAD40D33EEF30DCF15EB5EFC45409001AAB8,0.2083000%,Bridge users,
,0XD4F9FE0039DA59E6DDB21BBB6E84E0C9E83D73ED,0.2083000%,Bridge users,
,0X68A225D8B7507DE5419CD09C8B9F8D943B05AF8B,0.2083000%,Bridge users,
,0XB0E83C2D71A991017E0116D58C5765ABC57384AF,2.9492082%,veSDT holder,
,0X6CEE94BFCD5A7DEFDBEF337BF79FE31D0982CF2A,2.5587203%,veSDT holder,
,0X4F9CA8074A6D2E76678FC7C64B8F4EC2978CE202,2.3968120%,veSDT holder,
,0XC5D3D004A223299C4F95BB702534C14A32E8778C,2.1204529%,veSDT holder,
,0X3216D2A52F0094AA860CA090BC5C335DE36E6273,2.0785282%,veSDT holder,
,0XC20ECE560F2E9912E1CC3302BB4DEED544430459,1.2155424%,veSDT holder,
,0XA7888F85BD76DEEF3BD03D4DBCF57765A49883B3,0.9170145%,veSDT holder,
,0XF930EBBD05EF8B25B1797B9B2109DDC9B0D43063,0.7949421%,veSDT holder,
,0XC24CFD03CBC1B7FF8EDAC1C85A6B9AE5BF65869A,0.7905379%,veSDT holder,
,0X7A16FF8270133F063AAB6C9977183D9E72835428,0.6735911%,veSDT holder,
,0XC47EC74A753ACB09E4679979AFC428CDE0209639,0.5752345%,veSDT holder,
,0X6D75FFBFFD1E63E5072F0FFBF6C4EEFA16043967,0.5370648%,veSDT holder,
,0XB6AF7C04F67B5EB61F0DC7AC4A760888EC3E3887,0.4697749%,veSDT holder,
,0X329C54289FF5D6B7B7DAE13592C6B1EDA1543ED4,0.4408938%,veSDT holder,
,0XC6625129C9DF3314A4DD604845488F4BA62F9DB8,0.4342713%,veSDT holder,
,0X0A25366C4A76732839F3F9A63093E53423B647A6,0.3771368%,veSDT holder,
,0X25431341A5800759268A6AC1D3CD91C029D7D9CA,0.3642618%,veSDT holder,
,0XCAD5334AC97B0A58CFE8012E7DD2589F0C302AB5,0.3558939%,veSDT holder,
,0XDDB50FFDBA4D89354E1088E4EA402DE895562173,0.3352167%,veSDT holder,
,0X2F707265E61300E8290C18E38EBCBD129FB0B0F5,0.2773725%,veSDT holder,
,0X8D2590474EC0E4FFA4519301ED4ABACC2B0B4996,0.2397091%,veSDT holder,
,0X35A913AE0CBFFAAC576AEC4081876F103CC66DC7,0.2396810%,veSDT holder,
,0X50BD88406B6091084B68FE4DA3A7FF0999239BF5,0.2396810%,veSDT holder,
,0XD2C46B4C28F4B7976D9F87687863C46BB2F71DBB,0.2325089%,veSDT holder,
,0X96CCB95CBCDA21D9A73D15448F08E7E2AAA4F7E2,0.2122375%,veSDT holder,
,0X1A31C94F97C649BC2A8ADBCEB54D1F4A075BE4B1,0.2088744%,veSDT holder,
,0XCCE810AB3FA880ECA2CE8C00BF5CC9F20CFE0783,0.1990210%,veSDT holder,
,0XDBBFC051D200438DD5847B093B22484B842DE9E7,0.1881408%,veSDT holder,
,0XB1748C79709F4BA2DD82834B8C82D4A505003F27,0.1763207%,veSDT holder,
,0X4DD9104E1C5DA4A155322BAA73197B89460DAAAD,0.1739986%,veSDT holder,
,0XB325C1AC788F02FF7997CF53C6FF40DD762897B3,0.1699713%,veSDT holder,
,0X5D550F208F0C2F2D43D99945A20B21C0C5554465,0.1621283%,veSDT holder,
,0X61F41775E63BAF8EF689EF03109F9B47908AED21,0.1611704%,veSDT holder,
,0X781FEA3353D6EFBBABC9FAC0B4725EFF3C77DBA7,0.1607957%,veSDT holder,
,0XABAEBBD34E7F79352F55B0ACEA9516F6CDB94BB5,0.1520945%,veSDT holder,
,0X8D9F950C23B73EDF79CE52F74C6FB589CD2CBD90,0.1515546%,veSDT holder,
,0XB742DA24D6D5803B6C5E4F5BF0FF2C0EF1E94F55,0.1489177%,veSDT holder,
,0X31D71C9F00C4CE70AE78069A3306AC38E263CBE0,0.1423467%,veSDT holder,
,0XDB611D682CB1AD72FCBACD944A8A6E2606A6D158,0.1385615%,veSDT holder,
,0XE84ADC0964EE34CE0319DF3418636ED6A4117B97,0.1369390%,veSDT holder,
,0X73EB240A06F0E0747C698A219462059BE6AACCC8,0.1329596%,veSDT holder,
,0XBA0212619FEBFF76431A4826C957853B9F2CDF7F,0.1300904%,veSDT holder,
