Address,Allocation,Type,Sum
0x47F98FA3a3f8d8A62d99d112cE74e68B8dE79F89,0.031211582%,user,
0x48A1e3c67698ee0707DEF7F1cf6A6F2aB244BE22,0.069214096%,user,
0x6AE40034641bC651333235E1F55c33c5B986eF47,0.031420273%,user,
0xE77B5ff8c07BCAD515B547BBcD8F628F005Ca6e7,0.041503940%,user,
0x98A61aD2f3a2624C52Cef30Af0A853575FDfC1F6,0.028518015%,user,
0xC7410f107D4b7172c7D7AC333784bd6F3Daebc78,0.032841847%,user,
0xE35e430526c39f5c18Bf3471f3e1a97F2b65C5b0,0.263914072%,user,
0xac6be2B90c939648B2980D048A0E20b61f3c7771,0.031606532%,user,
0xDF7fa906DA092cC30F868C5730c944F4D5431e17,0.031702658%,user,
0x09dEfda01Bf18E5c31496E486d41E387c8a2B201,0.031538171%,user,
0xFDa16932cd56B9dCaB6877df96c3A6bbc6CB33c0,0.018840086%,user,
0x91eAd047182594839a12DC1907D2eEAB7Aa14C63,0.002850734%,user,
0x5dA68351bD082aBDA73E42Ac981dB51d9364fe69,0.000409080%,user,
0xFDa16932cd56B9dCaB6877df96c3A6bbc6CB33c0,0.003186570%,user,
0x6e944d132C2b5AD26848E0Eb7B0d38B19F5fC42A,0.030339916%,user,
0xD2099B41685806aEEdf1Af6209Bd68cF976e37B3,0.030336262%,user,
0xCcbF58Fcc0226F9b5449bF3eD20aDFbAf10Fb8dE,0.030339916%,user,
0x2B185C762F6Fb49a07116EC06B238B58Fe2BeC53,0.000922586%,user,
0x2B185C762F6Fb49a07116EC06B238B58Fe2BeC53,0.038496575%,user,
0xaDc8dF2B06E897972940CfeB9Daf96A61133a456,0.031600197%,user,
0x389BD7cad27ACc90adEF1D23Ee2E8CC8608DcC18,0.000000095%,user,
0x96B9D9a5cFe8c572DeF7588d31f7921138794e24,0.028454539%,user,
0x21caDed0E50b60646af532E37D3124cF2669752B,0.152462033%,user,
0x21caDed0E50b60646af532E37D3124cF2669752B,0.152462033%,user,
0x21caDed0E50b60646af532E37D3124cF2669752B,0.099753818%,user,
0x8DdD3460376bE2b3148431a2c683De2666cb19Fb,0.028619153%,user,
0x0F613b6D34cEa2a4C310764905ff20d3b5aE02c8,0.039595703%,user,
0x27132F6d5103CAeE85569d2980B628F168B3b229,0.054209997%,user,
0x0006C3b7D65f56B3fAa111B47ad6797f8FD3B4dE,0.001194317%,user,
0x2B185C762F6Fb49a07116EC06B238B58Fe2BeC53,0.000497622%,user,
0x8336D63cf4FA299476B121A6930C691A293a7a79,0.023026234%,user,
0x47F98FA3a3f8d8A62d99d112cE74e68B8dE79F89,0.173489790%,user,
0xDF7fa906DA092cC30F868C5730c944F4D5431e17,0.296213149%,user,
0x47F98FA3a3f8d8A62d99d112cE74e68B8dE79F89,0.685067875%,user,
0x96B9D9a5cFe8c572DeF7588d31f7921138794e24,0.312196545%,user,
0x68f3Ed374Ab786A5b8eA959c89C4F06e83f52FC1,1.330832174%,user,
0x60d320a138DEB35Ac3B666BA746399251Ef60D2D,1.031110144%,user,
0x8336D63cf4FA299476B121A6930C691A293a7a79,3.293456528%,user,
0x8336D63cf4FA299476B121A6930C691A293a7a79,1.406553401%,user,
0x8336D63cf4FA299476B121A6930C691A293a7a79,0.541111631%,user,
0x8336D63cf4FA299476B121A6930C691A293a7a79,0.439530875%,user,
0x68f3Ed374Ab786A5b8eA959c89C4F06e83f52FC1,0.158908992%,user,
0x91d73E9E176c7F8e13CC36ce9532eF4754567157,0.024490816%,user,
0x738dd7b22960dBE359ce10727906CD7AaF71020B,0.342543181%,user,
0x48A1e3c67698ee0707DEF7F1cf6A6F2aB244BE22,0.038250680%,user,
0xCE452F6779f6Cb2FC17c059f9F3ecA58B9D64E44,0.015294440%,user,
0x8DdD3460376bE2b3148431a2c683De2666cb19Fb,0.014798265%,user,
0xac6be2B90c939648B2980D048A0E20b61f3c7771,0.008945252%,user,
0xaDc8dF2B06E897972940CfeB9Daf96A61133a456,0.016544605%,user,
0xDF7fa906DA092cC30F868C5730c944F4D5431e17,0.016310222%,user,
0xE77B5ff8c07BCAD515B547BBcD8F628F005Ca6e7,0.015478664%,user,
0x09dEfda01Bf18E5c31496E486d41E387c8a2B201,0.175466087%,user,
0x96B9D9a5cFe8c572DeF7588d31f7921138794e24,0.012262150%,user,
0x90F15E09B8Fb5BC080B968170C638920Db3A3446,0.012884678%,user,
0x6C6418d85470512D0B79Ad5b7Fdcc6ddEFFE1835,0.014166605%,user,
0x21caDed0E50b60646af532E37D3124cF2669752B,0.072423653%,user,
0x21caDed0E50b60646af532E37D3124cF2669752B,0.071468350%,user,
0x21caDed0E50b60646af532E37D3124cF2669752B,0.070354295%,user,
0x21caDed0E50b60646af532E37D3124cF2669752B,0.071291495%,user,
0x21caDed0E50b60646af532E37D3124cF2669752B,0.069703501%,user,
0x21caDed0E50b60646af532E37D3124cF2669752B,0.069533873%,user,
0x21caDed0E50b60646af532E37D3124cF2669752B,0.067400226%,user,
